,stop_name,line_count,type,in_lines
55,"Zehlendorf-Süd, Sachtlebenstrasse Ecke Lupsteiner Weg",1,bus,{'10'}
56,Dahlem Waldfriedhof,1,bus,{'11'}
57,U-Bhf. Oskar-Helene-Heim,4,bus,"{'18', '1', '60', '11'}"
58,Garystrasse,1,bus,{'11'}
59,Corrensplatz,2,bus,"{'10', '11'}"
60,Berliner Strasse,9,bus,"{'21', '1', '50', '11', '10', '48'}"
61,Berliner Strasse,9,strassenbahn,{'63'}
62,Berliner Strasse,9,u-bahn,"{'7', '9'}"
63,Adolf-Martens-Strasse,1,bus,{'11'}
64,Drakestrasse,4,bus,"{'85', '53', '48', '11'}"
65,Gardeschützenweg,2,bus,"{'85', '11'}"
66,Hindenburgdamm/Wiesenbaude,1,bus,{'11'}
67,Ostpreußendamm,4,bus,"{'96', '85', '53', '11'}"
68,Marienstrasse/Königswarter Krankenhaus,2,bus,"{'17', '11'}"
69,Morgensternstrasse,4,bus,"{'96', '86', '53', '11'}"
70,Kranoldplatz,4,bus,"{'96', '17', '53', '11'}"
71,Hildburghauser Strasse,3,bus,"{'30', '2', '11'}"
72,Marienfelder Allee,3,bus,"{'32', '30', '11'}"
73,Alt-Marienfelde,2,bus,"{'52', '11'}"
74,An der Heilandsweide,2,bus,"{'32', '11'}"
75,Stegerwaldstrasse,2,bus,"{'32', '11'}"
76,Hranitzkystrasse,2,bus,"{'32', '11'}"
77,Daimlerstrasse,3,bus,"{'7', '77', '11'}"
78,Wilhelm-von-Siemens-Strasse,2,bus,"{'77', '11'}"
79,Alt-Mariendorf,5,bus,"{'93', '77', '81', '11'}"
80,Alt-Mariendorf,5,u-bahn,{'6'}
81,U-Bhf. Alt-Mariendorf,9,bus,"{'76', '11', '77', '93', '79', '78', '81', '76E', '7'}"
82,S-Bhf. Marzahn,4,strassenbahn,"{'12', '11'}"
83,S-Bhf. Marzahn,4,bus,"{'43', '92'}"
84,BWF Marzahn,2,strassenbahn,"{'12', '11'}"
85,Rhinstrasse,6,strassenbahn,"{'18', '12', '11'}"
86,Rhinstrasse,6,bus,"{'76E', '54'}"
87,Genslerstrasse,4,strassenbahn,"{'12', '11'}"
88,Genslerstrasse,4,bus,"{'54', '48'}"
89,Zechliner Strasse,2,strassenbahn,"{'12', '11'}"
90,Ho-Chi-Minh-Strasse,9,strassenbahn,"{'12', '63', '11', '18', '19', '20', '15'}"
91,Ho-Chi-Minh-Strasse,9,bus,"{'54', '48'}"
92,S-Bhf. Leninallee,8,strassenbahn,"{'11', '18', '19', '17', '63', '15'}"
93,S-Bhf. Leninallee,8,bus,"{'54', '48'}"
94,Dimitroffstrasse,14,strassenbahn,"{'63', '11', '18', '71', '19', '24', '72', '20', '15'}"
95,Dimitroffstrasse,14,bus,"{'57', '54', '30', '48'}"
96,Dimitroffstrasse,14,u-bahn,{'A'}
97,Krankenhaus Friedrichshain,2,strassenbahn,"{'18', '11'}"
98,Mollstrasse,7,strassenbahn,"{'11', '18', '24', '63', '15'}"
99,Mollstrasse,7,bus,"{'57', '9'}"
100,Hans-Beimler-Strasse,4,strassenbahn,"{'18', '63', '11'}"
101,Hans-Beimler-Strasse,4,bus,{'32'}
102,U-Bhf. Rosa-Luxemburg-Platz,10,strassenbahn,"{'63', '11', '18', '71', '24', '72', '20', '15'}"
103,U-Bhf. Rosa-Luxemburg-Platz,10,bus,"{'30', '40'}"
104,Rosenthaler Platz,7,strassenbahn,"{'18', '49', '11'}"
105,Rosenthaler Platz,7,bus,"{'78', '78E', '30', '40'}"
106,Veteranenstrasse,2,strassenbahn,"{'18', '11'}"
107,"Invalidenstrasse, Post",4,strassenbahn,"{'18', '46', '70', '11'}"
108,Stadion der Weltjugend,5,strassenbahn,"{'18', '24', '63', '11'}"
109,Stadion der Weltjugend,5,bus,{'59'}
110,"Wedding, Bernauer Strasse",1,bus,{'12'}
111,Voltastrasse,3,bus,{'12'}
112,Voltastrasse,3,strassenbahn,{'83'}
113,Voltastrasse,3,u-bahn,{'8'}
114,Scheringstrasse,1,bus,{'12'}
115,Nettelbeckplatz,5,bus,"{'99', '12', '83', '70', '72'}"
116,U-Bhf. Leopoldplatz,2,bus,"{'12', '64'}"
117,Limburger Strasse/Rathaus Wedding,1,bus,{'12'}
118,U-Bhf. Seestrasse,2,bus,"{'12', '16'}"
119,Barfusstrasse,1,bus,{'12'}
120,Holländerstrasse,2,bus,"{'8', '12'}"
121,Emmentaler Strasse,5,bus,"{'12', '14', '22', '61', '72'}"
122,Roedernallee,4,bus,"{'12', '62', '64', '14'}"
123,Am Nordgraben,2,bus,"{'22', '12'}"
124,Oranienburger Strasse,5,bus,"{'21', '12', '62', '57', '15'}"
125,Eichborndamm,2,bus,"{'12', '14'}"
126,Hermsdorfer Strasse,3,bus,"{'22', '12', '14'}"
127,Cyclopstrasse,1,bus,{'12'}
128,Zabel-Krüger-Damm,3,bus,"{'22', '12', '20'}"
129,Dianastrasse,1,bus,{'12'}
130,Hermsdorfer Damm,2,bus,"{'12', '15'}"
131,Burgfrauen Strasse,1,bus,{'12'}
132,Zeltinger Platz,2,bus,"{'12', '15'}"
133,Ludolfinger Platz,2,bus,"{'12', '15'}"
134,Donnersmarckplatz,2,bus,"{'12', '15'}"
135,Maximiliankorso Ecke Hainbuchenstrasse,1,bus,{'12'}
136,S-Bhf. Marzahn,4,strassenbahn,"{'12', '11'}"
137,S-Bhf. Marzahn,4,bus,"{'43', '92'}"
138,BWF Marzahn,2,strassenbahn,"{'12', '11'}"
139,Rhinstrasse,6,strassenbahn,"{'18', '12', '11'}"
140,Rhinstrasse,6,bus,"{'76E', '54'}"
141,Genslerstrasse,4,strassenbahn,"{'12', '11'}"
142,Genslerstrasse,4,bus,"{'54', '48'}"
143,Zechliner Strasse,2,strassenbahn,"{'12', '11'}"
144,Mittelstrasse,1,strassenbahn,{'12'}
145,Ho-Chi-Minh-Strasse,9,strassenbahn,"{'12', '63', '11', '18', '19', '20', '15'}"
146,Ho-Chi-Minh-Strasse,9,bus,"{'54', '48'}"
147,Leninallee,16,strassenbahn,"{'12', '21', '13', '3', '4', '20'}"
148,Leninallee,16,bus,"{'56', '54', '53', '30', '48'}"
149,Leninallee,16,s-bahn,"{'141', '140', '143', '142'}"
150,Herzbergstrasse,6,strassenbahn,"{'12', '3', '17', '20', '15'}"
151,Herzbergstrasse,6,bus,{'30'}
152,Rathhaus Lichtenberg,1,strassenbahn,{'12'}
153,Bhf. Frankfurter Allee,2,strassenbahn,"{'12', '3'}"
154,Scharnweberstrasse,3,strassenbahn,"{'12', '3'}"
155,Scharnweberstrasse,3,u-bahn,{'6'}
156,Alt-Heiligensee,3,bus,"{'14E', '13', '14'}"
157,Heiligenseestrasse,2,bus,"{'13', '14'}"
158,Konradshöher Strasse,1,bus,{'13'}
159,Karolinenstrasse,2,bus,"{'13', '20'}"
160,U-Bhf. Tegel,2,bus,"{'13', '14'}"
161,U-Bhf. Borsigwerke,1,bus,{'13'}
162,U-Bhf. Holzhauser Strasse,1,bus,{'13'}
163,Neheimer Strasse,1,bus,{'13'}
164,Maienwerder Weg,1,bus,{'13'}
165,Paulsternstrasse,5,bus,"{'99', '10', '13', '55', '72'}"
166,Haselhorster Damm,3,bus,"{'10', '13', '55'}"
167,Am Juliusturm,2,bus,"{'13', '55'}"
168,Zur Zitadelle,3,bus,"{'99', '13', '55'}"
169,Rathaus Spandau,8,bus,"{'99', '97', '54', '13', '34', '5', '63', '31'}"
170,Brunsbütteler Damm,3,bus,"{'13', '31', '34'}"
171,Seeburger Strasse,2,bus,"{'13', '34'}"
172,Päwesiner Weg,2,bus,"{'13', '31'}"
173,Kolonie Hasenheide,1,bus,{'13'}
174,Adamstrasse,4,bus,"{'97', '13', '35', '34'}"
175,Am Omnibushof,2,bus,"{'13', '35'}"
176,Heerstrasse,3,bus,"{'13', '92', '34'}"
177,Spandau Weinmeisterhornweg,1,bus,{'13'}
178,Eberswalder Strasse,3,strassenbahn,"{'13', '21', '4'}"
179,U-Bhf. Dimitroffstrasse,7,strassenbahn,"{'49', '21', '13', '22', '46', '70', '4'}"
180,Prenzlauer Allee,14,strassenbahn,"{'21', '18', '13', '3', '4', '63', '15'}"
181,Prenzlauer Allee,14,bus,"{'30', '40'}"
182,Prenzlauer Allee,14,s-bahn,"{'141', '140', '143', '142'}"
183,Greifswalder Strasse,11,strassenbahn,"{'13', '21', '4'}"
184,Greifswalder Strasse,11,bus,"{'44', '56', '95'}"
185,Greifswalder Strasse,11,s-bahn,"{'141', '140', '143', '142'}"
186,Bötzowstrasse,3,strassenbahn,"{'13', '21', '4'}"
187,Artur-Becker-Strasse,6,strassenbahn,"{'4', '13', '21', '19'}"
188,Artur-Becker-Strasse,6,bus,"{'54', '30'}"
189,Leninallee,16,strassenbahn,"{'12', '21', '13', '3', '4', '20'}"
190,Leninallee,16,bus,"{'56', '54', '53', '30', '48'}"
191,Leninallee,16,s-bahn,"{'141', '140', '143', '142'}"
192,Besarinplatz,2,strassenbahn,"{'13', '21'}"
193,Frankfurter Tor,4,strassenbahn,"{'13', '21', '4'}"
194,Frankfurter Tor,4,u-bahn,{'E'}
195,Holteistrasse,3,strassenbahn,"{'13', '21'}"
196,Holteistrasse,3,bus,{'30'}
197,Hauptstrasse,6,strassenbahn,"{'13', '21', '22'}"
198,Hauptstrasse,6,bus,"{'73', '4', '74'}"
199,VEB Chemiehandel,2,strassenbahn,"{'13', '21'}"
200,Kraftwerk,4,strassenbahn,"{'82', '13', '21'}"
201,Kraftwerk,4,bus,{'96'}
202,Hönower Wiesenweg,2,strassenbahn,"{'82', '13'}"
203,U-Bhf. Osloer Strasse,6,bus,"{'14', '16', '22', '89', '8', '61'}"
204,Drontheimer Strasse,1,bus,{'14'}
205,Pankower Allee,6,bus,"{'14', '16', '22', '8', '61', '72'}"
206,Emmentaler Strasse,5,bus,"{'12', '14', '22', '61', '72'}"
207,Residenzstrasse,4,bus,"{'8', '61', '14', '16'}"
208,Aroser Allee,3,bus,"{'22', '8', '14'}"
209,Roedernallee,4,bus,"{'12', '62', '64', '14'}"
210,Ollenhauerstrasse,2,bus,"{'61', '14'}"
211,Karl-Bonhoeffer-Nervenklinik,2,bus,"{'62', '14'}"
212,Tessenowstrasse,3,bus,"{'22', '64', '14'}"
213,Jansenstrasse,1,bus,{'14'}
214,Alt-Wittenau,3,bus,"{'21', '62', '14'}"
215,Eichborndamm,2,bus,"{'12', '14'}"
216,Hermsdorfer Strasse,3,bus,"{'22', '12', '14'}"
217,Ziekowstrasse,2,bus,"{'20', '14'}"
218,U-Bhf. Tegel,2,bus,"{'13', '14'}"
219,Ruppiner Chausee,1,bus,{'14'}
220,Diakoniezentrum,1,bus,{'14'}
221,Hennigsdorfer Strasse,1,bus,{'14'}
222,Heiligenseestrasse,2,bus,"{'13', '14'}"
223,Fährstrasse,2,bus,"{'14E', '14'}"
224,Alt-Heiligensee,3,bus,"{'14E', '13', '14'}"
225,Alt-Heiligensee,3,bus,"{'14E', '13', '14'}"
226,Fährstrasse,2,bus,"{'14E', '14'}"
227,Havelblick,1,bus,{'14E'}
228,Strandbad Heiligensee,1,bus,{'14E'}
229,Gemeindefriedhof,2,bus,"{'14E', '61'}"
230,Rallenweg,1,bus,{'14E'}
231,Rohrweihstrasse,1,bus,{'14E'}
232,Sperberstrasse,1,bus,{'14E'}
233,Habichtstrasse/Strandbad,1,bus,{'14E'}
234,Falkenplatz,2,bus,"{'14E', '20'}"
235,Wittenauer Strasse Märkisches Viertel,1,bus,{'15'}
236,Lübarser Strasse,2,bus,"{'22', '15'}"
237,Finsterwalder Strasse,1,bus,{'15'}
238,Wilhelmsruher Damm,4,bus,"{'22', '21', '64', '15'}"
239,Oranienburger Strasse,5,bus,"{'21', '12', '62', '57', '15'}"
240,"Alt-Wittenau, Kirche",1,bus,{'15'}
241,Rathaus Reinickendorf,2,bus,"{'21', '15'}"
242,Pannwitzstrasse,1,bus,{'15'}
243,Olbendorfer Weg,1,bus,{'15'}
244,Breitenbachstrasse,2,bus,"{'21', '15'}"
245,Holzhauser Strasse,2,bus,{'15'}
246,Holzhauser Strasse,2,u-bahn,{'6'}
247,Eschachstrasse/Ziekowstrasse,1,bus,{'15'}
248,Buddestrasse,1,bus,{'15'}
249,Alt-Tegel/U-Bhf. Tegel,2,bus,"{'20', '15'}"
250,Hermsdorfer Damm,2,bus,"{'12', '15'}"
251,Mühlenfeldstrasse,1,bus,{'15'}
252,Falkentaler Steig,1,bus,{'15'}
253,Hermsdorfer Friedhof,1,bus,{'15'}
254,Donnersmarckplatz,2,bus,"{'12', '15'}"
255,Ludolfinger Platz,2,bus,"{'12', '15'}"
256,Zeltinger Platz,2,bus,"{'12', '15'}"
257,Am Pilz,1,bus,{'15'}
258,Frohnau Invalidensiedlung,1,bus,{'15'}
259,Bhf. Lichtenberg,6,strassenbahn,"{'20', '15'}"
260,Bhf. Lichtenberg,6,bus,"{'8', '54', '30'}"
261,Bhf. Lichtenberg,6,u-bahn,{'E'}
262,Straßenbahn-Betriebshof,2,strassenbahn,"{'20', '15'}"
263,Josef-Orlopp-Strasse,2,strassenbahn,"{'20', '15'}"
264,Herzbergstrasse,6,strassenbahn,"{'12', '3', '17', '20', '15'}"
265,Herzbergstrasse,6,bus,{'30'}
266,Ho-Chi-Minh-Strasse,9,strassenbahn,"{'12', '63', '11', '18', '19', '20', '15'}"
267,Ho-Chi-Minh-Strasse,9,bus,"{'54', '48'}"
268,Franz-Jacob-Strasse,4,strassenbahn,"{'18', '17', '15', '19'}"
269,S-Bhf. Leninallee,8,strassenbahn,"{'11', '18', '19', '17', '63', '15'}"
270,S-Bhf. Leninallee,8,bus,"{'54', '48'}"
271,Dimitroffstrasse,14,strassenbahn,"{'63', '11', '18', '71', '19', '24', '72', '20', '15'}"
272,Dimitroffstrasse,14,bus,"{'57', '54', '30', '48'}"
273,Dimitroffstrasse,14,u-bahn,{'A'}
274,Mollstrasse,7,strassenbahn,"{'11', '18', '24', '63', '15'}"
275,Mollstrasse,7,bus,"{'57', '9'}"
276,Hans-Beimlerstrasse,1,strassenbahn,{'15'}
277,Prenzlauer Allee,14,strassenbahn,"{'21', '18', '13', '3', '4', '63', '15'}"
278,Prenzlauer Allee,14,bus,"{'30', '40'}"
279,Prenzlauer Allee,14,s-bahn,"{'141', '140', '143', '142'}"
280,U-Bhf. Rosa-Luxemburg-Platz,10,strassenbahn,"{'63', '11', '18', '71', '24', '72', '20', '15'}"
281,U-Bhf. Rosa-Luxemburg-Platz,10,bus,"{'30', '40'}"
282,"Hackescher Markt""",1,strassenbahn,{'15'}
283,Reinickendorf Klemkestrasse/Sommerstrasse,1,bus,{'16'}
284,Reginhardstrasse,2,bus,"{'61', '16'}"
285,Pankower Allee,6,bus,"{'14', '16', '22', '8', '61', '72'}"
286,Residenzstrasse,4,bus,"{'8', '61', '14', '16'}"
287,U-Bhf. Osloer Strasse,6,bus,"{'14', '16', '22', '89', '8', '61'}"
288,Luise-Schröder-Platz,1,bus,{'16'}
289,U-Bhf. Seestrasse,2,bus,"{'12', '16'}"
290,Amrumer Strasse,2,bus,{'16'}
291,Amrumer Strasse,2,u-bahn,{'9'}
292,U-Bhf. Amrumer Strasse,2,bus,"{'64', '16'}"
293,Fennstrasse,1,bus,{'16'}
294,Turmstrasse,4,bus,"{'1', '70', '16'}"
295,Turmstrasse,4,u-bahn,{'9'}
296,Alt-Moabit,4,bus,"{'24', '1', '90', '16'}"
297,U-Bhf. Hansaplatz,2,bus,"{'23', '16'}"
298,Großer Stern,2,bus,"{'69', '16'}"
299,Lützowplatz,5,bus,"{'29', '16', '9', '24', '69'}"
300,U-Bhf. Nollendorfplatz,2,bus,"{'19', '16'}"
301,Martin-Luther-Strasse,3,bus,"{'19', '50', '16'}"
302,John-F.-Kennedy-Platz,3,bus,"{'73', '74', '16'}"
303,U-Bhf. Innsbrucker Platz,4,bus,"{'85', '83', '48', '16'}"
304,U-Bhf. Bundesplatz,2,bus,"{'86', '16'}"
305,Wiesbadener Strasse,1,bus,{'16'}
306,Breitenbachplatz,2,bus,{'16'}
307,Breitenbachplatz,2,u-bahn,{'2'}
308,Grundewald Fontanestrasse,1,bus,{'17'}
309,Hagenplatz,1,bus,{'17'}
310,Teplitzer Strasse,3,bus,"{'29', '17', '19'}"
311,Roseneck,2,bus,"{'17', '60'}"
312,Berkaer Strasse,2,bus,"{'17', '60'}"
313,U-Bhf. Rüdesheimer Platz,1,bus,{'17'}
314,Laubacher Strasse/Südwestkorso,1,bus,{'17'}
315,U-Bhf. Friedrich-Wilhelm-Platz,5,bus,"{'2', '25', '17', '81', '86'}"
316,Kaisereiche/Schmiljanstrasse,1,bus,{'17'}
317,U-Bhf. Walther-Schreiber-Platz,7,bus,"{'76', '2', '17', '81', '85', '86', '48'}"
318,U-Bhf. Schloßstrasse,5,bus,"{'17', '85', '86', '33', '48'}"
319,Kieler Strasse,1,bus,{'17'}
320,U-Bhf. Rathaus Steglitz,8,bus,"{'32', '68', '17', '30', '85', '86', '88', '48'}"
321,Klingsorstrasse,7,bus,"{'84', '32', '17', '30', '88', '86', '33'}"
322,Bismarckstrasse,12,bus,"{'76', '21', '1', '32', '68', '2', '17', '30', '81', '33'}"
323,Bismarckstrasse,12,u-bahn,"{'7', '1'}"
324,Halskestrasse,1,bus,{'17'}
325,Albrechtstrasse,8,bus,"{'96', '84', '68', '2', '17', '81', '30', '83'}"
326,Leonorenstrasse,5,bus,"{'32', '2', '17', '81', '30'}"
327,Birkbuschstrasse,3,bus,"{'17', '85', '88'}"
328,Königsberger Strasse,2,bus,"{'17', '86'}"
329,Marienstrasse/Königswarter Krankenhaus,2,bus,"{'17', '11'}"
330,Jungfernstieg,1,bus,{'17'}
331,Kranoldplatz,4,bus,"{'96', '17', '53', '11'}"
332,Oberhofer Platz,1,bus,{'17'}
333,Lichterfelde Celsiusstrasse,1,bus,{'17'}
334,Besarinstrasse,1,strassenbahn,{'17'}
335,S-Bhf. Leninallee,8,strassenbahn,"{'11', '18', '19', '17', '63', '15'}"
336,S-Bhf. Leninallee,8,bus,"{'54', '48'}"
337,Franz-Jacob-Strasse,4,strassenbahn,"{'18', '17', '15', '19'}"
338,Herzbergstrasse,6,strassenbahn,"{'12', '3', '17', '20', '15'}"
339,Herzbergstrasse,6,bus,{'30'}
340,Siegfriedstrasse,6,strassenbahn,"{'18', '17', '19'}"
341,Siegfriedstrasse,6,bus,"{'91', '30', '93'}"
342,Allee der Kosmonauten,3,strassenbahn,"{'17', '19'}"
343,Allee der Kosmonauten,3,bus,{'53'}
344,S-Bhf. Friedrichsfelde Ost,5,strassenbahn,"{'17', '19'}"
345,S-Bhf. Friedrichsfelde Ost,5,bus,"{'54', '43', '53'}"
346,Straße der Befreiung,5,strassenbahn,"{'17', '19'}"
347,Straße der Befreiung,5,bus,"{'54', '43', '53'}"
348,U-Bhf. Tierpark,6,strassenbahn,"{'17', '19'}"
349,U-Bhf. Tierpark,6,bus,"{'94', '96', '53'}"
350,Bhf. Karlshorst,3,strassenbahn,"{'17', '19'}"
351,Bhf. Karlshorst,3,bus,{'96'}
352,Wilhelminenhofstrasse,5,strassenbahn,"{'21', '26', '25', '82', '17'}"
353,Bhf. Schöneweide,12,strassenbahn,"{'26', '17', '25'}"
354,Bhf. Schöneweide,12,bus,"{'62', '67', '65', '66', '47'}"
355,Bhf. Schöneweide,12,s-bahn,"{'141', '115', '140', '110'}"
356,Königsheideweg,1,strassenbahn,{'17'}
357,Haeckelstrasse,1,strassenbahn,{'17'}
358,U-Bhf. Oskar-Helene-Heim,4,bus,"{'18', '1', '60', '11'}"
359,Krankenhaus Oskar-Helene-Heim,1,bus,{'18'}
360,Sophie-Charlotte-Strasse,2,bus,"{'18', '3'}"
361,Schützallee,2,bus,"{'18', '3'}"
362,Scharfestrasse,1,bus,{'18'}
363,Potsdamer Strasse,8,bus,"{'50', '18', '19', '24', '53', '79', '82', '48'}"
364,Fischerhüttenstrasse,1,bus,{'18'}
365,Lindenthaler Allee,1,bus,{'18'}
366,Spanische Allee,2,bus,"{'18', '3'}"
367,Von-Luck-Strasse/Waldfriedhof,1,bus,{'18'}
368,Isoldestrasse,2,bus,"{'18', 'E'}"
369,Nibelungenstrasse,2,bus,"{'18', 'E'}"
370,Kronprinzessinenweg,1,bus,{'18'}
371,Am Großen Wannsee,3,bus,"{'18', '3', '66'}"
372,Endestrasse,1,bus,{'18'}
373,Pfaueninselchaussee,3,bus,"{'18', '6', '66'}"
374,Rathaus Wannsee,3,bus,"{'18', '6', '66'}"
375,Charlottenstrasse,3,bus,"{'18', '57', '66'}"
376,"Wilhelmplatz, Stölpchensee",1,bus,{'18'}
377,Kohlhasenbrück,1,bus,{'18'}
378,Königsweg,1,bus,{'18'}
379,Bernhard-Beyer-Strasse,1,bus,{'18'}
380,Steinstücken,1,bus,{'18'}
381,"Biesdorf, Elisabethstrasse",1,strassenbahn,{'18'}
382,Boschpoler Strasse,4,strassenbahn,{'18'}
383,Boschpoler Strasse,4,bus,"{'54', '43'}"
384,Marchwitzastrasse,3,strassenbahn,{'18'}
385,Marchwitzastrasse,3,bus,"{'54', '43'}"
386,S-Bhf. Springpfuhl,3,strassenbahn,{'18'}
387,S-Bhf. Springpfuhl,3,bus,"{'54', '43'}"
388,Kraftwerksanlagenbau,1,strassenbahn,{'18'}
389,Rhinstrasse,6,strassenbahn,"{'18', '12', '11'}"
390,Rhinstrasse,6,bus,"{'76E', '54'}"
391,Siegfriedstrasse,6,strassenbahn,"{'18', '17', '19'}"
392,Siegfriedstrasse,6,bus,"{'91', '30', '93'}"
393,Ho-Chi-Minh-Strasse,9,strassenbahn,"{'12', '63', '11', '18', '19', '20', '15'}"
394,Ho-Chi-Minh-Strasse,9,bus,"{'54', '48'}"
395,Franz-Jacob-Strasse,4,strassenbahn,"{'18', '17', '15', '19'}"
396,S-Bhf. Leninallee,8,strassenbahn,"{'11', '18', '19', '17', '63', '15'}"
397,S-Bhf. Leninallee,8,bus,"{'54', '48'}"
398,Dimitroffstrasse,14,strassenbahn,"{'63', '11', '18', '71', '19', '24', '72', '20', '15'}"
399,Dimitroffstrasse,14,bus,"{'57', '54', '30', '48'}"
400,Dimitroffstrasse,14,u-bahn,{'A'}
401,Krankenhaus Friedrichshain,2,strassenbahn,"{'18', '11'}"
402,Mollstrasse,7,strassenbahn,"{'11', '18', '24', '63', '15'}"
403,Mollstrasse,7,bus,"{'57', '9'}"
404,Hans-Beimler-Strasse,4,strassenbahn,"{'18', '63', '11'}"
405,Hans-Beimler-Strasse,4,bus,{'32'}
406,Prenzlauer Allee,14,strassenbahn,"{'21', '18', '13', '3', '4', '63', '15'}"
407,Prenzlauer Allee,14,bus,"{'30', '40'}"
408,Prenzlauer Allee,14,s-bahn,"{'141', '140', '143', '142'}"
409,U-Bhf. Rosa-Luxemburg-Platz,10,strassenbahn,"{'63', '11', '18', '71', '24', '72', '20', '15'}"
410,U-Bhf. Rosa-Luxemburg-Platz,10,bus,"{'30', '40'}"
411,Rosenthaler Platz,7,strassenbahn,"{'18', '49', '11'}"
412,Rosenthaler Platz,7,bus,"{'78', '78E', '30', '40'}"
413,Veteranenstrasse,2,strassenbahn,"{'18', '11'}"
414,"Invalidenstrasse, Post",4,strassenbahn,"{'18', '46', '70', '11'}"
415,Stadion der Weltjugend,5,strassenbahn,"{'18', '24', '63', '11'}"
416,Stadion der Weltjugend,5,bus,{'59'}
417,Grunewald Roseneck,2,bus,"{'50', '19'}"
418,Teplitzer Strasse,3,bus,"{'29', '17', '19'}"
419,Richard-Strauß-Strasse,1,bus,{'19'}
420,Koenigsallee/Hagenplatz,1,bus,{'19'}
421,Kurfürstendamm/Rathenauplatz,2,bus,"{'29', '19'}"
422,Henriettenplatz,5,bus,"{'29', '10', '19', '69', '4'}"
423,Joachim-Firedrich-Strasse,1,bus,{'19'}
424,Lehniner Platz,3,bus,"{'69', '29', '19'}"
425,U-Bhf. Adenauerplatz,4,bus,"{'69', '29', '9', '19'}"
426,Olivaer Platz/Leibnizstrasse,3,bus,"{'29', '9', '19'}"
427,Bleibtreustrasse,3,bus,"{'29', '9', '19'}"
428,U-Bhf. Uhlandstrasse,2,bus,"{'9', '19'}"
