Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
362,Gehringstrasse Ecke Gustav-Adolf-Strasse,bus,['A56'],"52.56275859809491, 13.459295673933369",,,
363,"Gemendefriedhof, Sandhauserstrasse",bus,['A14E'],"52.59818221881567, 13.215760951164746",,,
364,Genslerstrasse Ecke Landsberger Chaussee,bus,['O37'],"52.53424371338384, 13.497144364141604",,,
365,Georgenstrasse,bus,['A42'],"52.59393880946394, 13.461615249578552",,,
366,Gerichtstrasse Ecke Reinickdorferstrasse,bus,['A70'],"52.544655572455056, 13.37015484428947",,,
367,Gerlindeweg Ecke Friederikestrasse,bus,['A20'],"52.57564385703113, 13.228964845529648",nan,A20,nan
368,Germaniastrasse Ecke Gottlieb-Dunkel-Strasse,bus,['A77'],"52.46053987437175, 13.418058888486561",,,
369,Gesundbrunnen,s-bahn,"['KBS 100e', 'KBS 100', 'KBS 100d', 'KBS 100a', 'KBS 100c']","52.548611111111,13.389444444444",Q111239092,"['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e",nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen
370,Gesundbrunnen,u-bahn,['8'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ D+ D+ D,nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen
371,Gleisdreieck,u-bahn,"['1', '2']","52.49952,13.37409",Q678372,"['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II",nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck
372,"Glienicke, Kirche",bus,['A7'],"52.63062737184449, 13.312861916755343",nan,"['A7']+ AN,A7+ A7+ A7","nan+ Glienicke, Kirche+ Glienicke, Kirche+ Glienicke, Kirche"
373,Glienicker Brücke,bus,['A6'],"52.413474089031965, 13.091235881924467",nan,['A6']+ A6+ A6+ A6,nan+ Glienicker Brücke+ Glienicker Brücke+ Glienicker Brücke
374,Gneisenaustr.,u-bahn,['7'],"52.491388888889,13.395555555556",Q668618,['C I']+ C I+ C I+ C I,nan+ Gneisenaustraße+ Gneisenaustraße+ Gneisenaustraße
375,Gneisenaustrasse Ecke Zossener Strasse,bus,['A24'],"52.49150139774128, 13.394363809880979",nan,A24,nan
376,Goebelplatz,bus,"['A88', 'A65']","52.53812718171093, 13.27991414794248",nan,A65+ A65+ A65,Goebelplatz+ Goebelplatz+ Goebelplatz
377,Goeben-/Pallasstrasse,bus,['A48'],"52.49428616497335, 13.361054367554111",nan,A48+ A48+ A48,Goeben-/Pallasstrasse+ Goeben-/Pallasstrasse+ Goeben-/Pallasstrasse
378,Goebenstrasse Ecke Bülowstrasse,bus,['A50'],"52.49368573285283, 13.365626511428971",,,
379,Goethestrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],"52.455545765090996, 13.726377148130858",nan,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan
380,Goethestrasse Ecke Lichtenrader Damm,bus,['A76'],"52.40441062653864, 13.406187362835603",nan,A76,nan
381,Gorkistrasse Ecke Ziekowstrasse,bus,['A15'],"52.59056318133497, 13.291987805164116",,,
382,Gotenstrasse Ecke Torgauerstrasse,bus,['A84'],"52.47978046569568, 13.360192355820017",nan,A84,nan
383,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,bus,['A25'],"52.46056887553805, 13.417975404195007",nan,['A25']+ A25,nan+ nan
384,Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg,bus,['A73'],"52.460486783559624, 13.417983924217406",nan,"A25,A73+ A73",nan+ nan
385,Gotzkowskybrücke,bus,['A25'],"52.52381238362036, 13.329729120795239",nan,A25+ A25+ A25,Gotzkowskybrücke Ecke Alt-Moabit+ Gotzkowskybrücke Ecke Alt-Moabit+ Gotzkowskybrücke Ecke Alt-Moabit
386,Gotzkowskystrasse Ecke Turmstrasse,bus,['A24'],"52.52721970192428, 13.330570000205638",nan,['A24'],nan
387,Gradestrasse Ecke Britzer Damm,bus,['A91'],"52.45263961788979, 13.438591133769236",,,
388,Gradestrasse Ecke Tempelhofer Weg,bus,['A41'],"52.45251671233648, 13.433095008561997",,,
389,Grazer Platz,bus,"['A25', 'A83']","52.467636991817486, 13.347565807885369",nan,"A25+ A25+ A83,A25",Grazer Platz+ Grazer Platz+ Grazer Platz
390,Greifswalder Str.,s-bahn,"['KBS 104', 'KBS 105', 'KBS 106a', 'KBS 106']","52.539722222222,13.439444444444",Q439246,"['KBS 100']+ ['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106+ KBS 106a,KBS 104,KBS 106",nan+ nan+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station
391,Greifswalder Strasse,bus,['A44'],"52.53002871375482, 13.62681794411932",nan,"['A44E']+ A44E,A44+ A44,A44E+ A44,A44E",nan+ Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse
392,Greifswalder Strasse,strassenbahn,"['13', '4']","52.5364975,13.4334045",Q65548960,"['13', '4']+ 4,13+ 13,4+ 4,13",nan+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße
393,Greifswalderstrasse Ecke Dimitroffstrasse,bus,['O30'],"52.5362177572407, 13.433017500945247",nan,O30+ O30+ O30,Greifswalderstrasse Ecke Dimitroffstrasse+ Greifswalderstrasse Ecke Dimitroffstrasse+ Greifswalderstrasse Ecke Dimitroffstrasse
1493,Greifswalderstrasse Ecke Dimitroffstrasse,strassenbahn,"['74', '73']","52.5362177572407, 13.433017500945247",nan,O30+ O30+ O30,Greifswalderstrasse Ecke Dimitroffstrasse+ Greifswalderstrasse Ecke Dimitroffstrasse+ Greifswalderstrasse Ecke Dimitroffstrasse
394,Grenzallee,u-bahn,['7'],"52.463333333333,13.443888888889",Q571836,['C I']+ ['C I']+ C I+ C I+ C I,nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee
395,Grenzstrasse Ecke Gerichtstrasse,bus,['A12'],"52.54184212950556, 13.378109860859437",,,
396,Grottkauer Strasse,bus,['A49'],"52.52796238368814, 13.600805280630896",nan,A49+ A49+ A49,Grottkauer Strasse Ecke Am Baltenring+ Grottkauer Strasse Ecke Am Baltenring+ Grottkauer Strasse Ecke Am Baltenring
397,Groß-Ziethen Chaussee Ecke Geflügelsteig,bus,['A93'],"52.410449978823245, 13.479461090562964",,,
398,Großbeerenstrasse Ecke Rathausstrasse,bus,['A76'],"52.43922302452444, 13.381635581140028",,,
399,Großer Stern,bus,"['A69', 'A16']","52.514524715463295, 13.349933192922938",nan,"['A16']+ ['A24', 'A16']+ A69+ A69,A16",nan+ nan+ nan+ nan
400,Großglienicker Weg Ecke Alt-Gatow,bus,['A34'],"52.483142310313184, 13.182647371223625",,,
401,Großgörschenstr.,s-bahn,['KBS 100e'],"52.4922745,13.3678588",Q21776726,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ nan+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station
402,Grunewald,s-bahn,['KBS 100h'],"52.4892,13.2614",Q457266,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 100h,nan+ nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station
403,"Grunewald, Fontanestrasse",bus,['A17'],"52.48728923056679, 13.263800173256355",nan,A17,nan
404,Grunewaldstrasse Ecke Martin-Luther-Strasse,bus,"['A73', 'A85']","52.489052179432406, 13.345015381967391",nan,['A16']+ ['A16']+ A85,nan+ nan+ nan
405,Grünau,s-bahn,"['KBS 103', 'KBS 105']","52.4122,13.5746",Q111307258,"['KBS 100a', 'KBS 103']+ ['KBS 100a', 'KBS 103']+ KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 103",nan+ nan+ S-Bahnhof Grünau+ S-Bahnhof Grünau+ S-Bahnhof Grünau
406,Grünbergallee,s-bahn,"['KBS 103a', 'KBS 106a']","52.3992,13.5416",Q5612896,,
407,Grünberger Strasse,strassenbahn,['4'],"52.5122359,13.452609",Q65706239,['4']+ 4+ 4+ 4,nan+ Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße
408,Grüner Weg Ecke Buschkrug Allee,bus,"['A25', 'A41']","52.442742512360894, 13.45624531425605",nan,A25,nan
409,Grüner Weg Ecke Rudowerstrasse,bus,['A98'],"52.4425522506782, 13.456415556255154",,,
410,Gustav-Adolf-Strasse (Spitze),bus,['A56'],"52.55176158018091, 13.43041791967386",,,
411,Gutschmidtstrasse Ecke Buckower Damm,bus,['A91'],"52.44037172323985, 13.434787185803776",nan,A91,nan
412,Gutshof,bus,['A34'],"52.47510904064348, 13.120710540203262",nan,A34+ A34+ A34,Gutshof+ Gutshof+ Gutshof
413,Görlitzer Bahnhof (Oranienstr.),u-bahn,['1'],"52.4992,13.428",Q597759,"['B I']+ B I,B II+ B II,B I+ A I,A II",nan+ Görlitzer Bahnhof+ Görlitzer Bahnhof+ Görlitzer Bahnhof
414,Göttingerstrasse Ecke Thorwaldstrasse,bus,['A76'],"52.46150160290846, 13.344891217129746",,,
415,Güteraußenring,bus,['A42'],"52.599887239389226, 13.469297130431492",nan,A42+ A42,nan+ nan
416,Hackescher Markt,strassenbahn,"['63', '72', '73', '49', '69', '71']","52.522700593509725, 13.4016058636435214",Q65094590+nan,"['69', '49', '65']+ ['49', '69']+ ['63']+ 69+ 69",nan+ nan+ nan+ Hackescher Markt+ nan
417,Hafenplatz,bus,['A24'],"52.50392083524772, 13.375479875476426",nan,"['A34']+ A24+ AS1,A34+ A24+ AS1,A34+ A24+ A34,AS1s","nan+ Hafenplatz Ecke Köthener Strasse +  Hafenplatz, Spandau+ Hafenplatz Ecke Köthener Strasse+ Hafenplatz, Spandau+ Hafenplatz Ecke Köthener Strasse+ Hafenplatz, Spandau"
418,Hagenplatz,bus,"['A19', 'A17']","52.483382973651, 13.265818700272884",nan,"['A19', 'A17']+ A17,A19+ A19,A17+ A17,A19",nan+ Hagenplatz+ Hagenplatz+ Hagenplatz
419,Hainbuchenstrasse Ecke Kastanienallee,bus,['A12'],"52.63439314334195, 13.27475571542677",nan,A12,nan
420,Hakenfelde,bus,"['A55', 'A56']","52.56835274068237, 13.211131344773793",,,
421,Halensee,s-bahn,"['KBS 100k', 'KBS 100']","52.4961,13.2906",Q800476,"['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100c,KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ nan+ Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station
422,Halker Zeile Ecke Goethestrasse,bus,['A82'],"52.403335589722886, 13.398635859179036",,,
423,Hallesches Tor,u-bahn,"['1', '6']","52.497777777778,13.391111111111",Q658302,"['B I', 'B II', 'C I']+ ['C I', 'B I', 'A II']+ C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II",nan+ nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor
424,Hamburger Platz,bus,"['A45', 'A56']","52.555394187589414, 13.438973139463632",nan,"A45,A56+ A56,A55,A45+ A45,A56,A55",Hamburger Platz+ Hamburger Platz+ Hamburger Platz
425,Handjeryplatz,bus,['A33'],"52.45147898949029, 13.335310144661493",,,
426,Hans-Beimler-Strasse,strassenbahn,"['63', '82']","52.5255473,13.4202755",Q65548984,,
427,"Hans-Loch-Strasse, Schule",bus,['A43'],"52.50035514453336, 13.495736526544988",,,
428,Hansaplatz,bus,"['A25', 'A16']","52.5179343319099, 13.342038193257153",nan,"['A16']+ ['A25', 'A16']+ A25,A66,A16+ A25,A16+ A16,A25",nan+ nan+ Hansaplatz+ Hansaplatz+ Hansaplatz
429,Hansaplatz,u-bahn,['9'],"52.517777777778,13.342222222222",Q287552,G,nan
430,Hardenbergplatz,bus,"['A2', 'S3', 'A62', 'S4']","52.50706777810132, 13.333173024250815",,,
431,"Haselhorst, Kirche",bus,['A10'],"52.5468281751583, 13.237065889883622",nan,['A10']+ A10+ A10+ A10,"nan+ Haselhorst, Kirche+ Haselhorst, Kirche+ Haselhorst, Kirche"
432,Hatzfeldtallee,bus,['A20'],"52.59133642369986, 13.286579893431492",nan,A20,nan
433,Hauptstrasse (Schöneberg),bus,['A74'],"52.48187232227649, 13.348270377910302",nan,A74+ A74,nan+ nan
434,Hauptstrasse Ecke Dominicusstrasse,bus,"['A73', 'A4']","52.48178377611229, 13.348418210727631",",+nan","A75, A73+ A73",",+ nan+ nan"
435,Hauptstrasse Ecke Edelweißstrasse,bus,['A45'],"52.586379262142074, 13.36752938856218",nan,"['A45']+ ['A55', 'A45']+ A55,A45+ A45,A55",nan+ nan+ nan+ nan
436,Hausvogteiplatz,u-bahn,['A'],"52.513055555556,13.396666666667",Q656523,"['A I']+ ['A I']+ A I,A II+ A+ A",nan+ nan+ Hausvogteiplatz station+ Hausvogteiplatz station+ Hausvogteiplatz station
437,Havelblick,bus,['A14E'],"52.60198867886582, 13.210115307087476",,,
438,Havensteinstrasse Ecke Gallwitzstrasse,bus,['A2'],"52.43195312312966, 13.3463631737626",nan,A2,nan
439,Heckerdamm Ecke Kurt-Schumacher-Damm,bus,"['A62', 'A21']","52.53965198850567, 13.294861918704688",,,
440,Heckmannufer,bus,['A28'],"52.49706082077895, 13.44923941809119",nan,A28+ A28+ A28,Heckmannufer+ Heckmannufer+ Heckmannufer
441,Heerstr.,s-bahn,['KBS 100g'],"52.5086,13.2586",Q800502,"['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g",nan+ nan+ Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station
442,Heerstrasse Ecke Gatower Strasse,bus,['A34'],"52.51550447615084, 13.18456806294143",nan,"A35,A34",nan
443,Heerstrasse Ecke Gatowerstrasse,bus,['A35'],"52.51550760464865, 13.184621162825296",,,
444,Heerstrasse Ecke Wilhelmstrasse,bus,['A13'],"52.51662457723462, 13.179022303033726",nan,['A13']+ ['A13']+ A13,nan+ nan+ nan
445,Hegelschule,strassenbahn,['82'],"52.4505094,13.572684",,,
446,Heidebergplan,bus,['A31'],"52.541074133887626, 13.147338727333166",nan,A31+ A31+ A31,Heidebergplan+ Heidebergplan+ Heidebergplan
447,Heidelberger Platz,u-bahn,['2'],"52.479808333333,13.313236111111",Q21777872,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz
448,Heidestrasse Ecke Fennstrasse,bus,['A83'],"52.537317719730325, 13.360293228836",nan,A83,nan
449,Heiligensee,s-bahn,['KBS 100c'],"52.6247,13.2292",Q800475,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ nan+ Heiligensee station+ Heiligensee station+ Heiligensee station
450,Heiligenseestrasse Ecke Konradshöherstrasse,bus,['A20'],"52.59988428638746, 13.252027577947842",,,
451,Heiligenseestrasse Ecke Ruppiner Chaussee,bus,['A14'],"52.597949130907885, 13.275081276624867",nan,A14,nan
452,"Heinersdorf, Kirche",bus,['A42'],"52.56826376476754, 13.440601903603064",nan,"['A42']+ ['A55', 'A42']+ A42,A55+ A42+ A42,A55","nan+ nan+ Heinersdorf, Kirche+ Heinersdorf, Kirche+ Heinersdorf, Kirche"
453,"Heinersdorf, Kirche",strassenbahn,['71'],"52.5686908,13.4389053",Q65096107,['71']+ 71+ 71+ 71,nan+ Heinersdorf Kirche+ Heinersdorf Kirche+ Heinersdorf Kirche
454,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,strassenbahn,['82'],"52.4789566,13.5234316",Q65951921,82+ 82,nan+ nan
455,Heinrich-Mann-Platz,bus,"['A58', 'A45']","52.57297246262195, 13.392146133350426",nan,"['A45']+ A45+ A55,A45+ A45,A55,A58",nan+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz
456,Heinrich-Seidel-Strasse Ecke Steglitzer Damm,bus,['A33'],"52.450217757778894, 13.345089010113751",,,
457,Hennigsdorf (b Bln),s-bahn,['KBS 104d'],"52.638,13.2057",Q800909,['KBS 105']+ KBS 105+ KBS 105+ KBS 104d,nan+ Hennigsdorf station+ Hennigsdorf station+ Hennigsdorf station
458,Hennigsdorf Nord,s-bahn,['KBS 104d'],"52.66,13.2033",Q685717,KBS 105+ KBS 104d,nan+ nan
459,Henriettenplatz,bus,"['A19', 'A69', 'A29', 'A10', 'A4']","52.49701780222877, 13.290339505649852",nan,"A69,A10,A29,A4,A19",nan
460,Hermannplatz,bus,"['A95', 'A91', 'A75', 'A67']","52.48778872855567, 13.425393480017616",nan,"A67+ A67+ A67,A75",Hermannplatz Ecke Sonnenallee+ Hermannplatz Ecke Sonnenallee+ Hermannplatz Ecke Sonnenallee
461,Hermannplatz,u-bahn,"['7', '8']","52.48629,13.42455",Q658929,"['D', 'C I']+ ['D', 'C I']+ C I,D+ D,C I+ D,C I",nan+ nan+ Hermannplatz+ Hermannplatz+ Hermannplatz
462,Hermannstr.,s-bahn,"['KBS 100k', 'KBS 100']","52.4675,13.431111111111",Q111263802,"['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ nan+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße
463,Hermannstrasse Ecke Marienfelderweg,bus,['A77'],"52.46471384570865, 13.43287129557611",,,
464,Hermannstrasse Ecke Silbersteinstrasse,bus,['A65'],"52.46644333425963, 13.43195484694859",nan,A65+ A65,nan+ nan
465,Hermsdorf,s-bahn,['KBS 100e'],"52.6178,13.3069",Q263189,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station
466,Hermsdorfer Damm Ecke Berlinerstrasse,bus,['A12'],"52.62242631668916, 13.312891819525612",nan,"A12,A12S",Hermsdorfer Damm Ecke Karolinenstrasse
467,Hermsdorfer Damm Ecke Karolinenstrasse,bus,['A15'],"52.596782782505926, 13.276626902280602",nan,['A15']+ A15,nan+ Hermsdorfer Damm Ecke Berliner Strasse
468,Hertzbergplatz,bus,['A67'],"52.477487105395774, 13.448598156816837",nan,A67+ A67+ A67,Hertzbergplatz+ Hertzbergplatz+ Hertzbergplatz
469,Herzbergstrasse,bus,['O30'],"52.52658888540259, 13.490778333520318",,,
470,Herzbergstrasse,strassenbahn,"['69', '69E']","52.52637,13.499036",Q65684891,"69,69E",nan
471,"Hessenwinkel, Lutherstrasse",bus,['A22'],"52.430136769038455, 13.730987779637607",,,
472,Hildburghauser Strasse,bus,['A11'],"52.416650746748985, 13.338144038711128",nan,A11+ A11+ A11,Hildburghauser Strasse Ecke Mariannenstrasse+ Hildburghauser Strasse Ecke Mariannenstrasse+ nan
473,Hildegardstrasse,bus,['A86'],"52.48185906011362, 13.320391438761659",nan,A86,nan
474,Hindenburgdamm Ecke Schloßstrasse,bus,"['A48', 'A86']","52.45348906650797, 13.315603621183495",nan,['A2']+ ['A48'],nan+ nan
475,Hindenburgdamm Ecke Schloßstrasse,bus,['A85'],"52.45482739529113, 13.319015180210053",,,
476,Hirschgarten,s-bahn,['KBS 102'],"52.4579,13.6032",Q4892435,['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 102,nan+ nan+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ Berlin Hirschgarten station
477,Hirschgarten,strassenbahn,"['84', '87']","52.4518533,13.6006245",Q66360740,"['84', '87']+ 87,84+ 84,87+ 84,87",nan+ Hirschgarten+ Hirschgarten+ Hirschgarten
478,Hochgerichtstrasse,bus,['A99'],"52.53838037062423, 13.183009198076522",nan,"A63,A5+ A63,A5+ A99",Hochgerichtstrasse Ecke Seegefelder Strasse+ Hochgerichtstrasse Ecke Seegefelder Strasse+ Hochgerichtstrasse Ecke Seegefelder Strasse
479,Hochgerichtstrasse Ecke Seegefelder Strasse,bus,['A63'],"52.53843535472048, 13.182393702550534",nan,A63,nan
480,Hochmeisterplatz,bus,['A4'],"52.49468637986547, 13.301254684721862",nan,['A4']+ A4+ A4+ A4,nan+ Hochmeisterplatz+ Hochmeisterplatz+ Hochmeisterplatz
481,Hochschule für Ökonomie,strassenbahn,"['69', '69E']","52.4927681,13.5266059",Q65952866,"69+ 69,69E",nan+ nan
482,Hohen Neuendorf (b Bln),s-bahn,['KBS 104'],"52.6684,13.287",Q4500489,KBS 104,nan
483,"Hohenschönhausen, Falkenberger Strasse",bus,['A39'],"52.550229554941964, 13.509585042301534",nan,['A39']+ A39+ A39,nan+ nan+ nan
484,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"['70', '64']","52.5508672,13.5094994",Q65555882,"['64']+ ['70', '64']+ 64,70+ 70,64",nan+ nan+ nan+ nan
485,"Hohenschönhausen, Gartenstadt",strassenbahn,['63'],"52.5508672,13.5094994",Q65555882,['63']+ 63+ 63,nan+ nan+ nan
486,Hohenschönhauser Strasse,strassenbahn,['3'],"52.5359329,13.4729468",Q65553684,['3']+ 3+ 3,nan+ nan+ nan
487,Hohenschöpping,s-bahn,['KBS 104d'],"52.67,13.1945",Q19274489,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 104d,nan+ nan+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping
488,Hohenzollern Damm Ecke Uhlandstrasse,bus,['A60'],"52.49366945632458, 13.323583672017973",,,
489,Hohenzollerndamm,s-bahn,"['KBS 100k', 'KBS 100']","52.4885,13.3004",Q800503,"['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ nan+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station
490,Hohenzollerndamm Ecke Stadtautobahn,bus,['A65'],"52.48792295982247, 13.300561105734886",nan,A65,nan
491,Hohenzollernplatz,u-bahn,['2'],"52.493888888889,13.325",Q571570,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz
492,Hohenzollernring Ecke Neundorfer Allee,bus,"['A55', 'A56']","52.55568592197242, 13.207536855131076",,,
493,Hohenzollernring Ecke Neundorferstrasse,bus,['A97'],"52.55571754174146, 13.207546522672192",,,
494,Hohenzollernring Ecke Schönwalderstrasse,bus,"['A54', 'S1']","52.55533190780674, 13.198609053537405",nan,AS1s,nan
495,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,"['13', '3']","52.5088235,13.465969","Q65675805, Q65675805","['13', '14']+ 3, 13","nan+ nan, nan"
496,Holtheimer Weg,bus,['A85'],"52.40993443198323, 13.3033907179267",nan,A85,nan
497,Holzhauser Str.,u-bahn,['6'],"52.575833333333,13.296111111111",Q557566,"C I,C II+ C I+ C I",Holzhauser Straße+ Holzhauser Straße+ Holzhauser Straße
498,Holzhauser Strasse Ecke Eichborndamm,bus,['A15'],"52.587492803887756, 13.323896704888602",,,
499,Hoppegarten (Mark),s-bahn,['KBS 101'],"52.5183,13.6734",Q15197357,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station
500,Hottengrund,bus,['A35'],"52.44597765000425, 13.126251393745859",nan,A35+ A35+ A35,Hottengrund+ Hottengrund+ Hottengrund
501,Hultschiner Damm,bus,['A8'],"52.47711373957008, 13.600598140620137",nan,['A8']+ A8+ A8,nan+ nan+ nan
502,Humannplatz,strassenbahn,['70'],"52.5493627,13.4213646",Q65962652,70+ 70+ 70,Humannplatz+ Humannplatz+ Humannplatz
503,Humboldthain,s-bahn,"['KBS 100c', 'KBS 100e', 'KBS 100d']","52.5451,13.3796",Q481276,"['KBS 105', 'KBS 104', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e",nan+ nan+ Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station
504,Hussitenstrasse Ecke Usedomer Damm,bus,['A90'],"52.538872491086096, 13.385943336200908",,,
505,Huttenstrasse Ecke Beusselstrasse,bus,['A89'],"52.52740013259484, 13.32867332200994",nan,A89,nan
506,Händelplatz,bus,['A85'],"52.449992542295014, 13.315419307645962",nan,"A85,A84",nan
507,"Hönow, Dorfstrasse",bus,['A44'],"52.54884927869554, 13.63648687804691",nan,['A44']+ A44+ A44,nan+ nan+ nan
508,"Hönow, Nord",bus,['A44'],"52.55708326027787, 13.633254033658826",,,
509,Hönower Wiesenweg,strassenbahn,['82'],"52.484276289226976, 13.505820970561828",,,
510,Hönower Wiesenweg Ecke Blockdammweg,strassenbahn,['13'],"52.48430451205336, 13.505804756687008",nan,13,nan
511,Hönowerstrasse Ecke Greifswalderstrasse,bus,['A44E'],"52.53002741612947, 13.626824800415514",,,
512,Ihnestrasse,bus,['A11'],"52.44831039409289, 13.276355065531465",nan,['A11']+ A11+ A11+ A11,nan+ Ihnestrasse Ecke Garystrasse+ Ihnestrasse Ecke Garystrasse+ Ihnestrasse Ecke Garystrasse
513,Illigstrasse Ecke Schichauweg,bus,['A82'],"52.397661817639346, 13.38515347906895",,,
514,Imbrosweg Ecke Dardanellenweg,bus,['A81'],"52.44483855102966, 13.410828366543775",nan,A81,nan
515,Imbrosweg Ecke Goldenes Horn,bus,['A81'],"52.442111970185884, 13.404515856251276",nan,A81,nan
516,Imbuschweg Ecke Johannisthaler Chaussee,bus,['A52'],"52.4309894577685, 13.457399467566068",,,
517,Industriebahn,bus,['A7'],"52.618604307482244, 13.390395775797886",nan,['A7'],nan
518,Industriebahn,strassenbahn,['49'],"52.618604307482244, 13.390395775797886",nan,['55'],nan
519,Innsbrucker Platz,bus,"['A48', 'A84', 'A83', 'A16', 'A65', 'A75']","52.478545508234895, 13.34405868604117",nan,"['A16']+ ['A48', 'A16', 'A4']+ A65,A4,A48,A16+ A75,A65,A4,A16,A48+ A16,A75,A84,A48,A4,A65,A83",nan+ nan+ Innsbrucker Platz+ Innsbrucker Platz+ Innsbrucker Platz
520,Innsbrucker Platz,s-bahn,"['KBS 100k', 'KBS 100']","52.4786,13.3439",Q111263876,"['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ nan+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz
521,Innsbrucker Platz (Hauptstr.),u-bahn,['4'],"52.4786,13.3439",Q10275871,['B II']+ B III+ B III,nan+ Innsbrucker Platz metro station+ Innsbrucker Platz metro station
