,stop_id,stop_name,type,location,in_lines,identifier
0,19670,4. Ring,bus,"52.42250630689789, 13.2869490566549",['A53'],nan
1,19671,Aalemannufer Ecke Nieder-Neuendorfer Allee,bus,"52.57329463126187, 13.21256579715856",['A97'],nan
2,19672,Adalbertstrasse,bus,"52.50548699996121, 13.42221404498021",['A18'],nan
3,19673,Adamstrasse Ecke Pichelsdorferstrasse,bus,"52.52107038475246, 13.197796510648292","['A34', 'A97']",nan
4,19674,Adamstrasse Ecke Wilhelmstrasse,bus,"52.5210974258045, 13.187990320264987",['A35'],nan
5,19675,Adenauerdamm (Messedamm),u-bahn,"52.51,13.2822",['1'],Q656409
6,19676,Adlershof,s-bahn,"52.434722222222,13.541388888889","['KBS 103', 'KBS 103a', 'KBS 106a', 'KBS 105']",Q323551
7,19677,Afrikanische Str. (Friedrich-Ebert-Siedlung),u-bahn,"52.560027777778,13.334633333333",['6'],Q559239
8,19678,Afrikanischestrasse Ecke Seestrasse,bus,"52.54623694310499, 13.343930832086308",['A89'],nan
9,19679,"Ahrensfeld, Kirche",bus,"52.57532170199278, 13.576515606968998",['A46'],nan
10,196710,Akademie der Wissenschaften,bus,"52.6361286884856, 13.501898618531815",['51B'],nan
11,196711,Alboinstrasse Ecke Prellerweg,bus,"52.45573169907433, 13.369923338330747",['A68'],nan
12,196712,Alexanderplatz,bus,"52.5219449,13.4143847",['A18'],Q65548996
13,196713,Alexanderplatz,s-bahn,"52.521388888889,13.411944444444","['KBS 103', 'KBS 102', 'KBS 101', 'KBS 103a']",Q111324700
14,196714,Alexanderplatz,u-bahn,"52.5214,13.4119","['A', 'E']",Q17173458
15,196715,"Alexanderplatz, Memhardstrasse",strassenbahn,"52.5233439,13.4110773",['69'],Q65227406
16,196716,Alexandrinenstrasse Ecke Neuenburgerstrasse,bus,"52.49949226647086, 13.400403454687233",['A24'],nan
17,196717,Almutstrasse Ecke Berliner Strasse,bus,"52.61486318631112, 13.31700949454557",['A12'],nan
18,196718,Alsenstrasse Ecke Bismarckstrasse,bus,"52.46375478831606, 13.331491421282983",['A81'],nan
19,196719,Alsenstrasse Ecke Feuerbachstrasse,bus,"52.46363778457808, 13.331097884872523",['A2'],nan
20,196720,"Alt-Biesdorf, Oberfeldstrasse",bus,"52.50918606891929, 13.553347058493491","['O37', 'A8', 'A8E']",",+nan"
21,196721,Alt-Buckow Ecke Buckower Damm,bus,"52.42365120067525, 13.436635949176258",['A91'],nan
22,196722,Alt-Friedrichsfelde Ecke Am Tierpark,strassenbahn,"52.50914093654053, 13.518129930582422","['69', '69E']",nan
23,196723,"Alt-Friedrichsfelde, Am Tierpark",bus,"52.5097025850849, 13.518832511815527","['A43', 'A8', 'O37', 'A8E']",nan
24,196724,Alt-Gatow Ecke Groß-Glienicker Weg,bus,"52.48312745096272, 13.182671167963997",['A34E'],nan
25,196725,Alt-Heiligensee,bus,"52.60616921042186, 13.210646859320935",['A14E'],nan
26,196726,Alt-Heiligensee Ecke Sandhauserstrasse,bus,"52.601746367041294, 13.21022269051491","['A14', 'A13']",nan
27,196727,Alt-Karow,bus,"52.60931228539711, 13.481265848599735",['A42'],nan
28,196728,Alt-Kladow Ecke Kladower Damm,bus,"52.453456955410275, 13.143930501157236","['A35E', 'A34', 'A35']",nan
29,196729,"Alt-Lankwitz, Dorfaue",bus,"52.43908382575332, 13.354417745001864",['A81'],nan
30,196730,Alt-Lichtenrade Ecke Goethestrasse,bus,"52.404390044430414, 13.406152459156118",['A82'],nan
31,196731,"Alt-Lichtenrade, Dorfaue",bus,"52.38972622915368, 13.409672538724415",['A82'],nan
32,196732,Alt-Mariendorf,u-bahn,"52.4391,13.3877",['6'],Q262168
33,196733,Alt-Mariendorf Ecke Mariendorfer Damm,bus,"52.4401947729646, 13.38731752606722","['A81', 'A76']","nan, nan"
34,196734,Alt-Marienfelde Ecke Marienfelderallee,bus,"52.41357787421618, 13.363330517921128",['A52'],nan
35,196735,Alt-Marienfelde Ecke Merienfelderallee,bus,"52.413416097126756, 13.363329246822346",['A11'],nan
36,196736,"Alt-Marzahn, Kirche",bus,"52.542423454435976, 13.564061751343658",['O37'],nan
37,196737,Alt-Moabit Ecke Gotzkowskystrasse,bus,"52.52377875537158, 13.329735095213607","['A90', 'A86']","nan, nan"
38,196738,Alt-Moabit Ecke Paulstrasse,bus,"52.52363146089112, 13.356876202729861",['A24'],nan
39,196739,Alt-Reinickendorf Ecke Rödern Allee,bus,"52.57586051212987, 13.347765981901512",['A72'],nan
40,196740,Alt-Schmöckwitz,strassenbahn,"52.3752767,13.649549",['86'],Q66459540
41,196741,Alt-Tempelhof,u-bahn,"52.465952777778,13.385897222222",['6'],Q559212
42,196742,Alt-Tempelhof Ecke Tempelhofer Damm,bus,"52.465964306830664, 13.38558297633417",['A68'],", ,+nan"
43,196743,Alt-Wittenau Ecke Eichborndamm,bus,"52.59187977745068, 13.32645957736823","['A21E', 'A21', 'A15']",nan
44,196744,Alt-Wittenau Ecke Oranienburgerstrasse,bus,"52.58969312574067, 13.334180930412149",['A62'],nan
45,196745,Altenheim Hottengrund,bus,"52.44892366863784, 13.114237745947817",['A35E'],nan
46,196746,Altglienicke,s-bahn,"52.4073,13.5588","['KBS 103a', 'KBS 106a']",Q4736651
47,196747,"Altglienicke, Kirche",bus,"52.421845729296805, 13.539407702079252",['A23'],nan
48,196748,"Altglienicke, Kirche",strassenbahn,"52.421845729296805, 13.539407702079252",['84'],nan
49,196749,"Altglienicke, Schönefelder Chaussee",bus,"52.41855858218425, 13.537270832952125",['A23'],nan
50,196750,Am Falkenberg,strassenbahn,"52.41079970042163, 13.570452931545786",['84'],nan
51,196751,Am Grossen Wannsee,bus,"52.420496581432594, 13.167192967572669","['A18', 'A51']",nan
52,196752,Am Großen Wannsee Ecke Königstrasse,bus,"52.420496581432594, 13.167192967572669","['A3', 'S4']",nan
53,196753,Am Karlsbad,bus,"52.505510534075455, 13.36801582264215",['A75'],nan
54,196754,Am Kupfergraben,strassenbahn,"52.5194208,13.3953839","['71', '46', '70']",Q65055027
55,196755,Am Nordhafen Ecke Tegelerstrasse,bus,"52.53843836936191, 13.362733894464787",['A90'],nan
56,196756,Am Ostbahnhof,strassenbahn,"52.509822387863856, 13.433731668419947","['74', '64']",nan
