line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
11,tram,S-Bhf. Marzahn - Bwf Marzahn - Rhinstr. - Genslerstr. - Zechlinerstr. - Mittelstr. - Ho-Chi-Minhstr. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimlerstr. - U-Bhf. Rosa-Luxemburg-Platz - Rosenthalerplatz - Veteranenstr. - Chausseestr. - Stadion der Weltjugend,20,47,,1980,east,
12,tram,S-Bhf. Marzahn - Bwf Marzahn - Rhinstr. - Genslerstr. - Zechlinerstr. - Mittelstr. - Ho-Chi-Minhstr. - Leninallee - Herzbergstr. - U-Bhf. / S-Bhf Frankfurterallee - Müggelstr.,20,27,,1980,east,
13,tram,Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Artur-Beckerstr. - Leninallee - Frankfurter Tor - Holteistr. - Hauptstr. - Veb Chemiehandel - Kraftwerk Klingenberg - Hönower Wiesenweg,10,40,,1980,east,
15,tram,Bhf. Lichtenberg - Straßenbahn-Betriebshof - Herzbergstr. - Ho-Chi-Minhstr. - Franz-Jacobstr. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimlerstr. - Prenzlauerallee - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt,20,37,,1980,east,
17,tram,"Besarinstr. - S-Bhf. Leninallee - Franz-Jacobstr. - Herzbergstr. - Siegfriedstr. - Allee der Kosmonauten - S-Bhf. Friedrichsfelde Ost - U-Bhf. Tierpark - Hochschule für Ökonomie - Bhf. Karlshorst - Wilhelminenhofstr. - Bhf. Schöneweide - Johannisthal, Haeckelstr.",12,56,,1980,east,
18,tram,"Biesdorf, Karl-Maronstr. - Boschpolerstr. - S-Bhf. Springpfuhl - Rhinstr. - Siegfriedstr. - Ho-Chi-Minhstr. - Franz-Jacobstr. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimlerstr. - U-Bhf. Rosa-Luxemburg-Platz - Veteranenstr. - Chausseestr. - Stadion der Weltjugend",20,49,,1980,east,
19,tram,"Köpenick, Krankenhaus - Wendenschloßstr. - Freiheit - Institut für Lehrerbildung - Erich-Weinert-Klubhaus - Pionierpark - Rathenaustr. - Edisonstr. - Bhf. Karlshorst - Hochschule für Ökonomie - U-Bhf. Tierpark - S-Bhf. Friedrichsfelde Ost - Allee der Kosmonauten - Siegfriedstr. - Ho-Chi-Minhstr. - Franz-Jacobstr. - S-Bhf. Leninallee - Dimitroffstr. - Artur-Beckerstr.",20,73,,1980,east,
20,tram,Bhf. Lichtenberg - Straßenbahn-Betriebshof - Herzbergstr. - Ho-Chi-Minhstr. - Leninallee - Hohenschönhauserstr. - Omnibus-Betriebshof - Klement-Gottwaldstr. - Antonplatz - Wisbyerstr. - S-Bhf. Prenzlauerallee - Dimitroffstr. - Knaackstr. - Wilhelm-Pieckstr. - U-Bhf. Rosa-Luxemburg-Platz - Hackerscher Markt,20,50,,1980,east,
21,tram,"Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Artur-Beckerstr. - Leninallee - Frankfurter Tor - Holteistr. - Hauptstr. - Veb Chemiehandel - Kraftwerk Klingenberg - Hönower Wiesenweg - Hermann-Dunckerstr. - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Ernst-Weinert-Klubhaus - Institut für Lehrerbildung - Grünstr. - Wendeschloßstr. - Köpenick, Krankenhaus",20,72,,1980,east,
22,tram,"Rosenthal, Hauptstr. - Nordendstr. - Platanenstr. - Kurt-Fischer-Platz - Bürgerpark - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - Björnsonstr. - Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Brunnenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben",15,50,,1980,east,
