line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
1,autobus,"Moabit, Waldstr. - Alt-Moabit - Franklinstr. - Helmholtzstr. - Guerickestr. - Otto-Suhr-Allee - Bismarckstr. - Goethestr. - Kantstr. - Kurfürstendamm - Düsseldorferstr. - U-Bhf. Konstanzerstr. - U-Bhf. Fehrbellinerplatz - U-Bhf. Blissestr. - Am Volkspark - Hildegardstr. - Detmolderstr. - Hanauerstr. - Deidesheimerstr. - Wiesbadenerstr. - Laubenheimerstr. - U-Bhf. Breitenbachplatz - Englerallee - Rohlfsstr. - Botanischer Garten - Arnimallee - Museum-Dahlem - U-Bhf. Dahlem-Dorf - Thielallee - Löhleinstr. - Habelschwerdter A. - Ehrenbergstr. - Unter den Eichen - Von-Lauestr. - Dahlemerweg - Holländische Mühle - Sundgauerstr. - Winfriedstr. - Seehofstr. - Teltowerdamm - S-Bhf. Zehlendorf - Schönowerstr. - Schrockstr. - Behring-Krankenhaus - Gutzmannstr. - Ludwigsfelderstr. - Nieritzweg - Windsteinerweg - Lupsteinerweg - Zehlendorf, Sachtlebenstr.",15,60,,1989,west,
10,autobus,"Lüdenscheiderweg - Burscheiderweg - Gartenfelderstr. - Paulsternstr. - U-Bhf. Paulsternstr. - Schaltwerk - U-Bhf. Rohrdamm - Quellweg - Wernerwerkdamm - Wasserwerk - Rohrdammbrücke - Friedhof Nordeingang - Friedhof Südeingang - Spandauerdamm - Knobelsdorffstr. - U-Bhf. Kaiserdamm - Congress-Centrum - Dernburgstr. - Kuno-Fischerstr. - Amtsgericht Charlottenburg - S-Bhf. Charlottenburg - Holtzendorffplatz - Kurfürstendamm - Henriettenplatz - Rathenauplatz - Bismarckplatz - Lynarstr. - Herthastr. - Delbrückstr. - Elsterplatz - Rathhaus Schmargendorf - Hundekehlestr. - Platz Am Wilden Eber - Pacelliallee - Im Dol - Drosselweg - Thielalle - Im Gehege - Vogelsang - Clayallee/Königen-Luisestr. - Auf Dem Grat - Hüttenweg - U-Bhf. Oskar-Helene-Heim - Krkhs. Oskar-Helene-Heim - Sophie-Charlottestr. - Schützallee - Scharfestr./Stadtbad - Teltowerdamm - S-Bhf. Zehlendorf - Machnowerstr. - Schweizerhof - Reha-Zentrum - Leo-Baeckstr. - Laehrstr. - Nieritzweg - Am Birkenknick - Rendtorffstr. - Beeskowdamm - Wupperstr. - Goerzwerk - Persantestr. - Darserstr. - Platz Des 4. Juli - Goerzallee 141-145 - Wismarerstr. - Prettauer Pfad - Ostpreußendamm - Lichterfelde, Lindenstr.",15,77,,1989,west,
11,autobus,Waldfriedhof - Am Hegewinkel - Argentinischeallee - U-Bhf. Oskar-Helene-Heim - Saargemünderstr. - Garystr. - Corrensplatz - Berlinerstr. - Adolf-Martensstr. - Drakestr. - S-Bhf. Lichterfelde-West - Drakestr./Ringstr. - Holbeinstr. - Karwendelstr. - Hindenburgdamm - Ostpreußendamm - Marienstr. - Jungfernstieg - Kranoldplatz - Jägerstr. - Langestr. - Geraerstr. - Georgenstr. - Hildburghauserstr. - Sondershauserstr. - Stadtilmerweg - Weskammstr. - Tirschenreuther Ring - Marienfelderallee - Ahrensdorferstr. - Baußnernweg - Klausenburger Pfad,15,35,,1989,west,
12,autobus,"Bergstr. - Hussittenstr./Bernauerstr. - Usedomerstr./Feldstr. - Gustav-Meyer-Allee - U-Bhf. Humboldthain - Gerichtstr./Hochstr. - Stadtbad Wedding - Nettelbeckplatz - U-Bhf. Reinickendorferstr. - U-Bhf. Wedding - Müller-/Gerichtstr. - U-Bhf. Leopoldplatz - Rathaus Wedding - U-Bhf. Seestr. - Türkenstr. - Barfusstr./Müllerstr. - Bristolstr. - Hollanderweg - Grindelwaldstr. - Emmentalerstr. - Genferstr. - Lindauerallee - U-Bhf. Paracelsus-Bad - Flottenstr. - Tessenowstr. - Schmitzweg - Alt-Wittenau/Roedernallee - Oranienburgerstr. - Wittenau, Kirche - Hermsdorferstr. - Lange Enden - Jean-Jaurès-Strasse - S-Bhf. Waidmannslust - Oraniendamm - Zehntwerderweg/Dianastr. - Almutstr. - Schildowerstr. - Wachsmuthstr./Waldseeweg - Hermsdorferdamm - Veltheimstr./Berlinerstr. - Olafstr. - Hohefeldstr. - Im Fischgrund - Fürstendamm - Zeltingerplatz - S-Bhf. Frohnau - An der Buche - Donnersmarckplatz - Benediktinerstr. - Maximiliankorso - Hainbuchenstr.",10,65,,1989,west,
13,autobus,Alt-Heiligensee - Hennigsdorferstr. - Wesselburerweg - Am Dachsbau - Bekassinenweg - Reiherallee - An der Schneise - Gabelung - Schulzendorferweg - Ruppinerchaussee - Waidmannslusterdamm - U-Bhf. Tegel - Schlieperstr. - U-Bhf. Borsigwerke - Namslaustr. - U-Bhf. Holzhauserstr. - Meschederweg - Sterkraderstr. - Kamenerweg - Neheimerstr. - Wasserwerk - Wassersportclub - Weg nach Reiswerder - Maienwerderweg - Tegeler Brücke - Kabelwerk - Gartenfelderstr. - Haselhorsterdamm - Siedlung Haselhorst - U-Bhf. Haselhorst - Lagerweg - Bmw-Maschinenfabrik - U-Bhf. Zitadelle - Zitadellenweg - U-Bhf. Altstadt Spandau - Moritzstr. - U-Bhf. Rathaus Spandau - Brunsbüttelerdamm - Seeburgerstr. - Metzerstr. - Melanchthonplatz - Am Omnibushof - Wilhelmstr. - Heerstr. - Rodensteinstr. - Weinmeisterhornweg - Karolinenhöhe - Maximilian-Kolbestr.,15,67,,1989,west,
14,autobus,"Märkisches Zentrum - Senftenbg. Ring West - Calauerstr. - Engelroderweg - Eichhorsterweg - Sagritzerweg - Wilhelmsruherdamm - Dannenwalderweg - Roedernallee - Oranienburgerstr. - Alt-Wittenau - Wittenau, Kirche - Hermsdorferstr. - Am Hügel - Am Kesselpfuhl - Am Nordgraben - Bollestr. - Gorkistr./Ziekowstr. - Tegel-Center - U-Bhf. Tegel - Waidmannslusterdamm - Heiligenseestr. - Tegelgrund - Am Waldwinkel - Diakoniezentrum - Schulzendorferstr. - Kiefheiderweg - Ziegenorter Pfad - Henningsdorferstr. - Krantorweg - Kurzebrackerweg - Mattenbuder Pfad - Schönbaumerweg - Heiligenseestr. - Fährstr. - Alt-Heiligensee",15,47,,1989,west,
15,autobus,Eichenroder Ring - Eichhorsterweg - Lübarserstr. - Finsterwalderstr. - Finsterwalderstr. 29-32 - Dannenwalderweg - S-Bhf. Wittenau - Oranienburgerstr. - Techowpromenade - Alt-Wittenau - Am Nordgraben Ecke Oranienburgerstr. - Rathauspromenande - Eichborndamm - Pannwitzstr. - Eichborndamm 167/Tor 5 - Olbendorferstr. - Miraustr. - Innungsstr. - Holzhauserstr. - Ernststr. - Conradstr. - Borsigwalderweg - Trettachzeile - Gorkistr./Ziekowstr. - Tegel-Center - U-Bhf. Tegel - Waidmannslusterdamm - Hermsdorferdamm - Am Fließ - Forststr./Jugendherberge - Mühlenfeldstr. - Schulzendorferstr. - Martin-Lutherstr. - Fellbacherstr. - Falkentaler Steig - Hohenzollernstr. - Loerkesteig - Dominikus-Krankenhaus - Hermsdorfer Friedhof - Welfenallee - Donnersmarckplatz - Maximiliankorso - Im Amseltal - S-Bhf. Frohnau - Zeltingerplatz - Markgrafenstr. - Zerndorferweg - Am Pilz - Jägerstieg - Hubertusweg - Invalidensiedlung,20,61,,1989,west,
16,autobus,U-Bhf. Franz-Neumann-Platz - Walderseestr. - Louise-Schroederstr. - Iranischestr. - U-Bhf. Nauenerplatz - Maxstr. - U-Bhf. Leopoldplatz - Luxemburgerstr. - U-Bhf. Amrumerstr. - Samoastr. - Tegelerstr. - Fennstr. - Quitzowstr. - Stephanstr. - Wilsnackerstr. - Birkenstr. - Turmstr. - Kirchstr. - S-Bhf. Bellevue - U-Bhf. Hansaplatz - Großer Stern - Tiergartenstr. - Lützowufer - U-Bhf. Nollendorfplatz - Hohenstaufenstr. - Eisenacherstr. - Martin-Lutherstr. - Barbarossastr. - Grunewaldstr. - John-F.-Kennedy-Platz - U-Bhf. Innsbruckerplatz - Prinzregentenstr. - U-Bhf. Bundesplatz - Stubenrauchstr. - Taunusstr. - Wiesbadenerstr. - Laubenheimerstr. - U-Bhf. Breitenbachplatz - Breitenbachplatz,20,54,,1989,west,
17,autobus,"Dahlem, Clayallee - Vogelsang - Bachstelzenweg - Thielallee/Pacelliallee - U-Bhf. Dahlem-Dorf - Museum Dahlem - Arnimallee - Botanischer Garten - Schmidt-Ottstr. - Lepsiusstr. - U-Bhf. Rathaus Steglitz - Breitestr./Heesestr. - Filandastr./Elisenstr. - Bismarckstr. - Stindestr. - Siemensstr./Halskestr. - Leonorenstr./Siemensstr. - Birkbuschstr. - Gärtnerstr. - Stadion Lichterfelde - Boothstr. - Bäkestr. - Königsbergerstr. - Marienstr. - Morgensternstr. - Kranoldplatz - Oberhoferplatz - Grabenstr. - Hildburghauserstr. - Saaleckplatz - Scheelestr. - Lichterfelder Ring - Osdorferstr. - Osdorferstr./Scheelestr. - Woltmannweg - Celsiusstr./Osdorferstr. - Fahrenheitstr. - Lichterfelde Celsiusstr.",0,42,,1989,west,
18,autobus,Clayallee - U-Bhf. Oskar-Helene-Heim - Krankenhaus Oskar-Helene-Heim - Sophie-Charlottestr. - Schützallee - Scharfestr./Stadtbad - Zehlendorf Eiche - Fischerhüttenstr. - Mittelstr. - Fürstenstr. - Wolzogenstr. - Lindenthalerallee - Spanischeallee - Krankenhaus Hubertus - Schopenhauerstr. - Krottnaurerstr. - An der Rehwiese - S-Bhf. Nikolassee - Wannseebadweg - Wasserwerk - Am Sandwerder - Tillmannsweg - S-Bhf. Wannsee - Königstr. - Am Großen Wannsee - Endestr. - Pfaueninselchaussee - Rathaus Wannsee - Charlottenstr. - Schäferstr. - Am Birkenhügel - Hans-Meitner-Institut - Wilhelmplatz - Strandbad Stölpchensee - Hubertusbrücke - Bäkestr. - Königsweg/Bäkestr. - Bernhard-Beyerstr. - Stahnsdorferstr. - Steinstücken,10,41,,1989,west,
