line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
46P,tram,"Niederschönhausen, Idastr. - Ossietzkyplatz",12.0,4.0,0.7,1965,east,
49,tram,"Buchholz, Hauptstr. - Industriebahn - Galenusstr. - S-Bhf. Pankow-Heinersdorf - Klaustalerstr. Ecke Damerowstr. - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - S-Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Rosenthalerplatz - Hackescher Markt",11.0,39.0,10.5,1965,east,
63,tram,"Hohenschönhausen, Gartenstadt - Falkenbergerstr. Ecke Wartenbergerstr. - Berlinerstr. Ecke Hauptstr. - Degnerstr. - Weißenseerweg - Steuerhaus - Dimitroffstr. Ecke Landsbergerallee - Leninplatz - Alexanderplatz, Memhardstr. - Hackescher Markt",20.0,38.0,10.1,1965,east,
64,tram,"Hohenschönhausen, Falkenbergerstr. - Berlinerstr. Ecke Falkenbergerstr. - Degnerstr. - Weißenseerweg - Steuerhaus - Dimitroffstr. Ecke Landsbergerallee - Leninplatz - Alexanderplatz, Leninallee - S-Bhf. Jannowitzbrücke - Spittelmarkt - Dönhoffplatz",20.0,40.0,10.7,1965,east,
69,tram,"Johannisthal, Haeckelstr. - Bhf. Schöneweide - Wilhelminenhofstr. - S-Bhf. Karlshorst - Hochschule für Ökonomie - Tierpark Berlin - Alt-Friedrichsfelde Ecke Am Tierpark - Bhf. Lichtenberg - Strab. Bhf. Siegfriedstr. - Herzbergstr. - Roederplatz - Steuerhaus - Dimitroffstr. Ecke Landsbergerallee - Leninplatz - Alexanderplatz, Memhardstr. - Hackescher Markt - Oranienburger Tor - Walter-Ulbricht-Stadion",20.0,81.0,21.2,1965,east,
69E,tram,"Johannisthal, Haeckelstr. - Bhf. Schöneweide - Wilhelminenhofstr. - S-Bhf. Karlshorst - Hochschule für Ökonomie - Tierpark Berlin - Alt-Friedrichsfelde Ecke Am Tierpark - Bhf. Lichtenberg - Strab. Bhf. Siegfriedstr. - Herzbergstr. - Roederplatz - Steuerhaus - Dimitroffstr. Ecke Landsbergerallee - Kniprodestr. Ecke Dimitroffstr.",20.0,59.0,15.9,1965,east,
70,tram,"Hohenschönhausen, Falkenbergerstr. - Berlinerstr. Ecke Suermondtstr. - Stadion Buschallee - Buschallee Ecke Klement-Gottwald-Allee - Lichtenbergerstr. Ecke Klement-Gottwald-Allee - Antonplatz - Prenzlauer Promenade Ecke Ostseestr. - Humannplatz - U-Bhf. Dimitroffstr. - Brunnenstr. Ecke Veteranenstr. - Chausseestr. Ecke Invalidenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben",10.0,49.0,11.9,1965,east,
71,tram,"Heinersdorf, Romain-Rolland-Str. - Heinersdorf, Kirche - Am Steinberg - Prenzlauer Promenade Ecke Ostseestr. - S-Bhf. Prenzlauerallee - Dimitroffstr. Ecke Prenzlauerallee - Saarbrückerstr. Ecke Prenzlauerallee - Alexanderplatz, Memhardstr. - S-Bhf. Jannowitzbrücke - Molkenmarkt",10.0,30.0,7.5,1965,east,
72,tram,"Weißensee, Pasedagplatz - Buschallee Ecke Klement-Gottwald-Allee - Lichtenbergerstr. - Antonplatz - Prenzlauer Promenade - S-Bhf. Prenzlauerallee - Prenzlauerallee Ecke Dimitroffstr. - Saarbrückerstr. Ecke Prenzlauerallee - Alexanderplatz, Memhardstr. - Spittelmarkt - Charlottenstr. - Taubenstr. Ecke Glinkastr.",12.0,44.0,8.3,1965,east,
74E,tram,"Bernkastelerstr. Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Buschallee - Lichtenbergerstr. Ecke Klement-Gottwald-Allee - Antonplatz - S-Bhf. Greifswalderstr. - Dimitroffstr. Ecke Greifswalderstr. - Königstor - Alexanderplatz, Memhardstr. - S-Bhf. Jannowitzbrücke - Spittelmarkt",6.0,37.0,"8,3",1965,east,
74,tram,"Weißensee, Pasedagplatz - Buschallee Ecke Klement-Gottwald-Str. - Lichtenberger-Strasse Ecke Klement-Gottwald-Str. - Antonplatz - S-Bhf. Greifswalderstr. - Greifswalderstr. Ecke Dimitroffstr. - Königstor - Alexanderplatz, Memhardstr. - Molkenmarkt - Spittelmarkt - Leipzigerstr. Ecke Otto-Grotewohl-Str.",6.0,40.0,9.7,1965,east,
82,tram,"Mahlsdorf-Süd, Hubertus - S-Bhf. Köpenick - Lindenstr./Hegelschule - Pionierpark - Wilhelminenhofstr. Ecke Edisonstr. - Heinrich-Duncker-Str. Ecke Ehrlichstr. - Kraftwerk Klingenberg - S-Bhf. Ostkreuz - Stralauerallee Ecke Markgrafendamm - Warschauerstr. - Ostbahnhof - S-Bhf. Jannowitzbrücke - Alexanderplatz, Memhardstr. - Brunnenstr. Ecke Invalidenstr. - Chausseestr. Ecke Invalidenstr. - Walter-Ulbricht-Stadion",20.0,88.0,24,1965,east,
83,tram,Wendenschloß - Veb Schiffswerft - Rft-Werk - Betriebsstelle Köpenick - Lindenstr. Ecke Bahnhofstr. - S-Bhf. Köpenick - Mahlsdorf-Süd - Bürgerwäldchen - Rahnsdorferstr. - S-Bhf. Mahlsdorf,20.0,45.0,12,1965,east,
84,tram,"Am Falkenberg - Altglienicke, Kirche - S-Bhf. Adlershof - S-Bhf. Spindlersfeld - Luisenhain - Bahnhofstr. Ecke Lindenstr. - Seelenbinderstr. Ecke Bahnhofstr. - Hirschgarten - S-Bhf. Friedrichshagen - Bölschestr., Brauerei - Friedrichshagen, Wasserwerk",20.0,56.0,13.4,1965,east,
85,tram,"Wendenschloß - Veb Schiffswerft - Rft-Werk - Betriebsstelle Köpenick - Lindenstr./Hegelschule - Parkstr. - Edisonstr. - Bhf. Schöneweide - Johannisthal, Haeckelstr.",20.0,42.0,11.7,1965,east,
86,tram,"Alt-Schmöckwitz - Karolinenhof Mitte - Richtershorn - Freibad Grünau - S-Bhf. Grünau - Chemische Fabrik - Grünstr. - Bahnhofstr. - S-Bhf. Köpenick - Hirtestr. - Mahlsdorf-Süd, Hubertus",20.0,51.0,16.2,1965,east,
87,tram,"Rahnsdorf - Wasserwerk - S-Bhf. Friedrichshagen - Bölschestr., Brauerei - Hirschgarten - Seelenbinderstr. Ecke Bahnhofstr. - Bahnhofstr. Ecke Lindenstr. - Parkstr. - Wilhelminenhofstr. Ecke Edisonstr. - Bhf. Schöneweide - Kali-Chemie - Köpenicker Landstr. Ecke Baumschulenstr. - S-Bhf. Plänterwald - Am Treptower Park Ecke Elsenstr. - Wiener Brücke",20.0,68.0,21.5,1965,east,
92,tram,"Oberspree, Bruno-Bürgel-Weg - Bhf. Schöneweide - Kali-Chemie - Baumschulenstr. Ecke Köpenicker Landstr. - S-Bhf. Baumschulenweg - Sonnenallee Ecke Baumschulenstr.",15.0,18.0,5.3,1965,east,
95,tram,Krankenhaus Köpenick - Lindenstr. Ecke Hegelschule - Parkstr. - Edisonstr. - Bhf. Schöneweide - Kali-Chemie - Baumschulenstr. Ecke Köpenicker Landstr. - S-Bhf. Plänterwald - Elsenstr. Ecke Am Treptower Park - Wiener Brücke,20.0,47.0,14.1,1965,east,
"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",tram,"S-Bhf. Friedrichshagen (Grenze) - Schöneiche, Waldstr. - Schöneiche, Goethepark - Schöneiche, Dorfstr. - Schöneiche, Dorfaue - Schöneiche, Schillerstr. - Schöneiche, Grätzwalde - Schöneiche, Jägerstr. - Rüdersdorf, Berghof - Rüdersdorf, Thälmannstr. - Rüdersdorf, Heinitzstr. - Rüdersdorf, Post - Rüdersdorf, Schulstr. - Rüdersdorf, Karl-Marx-Platz",20.0,35.0,,1965,east,
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),tram,"S-Bhf. Rahnsdorf - Goethestr. - Eichendamm - Lerchenstr. - Fasanenstr. - Thälmannplatz - Blumenstr. - Woltersdorf, Krankenhaus - Woltersdorfer Schleuse",20.0,20.0,,1965,east,
O30,omnibus,"Kosterstr. - Andreasstr. - Küstrinerplatz - Warschauerstr. - Boxhagenerstr. Ecke Holteistr. - S-Bhf. Rummelsburg - Weitlingstr. - Bhf. Lichtenberg - Obus-Bf. Siegfriedstr. - Roederplatz - Proskauer Ecke Dolzigerstr. - Ebertystr. Ecke Leninallee - Greifswalderstr. Ecke Dimitroffstr. - Königstor - Alexanderplatz, Neue Königstr. - Klosterstr.",15.0,67.0,18.8,1965,east,
O37,omnibus,"Dimitroffstr. vor Cotheniusstr. - S-Bhf. Leninallee - Weißenseerweg - Genslerstr. Ecke Landsbergerchaussee - Dingelstädterstr. Ecke Landsbergerchaussee - Bürknersfelde - Marzahnerchaussee Ecke Berlinerchaussee - Alt-Marzahn, Kirche - Elisabethstr. - Boschpolerstr. - S-Bhf. Biesdorf - Alt-Biesdorf, Oberfeldstr. - Alt-Friedrichsfelde, Am Tierpark - Bhf. Lichtenberg",15.0,46.0,16.2,1965,east,
O40,omnibus,Ostbahnhof - Küstrinerplatz - Karl-Marx-Allee - Leninplatz - Königstor - Prenzlauer Tor - Rosenthalerplatz - Oranienburger Tor - Robert-Koch-Platz,6.0,23.0,6.3,1965,east,
A22,autobus,"Lutherstr. Ecke Lindenstr. - Fahlenbergstr. Ecke Fürstenwalderallee - S-Bhf. Wilhelmshagen - Zentralschule - Waldschänke - S-Bhf. Rahnsdorf - Fichtenau, Stadtgrenze",20.0,37.0,8,1965,east,
A23,autobus,"Falkenhöhe - S-Bhf. Grünbergallee - S-Bhf. Altglienicke - Normannenstr. - Wolfmarsteig - Altglienicke, Schönefelderchaussee - Altglienicke, Kirche",20.0,20.0,7.2,1965,east,
A26,autobus,Veb Bautransporte - Bhf. Schöneweide,15.0,5.0,2,1965,east,
A27,autobus,"S-Bhf. Kaulsdorf, Planitzstr. - Chemnitzerstr. Ecke Alt-Kaulsdorf - Ulmenstr. - Wongrowitzer Steig - S-Bhf. Köpenick - Bahnhofstr. Ecke Lindenstr. - Schloßplatz - Wendenschloßstr. Ecke Müggelheimerstr. - Köpenick, Krankenhaus - Chausseehaus - Müggelseeperle - Müggelheim",7.0,43.0,16,1965,east,
A36,autobus,"Zentralflughafen - Schönefeld, Kirche - Bhf. Schönefeld - Gartenstr. - S-Bhf. Grünbergallee - Bohnsdorf, Kirche - Gartenstadtweg - S-Bhf. Grünau",20.0,21.0,7.3,1965,east,
AD/38,autobus,"Diepensee - Kienberg - Waltersdorf - Bohnsdorf, Waldstr. - Eichbuschplatz - Joachimstr. - S-Bhf. Grünau",10.0,26.0,12,1965,east,
A39,autobus,"Wartenberg, Siedlung - Wartenberg, Dorfstr. - Falkenbergerchaussee Ecke Wartenbergerstr. - Arnimstr. Ecke Wartenbergerstr. - Kolonie ""land In Sonne"" - Hohenschönhausen, Falkenbergerstr.",15.0,13.0,4.4,1965,east,
A42,autobus,"Buch, Kiesgruben - Ludwig-Hoffmann-Krankenhaus - Karowerstr., Alt-Buch - Strasse 78 - Alt-Karow - Güteraußenring - Georgenstr. - Blankenburg, Bahnhofstr. - Heinersdorf, Kirche - Am Steinberg - Prenzlauer Promenade Ecke Ostseestr.",10.0,31.0,12.2,1965,east,
A43,autobus,"Marzahn, Berlinerchaussee - Güterbahnhof Springpfuhl - S-Bhf. Friedrichsfelde-Ost - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde - Hans-Loch-Str., Schule - S-Bhf. Nöldnerplatz",10.0,25.0,9,1965,east,
A44,autobus,"Hönow, Dorfstr. - Greifswalderstr. - Am Rosenhag - S-Bhf. Mahlsdorf",13.0,13.0,4.3,1965,east,
A44E,autobus,Hönowerstr. Ecke Greifswalderstr. - Am Rosenhag - S-Bhf. Mahlsdorf,10.0,7.0,2.8,1965,east,
A45,autobus,"Wilhelmsruh, Schillerstr. - Hauptstr. Ecke Edelweißstr. - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - Prenzlauer Promenade Ecke Kissingenstr. - Am Steinberg - Hamburgerplatz - Klement-Gottwald-Allee Ecke Pistoriusstr. - Lichtenbergerstr. Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Rennbahnstr. - Feldtmannstr. - Weißensee, Schwarzelfenweg",10.0,38.0,13.3,1965,east,
A46,autobus,"Ahrensfelde, Kirche - Lpg Falkenberg - Malchowerweg - Buschallee Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Rennbahnstr. - Feldtmannstr. - Malchow, Dorfstr.",15.0,30.0,11.1,1965,east,
A47,autobus,"Bhf. Schöneweide - Sterndamm - Johannisthalerchaussee - Baumschulenstr. Ecke Südostallee - S-Bhf. Baumschulenweg - Eichbuschallee - Treptow, Rathaus - Sowjetisches Ehrenmal - S-Bhf. Treptower Park",10.0,26.0,9.3,1965,east,
A48,autobus,Bhf. Schöneweide - Königsheideweg - Lindhorstweg - Stubenrauchstr. - Lindhorstweg - Königsheideweg - Bhf. Schöneweide,5.0,17.0,6,1965,east,
A49,autobus,"Bhf. Kaulsdorf, Bausdorfstr. - Ridbacherstr. - Grottkauerstr. - Uckermarkstr. - Bhf. Kaulsdorf, Bausdorfstr.",20.0,,5.4,1965,east,
A54,autobus,Storkowerstr. Ecke Greifswalderstr. - S-Bhf. Lenninallee - Dimitroffstr. Ecke Leninallee,10.0,7.0,2.7,1965,east,
A55,autobus,"Wilhelmsruh, Hauptstr. - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - Prenzlauer Promenade Ecke Kissingenstr. - Am Steinberg - Hamburgerplatz - Klement-Gottwald-Allee Ecke Pistoriusstr. - Lichtenbergerstr. Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Rennbahnstr. - Klement-Gottwald-Allee Ecke Feldtmannstr. - Weißensee, Piesporterstr.",15.0,37.0,14.1,1965,east,
A56,autobus,"Weißensee, Nüßlerstr. - Gehringstr. Ecke Gustav-Adolf-Str. - Rennbahnstr. Ecke Gustav-Adolf-Str. - Wigandstalerstr. Ecke Gustav-Adolf-Str. - Hamburgerplatz - Prenzlauer Promenade - Prenzlauerallee, Wichertstr.",15.0,13.0,4.2,1965,east,
A57,autobus,Kniprodestr. Ecke Ermländischestr. - Dimitroffstr. - Am Friedrichshain - Königstor - S-Bhf. Alexanderplatz - Marx-Engels-Platz - Friedrichstr. Ecke Unter den Linden - Bhf. Friedrichstr. - Schumannstr. Ecke Reinhardtstr. - Robert-Koch-Platz,7.0,24.0,6.5,1965,east,
A58,autobus,"Fontanestr. - Hauptstr. Ecke Hertzstr. - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow (Vinetastr.)",16.0,18.0,6.3,1965,east,
A59,autobus,Walther-Ulbricht-Stadion - Invalidenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Französischestr. - U-Bhf. Stadtmitte - U-Bhf. Thälmannplatz,7.0,12.0,3.1,1965,east,
A7,autobus,"Glienicke, Kirche - Elsässerstr. - Schildow, Kirche - Blankenfelde, Hauptstr. - Industriebahn - Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Florastr. Ecke Mühlenstr. - U-Bhf. Vinetastr.",12.0,34.0,14.6,1965,east,
A7E,autobus,"Schildow, Kirche - Blankenfelde, Hauptstr. - Industriebahn - Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Florastr. Ecke Mühlenstr. - U-Bhf. Vinetastr.",12.0,23.0,9.9,1965,east,
A8,autobus,"Waldesruh, Malhlsdorferallee - Fichtestr. Ecke Schopenhauerstr. - Hultschinerdamm - Sadowastr. - Sadowastr. Ecke Ulmenstr. - Jägerstr. - Biesdorf, Köpenickerstr. - Dohlengrund - Alt-Biesdorf, Oberfeldstr. - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde",20.0,33.0,13.2,1965,east,
A8E,autobus,"Sadowastr. - Sadowastr. Ecke Ulmenstr. - Jägerstr. - Biesdorf, Köpenickerstr. - Dohlengrund - Alt-Biesdorf, Oberfeldstr. - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde",10.0,21.0,8.3,1965,east,
A9,autobus,Kurischestr. - Arnswalderplatz - Königstor - S-Bhf. Alexanderplatz - Marx-Engels-Platz - Friedrichstr. Ecke Unter den Linden - Bhf. Friedrichstr. - Oranienburger Tor - Platz vor Dem Neuen Tor - Scharnhorststr. Ecke Kielerstr.,7.0,27.0,7.3,1965,east,
AL,autobus,"Neu-Lindenberg - Lindenberg, Schule - Lindenberg, Dorf - Lindenberg, Mühle - Malchow, Dorfstr.",36.0,15.0,5.9,1965,east,
AS,autobus,"Zühlsdorf - Summt, Seegarten - Triftweg, Lpg - Mühlenbeck, Schule - Mönchmühle - Schildow, Kirche",40.0,25.0,12.4,1965,east,
AZ,autobus,"Groß Ziethen, Friedrich-Ebert-Str. - Klein Ziethen - Waßmannsdorf - Schönefeld, Kirche - Bhf. Schönefeld",20.0,24.0,9.9,1965,east,
KBS 101,s-bahn,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten (Mark) - Neuenhagen (b Bln) - Fredersdorf (b Bln) - Petershagen Nord - Strausberg,,,,1965,east,
KBS 101c,s-bahn,Strausberg - Strausberg Stadt - Strausberg Nord,,,,1965,east,
KBS 102,s-bahn,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Rummelsburg - Betriebsbahnhof Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,,,,1965,east,
KBS 103,s-bahn,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen - Wildau - Königs Wusterhausen,,,,1965,east,
KBS 103a,s-bahn,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,,,,1965,east,
KBS 104,s-bahn,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen Neuendorf (b Bln) - Bergfelde (b Bln) - Schönfließ - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauserallee - Prenzlauerallee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurterallee - Warschauer Str. - Ostbahnhof,,,,1965,east,
KBS 104d,s-bahn,Hennigsdorf (b Bln) - Hennigsdorf Nord - Hohenschöpping - Velten (Mark),,,,1965,east,
KBS 105,s-bahn,Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauserallee - Prenzlauerallee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurterallee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen,,,,1965,east,
KBS 106,s-bahn,Bernau (b Bln) - Zepernick (b Bernau) - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauserallee - Prenzlauerallee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurterallee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Oberspree - Spindlersfeld,,,,1965,east,
KBS 106a,s-bahn,Schönhauserallee - Prenzlauerallee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurterallee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,,,,1965,east,
