line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
A1,autobus,"Moabit, Waldstr. Ecke Turmstr. - Otto-Suhr-Allee Ecke Cauerstr. - Kurfürstendamm Ecke Konstanzerstr. - U-Bhf. Fehrbellinerplatz - Detmolderstr. Ecke Blissestr. - Breitenbachplatz - Botanischer Garten - Pacelli/Theilallee - Clayallee Ecke Königin-Luise-Str. - U-Bhf. Oskar-Helene-Heim - Potsdamerstr. Ecke Clayallee - Rathaus Zehlendorf - Beeskowdamm Ecke Goerzallee - Wismarerstr. Ecke Lindenstr. - Lindenstr. Ecke Müllerstr.",15,58,,1967,west,
A2,autobus,"Hardenbergplatz - Spichernstr. Ecke Joachimstalerstr. - Berlinerstr. Ecke Bundesallee - Bundesplatz - Friedrich-Wilhelm-Platz - Schloßstr. Ecke Feuerbachstr. - Alsenstr. Ecke Feuerbachstr. - Bergstr. Ecke Bismarckstr. - Steglitzerdamm Ecke Halskestr. - Leonorenstr. Ecke Albrechstr. - Lankwitz, Kirche - Havensteinstr. Ecke Gallwitzstr. - Lerbacherweg Ecke Tautenbergstr. - Trippsteinstr. - Sonderhauserstr. Ecke Hildburghauserstr.",10,39,,1967,west,
A3,autobus,"Rathaus Zehlendorf - Winifriedstr. Ecke Clayallee - U-Bhf. Oskar-Helene-Heim - U-Bhf. Onkel-Toms-Hütte - U-Bhf. Krumme Lanke - Bhf. Lindenthalerallee - Benschallee Ecke Potsdamerchaussee - Schopenhauerstrasse Ecke Spanischeallee - Borussenstr. Ecke Kronprizessinnenweg - Badeweg - Bhf. Wannsee - Am Großen Wannsee Ecke Königstr. - Pfaueninsel-Chaussee Ecke Königstr. - Rathaus Wannsee - Stölpchensee, Wilhelmplatz",10,39,,1967,west,
A10,autobus,"Haselhorst, Kirche - Paulsternstr. - Verwaltungs-Gebäude - Spandauerdamm - U-Bhf. Kaiserdamm - Amtsgericht - Kurfürstendamm Ecke Joachimsthalerstr. - Henriettenplatz - Elsterplatz - Königin-Luise-Str. Ecke Pacelliallee - U-Bhf. Thielplatz - Berlinerstr. Ecke Unter den Eichen - Teltowerdamm Ecke Machnowerstr. - Behring-Krankenhaus - Lupsteinerweg",10,62,,1967,west,
A11,autobus,Saargemünderstr. Ecke Clayallee - U-Bhf. Oskar-Helene-Heim - Ihnestr. - Corrensplatz - Unter den Eichen Ecke Habelschwerdter-Allee - Gardeschützweg Ecke Drakestr. - Ringstr. - Wiesenbaude - Ostpreußendamm Ecke Wilhelmstr. - Kranoldplatz - Hildburghauserstr. - Alt-Marienfelde Ecke Merienfelderallee - Daimlerstr. Ecke Großbeerenstr. - Körtingstr. Ecke Großbeerenstr. - U-Bhf. Alt-Mariendorf,7,39,,1967,west,
A12,autobus,Gartenstr. Ecke Bernauerstr. - Grenzstr. Ecke Gerichtstr. - U-Bhf. Leopold-Platz - U-Bhf. Seestr. - Bristolstr. Ecke Barfusstr. - Emmentalerstr. Ecke Aroserallee - Aroserallee Ecke Lindauerstr. - Tessenowstr. Ecke Oranienburgerstr. - Rathaus Reinickendorf - Cyclopstr. - Waidmannslusterdamm Ecke Oraniendamm - Almutstr. Ecke Berlinerstr. - Hermsdorferdamm Ecke Berlinerstr. - Zeltingerplatz - Donnersmarckplatz - Hainbuchenstr. Ecke Kastanienallee,15,54,,1967,west,
A13,autobus,Alt-Heiligensee Ecke Sandhauserstr. - Gabelung - Karolinenstr. Ecke Ruppinerchaussee - U-Bhf. Tegel - Bernauerstr. - Krankenhaus Tegel-Süd - Strasse nach Saatwinkel - Paulsternstr. - Daumstr. - Carl-Schurz-Str. Ecke Neuendorferstr. - Rathaus Spandau - Seebugerstr. Ecke Pichelsdorferstr. - Päwesinerweg - Heerstr. Ecke Wilhelmstr. - Weinmeisterhornweg,15,57,,1967,west,
A14,autobus,Alt-Heiligensee Ecke Sandhauserstr. - Mattenbuder Pfadchaussee Ecke Hennigsdorferstr. - Ruppinerchaussee Ecke Hennigsdorferstr. - Ruppinerchaussee & Schulzendorferstr. - Heiligenseestr. Ecke Ruppinerchaussee - U-Bhf. Tegel - Ziekowstr. Ecke Gorkistr. - Rathaus Reinickendorf - Bonhoeffer Nervenklinik - Aroserallee Ecke Lindauerallee - Kopenhagenerstr. Ecke Klemkestr. - Pankowerallee Ecke Provinzstr. - Pankstr. Ecke Badstr. - U-Bhf. Gesundbrunnen - Rügenerstr.,20,55,,1967,west,
A14E,autobus,"Alt-Heiligensee - Havelblick - Strandbad - Gemendefriedhof, Sandhauserstr. - Sperberstr. Ecke Sandhauserstr. - Falkenplatz",30,9,,1967,west,
A15,autobus,"Lübarserstr. Ecke Eichhorsterweg - Cyclopstr. Ecke Oranienburgerstr. - Alt-Wittenau Ecke Eichborndamm - Breitenbachstr. Ecke Eichborndamm - Holzhauserstr. Ecke Eichborndamm - Ernststr. Ecke Conradstr. - Gorkistr. Ecke Ziekowstr. - U-Bhf. Tegel - Hermsdorferdamm Ecke Karolinenstr. - Schulzendorferstr. - Bhf. Hermsdorf - Dominikus-Krankenhaus - Donnersmarckplatz - Zeltingerplatz - Am Pilz - Frohnau, Invalidensiedlung",20,55,,1967,west,
A16,autobus,Osloerstr. Ecke Drontheimerstr. - Louise-Schroeder-Platz - U-Bhf. Seestr. - Virchow-Krankenhaus - Fennstr. Ecke Tegelerstr. - Birkenstr. Ecke Perlebergerstr. - Wilsnackerstr. Ecke Turmstr. - Hansaplatz - Großer Stern - Lützowplatz - Nollendorfplatz - Rathaus Schöneberg - Innsbruckerplatz - Bundesplatz - Wiesbadenerstr. - Breitenbachplatz - Englerallee,12,5,,1967,west,
A17,autobus,"Grunewald, Fontanestr. - Hagenplatz - Roseneck - Warnemünderstr. - U-Bhf. Rüdesheimerplatz - Friedrich-Wilhelm-Platz - Schloßstr. Ecke Rheinstr. - Rathaus Steglitz - Stadtpark - Leonorenstr. - Stadion Lichterfelde - Ostpreußendamm Ecke Wilhelmstr. - Morgensternstr. Ecke Wilhelmstr. - Oberhoferplatz - Saaleckplatz",10,48,,1967,west,
A18,autobus,U-Bhf. Oskar-Helene-Heim - Teltowerdamm Ecke Clayallee - Lindenthalerallee Ecke Potsdamerchaussee - Spanischeallee Ecke Potsdamerchaussee - Kronprinzessinenweg Ecke Königstr. - Am Grossen Wannsee - Pfaueninsel-Chaussee - Rathaus Wannsee - Stölpchensee - Machnowerstr. Ecke Königsweg,20,31,,1967,west,
A19,autobus,Roseneck - Hagenplatz - Rathenauplatz - Henriettenplatz - Wilmersdorferstr. Ecke Kurfürstendamm - Olivaerplatz - Joachimstalerstr. Ecke Kurfürstendamm - Breitscheidplatz - Wittenbergplatz - Nollendorfplatz - Bülowstr. Ecke Potsdamerstr. - Bautzenerstr. Ecke Yorckstr. - Katzbachstr. Ecke Yorckstr. - Mehringdamm - Flughafen,10,39,,1967,west,
A20,autobus,"Tegelort - Gerlindeweg Ecke Friederikestr. - Falkenplatz - Freiheitsweg - Heiligenseestr. Ecke Konradshöherstr. - Karolinenstr. Ecke Hermsdorferdamm - U-Bhf. Tegel - Hatzfeldtallee - Martin-Luther-Friedhof - Freie Scholle - Waldhornstr. - Cyclopstr. Ecke Waidmannslusterdamm - Oraniendamm Ecke Zabel-Krüger-Damm - Am Vierrutenberg Ecke Zabel-Krüger-Damm - Lübars, Dorfaue",15,39,,1967,west,
A21,autobus,"Wilhelmsruherdamm, Sektorengrenze - Oranienburgerstr. Ecke Wilhelmsruherdamm - Alt-Wittenau Ecke Eichborndamm - Breitenbachstr. Ecke Eichborndamm - U-Bhf. Scharnweberstr. - Kurt-Schumacher-Platz - Kaserne Südtor - Heckerdamm Ecke Kurt-Schumacher-Damm - DRK-Krankenhaus - Luisenplatz - Kantstr. - Stuttgarterplatz - Amtsgericht Charlottenburg - Kurfürstendamm Ecke Joachim-Friedrichstr. - Bhf. Hohenzollerndamm - U-Bhf. Fehrbellinerplatz",15,52,,1967,west,
A21E,autobus,Alt-Wittenau Ecke Eichborndamm - Oranienburgerstr. Ecke Wilhelmsruherdamm - Finisterwegstr. Ecke Eichhorsterweg - Schorfheidestr. Ecke Wilhelmsruherdamm - Tramperweg Ecke Dannenwalderweg - Senftenberger Ring,15,16,,1967,west,
A24,autobus,Wiebestr. - Gotzkowskystr. Ecke Turmstr. - Stromstr. Ecke Turmstr. - Rathenowerstr. Ecke Turmstr. - Alt-Moabit Ecke Paulstr. - John-Foster-Dulles-Allee Ecke Spreeweg - Tiergartenstr. - Lützowplatz - Potsdamerstr. Ecke Schöneberger Ufer - Hafenplatz - Askanischerplatz - U-Bhf. Hallesches Tor - Alexandrinenstr. Ecke Neuenburgerstr. - Gneisenaustr. Ecke Zossenerstr. - Columbiadamm Ecke Friesenstr. - Flughafen,15,39,,1967,west,
A25,autobus,"Unionplatz - Gotzkowskybrücke - Hansaplatz - U-Bhf. Ernst-Reuter-Platz - Bhf. Zoo, Jebensstr. - Berlinerstr. Ecke Bundesallee - Bundesplatz - Kaisereiche - Grazerplatz - Attilaplatz - Tempelhoferdamm Ecke Ordensmeisterstr. - Gottlieb-Dunkel-Str. Ecke Germaniastr. - Britzerdamm Ecke Tempelhoferweg - U-Bhf. Parchimerallee - Grünerweg Ecke Buschkrugallee",10,59,,1967,west,
A28,autobus,U-Bhf. Tempelhof - Boelckestr. Ecke Manteuffelstr. - Loewenhardtdamm Ecke Boelckestr. - Dudenstr. Ecke Katsbachstr. - Yorckstr. Ecke Großbeerenstr. - U-Bhf. Mehringdamm - Zossenerstr. Ecke Gneisenaustr. - Südstern - Urban-Krankenhaus - U-Bhf. Prinzenstr. - U-Bhf Kottbusser Tor - Oranienstr. Ecke Adalbertstr. - Mariannenplatz - U-Bhf. Schlesisches Tor - Heckmannufer,15,35,,1967,west,
A29,autobus,Roseneck - Berkaerstr. - Bismarckplatz - Henriettenplatz - Joachim-Friedrich-Str. Ecke Kurfürstendamm - Wilmersdorferstr. Ecke Kurfürstendamm - Olivaerplatz - Uhlandstr. Ecke Kurfürstendamm - Joachimstalerstr. Ecke Kurfürstendamm - Breitscheidplatz - Wittenbergplatz - Lützowplatz - Lützowstr. Ecke Potsdamerstr. - Askanischerplatz - U-Bhf. Kochstr. - Oranienplatz,10,40,,1967,west,
A31,autobus,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Nauenerstr. - Magistratsweg - Heidebergplan,20,28,,1967,west,
A32,autobus,"Breitenbachplatz - Rathaus Steglitz - Leonorenstr. Ecke Kaiser-Wilhelm-Str. - Lankwitz, Kirche - Marienfelderallee Ecke Hildburghauserstr. - Marienfelde, Bahnstr.",6,28,,1967,west,
A33,autobus,Berlinickestr. Ecke Albrechtstr. - Handjeryplatz - Heinrich-Seidel-Str. Ecke Steglitzerdamm - Kaiserstr. Ecke Gersdorferstr. - Mariendorferdamm Ecke Kaiserstr. - Dirschelweg Ecke Rixdorferstr.,7,20,,1967,west,
A34,autobus,"Spandau, Wasserwerk - Spandau, Friedhof - Askanierring Ecke Falkenhagenerstr. - Wröhmännerpark - Rathaus Spandau - Wilhelmstr. Ecke Pichelsdorferstr. - Adamstr. Ecke Pichelsdorferstr. - Heerstr. Ecke Gatowerstr. - Weinmeisterhornweg Ecke Gatowerstr. - Gatow, Kirche - Großglienickerweg Ecke Alt-Gatow - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow Ecke Kladowerdamm - Schwiezerhaus - Gutshof",20,51,,1967,west,
A34E,autobus,Alt-Gatow Ecke Groß-Glienickerweg - Siedlung Habichtswald,17,8,,1967,west,
A35,autobus,"U-Bhf. Ruhleben - Teltowerstr. Ecke Ruhlebenerstr. - Kroweistr. Ecke Weißenburgerstr. - Adamstr. Ecke Wilhelmstr. - Heerstr. Ecke Gatowerstr. - Weinmeisterhornweg Ecke Gatowerstr. - Gatow, Kirche - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow Ecke Kladowerdamm - Krampnitzerweg Ecke Sakrower Landstr. - Hottengrund",20,35,,1967,west,
A35E,autobus,"Altenheim Hottengrund - Pottensteinerweg Ecke Selbitzerstr. - Selbitzerstr. Ecke Krampnitzerweg - Kladow, Dorfplatz - Alt-Kladow Ecke Kladowerdamm",40,7,,1967,west,
A4,autobus,Brixplatz - Theodor-Heuss-Platz - Messedamm - Henriettenplatz - Hochmeisterplatz - U-Bhf. Fehrbellinerplatz - Bundesallee Ecke Badenischestr. - Rathaus Schöneberg - Hauptstr. Ecke Dominicusstr. - Kaiser-Wilhelm-Platz - U-Bhf. Flughafen - Friesenstr. Ecke Columbiadamm - U-Bhf. Boddinstr. - Kienitzerstr. Ecke Hermannstr. - U-Bhf. Karl-Marx-Str. - Sonnenallee Ecke Erkstr. - Teuptitzerstr. Ecke Kiehl-Ufer,10,55,,1967,west,
A41,autobus,"Gradestr. Ecke Tempelhoferweg - U-Bhf. Blaschko-Allee - Parachimerallee Ecke Buschkrugallee - Grünerweg Ecke Buschkrugallee - Krankenhaus Neukölln - Zwickauerdamm Ecke Neuköllnerstr. - Schönefelderstr. Ecke Neuköllnerstr. - Rudow Stadtgrenze, Waltersdorferchaussee",20,27,,1967,west,
A48,autobus,"Potsdamerstr. Ecke Fischerhüttenstr. - Teltowerdamm Ecke Potsdamerstr. - Sundgauerstr. Ecke Berlinerstr. - Dahlemerweg Ecke Berlinerstr. - Drakestr. Ecke Unter den Eichen - Hindenburgdamm Ecke Schloßstr. - Rathaus Steglitz - Bundesallee Ecke Rheinstr. - Kaisereiche - Innsbruckerplatz - Kaiser-Wilhelm-Platz - Goeben-/Pallasstr. - U-Bhf. Bülowstr. - Philharmonie, Tiergartenstr.",12,39,,1967,west,
A5,autobus,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Falkenseerchaussee - Waldkrankenhaus - Nervenklinik,10,30,,1967,west,
A50,autobus,Roseneck - Forckenbeckstr. Ecke Hohenzollerndamm - Rudolfstadtstr. Ecke Hohenzollerndamm - U-Bhf. Fehrbellinerplatz - Uhlandstr. Ecke Güntzelstr. - Bundesallee Ecke Trautenaustr. - Martin-Luther-Str. Ecke Hohenstaufenstr. - Potsdamerstr. Ecke Pallasstr. - Goebenstr. Ecke Bülowstr.,10,25,,1967,west,
A51,autobus,Bhf. Wannsee - Königstr./Kronprinzessinnenweg - Am Grossen Wannsee - Koblanckstr. - Colomierstr. - Krankenhaus Wannsee - Zum Heckeshorn - Krankenhaus Heckeshorn,29,10,,1967,west,
A52,autobus,"Marienfelde, Stadtrandsiedlung - Alt-Marienfelde Ecke Marienfelderallee - Kettingerstr. Ecke Alt-Marienfelde - Lichtenraderdamm Ecke Buckowerchaussee - Bühlerweg Ecke Marienfelderchaussee - Buckower Friedhof - Buckowerdamm Ecke Alt-Buchow - Tischlerzeile Ecke Wildmeisterdamm - Imbuschweg Ecke Johannisthalerchaussee - Rudowerstr. Ecke Johannisthalerchaussee - Efeuweg Ecke Rudowerstr. - Strasse 484 Ecke Neuköllnerstr. - Köpenickerstr. - Friedhof Rudow - Mimosenweg - Stubenrauchstr. Ecke Kanalstr.",15,46,,1967,west,
A53,autobus,"Nikolassee, Alemannenstr. - Krottnaurerstr. Ecke Alemannenstr. - Waldemarplatz - Argentinischeallee Ecke Fischerhüttenstr. - U-Bhf. Krumme Lanke - Teltowerdamm Ecke Berlinerstr. - Rathaus Zehlendorf - Knesebeckstr. Ecke Seehofstr. - Dahlemerweg Ecke Seehofstr. - 4. Ring - Luzernerstr. - Thunerplatz - Wiesenbaude - Ostpreußendamm Ecke Königsbergerstr. - Oberhoferplatz",20,40,,1967,west,
