line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
1,tram,Hallesches Tor (Stresemannstr.) - Prinzenstr. - U-Bhf. Moritzplatz - Brückenstr./Neanderstr. - Schillingbrücke - Andreasplatz - Alexanderplatz - Rosentalerplatz - Invalidenstr. Ecke Chausseestr. - Oranienburger Tor - Dorotheestr. (Bhf. Friedrichstr.) - Charlottenstr. Ecke Unter den Linden,12,0,,1951,unified,
2,tram,"Werftstr. Ecke Alt-Moabit - Rathenowerstr., Kriminalgericht - Stromstr. Ecke Turmstr. - Waldstr. Ecke Gotzkowskystr. - Knie - Bhf. Zoo - U-Bhf. Wittenbergplatz - U-Bhf. Nollendorfplatz - Potsdamerstr. Ecke Bülowstr. - Mansteinstr. (Bhf. Großgörschenstr.)",15,0,,1951,unified,
3,tram,Osloerstr. Ecke Grüntalerstr. - Prinzenallee Ecke Osloerstr. - Oskarplatz - Müllerstr. Ecke Seestr. - Seestraßenbrücke - Turmstr. Ecke Gotzkowskystr. - Osnabrückerstr. Ecke Taurroggenerstr. - Schloßbrücke/Luisenplatz - Berlinerstr. Ecke Wilmersdorferstr. - Kanststr. Ecke Wilmersdorferstr. - Fehrbellinerplatz - Brandenburgischestr. Ecke Berlinerstr. - Bundesallee Ecke Berlinerstr. - Bayerischerplatz - Martin-Lutherstr. Ecke Grunewaldstr. - Potsdamerstr. Ecke Goebenstr. - Mehringdamm Ecke Gneisenaustr. - Zossenerstr. Ecke Gneisenaustr. - Südstern - Hermannplatz,15,0,,1951,unified,
3,tram,"Osloerstr. Ecke Grüntalerstr. - Schönhauserallee/Berlinerstr. - Prenzlauerallee/Prenzlauer Promenade - Berlinerallee Ecke Langhansstr. - Hohenschönhauserstr. Ecke Weißenseerweg - Landsbergerallee & Weißenseerweg - Roederstr./Herzbergerstr. - Stalinallee - Boxhagenerstr. - Warschauer Brücke - Schlesisches Tor - Treptow, Elsenstr.",20,0,,1951,unified,
4,tram,Strelitzerstr. Ecke Bernauerstr. - Eberwalderstr. Ecke Schönhauserallee - Prenzlauerstr. Ecke Dimitroffstr. - Greifswalderstr. Ecke Dimitroffstr. - Leninallee Ecke Bersarinstr. - Weidenweg Ecke Bersarinstr. - Boxhagenerstr. Ecke Warschauerstr. - Kopernikusstr. Ecke Warschauerstr. - Warschauer Brücke - Stralauerallee Ecke Warschauerstr. - Schlesisches Tor,12,0,,1951,unified,
6,tram,Kurfürstendamm Ecke Joachimstalerstr. - Bhf. Zoo - U-Bhf. Wittenbergplatz - Grunewaldstr. Ecke Martin-Lutherstr. - Rudolf-Wilde-Platz (Schöneberger Rathaus) - Hauptstr. Ecke Dominicusstr. - Alboinstr. Ecke Schönebergerstr. - Tempelhoferdamm Ecke Alt-Tempelhof - Gottlieb-Dunkelstr. Ecke Germaniastr. - Hermannstr. Ecke Hertastr. - U-Bhf. Neukölln - U-Bhf. Rathaus Neukölln - Elsenstr. Ecke Heidelbergerstr.,15,0,,1951,unified,
13,tram,Kraftwerk Klingenberg - Nöldnerstr. Ecke Karlshorsterstr. - Holteistr. Ecke Boxhagenerstr. - Warschaerstr. Ecke Boxhagenerstr. - Bersarinstr. Station - Weidenweg Ecke Bersarinstr. - Leninallee Ecke Dimitroffstr.,16,0,,1951,unified,
14,tram,Bersarinplatz - Bersarinstr. Ecke Warschauerstr. - Holteistr. Ecke Boxhagenerstr. - Karlshorsterstr. Ecke Nöldnerstr. - Lückstr. Ecke Wilhelmstr. - Frankfurter Tor - Siegfriedstr. Ecke Herzbergerstr. - Möllendorferstr. Ecke Herzbergerstr. - Scheffelstr. Ecke Möllendorferstr.,17,0,,1951,unified,
15,tram,"Marienfelde, Daimlerstr. - Mariendorferdamm Ecke Alt-Mariendorf - Germaniastr. Ecke Gottlieb-Dunkelstr. - Hermannstr. Ecke Hertastr. - Bhf. Neukölln - Bhf. Sonnenallee - Neukölln, Schulenburgpark",15,0,,1951,unified,
21,tram,"Moabit, Wiebestr. - Gotzkowskystr. Ecke Waldstr. - Stromstr. Ecke Turmstr. - Rathenowerstr. (Kriminalgericht) - Lehrter Bhf. - Brandenburger Tor - Potsdamerplatz, Voßstr. - Anhalter Bhf. - Hallesches Tor - Gneisenaustr. Ecke Zossenerstr. - Friesenstr. Ecke Schwiebusserstr.",115,0,,1951,unified,
23,tram,"Rosenthal, Quickbornerstr. - Siedlung Weiche - Grenzweiche - Platanenstr. Ecke Klosterweg - Bismarckplatz - Pankow, Rathaus - Bhf. Wollankstr. (Grenze) - Badstr. Ecke Pankstr. - Nettelbeckplatz - Weddingplatz - Augustenburgerplatz (Virchow-Krankenhaus)",15,0,,1951,unified,
24,tram,"Buchholz, Hauptstr. - Eweststr. Ecke Paswealkerstr. - Blankenburger Weiche - Heinersdorfer Weiche - Bhf. Pankow-Heinersdorf - Pankow, Kirche - Pankow, Rathaus - Bhf. Wollankstr. - Prinzenstr. Ecke Badstr. - Bhf. Gesundbrunnen",15,0,,1951,unified,
25,tram,"Tegel, Alt-Tegel - Bernauerstr. (Gaswerke) - Sportplatz (Reinickendorf-West) - Berlinerstr. Ecke Scharnweberstr. - Londonerstr. (Rehberge) - Seestr. Ecke Müllerstr. - Müllerstr. Ecke Schulstr. - Weddingplatz - Stromstr. Ecke Turmstr. - Waldstr./Gotzkowskystr. - Knie - Bhf. Zoo - U-Bhf. Wittenbergplatz - Grunewaldstr. Ecke Martin-Lutherstr. - Rudolf-Wilde-Platz (Schöneberger Rathaus) - Hauptstr. Ecke Dominicusstr. - Kaiser-Wilhelm-Platz - Schöneberg, Gotenstr.",15,0,,1951,unified,
26,tram,"Görlitzer Bhf., Spreewaldplatz - Hermannplatz - Erkstr. Ecke Karl-Marxstr. - U-Bhf. Neukölln - Bhf. Grenzallee - Buschkrugallee Ecke Blaschkoallee - Chaussestr. Ecke Gradestr. - Wilhelm-Borgmann Brücke",15,0,,1951,unified,
27,tram,"Neukölln, Hermannplatz - U-Bhf. Boddinstr. - Bhf. Leinestr. - Bhf. Hermannstr. - Gradestr. Ecke Chausseestr. - Buckow-West, Alt-Buckow",15,0,,1951,unified,
28,tram,"Tegelort, Kurzestr. - Falkenplatz - Gabelung - Alt-Tegel - Bernauerstr. (Gaswerke) - Sportplatz (Reinickendorf-West) - Berlinerstr. Ecke Scharnweberstr. - Londonerstr. (Rehberge) - Seestr. Ecke Müllerstr. - Müllerstr. Ecke Schulstr. - Pankstr./Prinzenallee - Bhf. Gesundbrunnen - Rügenesrstr. Ecke Brunnenstr.",30,0,,1951,unified,
29,tram,"Heiligensee, Dorfaue - Hennigsdorferstr. Ecke Heiligensee - Gabelung - Alt-Tegel - Bernauerstr. (Gaswerke) - Sportplatz (Reinickendorf-West) - Berlinerstr. Ecke Scharnweberstr. - Londonerstr. (Rehberge) - Seestr. Ecke Müllerstr. - Müllerstr. Ecke Schulstr. - Pankstr./Prinzenallee - Bhf. Gesundbrunnen - Rügenesrstr. Ecke Brunnenstr.",30,0,,1951,unified,
35,tram,"Siemensstadt (Verwaltungsgebäude) - Bhf. Jungfernheide - Gotzkowskystr./Waldstr. - Stromstr. Ecke Turmstr. - Rathenowerstr. (Kriminalgericht) - Weddingplatz - Nettelbeckplatz - Pankowerallee (Schäfersee) - Residenzstr. Ecke Hauptstr. - Wilhelmsruh, Hauptstr.",15,0,,1951,unified,
