line_name,type,stops,frequency (7:30),length (time),Length (km),year,east_west,info
13,tram,Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Artur-Becker-Str. - Leninallee - Bersarinplatz - Frankfurter Tor - Holteistr. - Hauptstr. (s-Bhf. Rummelsburg) - Kraftwerk Klingenberg - Blockdammweg Ecke Hönower Wiesenweg,15,36,,1976,east,
14,tram,Artur-Becker-Str. - Leninallee/dimitroffstr. - S-Bhf. Leninallee - Ho-Chi-Minh-Str. - Degnerstr. - Falkenbergerstr.,12,17,,1976,east,
15,tram,Bhf. Berlin-Lichtenberg - Straßenbahn-Betriebshof - Ho-Chi-Minh-Str. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimler-Str. - U-Bhf. Luxemburgplatz - Hackescher Markt,20,37,,1976,east,
17,tram,Haeckelstr. - Bhf. Schöneweide - Wilhelminenhofstr. - Bhf. Karlshorst - Hochschule Für Ökonomie - U-Bhf. Tierpark - S-Bhf. Friedrichsfelde Ost - Springpfuhlstr. - Siegfriedstr. - Ho-Chi-Minh-Str. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimler-Str. - U-Bhf. Luxemburgplatz - Rosenthalerplatz - Chausseestr. - Stadion Der Weltjugend,10,68,,1976,east,
19,tram,"Köpenick, Krankenhaus - Freiheit - Institut Für Lehrerbildung - Pionierpark - Edisonstr. - Bhf. Karlshorst - Hochschule Für Ökonomie - U-Bhf. Tierpark - S-Bhf. Friedrichsfelde Ost - Springpfuhlstr. - Siegfriedstr. - Ho-Chi-Minh-Str. - S-Bhf. Leninallee - Dimitroffstr. - Artur-Becker-Str.",20,73,,1976,east,
21,tram,"Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Griefswalderstr. - Artur-Becker-Str. - Leninallee - Frankfurter Tor - Holteistr. - Hauptsrasse (s-Bhf. Berlin-Rummelsburg) - Kraftwerk Klingenberg - Hönower Wiesenweg - Hermann-Duncker-Str. - Wilhelminenhofstr. - Pionierpark - Institut Für Lehrerbildung - Grünstr. - Köpenick, Krankenhaus",20,72,,1976,east,
22,tram,"Rosenthal, Hauptstr. - Nordendstr. - Platanenstr. - Kurt-Fischer-Platz - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - S-Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Brunnenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben",15,49,,1976,east,
23,autobus,"Falkenhöhe - S-Bhf. Grünbergallee - S-Bhf. Altglienicke - Wolfmarsteig - Schönefelderchaussee - Altglienicke, Kirche - Kanalbrücke - Glienickerweg Ecke Köpenickerstr. - Veb Berlin-Chemie - Adlergestell - S-Bhf. Adlershof",20,29,,1976,east,
25,tram,Sterndamm - Bhf. Schöneweide - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Alte Försterei - Bahnhofstr. - Gellnitzstr. - Hirschgarten - Bölschestr. - S-Bhf. Friedrichshagen - Hartlebenstr. - Müggelseedamm - Rahnsdorf,20,48,,1976,east,
26,tram,"Sterndamm - Bhf. Schöneweide - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Weinert-Klubhaus - Alte Försterei - Cardinalstr. - Bahnhofstr. - Grünstr. - Wendenschloßstr. - Köpenick, Krankenhaus",20,27,,1976,east,
27,autobus,"S-Bhf. Kaulsdorf - Chemnitzerstr. - Jägerstr. - Gehsenerstr. - S-Bhf. Köpenick - Lindenstr. - Wendenschloßstr. - Krankenhaus Köpenick - Müggelturm - Müggelheim, Dorf - Alt-Müggelheim",10,41,,1976,east,
3,tram,Björnsonstr. - Schönhauserallee - Prenzlauerallee - Antonplatz - Lichtenbergerstr. - Omnibus-Betriebshof - Hohenschönhauserstr. - Leninallee - Herzbergstr. - Frankfurterallee - Boxhagenerstr. - S-Bhf. Warschauerstr. (revalerstr.),10,43,,1976,east,
30,autobus,Ostbahnhof - Franz-Mehring-Platz - Warschauerstr. - Holteistr. - S-Bhf. Rummelsburg - Irenenstr. - Omnibus Betriebshof - Herzbergstr. - Samariterstr. - Mühsamstr. - Leninallee - Artur-Becker-Str. - Bötzowstr. - Dimitroffstr. - Prenzlauer Berg - U-Bhf. Luxemburgplatz - Rosenthalerplatz - Oranienburger Tor - Robert-Koch-Platz,15,68,,1976,east,
31,autobus,"Buch, Sandhaus - S-Bhf. Buch - Karowerstr. - Erekweg - Alt-Karow - Straße 26 - Blankenburg - Heinersdorf, Kirche - Am Steinberg - Ostseestr.",20,30,,1976,east,
32,autobus,Hans-Beimler-Str. - Am Friedrichshain - Leninplatz - Karl Marx-Allee - Ostbahnhof - S-Bhf. Jannowitzbrücke - Schulze-Delitz-Platz - U-Bhf. Spittelmarkt - Jerusalemerstr. - Friedrichstr. - U-Bhf. Thälmannplatz,10,22,,1976,east,
33,autobus,"Grumbkowstr. - Kurt-Fischer-Str. - Bürgerpark - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow",20,17,,1976,east,
34,autobus,Alt-Stralau - F.-Junge-Strasse - Corinthstr. - Modersohnstr. - S-Bhf. Warschauerstr. - U-Bhf. Marehlewskistr.,15,18,,1976,east,
34E,autobus,Revalerstr. - S-Bhf. Warschauerstr. - Ost-Güterbahnhof - Andreasstr. (ostbahnhof),20,6,,1976,east,
35,autobus,Pirolstr. - Dohlengrund - Oberfeldstr. - Am Tierpark - U-Bhf. Friedrichsfelde - Lincolnstr. - S-Bhf. Nöldnerplatz,0,20,,1976,east,
36,autobus,"Flughafen Berlin-Schönefeld - Bhf. Schönefeld - S-Bhf. Grünbergallee - Bohnsdorf, Kirche - Gartenstadtweg - S-Bhf. Grünau",20,17,,1976,east,
36E,autobus,Bhf. Schönefeld - Flughafen Berlin-Schönefeld,20,5,,1976,east,
37,autobus,S-Bhf. Friedrichsfelde Ost - Bhf. Springpfuhl - Landsbergerchaussee - Ihb Instandsetzung - Marzahnerstr. - Chemie Handel,0,16,,1976,east,
38,autobus,"S-Bhf. Grünau - Joachimstr. - Eichbuschplatz - Waltersdorferstr. - Bohnsdorf, Waldstr. - Waltersdorf - Kienberg - Mitschurinweg - Diepensee",10,24,,1976,east,
39,autobus,"Wartenberg, Siedlung - Lindenbergerstr. - Falkenbergerchaussee - Arminstr. - Falkenbergerstr.",15,14,,1976,east,
4,tram,Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Artur-Becker-Str. - Leninallee - Bersarinplatz - Frankfurter Tor - Grünbergerstr. - S-Bhf. Warschauerstr. (revalerstr.),15,24,,1976,east,
42,autobus,"Buch - Karowerstr. - Erekweg - Alt-Karow - Blankenburg - Heinerdorf, Kirche - Prenzlauer Promenade - Ostseestr.",8,31,,1976,east,
43,autobus,Bürknersfelde - Stadtberg - Bhf. Springpfuhl - S-Bhf. Friedrichsfelde Ost - Am Tierpark - U-Bhf. Friedrichsfelde - Hans-Loch-Str. - S-Bhf. Nöldnerplatz,10,26,,1976,east,
44,autobus,"Hönow, Dorf - Berlinerchaussee - Am Barschsee - Thälmannstr. - Greifswalderstr. - Am Rosenhag - Karlshafenerstr. - Linderhofstr. - S-Bhf. Mahlsdorf",20,12,,1976,east,
44E,autobus,S-Bhf. Mahlsdorf - Am Rosenhag - An Den Siedlergärten - Hönowerstr. - Am Rosenhag - S-Bhf. Mahlsdorf,20,16,,1976,east,
45,autobus,"Wilhelmsruh, Schillerstr. - Edelweißstr. - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - Prenzlauer Promenade - Am Steinberg - Hamburgerplatz - Klement-Gottwald-Allee - Lichtenbergerstr. - Rennbahnstr. - Schwarzelfenweg",12,38,,1976,east,
46,tram,"Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - S-Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Brunnenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben",15,45,,1976,east,
47,autobus,"Bhf. Schöneweide - Königsheideweg - Johannisthalerchaussee - S-Bhf. Baumschulenweg - Treptow, Rathaus - S-Bhf. Treptower Park - Treptow, Eichenstr.",15,28,,1976,east,
48,autobus,Richard-Sorge-Str. - S-Bhf. Leninallee - Ho Chi-Minh-Str. - Gensletstr. - Plauenerstr. - Gärtnerstr. - Chemie-Handel,15,21,,1976,east,
49,tram,"Bucholz, Hauptstr. - Rosenthalerstr. - S-Bhf. Pankow-Heinersdorf - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - S-Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Rosenthalerplatz - Hackescher Markt",15,40,,1976,east,
50,autobus,Rolandstr. - Kurt-Fischer-Str. - Bürgerpark - Dolomitenstr. - U-Bhf. Pankow,15,15,,1976,east,
51,autobus,"Buch, Sandhaus - S-Bhf. Buch - Akademie Der Wissenschaften - Zepernick, Kirche - Zepernickerstr.",20,12,,1976,east,
52,autobus,Achtermannstr. - Paracelsiusstr. - Galenusstr. - Granitzstr. - Prenzlauer Promendade - U-Bhf. Pankow,15,12,,1976,east,
53,autobus,Degnerstr. - Landsbergerchaussee - S-Bhf. Friedrichsfelde Ost - U-Bhf. Friedrichsfelde - Mellenstr.,12,28,,1976,east,
54,autobus,Artur-Becker-Str. - S-Bhf. Leninallee - Ho-Chi-Minh-Str. - Genslerstr. - Heizkraftwerk - Stadtberg - Bürknersfelde - Stadtberg - Elisabethstr. - S-Bhf. Biesdorf - Am Tierpark - Irenenstr.,15,53,,1976,east,
55,autobus,"Fontanestr. - Edelweißstr. - Pankow, Rathaus - S-Bhf. Pankow - U-Bhf. Pankow - Prenzlauer Promenade - Heinersdorf, Kirche - Pasedagplatz - Klement-Gottwald-Allee - Piesporterstr.",20,30,,1976,east,
56,autobus,Nüßlerstr. - Hamburgerplatz - S-Bhf. Prenzlauerallee - Greifswalderstr. - S-Bhf. Leninallee - Artur-Becker-Str.,6,29,,1976,east,
57,autobus,Artur-Becker-Str. - Hufelandstr. - Am Friedrichshain - Alexanderplatz - Deutsche Staatsoper - Charlottenstr. Ecke Unter Den Linden - Bhf. Friedrichstr. - Reinhardtstr. - Oranienburger Tor - Platz Vor Dem Neuen Tor - Scharnhorststr.,10,26,,1976,east,
63,tram,Gartenstadt - Wartenbergerstr. - Suermondtstr. - Oberseestr. - Ho-Chi-Minh-Str. - S-Bhf. Leninallee - Dimitroffstr. - Leninplatz - Hans-Beimler-Str. - Prenzlauerallee - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Stadion Der Weltjugend,12,48,,1976,east,
64,autobus,"Krüllsstr. - S-Bhf. Treptower Park - Treptow, Rathaus - S-Bhf. Treptower Park - Wiener Brücke",33,17,,1976,east,
65,autobus,Krüllsstr. - S-Bhf. Treptower Park - S-Bhf. Plänterwald - S-Bhf. Baumschulenweg - Baumschulenstr. - Bhf. Schöneweide - S-Bhf. Oberspree - Oberspree,20,27,,1976,east,
66,autobus,Krüllsstr. - S-Bhf. Treptower Park - S-Bhf. Plänterwald - S-Bhf. Baumschulenweg - Bhf. Schöneweide - Sterndamm - Lindhorstweg - Springbornstr.,20,28,,1976,east,
67,autobus,"Veb Kombinat Auto Trans - Bhf. Schöneweide - Krematorium - Hänselstr. - S-Bhf. Plänterwald - Treptow, Rathaus - S-Bhf. Treptower Park",20,24,,1976,east,
68,autobus,"S-Bhf Köpenick - Lindenstr. - Schloßplatz - Pablo-Neruda-Str. - Krankenaus, Köpenick - Salvador-Allendestr. Ecke Wendenschloßstr.",15,12,,1976,east,
7,autobus,"Glienicke, Kirche - Schildow - Blankenfelde - Nordend-Arena - Nordend - Kurt-Fischer-Str. - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow",12,35,,1976,east,
70,tram,Falkenbergerstr. - Suermondtstr. - Stadion Buschallee - Kniprodeallee - Klement-Gottwald-Allee - Antonplatz - Wisbyerstr. - Humannplatz - U-Bhf. Dimitroffstr. - Brunnenstr. - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben,15,46,,1976,east,
71,tram,"Heinersdorf, Romain-Rolland-Str. - Heinersdorf, Kirche - Am Steinberg - Wisbyerstr. - S-Bhf. Prenzlauerallee - Dimitroffstr. - Knaackstr. - Wilhelm-Pieck-Str. - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Am Kupfergraben",15,37,,1976,east,
72,tram,Pasedagplatz - Buschallee - Wisbyerstr. - S-Bhf. Prenzlauerallee - Dimitroffstr. - Knaackstr. - Wilhelm-Pieck-Str. - U-Bhf. Luxemburgplatz - Hackescher Markt,20,31,,1976,east,
73,tram,Pasedagplatz - Buschallee - Lichtenbergerstr. - Antonplatz - S-Bhf. Greifswaldstr. - Dimitroffstr. - Mollstr. - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Stadion Der Weltjugend,12,39,,1976,east,
