line_name,type,stops,frequency (7:30),length (Time),Length (km),year,east_west,info
1,autobus,"Moabit, Waldstr. - Turmstr. - Alt-Moabit - Franklinstr. - Otto-Suhr-Allee - Bismarckstr. - Kantstr. - Kurfürstendamm - Olivaerplatz - Konstanzerstr. - U-Bhf. Fehrbellinerplatz - U-Bhf. Blissestr. - Hildegardstr. - Laubacherstr. Ecke Südwestkorso - U-Bhf. Breitenbachplatz - U-Bhf. Dahlem-Dorf - Pacelli-/Thielallee - Königin-Luisestr. - U-Bhf. Oskar-Helene-Heim - Winfriedstr. - Berlinerstr. - Rathaus Zehlendorf - Hampsteadstr. Ecke Teltowerdamm - Goerzallee - Lichterfelde, Lindenstr.",12,66,,1976,west,
10,autobus,"Haselhorsterdamm - Gartenfelderstr. - Paulsternstr. - Nonnendammallee - Grammestr. - Wernerwerkdamm - Spandauerdamm - U-Bhf. Kaiserdamm - Funkturm/Omnibushf. - Dernburgstr. - Amtgerichtsplatz - Kurfürstendamm - Henriettenplatz - Rathenauplatz - Herbertstr./Bsc-Sportplatz - Elsterplatz - Hundekehlestr. - Königen-Luisestr./Museum Dahlem - U-Bhf. Thielplatz - Corrensplatz - Berlinerstr. - Teltowerdamm - Rathaus Zehlendorf - Behring-Krankenhaus - Zehlendorf-Süd, Sachtlebenstr. E. Lupsteinerweg",12,0,,1976,west,
11,autobus,Dahlem Waldfriedhof - U-Bhf. Oskar-Helene-Heim - Garystr. - Corrensplatz - Berlinerstr. - Adolf-Martensstr. - Drakestr. - Gardeschützenweg - Hindenburgd./Wiesenbaude - Ostpreußendamm Ecke Königsbergerstr. - Marienstr./Königswart. Krankenhaus - Morgensternstr. - Kranoldplatz - Hildburghauserstr. - Marienfelderallee - Alt-Marienfelde - An der Heilandsweide - Stegerwaldstr. - Hranitzkystr. - Daimlerstr. - Wilhelm-V.-Siemsens-Strasse - Alt-Mariendorf - U-Bhf. Alt-Mariendorf,7,43,,1976,west,
12,autobus,"Wedding, Bernauerstr. - Voltastr. Ecke Brunnenstr. - Hussittenstr. - Nettelbeckplatz - U-Bhf. Leopoldplatz - Limburgerstr./Rathaus Wedding - U-Bhf. Seestr. - Müllerstr. - Barfusstr. - Aroserallee - Lindauerallee - Am Nordgraben Ecke Roedernallee - Oranienburgerstr. - Eichborndamm - Alt-Wittenau - Cyclopstr. - Waidmannslusterdamm - Dianastr. Ecke Oraniendamm - Hermsdorferdamm - Berlinerstr. - Zeltingerplatz - Ludolfingerplatz - Donnersmarckplatz - Maximiliankorso E. Hainbuchenstr.",15,0,,1976,west,
13,autobus,"Alt-Heiligensee - Heiligenseestr. - Konradshöherstr. Ecke Heiligenseestr. - Karolinenstr. - Alt-Tegel/U-Bhf. Tegel - Berlinerstr. Ecke Gorkistr. - Krankenhaus Tegel-Süd - Strasse nach Saatwinkel - Paulsternstr. - Haselhorsterdamm - Am Juliusturm - Carl-Schurzstr. - Spandau, Markt - Rathaus Spandau - Brunsbüttelerdamm Ecke Klosterstr.",13,0,,1976,west,
14,autobus,Gesundbrunnen Rügenerstr. - Rammlerstr. Ecke Brunnenstr. - U-Bhf. Osloerstr. - Drontheimerstr. - Pankowerallee - Emmentalerstr. - Residenzstr. - Aroserallee - Roedernallee Ecke Oranienburgerstr. - Ollenhauerstr. Ecke Lindauerallee - Karl-Bonhoeffer-Nerven-Klinik - Tessenowstr. Ecke Oranienburgerstr. - Jansenstr. - Alt-Wittenau - Rathaus Reinickendorf - Hermsdorferstr. Ecke Alt-Wittenau - Ziekow-/Eschnachstr. - Berlinerstr./U-Bhf. Tegel - Ruppiner Chausee - Heiligenseestr. - Fährstr. - Alt-Heiligensee,15,0,,1976,west,
15,autobus,"Waidmannslust Oraniendamm - Zabel-Krüger-Damm - Lübarserstr. - Eichhorsterweg Ecke Finsterwalderstr. - Steinkirchenerstr. - Oranienburgerstr. - Kinderheim - Alt-Wittenau, Kirche - Rathaus Reinickendorf - Pannwitzstr. - Eichborndamm, Tor 5 - Olbendorferweg - Im Hufenschlag - Breitenbachstr. - Holzhauserstr. - Eschachstr./Ziekowstr. - Berlinerstr. Ecke Gorkistr. - Alt-Tegel/U-Bhf. Tegel - Gabrielenstr. - Karolinenstr. - Donnersmarckplatz - Ludolfingerplatz - Zeltingerplatz - Frohnau Invalidensiedlung",20,0,,1976,west,
16,autobus,Reinickendorf Klemkestr./Sommerstr. - Reginhardstr. - Pankowerallee Ecke Reginhardstr. - Residenzstr. - U-Bhf. Osloerstr. - Reinickendorferstr. Ecke Osloerstr. - Müllerstr./U-Bhf. Seestr. - Seestr. - U-Bhf. Amrumerstr. - Fennstr. - Turmstr. - Alt-Moabit - U-Bhf. Hansaplatz - Großer Stern - Lützowplatz - U-Bhf. Nollendorfplatz - Hohenstaufenstr. - Grunewaldstr. - John-F.-Kennedy-Platz - Bundesplatz - Laubacherstr. Ecke Südwestkorso - Breitenbachplatz - Breitenbachplatz Englerallee,15,0,,1976,west,
17,autobus,"Grunewald, Fontanestr. - Hagenplatz - Teplitzerstr. - Roseneck - Berkaerstr. - U-Bhf. Rüdesheimerplatz - Laubacherstr./Südwestkorso - U-Bhf. Friedrich-Wilhelm-Platz - Kaisereiche/Schmiljanstr. - U-Bhf. Walther-Schreiber-Platz - U-Bhf. Schloßstr. - Kielerstr. - U-Bhf. Rathaus Steglitz - Heesestr. - Plantagenstr. - Bismarckstr. - Albrechtstr. - Leonorenstr. - Birkbuschstr. Ecke Siemensstr. - Ostpreußendamm Ecke Königsbergerstr. - Marienstr./Königswark. Krankenhaus - Jungfernstieg - Kranoldplatz - Oberhoferplatz - Lichterfelde Celsiusstr.",10,0,,1976,west,
18,autobus,"U-Bhf. Oskar-Helene-Heim - Krankenhaus Oskar-Helene-Heim - Sophie-Charlottestr. - Schützallee - Scharfestr. - Potsdamerstr. - Fischerhüttenstr. - Lindenthalerallee - Spanischeallee - Isoldestr. - Nibelungenstr. - Kronprinzessinnenweg - Am Großen Wannsee - Endestr. - Pfaueninselchaussee - Rathaus Wannsee - Charlottenstr. - Wilhelmplatz, Stölpchensee - Kohlhasenbrück-Steinstücken",20,0,,1976,west,
19,autobus,Roseneck - Teplitzerstr. - Richard-Straußstr. - Koenigsallee/Hagenplatz - Kurfürstendamm/Ratenauplatz - Henriettenplatz - Joachim-Friedrichstr. - Lehninerplatz - Adenauerplatz - Olivaerplatz/Leibnizstr. - Bleibtreustr. - U-Bhf. Uhlandstr. - U-Bhf. Kurfürstendamm - Breitscheidplatz - Marburgerstr. - U-Bhf. Wittenbergplatz - Martin-Lutherstr. - U-Bhf. Nollendorfplatz - Potsdamerstr. - Goebenstr. - U-Bhf. Yorckstr. - Großbeerenstr. Ecke Yorckstr. - U-Bhf. Mehringdamm - U-Bhf. Platz der Luftbrücke - Platz der Luftbrücke,10,44,,1976,west,
2,autobus,"U-Bhf. Friedrich-Wilhelm-Platz - Stubenrauchstr. - U-Bhf. Walther-Schreiber-Platz - Alsen-/Fregstr. - Bismarckstr. - Lauenburgerplatz - Bergstr. - Selerweg - Steglitzerdamm - Munsterdamm - Albrechtstr. - Leonorenstr. - Rathaus Lankwitz - Lankwitz, Kirche - Hildburghauserstr. - Waldsassenerstr. - Marienfelde, Waldsassenerstr.",7,36,,1976,west,
20,autobus,Tegelort - Falkenplatz - Heiligenseestr./Gabelung - Schulzendorferweg - Karolinenstr. - Gabrielenstr. - Alt-Tegel/U-Bhf. Tegel - Gorkistr. - Ziekowstr. - Freie Scholle - Dianaplatz - Oraniendamm - Zabel-Krüger-Damm - Am Vierrutenberg - Alt-Lübars,15,0,,1976,west,
21,autobus,"Quickbornerstr. Märkisches Viertel - Wilhelmsruherdamm - Schorfheidestr. - Wilhelmsruhdamm/Dannenwalderweg - Oranienburgerstr. - Alt-Wittenau - Rathaus Reinickendorf - Breitenbachstr. - U-Bhf. Scharnweberstr. - U-Bhf. Kurt-Schumacher-Platz - Kaserne Südtor - Heckerdamm, Volkspark Jungfernheide - Jakob-Kaiser-Platz - Olbersstr./Drk-Krankenhaus - Landgericht - Luisenplatz - Bismarckstr. - Kantstr. Ecke Suarezstr. - Amtsgericht Charlottenburg - Kurfürstendamm - Westfälischestr. - Rudolstädterstr. - Berlinerstr. - Fehrbellinerplatz",15,0,,1976,west,
22E,autobus,U-Bhf. Holzhauserstr. - Wittestr. - Soltauerstr. - Breitenbachstr. - Miraustr. - Triftstr. - Rathaus Reinickendorf - Alt-Wittenau,15,0,,1976,west,
23,autobus,"Zoo, Hardenbergplatz - Jebenstr./Amerikahaus - Steinplatz - U-Bhf. Ernst-Reuter-Platz - Hansaplatz - Gotzkowskystr. - Hutten-/Turmstr. - Wittstockerstr. - Sickingen-/Siemensstr. - Beusselstr./Goerdelerdamm - Hüttigpfad - Friedrich-Olbricht-Damm - Heckerdamm - Jakob-Kaiser-Platz - Kurt-Schumacher-Damm - Heilmannring - Goebelplatz - Quellweg - Nonnendammallee - Siemensstadt Rohrdamm E. Buolstr.",15,0,,1976,west,
24,autobus,Moabit Wiebestr. - Huttenstr. - Reuchlinstr. - Gotzkowskystr. - Rathaus Tiergarten - U-Bhf. Turmstr. - Krankenhaus Moabit - Wilsnackerstr. - Rathenowerstr. - Alt-Moabit - John-F.-Dulles-Allee (Kongreßhalle) - Tiergartenstr. - Lützowplatz - Magdeburgerplatz - Potsdamerstr. - Askanischerplatz - Großbeerenstr. Ecke Hallesches Ufer - U-Bhf. Hallesches Tor/Mehring-Damm - U-Bhf. Gneisenaustr. - Columbiadamm - Platz der Luftbrücke,15,41,,1976,west,
25,autobus,Britz-Süd - Fritz-Erler-Allee - Kormoranweg - Grünerweg - Buschkrugallee Ecke Parchimerallee - U-Bhf. Parchimerallee - Britzerdamm - Gradestr. - Karl-Elsasserstr. - Gottlieb-Dunkelstr. - Germaniastr. - Wenckebachstr. - Tempelhoferdamm - Attilaplatz - Röblingstr./Arnulfstr. - Priesterweg - Prellerweg - Auguste-Viktoria-Krankenhaus - Grazerplatz - Rubensstr. - Friedenauer Brücke - Kaisereiche - U-Bhf. Friedrich-Wilhelm-Platz,12,0,,1976,west,
28,autobus,U-Bhf. Tempelhof - Boelckestr. - Werner-Voßdamm - Loewenhardtdamm - Dudenstr. - Kreuzbergstr. - Yorckstr./Rathaus Kreuzberg - U-Bhf. Mehringdamm - U-Bhf. Gneisenaustr./Zossenerstr. - U-Bhf. Südstern - Urbanstr. - Geibelstr. - Wilmsstr. - U-Bhf. Prinzenstr./Gitschinerstr. - U-Bhf. Kottbusser Tor - Oranienstr. - Mariannenplatz - Köpenickerstr. - U-Bhf. Schlesisches Tor - Falckensteinstr. - Schlesischestr. E. Heckmannufer,15,0,,1976,west,
29,autobus,"Grunewald, Roseneck - Teplitzerstr. - Franzensbaderstr./Sportplatz - Bismarckplatz - Kurfürstendamm/Rathenauplatz - Henriettenplatz - Joachim-Friedrichstr. - Lehninerplatz - Adenauerplatz - Olivaerplatz/Leibnizstr. - Bleibtreustr. - U-Bhf. Uhlandstr - U-Bhf. Kurfürstendamm - U-Bhf. Wittenbergplatz - An der Urania - Kurfürstenstr. - Lützowplatz - Kluckstr. - Potsdamer Brücke - Askanischerplatz - Friedrichstr./U-Bhf. Kochstr. - Lindenstr. - Alte Jakobstr. - Alexandrinenstr. - U-Bhf. Moritz-Platz - Oranienplatz",10,0,,1976,west,
3,autobus,"Düppel-Süd - Machnowerstr. - Rathaus Zehlendorf - Potsdamer-/Berlinerstr. - Clayallee - Winfriedstr. - Argentinischeallee./U-Bhf. Onkel Toms Hütte - U-Bhf. Krumme Lanke - Mexikoplatz - Potsdamerchaussee/Tierklinik Fu - Spanischeallee - Rehwiese - Wannseebadweg - Königstr. - Am Großen Wannsee - Krankenhaus Wannsee - Wannsee, Heckeshorn",15,46,,1976,west,
30,autobus,"U-Bhf. Rathaus Steglitz - Albrechtstr. - Breitestr. - Klingsorstr. - Bismarckstr. - Stindestr. - Siemensstr. Ecke Albrechtstr. - Leonorenstr. - Calandrellistr./Stadtbad, Rathaus - Lankwitz, Kirche - Mühlenstr. - Malteserstr./Hospital - Belßstr. - Eiswald-/Emmichstr., Hochschule - Preysingstr. - Marienfelderallee - Hildburghauserstr. - Motzenerstr. - Nunsdorfer Ring/Süd - Schichauweg - Illigstr. - Steinstr. Ecke Barnetstr. - Lichtenraderdamm - Alt-Lichtenrade - Lichtenrade Nahariyastr.",20,0,,1976,west,
31,autobus,"U-Bhf. Ruhleben - Friedhaus Ruhleben - Güterbahn Ruhleben - Teltowerstr. - Tiefwerderweg - Grenadierstr. - Stresowplatz - Spandau, Markt - Rathaus Spandau - Brunsbüttelerdamm Ecke Klosterstr. - Elsfletherweg - Grünhoferweg - Nauenerstr. - Päwesinerweg - Egelpfuhlstr. - Harburgerweg - Brunsbüttelerdamm Ecke Magistratsweg - Spandauerstr. - Eichholzbahn - Hackbuschstr. - Staaken Heidebergplan",10,0,,1976,west,
32,autobus,"U-Bhf. Rathaus Steglitz - Breitestr. - Klingsorstr. - Bismarckstr. - Stindestr. - Siemensstr. Ecke Albrechtstr. - Leonorenstr. - Calandrellistr. (Stadtbad) - Rathaus Lankwitz - Lankwitz, Kirche - Mühlenstr. - Malteserstr. - Belßstr. - Eiswaldstr. - Preysingstr. - Marchandstr. - Friedrichsrodaerstr. - Kloster ""zum Guten Hirten"" - Marienfelderallee - An der Heilandsweide - Stegerwaldstr. - Hranitzkystr. - Marienfelde Bahnstr.",9,0,,1976,west,
33,autobus,U-Bhf. Breitenbachplatz - Björnsonstr. - Gritznerstr. - Lepsiusstr. - U-Bhf. Schloßstr. - Steglitzer Kreuz - Filandastr. - Südendstr. - Klingsorstr. - Bismarckstr. - Halskestr. - Liebenowzeile - Buhrowstr. - Attilastr. - Kurfürstenstr. - Gersdorfstr. - Rathausstr. - U-Bhf. Westphalweg - Eisenacherstr. - Kollostr. - Kosleckweg - Mariendorf Rixdorferstr. E. Dirschelweg,10,0,,1976,west,
34,autobus,"Spandau, Wasserwerk - Zeppelinstr. Ecke Falkenseerchaussee - Wröhmännerpark - Carl-Schurzstr. - Spandau Markt - Rathaus Spandau - Brunsbüttelerdamm Ecke Klosterstr. - Seeburgerstr. - Weißenburgerstr. - Adamstr. - Heerstr. - Jaczostr. - Gatowerstr. - Sandheideweg - Weinmeisterhornweg - Gatowerstr. ""biberburg"" - Gatow, Kirche - Groß-Glienickerweg - Breitehornweg/Krankenhaus - Flugplatz, Haupteingang - Havelhöhe, Krankenhaus - Kladow, Ritterfelddamm - Schweizerhaus - Seekorso - Glienicke Gutshof",20,0,,1976,west,
