line_name,type,stops,frequency (7:30),length (time),Length (km),year,east_west,info
2,tram,Bernauerstr. Ecke Wollinerstr. - Voltastr. Ecke Wattstr. - Weddingplatz - Rathenowerstr. Ecke Perlebergerstr. - Alt-Moabit Ecke Rathenowerstr. - Stromstr. Ecke Alt-Moabit - Gotzkowskybrücke - Ernst-Reuter-Platz - Bhf. Zoo - Wittenbergplatz - Grunewaldstr. Ecke Martin-Luther-Str. - Rathaus Schöneberg - Hauptstr. Ecke Dominicusstr. - Kaiser-Wilhelm-Platz - Gotenstr.,15,60,,1961,west,
3,tram,Grüntalerstr. Ecke Osloerstr. - U-Bhf. Seestr. - Bhf. Beusselstr. - Gotzkowskystr. Ecke Turmstr. - Wiebestr. Ecke Kaiserin-Augusta-Allee - Tauroggenerstr. Ecke Osnabrückerstr. - Luisenplatz - Wilmersdorferstr. Ecke Otto-Suhr-Alle - Wilmersdorferstr. Ecke Kurfürstendamm - Fehrbellinerplatz - Berlinerstr. Ecke Bundesallee - Grunewaldstr. Ecke Martin-Luther-Str. - Potsdamerstr. Ecke Pallasstr. - Mehringdamm Ecke Yorckstr. - U-Bhf. Südstern - Hermannplatz - Wilderbruchstr. Ecke Sonnenallee - Elsenstr. Ecke Heidelbergerstr.,10,87,,1961,west,
15,tram,Daimlerstr. - Bhf. Marienfelde - Körtingstr. Ecke Großbeerenstr. - Mariendorferdamm - Imbrosweg - Mariendorfer Friedhof - Industriestr. - Germaniastr. - Frauenklinik - Hermannstr. - U-Bhf. Neukölln - Richardstr. - Bhf. Sonnenallee - Dammweg - Schulenburgpark,15,36,,1961,west,
26,tram,Spreewaldplatz - Reichenbergerstr. - Glogauerstr. - Sonnenallee - Hermannplatz - Weichselstr. - Rathaus Neukölln - Karl-Marx-Platz - U-Bhf. Neukölln - Silbersteinstr. - Hermannstr. - Städtische Frauenklinik - Germaniastr. - Bhf. Teltowkanal - Industriestr.,15,30,,1961,west,
27,tram,"Spreewaldplatz - Hermannplatz - U-Bhf. Boddinstr. - U-Bhf. Leinestr. - Bhf. Hermannstr. - Mariendorferweg Ecke Hermannstr. - Germaniapromenade Ecke Britzerdamm - Franz-Körner-Str. Ecke Britzerdamm - Britzerdamm Ecke Gradestr. - Tempelhoferweg Ecke Britzerdamm - Mohrinerallee Ecke Buckowerdamm - Gutschmidtstr. Ecke Buckowerdamm - Kleinbahn, Buckowerdamm - Dachdeckerweg Ecke Buckowerdamm - Parkfriedhof Neukölln, Buckowerdamm - Alt-Buckow Ecke Buckowerdamm",15,30,,1961,west,
47,tram,Hermannplatz - Weichselstr. - Rathaus Neukölln - Karl-Marx-Platz - U-Bhf. Neukölln - Silbersteinstr. - U-Bhf. Grenzallee - Buschkrug - Onkel-Herse-Str. - Parchimerallee - Krankenhause Neukölln - Johannisthalerchaussee - Wildmeisterdamm - Stubenrauchstr. - Köpenickerstr. - Bahnhofstr.,10,34,,1961,west,
53,tram,"Richard-Wagner-Platz - Luisenplatz - Klausenerplatz - Königin-Elisabeth-Str. - Kirschenallee - Schloss Ruhwald - U-Bhf. Ruhleben - Teltowerstr. - Bhf. Spandau - Spandau, Markt - Hafenplatz - Lynastr. Ecke Neuendorferstr. - Hohenzollernring - Hakenfelde",20,42,,1961,west,
54,tram,"Richard-Wagner-Platz - Luisenplatz - Klausenerplatz - Königin-Elisabeth-Str. - Kirschenallee - Schloss Ruhwald - U-Bhf. Ruhleben - Teltowerstr. - Bhf. Spandau - Spandau, Markt - Hafenplatz - Lynastr. Ecke Neuendorferstr. - Hohenzollernring - Johannesstift",20,43,,1961,west,
55,tram,"Nollendorfplatz - Wittenbergplatz - Bhf. Zoo - U-Bhf. Ernst-Reuter-Platz - Cauerstr. - Richard-Wagner-Platz - Luisenplatz - Osnabrückerstr. - Bhf. Jungfernheide - Jakob-Kaiser-Platz - Quellweg - Paulsternstr. - Zitadellenweg - Spandau, Markt - Rathaus Spandau - Nauenerstr.",12,54,,1961,west,
60,tram,Königin-Elisabeth-Str. - Sophie-Charlotten-Platz - Stuttgarterplatz - Fehrbellinerplatz - Bundesallee - Rathaus Schöneberg - Hauptstr. (schöneberg) - Bhf. Papestr. - Eythstr.,15,49,,1961,west,
66,tram,Belzigerstr. - Hauptstr. (schöneberg) - Innsbruckerplatz - Traegerstr. - Ceciliengärten - Rembrandtstr. - Canovastr. (krankenhaus) - Thorwaldsenstr. - Bergstr.,10,12,,1961,west,
73,tram,Bhf. Lichterfelde-Ost - Wiesenbaude - Moltkestr. - Händelplatz - Schlossstr. - Rathaus Steglitz - Bundesallee Ecke Rheinstr. - Kaisereiche - Lauterplatz - Innsbruckerplatz - Dominicusstr. - Albertstr. - Kaiser-Wilhelm-Platz - U-Bhf. Bülowstr. - Lützowstr. - Potsdamerplatz,20,42,,1961,west,
74,tram,Finckensteinallee - Wiesenbaude - Moltkestr. - Händelplatz - Schlossstr. - Rathaus Steglitz - Bundesallee - Kaisereiche - Lauterplatz - Innsbruckerplatz - Dominicusstr. - Albertstr. - Kaiser-Wilhelm-Platz - U-Bhf. Bülowstr. - Lützowstr. - Potsdamerplatz,20,39,,1961,west,
75,tram,"Bhf. Zoo, Kantstr. - Wilmersdorferstr. - Amtsgericht - Messedamm - Reichskanzlerplatz - Bhf. Heerstr. - Reichssportfeldstr. - Stößenseebrücke - Pichelsdorferstr. - Weverstr., Strassenbahnhof - Seeburgerstr. - Rathaus Spandau - Spandau, Markt - Hafenplatz - Hohenzollernring - Hakenfelde",20,59,,1961,west,
76,tram,"Bhf. Zoo, Kantstr. - Wilmersdorferstr. - Amtsgericht - Messedamm - Reichskanzlerplatz - Bhf. Heerstr. - Reichssportfeldstr. - Stößenseebrücke - Pichelsdorferstr. - Weverstr., Strassenbahnhof - Seeburgerstr. - Rathaus Spandau - Spandau, Markt - Hafenplatz - Hohenzollernring - Johannesstift",20,60,,1961,west,
