line_name,type,stops,frequency (7:30),length (time),Length (km),year,east_west,info
A1,autobus,"Moabit, Waldstr. Ecke Turmstr. - Otto-Suhr-Allee Ecke Cauerstr. - Kurfürstendamm Ecke Leibnizstr. - Fehrbellinerplatz - Detmolderstr. Ecke Blissestr. - Breitenbachplatz - Botanischer Garten - Pacelli/thielallee - Clayallee Ecke Königin-Luise-Str. - U-Bhf. Oskar-Helene-Heim - Potsdamerstr. Ecke Clayallee - Rathaus Zehlendorf - Beeskowdamm Ecke Teltowerdamm - Wismarerstr. Ecke Goerzallee - Lindenstr. Ecke Müllerstr.",12,57,,1971,west,
A10,autobus,Haselhorsterdamm Ecke Gartenfelderstr. - Paulsternstr. Ecke Nonnendammallee - Verwaltungs-Gebäude - Spandauerdamm Ecke Fürstenbrunnerweg - Kaiserdamm Ecke Königin-Elisabethstr. - Amtsgericht - Kurfürstendamm Ecke Joachim-Friedrichstr. - Henriettenplatz - Elsterplatz - Königin-Luise-Str. Ecke Pacelliallee - U-Bhf. Thielplatz - Berlinerstr. Ecke Unter Den Eichen - Teltowerdamm Ecke Potsdamerstr. - Behring-Krankenhaus - Lupsteinerweg,10,67,,1971,west,
A11,autobus,"Dahlem, Waldfriedhof - U-Bhf. Oskar-Helene-Heim - Saargemünderstr. Ecke Kehlerweg - Corrensplatz - Unter Den Eichen Ecke Habelschwerdterallee - Ringstr. Ecke Drakestr. - Wiesenbaude - Marienstr. Ecke Königsbergerstr. - Kranoldplatz - Geraerstr. Ecke Mariannenstr. - Sondershausenerstr. Ecke Hildburghauserstr. - Alt-Marienfelde Ecke Marienfelderallee - Daimlerstr. Ecke Großbeerenstr. - Körtingstr. Ecke Großbeerenstr. - U-Bhf. Alt-Mariendorf",10,42,,1971,west,
A12,autobus,Bernauerstr. Ecke Gartenstr. - Gartenplatz - U-Bhf. Leopold-Platz - U-Bhf. Seestr. - Bristolstr. Ecke Barfusstr. - Emmentalerstr. Ecke Aroserallee - Lindauerallee Ecke Aroserallee - Tessenowstr. Ecke Roedernallee - Rathaus Reinickendorf - Zabel-Krüger-Damm Ecke Oraniendamm - Almutstr. Ecke Berlinerstr. - Hermsdorferdamm Ecke Burgfrauenstr. - Zeltingerplatz - Donnersmarckplatz - Hainbuchenstr. Ecke Maximilian-Korso,15,57,,1971,west,
A13,autobus,Heiligensee - Gabelung - Karolinenstr. Ecke Heiligenseestr. - U-Bhf. Tegel - Bernauerstr. Ecke Berlinerstr. - Krankenhaus Tegel-Süd - Strasse Nach Saatwinkel - Paulsternstr. Ecke Gartenfelderstr. - Daumstr. Ecke Am Juliusturm - Carl-Schurz-Str. Ecke Am Juliusturm - Rathaus Spandau - Seebugerstr. Ecke Klosterstr. - Päwesinerweg Ecke Seeburgerstr. - Heerstr. Ecke Wilhelmstr. - Weinmeisterhornweg Ecke Wilhelmstr.,15,57,,1971,west,
A14,autobus,Heiligensee Ecke Alt-Heiligensee - Mattenbuder Pfad - Ruppinerchaussee Ecke Hennigsdorferstr. - Dambockstr. Ecke Ruppinerchaussee - Heiligenseestr. Ecke Karolinenstr. - U-Bhf. Tegel - Ziekowstr. Ecke Gorkistr. - Rathaus Reinickendorf - Bonhoeffer Klinik - Aroserallee Ecke Lindauerallee - Raschdorffstr. Ecke Residenzstr. - Pankowerallee Ecke Provinzstr. - Pankstr. Ecke Badstr. - U-Bhf. Gesundbrunnen - Rügenerstr. Ecke Brunnenstr.,15,55,,1971,west,
A14E,autobus,Alt-Heiligensee - Havelblick - Strandbad - Gemeindefriedhof - Sperberstr. - Falkenplatz,30,9,,1971,west,
A15,autobus,"Wittenauerstr. Ecke Eichhorsterweg - Cyclopstr. Ecke Oranienburgerstr. - Alt-Wittenau Ecke Eichborndamm - Breitenbachstr. Ecke Eichborndamm - Holzhauserstr. Ecke Breitenbachstr. - Ernststr. Ecke Conradstr. - Gorkistr. Ecke Ziekowstr. - U-Bhf. Tegel - Hermsdorferdamm Ecke Karolinenstr. - Schulzendorferstr. Ecke Hermsdorferdamm - Dominikus-Krankenhaus - Donnersmarckplatz - Zeltingerplatz - Am Pilz - Frohnau, Invalidensiedlung",20,55,,1971,west,
A16,autobus,Osloerstr. Ecke Koloniestr. - Louise-Schroeder-Platz - U-Bhf. Seestr. - Virchow-Krankenhaus - Fennstr. Ecke Tegelerstr. - Birkenstr. Ecke Perlebergerstr. - Hansaplatz - Großer Stern - Lützowplatz - Nollendorfplatz - Rathaus Schöneberg - Prinzregentenstr. - Bundesplatz - Breitenbachplatz - Englerallee,15,58,,1971,west,
A17,autobus,"Grunewald, Fontanestr. - Roseneck - Warnemünderstr. Ecke Breitestr. - U-Bhf. Rüdesheimerplatz - Friedrich-Wilhelm-Platz - Walter-Schreiber-Platz - Rathaus Steglitz - Bismarckstr. Ecke Albrechtstr. - Leonorenstr. Ecke Siemensstr. - Königsbergerstr. Ecke Ostpreußendamm - Morgensternstr. Ecke Königsbergerstr. - Oberhoferplatz - Saaleckplatz - Scheelestr. - Celsiusstr.",10,53,,1971,west,
