,stop_id,stop_name,type,in_lines
162,163,Buschkrug Alle Ecke Blaschko-Allee,bus,{'A73x'}
163,164,Bötzowbahn,bus,{'A63x'}
164,165,Bühler Weg,bus,{'A52s'}
165,166,Bülowstr.,u-bahn,{'A I'}
166,167,Canovastrasse,bus,{'AS2s'}
167,168,Canovastrasse (Krankenhaus),strassenbahn,{'66x'}
168,169,Carl-Schurz-Strasse Ecke Am Juliusturm,bus,{'A13'}
169,170,Cauerstrasse,bus,{'AS1s'}
170,171,Cauerstrasse,strassenbahn,{'55x'}
171,172,Ceciliengärten,strassenbahn,{'66x'}
172,173,Charlottenburg,s-bahn,"{'KBS 101', 'KBS 102'}"
173,174,Clayallee,bus,{'A1s'}
174,175,Clayallee Ecke Berliner Strasse,bus,{'A66x'}
175,176,Clayallee Ecke Königin-Luise-Strasse,bus,{'A68x'}
176,177,Clayallee/Teltower Damm,bus,{'AS3s'}
177,178,Colomierstrasse,bus,{'A51s'}
178,179,Columbiadamm,bus,{'A24x'}
179,180,Corrensplatz,bus,{'A11'}
180,181,Cunostrasse,bus,{'A50s'}
181,182,Cyclopstrasse,bus,{'A12'}
182,183,Dachdeckerweg Ecke Buckower Damm,strassenbahn,{'27x'}
183,184,Dahlem-Dorf,u-bahn,"{'A II', 'B II'}"
184,185,Dahlemer Weg,bus,"{'A10', 'A48s', 'A53x'}"
185,186,Daimlerstrasse,bus,{'A77x'}
186,187,Daimlerstrasse,strassenbahn,{'15x'}
187,188,Dammweg,bus,{'A67s'}
188,189,Dammweg,strassenbahn,{'15x'}
189,190,Dammweg Ecke Sonnenallee,strassenbahn,{'95x'}
190,191,Daumstrasse,bus,{'A13'}
191,192,Demminer Strasse Ecke Brunnenstrasse,bus,{'A64x'}
192,193,Detmolder Strasse,bus,{'A1s'}
193,194,Deutsche Oper (Bismarckstr.),u-bahn,"{'A I', 'A III', 'B I'}"
194,195,Dominicusstrasse,bus,"{'A4x', 'A48s'}"
195,196,Dominicusstrasse,strassenbahn,"{'73s', '74s'}"
196,197,Dominikus-Krankenhaus,bus,{'A15'}
197,198,Donnersmarckplatz,bus,"{'A15', 'A12'}"
198,199,"Doppel-Süd, Berlepschstrasse",bus,{'A66x'}
199,200,Drakestrasse,bus,{'A48s'}
200,201,Dudenstrasse,bus,{'A28s'}
201,202,Dyotzer Strasse,bus,{'A63x'}
202,203,Düppel-Kleinmachnow,s-bahn,{'KBS 104a'}
203,204,Efeuweg,bus,{'A52s'}
204,205,Egelpfuhlstrasse,bus,{'A31s'}
205,206,Eichbornstr.,s-bahn,{'KBS 105'}
206,207,Eichkamp,bus,{'A69x'}
207,208,Eichkamp,s-bahn,{'KBS 101'}
208,209,EinemStrasse,bus,{'A16'}
209,210,Elsenstraße Ecke Heidelberger Strasse,strassenbahn,{'3x'}
210,211,Elsterplatz,bus,"{'A10', 'A50s'}"
211,212,Emmentaler Strasse,bus,"{'A12', 'A71s'}"
212,213,Emser Platz,bus,{'A50s'}
213,214,Endestrasse,bus,{'A6s'}
214,215,Englerallee,bus,{'A16'}
215,216,Erdener Strasse,bus,{'A19'}
216,217,Erkstrasse,bus,{'A67s'}
217,218,Erkstrasse Ecke Sonnenallee,bus,{'A4x'}
218,219,Erkstrasse Ecke Sonnenallee,strassenbahn,{'95x'}
219,220,Ernst-Reuter-Platz,bus,{'A2'}
220,221,Ernst-Reuter-Platz,strassenbahn,{'2x'}
221,222,Ernst-Reuter-Platz,u-bahn,"{'A I', 'B I'}"
222,223,"Ernst-Reuter-Platz, Straße des 17. Juni",bus,{'A2'}
223,224,Exerzierstrasse,bus,{'A61s'}
224,225,Eythstrasse,bus,{'A74x'}
225,226,Eythstrasse,strassenbahn,{'60x'}
226,227,Falkenplatz,bus,{'A20'}
227,228,Falkenseer Chaussee,bus,{'A5s'}
228,229,Fehrbelliner Platz,bus,"{'A50s', 'A74x'}"
229,230,Fehrbelliner Platz,strassenbahn,"{'3x', '60x'}"
230,231,Fehrbelliner Platz,u-bahn,"{'A II', 'B II'}"
231,232,Feuerbachstr.,s-bahn,{'KBS 104'}
232,233,Finckensteinallee,strassenbahn,{'74s'}
233,234,Flinsberger Platz,bus,{'A50s'}
234,235,Flughafen,bus,"{'A19', 'A24x'}"
235,236,Flughafen,u-bahn,{'C II'}
236,237,Flughafen Tempelhof,bus,"{'A76x', 'A77x'}"
237,238,Forckenbeckstrasse,bus,{'A50s'}
238,239,Franz-Körner-Strasse Ecke Britzer Damm,strassenbahn,{'27x'}
239,240,Frauenklinik,strassenbahn,{'15x'}
240,241,Freie Scholle,bus,{'A20'}
241,242,Friedenau,s-bahn,{'KBS 104'}
242,243,Friedenstrasse,bus,{'A6s'}
243,244,Friedhof Rudow,bus,{'A52s'}
244,245,Friedhof Ruhleben,bus,"{'A5s', 'A31s'}"
245,246,Friedrich-Wilhelm-Platz,bus,{'A2'}
246,247,Friedrich-Wilhelm-Platz,strassenbahn,"{'77s', '78s'}"
247,248,Friedriche-Wilhelm-Platz,bus,{'A17'}
248,249,Friedrichstr.,s-bahn,"{'KBS 106', 'KBS 101', 'KBS 104', 'KBS 105', 'KBS 102'}"
249,250,Friesenstrasse,bus,{'A4x'}
250,251,Frohnau,s-bahn,{'KBS 106'}
251,252,Fuldastrasse,bus,{'A67s'}
252,253,Fürstenbrunner Weg,bus,{'AS1s'}
253,254,Gabelung,bus,{'A13'}
254,255,Gartenfeld,s-bahn,{'KBS 100c'}
255,256,"Gartenplatz, Feldstrasse",bus,{'A61s'}
256,257,Gartenstrasse Ecke Bernauer Strasse,bus,{'A12'}
257,258,"Gatow, Kirche",bus,"{'A35s', 'A34s'}"
258,259,Gatower Strasse,bus,{'A35s'}
259,260,Germaniapromenade Ecke Britzer Damm,strassenbahn,{'27x'}
260,261,Germaniastrasse,strassenbahn,"{'15x', '26x'}"
261,262,Germersheimer Platz,bus,{'A35s'}
262,263,Gesundbrunnen,s-bahn,"{'KBS 104', 'KBS 106', 'KBS 105', 'KBS 100'}"
263,264,Gesundbrunnen,u-bahn,{'D'}
264,265,Giesendorferstrasse Ecke Ostpreußendamm,strassenbahn,{'96x'}
265,266,Gleisdreieck,u-bahn,"{'A I', 'A II', 'B I', 'B II'}"
266,267,Glienicker Brücke,bus,{'A6s'}
267,268,Glogauer Strasse,strassenbahn,{'26x'}
268,269,Gneisenaustr.,u-bahn,{'C I'}
269,270,Gneisenaustrasse,bus,{'A24x'}
270,271,Goebelplatz,bus,{'A65x'}
271,272,Goeben-/Pallasstrasse,bus,{'A48s'}
272,273,Goerzallee,strassenbahn,"{'77s', '78s'}"
273,274,Goethestrasse Ecke Lichtenrader Damm,bus,{'A76x'}
274,275,Goltzstrasse,bus,{'AS2s'}
275,276,Gorkistrasse,bus,{'A15'}
276,277,GotenStrasse,strassenbahn,{'2x'}
277,278,Gottlieb-Dunkel-Strasse Ecke Tempelhofer Weg,bus,"{'A73x', 'A25x'}"
278,279,GotzkowskyStrasse,bus,{'A24x'}
279,280,Gotzkowskybrücke,bus,{'A25x'}
280,281,Gotzkowskybrücke,strassenbahn,{'2x'}
281,282,Gotzkowskystrasse Ecke Turmstrasse,strassenbahn,{'3x'}
282,283,Grazer Platz,bus,{'A25x'}
283,284,Grenadierstrasse,bus,"{'A5s', 'A31s'}"
284,285,Grenzallee,u-bahn,{'C I'}
285,286,Grenzstrasse,bus,{'A12'}
286,287,GritznerStrasse,bus,{'A32s'}
287,288,Großer Stern,bus,{'A69x'}
288,289,Großglienicker Weg,bus,"{'A35s', 'A34s'}"
289,290,Großgörschenstr.,s-bahn,{'KBS 104'}
290,291,Grunewald,s-bahn,{'KBS 102'}
291,292,Grunewaldstrasse,bus,{'A73x'}
292,293,Grunewaldstrasse,strassenbahn,"{'77s', '78s'}"
293,294,Grunewaldstrasse Ecke Martin-Luther-Strasse,strassenbahn,"{'3x', '2x'}"
294,295,Grünau,s-bahn,{'KBS 100a'}
295,296,Grüner Weg,bus,"{'A52s', 'A25x'}"
296,297,Grüntaler Straße Ecke Osloer Strasse,strassenbahn,{'3x'}
297,298,Gutschmidtstrasse,bus,{'A25x'}
298,299,Gutschmidtstrasse Ecke Buckower Damm,strassenbahn,{'27x'}
299,300,Gutshof,bus,{'A34s'}
300,301,Gutshof Marienfelde,bus,{'A52s'}
301,302,Görlitzer Bahnhof (Oranienstr.),u-bahn,"{'B I', 'B II'}"
302,303,Güntzelstrasse,bus,{'A60s'}
303,304,Hackbuschstrasse,bus,{'A31s'}
304,305,Hafenplatz,bus,"{'AS1s', 'A34s', 'A24x'}"
305,306,Hafenplatz,strassenbahn,"{'54x', '53x', '76x', '75s'}"
306,307,Hagenplatz,bus,"{'A17', 'A19'}"
307,308,Hainbuchenstrasse,bus,{'A12'}
308,309,Hakenfelde,strassenbahn,"{'53x', '75s'}"
309,310,Halensee,s-bahn,{'KBS 100'}
310,311,Hallesches Tor,u-bahn,"{'C I', 'A II', 'B I', 'B II'}"
311,312,Halskestrasse,bus,{'A33s'}
312,313,"Hamburger Strasse, Rudolf-Mosse-Platz",bus,{'A60s'}
313,314,Hansaplatz,bus,"{'A16', 'A25x'}"
314,315,HardenbergStrasse,bus,"{'AS3s', 'AS2s'}"
315,316,Hartmannsweiler Weg,bus,{'A53x'}
316,317,Harzer Strasse,bus,{'A4x'}
317,318,"Haselhorst, Kirche",bus,{'A10'}
318,319,Hatzfeldallee,bus,{'A20'}
319,320,Hauptkinderheim,bus,{'A5s'}
320,321,Hauptstrasse (Schöneberg),bus,{'A74x'}
321,322,Hauptstrasse (Schöneberg),strassenbahn,"{'66x', '60x'}"
322,323,Hauptstrasse Ecke Dominicusstrasse,bus,"{'A75x', 'A73x'}"
323,324,Hauptstrasse Ecke Dominicusstrasse,strassenbahn,{'2x'}
324,325,Havensteinstrasse Ecke Gallwitzallee,bus,{'A2'}
325,326,Heckerdamm,bus,"{'A62x', 'A21'}"
326,327,Heckmannufer,bus,{'A28s'}
327,328,Heerstr.,s-bahn,{'KBS 101'}
328,329,Heerstrasse,bus,"{'A35s', 'A34s', 'A13'}"
329,330,Heidebergplan,bus,{'A31s'}
330,331,Heidelberger Platz,u-bahn,"{'A II', 'B II'}"
331,332,Heiligensee,s-bahn,{'KBS 105'}
332,333,Heiligenseestrasse,bus,"{'A14', 'A20'}"
333,334,Hermannplatz,bus,{'A67s'}
334,335,Hermannplatz,strassenbahn,"{'27x', '26x', '3x', '95x', '47x'}"
335,336,Hermannplatz,u-bahn,"{'C I', 'D'}"
336,337,Hermannstr.,s-bahn,"{'KBS 100a', 'KBS 100'}"
337,338,Hermannstrasse,strassenbahn,"{'15x', '26x'}"
338,339,Hermannstrasse Ecke Silbersteinstrasse,bus,{'A65x'}
339,340,Hermsdorf,s-bahn,{'KBS 106'}
340,341,Hermsdorfer Damm,bus,"{'A15', 'A12'}"
341,342,Hertzbergplatz,bus,{'A67s'}
342,343,Hertzbergplatz,strassenbahn,{'95x'}
343,344,Hildburghauser Strasse,bus,{'A11'}
344,345,Hindenburgdamm,bus,{'A48s'}
345,346,Hindenburgdamm,strassenbahn,"{'77s', '78s'}"
346,347,Hochgerichtstrasse,bus,"{'A5s', 'A63x'}"
347,348,Hochmeisterplatz,bus,{'A4x'}
348,349,Hohenstaufenplatz,bus,{'A67s'}
349,350,Hohenzollerndamm,bus,{'A50s'}
350,351,Hohenzollerndamm,s-bahn,{'KBS 100'}
351,352,Hohenzollernplatz,u-bahn,"{'A II', 'B II'}"
352,353,Hohenzollernring,bus,{'AS1s'}
353,354,Hohenzollernring,strassenbahn,"{'54x', '53x', '76x', '75s'}"
354,355,Holzhauser Str.,u-bahn,{'C I'}
355,356,Holzhauser Strasse,bus,"{'A14', 'A12', 'A15'}"
356,357,Hottengrund,bus,{'A35s'}
357,358,Humboldthain,s-bahn,"{'KBS 104', 'KBS 106', 'KBS 105'}"
358,359,Humboldtstrasse,bus,{'A61s'}
359,360,Hundekehlestrasse,bus,{'A10'}
360,361,Händelplatz,strassenbahn,"{'77s', '73s', '74s', '78s'}"
361,362,Ihnestrasse,bus,{'A11'}
362,363,Imbrosweg,strassenbahn,{'15x'}
363,364,Industriestrasse,strassenbahn,"{'15x', '26x'}"
364,365,Innsbrucker Platz,bus,"{'A48s', 'A75x', 'A65x', 'A4x', 'A16'}"
365,366,Innsbrucker Platz,s-bahn,"{'KBS 100a', 'KBS 100'}"
366,367,Innsbrucker Platz,strassenbahn,"{'66x', '73s', '74s'}"
367,368,Innsbrucker Platz (Hauptstr.),u-bahn,{'B III'}
368,369,Jakob-Kaiser-Platz,bus,{'A72x'}
369,370,Jakob-Kaiser-Platz,strassenbahn,{'55x'}
370,371,"Jerusalems-Kirche, Lindenstrasse",bus,{'A67s'}
371,372,Joachim-Friedrich-Strasse,bus,{'A29s'}
372,373,Joachim-Friedrich-Strasse Ecke Kurfürsten Damm,bus,{'A69x'}
373,374,Joachimstaler Strasse,bus,"{'A29s', 'A19', 'A60s'}"
374,375,Joachimstaler Strasse Ecke Kurfürstendamm,bus,{'A69x'}
375,376,Johannesstift,strassenbahn,"{'54x', '76x'}"
376,377,Johannisthaler Chaussee,strassenbahn,{'47x'}
377,378,John-Foster-Dulles-Allee,bus,{'A24x'}
378,379,Jungfernheide,s-bahn,"{'KBS 103a', 'KBS 100c', 'KBS 100'}"
379,380,Jänickestrasse,bus,{'A53x'}
380,381,Kaiser-Friedrich-Strasse,bus,{'A74x'}
381,382,Kaiser-Wilhelm-Platz,bus,"{'A4x', 'A75x', 'A48s'}"
382,383,Kaiser-Wilhelm-Platz,strassenbahn,"{'2x', '73s', '74s'}"
383,384,Kaiserdamm (Messedamm),u-bahn,"{'A I', 'B I'}"
384,385,Kaisereiche,bus,"{'A48s', 'A75x', 'A25x'}"
385,386,Kaisereiche,strassenbahn,"{'73s', '74s'}"
386,387,Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm,bus,{'A68x'}
387,388,Kaiserstrasse,bus,{'A33s'}
388,389,Kaiserstrasse Ecke Mariendorfer Damm,bus,"{'A76x', 'A77x'}"
389,390,Kaiserstrasse/Ringstrasse,bus,{'A33s'}
390,391,Kanalstrasse,bus,{'A52s'}
391,392,Kantstrasse,bus,{'A21'}
392,393,Karl-Marx-Platz,strassenbahn,"{'47x', '26x'}"
393,394,Karl-Marx-Str.,u-bahn,{'C I'}
394,395,Karolinenstrasse,bus,{'A20'}
395,396,Kaserne Südtor,bus,{'A21'}
396,397,Katzbachstrasse,bus,{'A19'}
397,398,Kinderheim Ruhleben,bus,{'A31s'}
398,399,Kirchstrasse,bus,{'A12'}
399,400,Kirschenallee,strassenbahn,"{'53x', '54x'}"
400,401,Kisselnallee Ecke Radelandstrasse,bus,{'A63x'}
401,402,Kladow,Fähre,{'Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)'}
402,403,Klausenerplatz,bus,{'A74x'}
403,404,Klausenerplatz,strassenbahn,"{'53x', '54x'}"
404,405,"Kleinbahn, Buckower Damm",strassenbahn,{'27x'}
405,406,Klingsorstrasse,bus,{'A33s'}
406,407,Klinkeplatz,bus,{'AS1s'}
407,408,Klosterstraße Ecke Seeburger Straße,bus,{'A13'}
408,409,Knesebeckstrasse,bus,{'A53x'}
409,410,KoblanckStrasse,bus,{'A51s'}
410,411,Kochstr.,u-bahn,{'C I'}
411,412,Kohlhasenbr ck,bus,{'A18'}
412,413,Kongreßhalle,bus,{'A69x'}
413,414,Konstanzer Strasse,bus,{'A50s'}
414,415,Kopenhagener Strasse,bus,{'A14'}
415,416,Kottbusser Brücke,bus,{'A67s'}
416,417,Kottbusser Damm (Schönleinstr.),u-bahn,{'D'}
417,418,Kottbusser Tor,u-bahn,"{'D', 'A II', 'B I', 'B II'}"
418,419,Krampnitzer Weg,bus,{'A35s'}
419,420,Krankenhaus Havelh he,bus,{'A35s'}
420,421,Krankenhaus Havelhöhe,bus,{'A34s'}
421,422,Krankenhaus Heckeshorn,bus,{'A51s'}
422,423,Krankenhaus Hohengatow,bus,"{'A35s', 'A34s'}"
423,424,Krankenhaus Moabit,bus,{'A70x'}
424,425,Krankenhaus Tegel-Süd,bus,{'A13'}
425,426,Krankenhaus Wannsee,bus,{'A51s'}
426,427,Krankenhause Neukölln,strassenbahn,{'47x'}
427,428,Kreuzbergstrasse,bus,{'A28s'}
428,429,Kronprinzessinen Weg,bus,{'A18'}
429,430,Krumme Lanke,u-bahn,"{'A II', 'B II'}"
430,431,Kurfürstendamm,bus,"{'A10', 'A60s', 'A21', 'AS2s', 'AS3s'}"
431,432,Kurfürstendamm Ecke Konstanzer Strasse,bus,"{'A74x', 'A1s'}"
432,433,Kurfürstenstr.,u-bahn,"{'B I', 'B II'}"
433,434,Kurfürstenstrasse,bus,{'A33s'}
434,435,Kurfürstenstrasse,u-bahn,{'A II'}
435,436,Kurt-Schumacher-Damme,bus,{'A65x'}
436,437,Kurt-Schumacher-Platz,bus,{'A21'}
437,438,Kurt-Schumacher-Platz,u-bahn,{'C I'}
438,439,Köllnische Heide,s-bahn,{'KBS 100a'}
439,440,Königin-Elisabeth-Strasse,bus,"{'A65x', 'A74x'}"
440,441,Königin-Elisabeth-Strasse,strassenbahn,"{'53x', '54x', '60x'}"
441,442,Königin-Luise-Strasse,bus,"{'A10', 'AS3s'}"
442,443,Königstrasse,bus,{'A6s'}
443,444,Königstrasse/Kronprinzessinnenweg,bus,{'A51s'}
444,445,Köpenicker Strasse,bus,{'A52s'}
445,446,Köpenicker Strasse,strassenbahn,{'47x'}
446,447,Köpenickerstrasse Ecke Manteuffelstrasse,bus,{'A28s'}
447,448,Körtingstrasse,bus,{'A77x'}
448,449,Körtingstrasse Ecke Großbeerenstrasse,strassenbahn,{'15x'}
449,450,Landgericht,bus,"{'A65x', 'A72x'}"
450,451,Lange Strasse,bus,{'A11'}
451,452,Lankwitz,s-bahn,{'KBS 106'}
452,453,"Lankwitz, Kirche",bus,"{'A2', 'A32s'}"
453,454,"Lankwitz, Kirche",strassenbahn,{'96x'}
454,455,Lauenburger Platz,bus,{'A75x'}
455,456,Lauterplatz,strassenbahn,"{'73s', '74s'}"
456,457,Lehrter Stadtbahnhof,s-bahn,"{'KBS 101', 'KBS 102'}"
457,458,Leibnizstrasse Ecke Kurfürstendamm,bus,{'A69x'}
458,459,Leibnizstrasse Ecke Otto-Suhr-Allee,bus,{'A62x'}
459,460,Leinestr.,u-bahn,{'D'}
460,461,LeonorenStrasse,bus,"{'A17', 'A32s'}"
461,462,Leonorenstrasse Ecke Siemensstrasse,bus,{'A2'}
462,463,Leopoldplatz,bus,{'A64x'}
463,464,Leopoldplatz,u-bahn,{'C I'}
464,465,Lepsiusstrasse,bus,{'A68x'}
465,466,Lerbacher Weg Ecke Gallwitzallee,bus,{'A2'}
466,467,"Letteplatz, Strassenbahnhof",bus,{'A71s'}
467,468,Leuthingerweg,bus,{'A63x'}
468,469,Lichtenrade,s-bahn,{'KBS 105'}
469,470,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",bus,{'AS2s'}
470,471,"Lichtenrade, Goethestrasse",bus,{'AS2s'}
471,472,Lichtenrader Damm,bus,{'A52s'}
472,473,Lichterfelde Ost,s-bahn,{'KBS 106'}
473,474,Lichterfelde Süd,s-bahn,{'KBS 106'}
474,475,Lichterfelde West,s-bahn,{'KBS 104'}
475,476,Lichterfelde-West Lindenstrasse,bus,{'A1s'}
476,477,Lichterfelde-West Lindenstrasse,strassenbahn,{'78s'}
477,478,Lindauer Strasse,bus,"{'A12', 'A71s'}"
478,479,Lindauer Strasse Ecke Residenzstrasse,bus,{'A72x'}
479,480,Lindenstrasse,strassenbahn,{'96x'}
480,481,Lindenthaler Allee,s-bahn,{'KBS 104'}
481,482,Lindenweg,bus,"{'A14', 'A12'}"
482,483,Loewenhardtdamm,bus,{'A28s'}
483,484,Louise-Schroeder-Platz,bus,{'A16'}
484,485,Ludwigkirchstrasse/Pariser Strasse,bus,{'A60s'}
485,486,Luise-Schröder-Platz,bus,{'A72x'}
486,487,Luisenplatz,bus,"{'A62x', 'AS1s', 'A65x', 'A21'}"
487,488,Luisenplatz,strassenbahn,"{'3x', '55x', '53x', '54x'}"
488,489,Lupsteiner Weg,bus,{'A10'}
489,490,Lutherstrasse,bus,{'A29s'}
490,491,Luzerner Strasse,bus,{'A53x'}
491,492,Lynastrasse,bus,{'AS1s'}
492,493,Lynastrasse Ecke Neuendorfer Strasse,strassenbahn,"{'53x', '54x'}"
493,494,"Lübars, Dorfaue",bus,{'A20'}
494,495,Lübarser Strasse,bus,{'A15'}
495,496,Lützowplatz,bus,"{'A69x', 'A16', 'A24x'}"
496,497,Lützowstrasse,bus,"{'A48s', 'A29s'}"
497,498,Lützowstrasse,strassenbahn,"{'73s', '74s'}"
498,499,Machandelweg,bus,"{'A5s', 'A31s'}"
499,500,Machnower Strasse Ecke Berlepschstrasse,bus,{'A66x'}
500,501,Magistratsweg,bus,{'A31s'}
501,502,Marburger Strasse,bus,{'A62x'}
502,503,Marchandstrasse,bus,{'A32s'}
503,504,Margaretenstrasse,bus,{'A48s'}
504,505,Mariannenplatz,bus,{'A28s'}
505,506,Mariendorf,s-bahn,{'KBS 105'}
506,507,Mariendorfer Damm,bus,"{'A77x', 'AS2s'}"
507,508,Mariendorfer Damm,strassenbahn,{'15x'}
508,509,Mariendorfer Friedhof,strassenbahn,{'15x'}
509,510,Mariendorfer Weg Ecke Hermannstrasse,strassenbahn,{'27x'}
510,511,Marienfelde,s-bahn,{'KBS 105'}
511,512,Marienfelder Allee,bus,{'A32s'}
512,513,Marienfelder Strasse,bus,{'A32s'}
513,514,Marienfelder Strasse Ecke Lichtenrader Damm,bus,{'A76x'}
514,515,Marienstrasse,bus,{'A11'}
515,516,Markgrafenstrasse Ecke Mariendorfer Damm,bus,{'A77x'}
516,517,Martin-Luther-Friedhof,bus,{'A20'}
517,518,Martin-Luther-Strasse Ecke Grunewaldstrasse,bus,{'A74x'}
518,519,Masurenallee,bus,{'A65x'}
519,520,Mattenbuder Pfad,bus,{'A14'}
520,521,Mehringdamm,bus,"{'A19', 'A28s'}"
521,522,Mehringdamm,u-bahn,"{'C I', 'C II'}"
522,523,Mehringdamm Ecke Yorck Strasse,strassenbahn,{'3x'}
523,524,Mehringplatz,strassenbahn,"{'96x', '95x'}"
524,525,Messedamm,bus,{'A4x'}
525,526,Messedamm,strassenbahn,"{'76x', '75s'}"
526,527,Mimosenweg,bus,{'A52s'}
527,528,Mittelstrasse,bus,{'A18'}
528,529,Mohriner Allee Ecke Buckower Damm,strassenbahn,{'27x'}
529,530,Moltkestrasse,strassenbahn,"{'73s', '74s'}"
530,531,Morgensternstrasse Ecke Wilhelmstrasse,bus,"{'A17', 'A11'}"
531,532,Moritzplatz,bus,{'A67s'}
532,533,Moritzplatz,u-bahn,{'D'}
533,534,Motzstrasse,bus,{'A73x'}
534,535,Munsterdamm Ecke Grazer Damm,bus,{'A68x'}
535,536,Munsterdamm Ecke Steglitzer Damm,bus,{'A75x'}
536,537,Möckernbrücke,u-bahn,"{'A II', 'B I', 'B II'}"
537,538,Mühlenstrasse,bus,{'A20'}
538,539,Nachtigalplatz,bus,{'A64x'}
539,540,Nassauische Strasse,bus,{'A50s'}
540,541,Nauener Platz,bus,{'A72x'}
541,542,Nauener Strasse,bus,{'A31s'}
542,543,Nauener Strasse,strassenbahn,{'55x'}
543,544,Nettelbeckstrasse,bus,{'A69x'}
544,545,Neu-Westend,u-bahn,{'B I'}
545,546,Neukölln,s-bahn,"{'KBS 100a', 'KBS 100'}"
546,547,Neukölln (Südring),u-bahn,{'C I'}
547,548,Neuköllnische Allee,bus,{'A67s'}
548,549,Nikolassee,s-bahn,"{'KBS 104', 'KBS 102'}"
549,550,Nikolskoer Weg,bus,{'A6s'}
550,551,Nollendorfplatz,bus,{'A19'}
551,552,Nollendorfplatz,strassenbahn,{'55x'}
552,553,Nollendorfplatz,u-bahn,"{'A I', 'B I', 'A II', 'B II', 'B III'}"
553,554,"Nonnendammallee, Siemensstadt",bus,{'A72x'}
554,555,Nürnberger Strasse Ecke Kurfürstenstrasse,bus,{'A69x'}
555,556,Oberhofer Platz,bus,{'A17'}
556,557,Olivaer Platz,bus,"{'A19', 'A29s'}"
557,558,Olympia-Stadion,u-bahn,{'B I'}
558,559,Olympiastadion,s-bahn,{'KBS 101'}
559,560,Onkel Toms Hütte,u-bahn,"{'A II', 'B II'}"
560,561,Onkel-Herse-Strasse,strassenbahn,{'47x'}
561,562,Oranienburger Strasse,bus,{'A21'}
562,563,Oraniendamm,bus,{'A20'}
563,564,Oranienplatz,bus,{'A67s'}
564,565,Oranienstrasse,bus,"{'A75x', 'A28s'}"
565,566,Ortsgrenze Gatow,bus,"{'A35s', 'A34s'}"
566,567,Oskar-Helene-Heim,u-bahn,"{'A II', 'B II'}"
567,568,Osloer Strasse,bus,"{'A61s', 'A70x', 'A71s'}"
568,569,OsnaBrücker Strasse,strassenbahn,{'55x'}
569,570,Osteweg,bus,{'A53x'}
570,571,Ostpreußendamm Ecke Morgenstern Strasse,strassenbahn,{'96x'}
571,572,Otto-Suhr-Allee,bus,{'A1s'}
572,573,Pacelli-/Thielallee,bus,{'A1s'}
573,574,Pankower Allee,bus,{'A14'}
574,575,Pankower Allee Ecke Residenzstrasse,bus,{'A72x'}
575,576,Pankstrasse,bus,"{'A61s', 'A14'}"
576,577,Papestr.,s-bahn,"{'KBS 100a', 'KBS 106', 'KBS 105', 'KBS 100'}"
577,578,Paradestr.,u-bahn,{'C II'}
578,579,Paradestrasse,bus,{'A77x'}
579,580,Parchimer Allee,strassenbahn,{'47x'}
580,581,Pariser Strasse Ecke Bundesallee,bus,{'A25x'}
581,582,"Parkfriedhof Neukölln, Buckower Damm",strassenbahn,{'27x'}
582,583,Paulsternstrasse,bus,"{'A10', 'A13'}"
583,584,Paulsternstrasse,strassenbahn,{'55x'}
584,585,Pfaueninsel-Chaussee,bus,"{'A18', 'A6s'}"
585,586,Pfaueninsel-Chaussee Ecke Königstrasse,bus,{'A3'}
586,587,Pichelsberg,s-bahn,{'KBS 101'}
587,588,Pichelsdorfer Strasse,strassenbahn,"{'76x', '75s'}"
588,589,Platz der Luftbrücke,bus,"{'A76x', 'A77x'}"
589,590,Podbielskiallee,u-bahn,"{'A II', 'B II'}"
590,591,Postamt,bus,{'A60s'}
591,592,Potsdamer Platz,strassenbahn,"{'73s', '74s'}"
592,593,Potsdamer Strasse,bus,"{'A24x', 'A29s'}"
593,594,Potsdamer Strasse Ecke Bülowstrasse,bus,{'A19'}
594,595,Potsdamer Strasse Ecke Clayallee,bus,"{'A18', 'A1s'}"
595,596,Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,"{'A48s', 'A53x'}"
596,597,Potsdamer Strasse Ecke Pallasstrasse,strassenbahn,{'3x'}
597,598,Prager Platz,bus,{'A50s'}
598,599,Priesterweg,s-bahn,"{'KBS 106', 'KBS 105'}"
599,600,Prinzenallee Ecke Badstrasse,bus,{'A64x'}
600,601,Prinzenallee/Soldiner Strasse,bus,{'A71s'}
601,602,Prinzenstr.,u-bahn,"{'B I', 'B II'}"
602,603,Prinzenstrasse,u-bahn,{'A II'}
603,604,Provinzstrasse/Pankower Allee,bus,{'A71s'}
604,605,Putlitzstr.,s-bahn,{'KBS 100'}
605,606,Päwesiner Weg Ecke Seeburgerstrasse,bus,{'A13'}
606,607,Pücklerstrasse,bus,{'AS3s'}
607,608,Quantzstrasse,bus,{'A18'}
608,609,Quellweg,strassenbahn,{'55x'}
609,610,Quellweg Ecke Nonnendamm Allee,bus,{'A72x'}
610,611,Radelandstrasse,bus,{'A63x'}
611,612,Ramlerstrasse,bus,{'A71s'}
612,613,Ramlerstrasse Ecke Brunnenstrasse,bus,{'A64x'}
