stop_order,stop_id,line_id
0,19600_unified,19601_unified
1,19601_unified,19601_unified
2,19602_unified,19601_unified
3,19603_unified,19601_unified
4,19604_unified,19601_unified
5,19605_unified,19601_unified
6,19606_unified,19601_unified
7,19607_unified,19601_unified
8,19608_unified,19601_unified
9,19609_unified,19601_unified
0,196010_unified,19602_unified
1,196011_unified,19602_unified
2,196012_unified,19602_unified
3,196013_unified,19602_unified
4,196014_unified,19602_unified
5,196015_unified,19602_unified
6,196016_unified,19602_unified
0,196017_unified,19603_unified
1,196018_unified,19603_unified
2,196019_unified,19603_unified
3,196020_unified,19603_unified
4,196021_unified,19603_unified
5,196022_unified,19603_unified
6,196023_unified,19603_unified
7,196024_unified,19603_unified
8,196025_unified,19603_unified
9,196026_unified,19603_unified
10,196027_unified,19603_unified
0,196028_unified,19604_unified
1,196029_unified,19604_unified
2,196030_unified,19604_unified
3,196031_unified,19604_unified
4,196032_unified,19604_unified
5,196033_unified,19604_unified
6,196034_unified,19604_unified
7,196035_unified,19604_unified
8,196036_unified,19604_unified
9,196037_unified,19604_unified
10,196038_unified,19604_unified
11,196039_unified,19604_unified
12,196040_unified,19604_unified
13,196041_unified,19604_unified
14,196042_unified,19604_unified
0,196043_unified,19605_unified
1,196044_unified,19605_unified
2,196045_unified,19605_unified
3,196046_unified,19605_unified
4,196047_unified,19605_unified
5,196048_unified,19605_unified
6,196049_unified,19605_unified
7,196050_unified,19605_unified
8,196051_unified,19605_unified
9,196052_unified,19605_unified
10,196053_unified,19605_unified
11,196054_unified,19605_unified
12,196055_unified,19605_unified
13,196056_unified,19605_unified
14,196057_unified,19605_unified
0,196058_unified,19606_unified
1,196059_unified,19606_unified
2,196060_unified,19606_unified
3,196061_unified,19606_unified
4,196062_unified,19606_unified
5,196063_unified,19606_unified
6,196064_unified,19606_unified
7,196065_unified,19606_unified
8,196066_unified,19606_unified
9,196067_unified,19606_unified
10,196068_unified,19606_unified
0,196069_unified,19607_unified
1,196070_unified,19607_unified
2,196071_unified,19607_unified
3,196072_unified,19607_unified
4,196073_unified,19607_unified
5,196074_unified,19607_unified
6,196075_unified,19607_unified
7,196076_unified,19607_unified
8,196077_unified,19607_unified
9,196078_unified,19607_unified
10,196079_unified,19607_unified
11,196080_unified,19607_unified
12,196081_unified,19607_unified
13,196082_unified,19607_unified
14,196083_unified,19607_unified
0,196084_unified,19608_unified
1,196085_unified,19608_unified
2,196086_unified,19608_unified
3,196087_unified,19608_unified
4,196088_unified,19608_unified
5,196089_unified,19608_unified
6,196090_unified,19608_unified
7,196091_unified,19608_unified
8,196092_unified,19608_unified
9,196093_unified,19608_unified
10,196094_unified,19608_unified
11,196095_unified,19608_unified
12,196096_unified,19608_unified
13,196097_unified,19608_unified
14,196098_unified,19608_unified
0,196099_unified,19609_unified
1,1960100_unified,19609_unified
2,1960101_unified,19609_unified
3,1960102_unified,19609_unified
4,1960103_unified,19609_unified
5,1960104_unified,19609_unified
6,1960105_unified,19609_unified
7,1960106_unified,19609_unified
8,1960107_unified,19609_unified
9,1960108_unified,19609_unified
10,1960109_unified,19609_unified
11,1960110_unified,19609_unified
12,1960111_unified,19609_unified
13,1960112_unified,19609_unified
14,1960113_unified,19609_unified
15,1960114_unified,19609_unified
0,1960115_unified,196010_unified
1,1960116_unified,196010_unified
2,1960117_unified,196010_unified
3,1960118_unified,196010_unified
4,1960119_unified,196010_unified
5,1960120_unified,196010_unified
6,1960121_unified,196010_unified
7,1960122_unified,196010_unified
8,1960123_unified,196010_unified
9,1960124_unified,196010_unified
10,1960125_unified,196010_unified
0,1960126_unified,196011_unified
1,1960127_unified,196011_unified
2,1960128_unified,196011_unified
3,1960129_unified,196011_unified
4,1960130_unified,196011_unified
5,1960131_unified,196011_unified
6,1960132_unified,196011_unified
7,1960133_unified,196011_unified
8,1960134_unified,196011_unified
9,1960135_unified,196011_unified
10,1960136_unified,196011_unified
11,1960137_unified,196011_unified
12,1960138_unified,196011_unified
13,1960139_unified,196011_unified
0,1960140_unified,196012_unified
1,1960141_unified,196012_unified
2,1960142_unified,196012_unified
3,1960143_unified,196012_unified
4,1960144_unified,196012_unified
5,1960145_unified,196012_unified
6,1960146_unified,196012_unified
7,1960147_unified,196012_unified
8,1960148_unified,196012_unified
9,1960149_unified,196012_unified
10,1960150_unified,196012_unified
11,1960151_unified,196012_unified
12,1960152_unified,196012_unified
13,1960153_unified,196012_unified
0,1960154_unified,196013_unified
1,1960155_unified,196013_unified
