,line_id,stop_name,stop_order,stop_id
0,19821,"Moabit, Waldstrasse Ecke Turmstrasse",0,19821050
1,19821,Turmstrasse,1,19821636
3,19821,Alt-Moabit,2,198246
5,19821,Franklinstrasse,3,1982438
6,19821,Otto-Suhr-Allee,4,19821162
8,19821,Bismarckstrasse,5,1982197
13,19821,Kantstrasse,6,1982776
15,19821,Kurfürstendamm,7,1982863
16,19821,Olivaer Platz,8,19821127
17,19821,U-Bhf. Konstanzer Strasse,9,19821679
18,19821,U-Bhf. Fehrbelliner Platz,10,19821658
19,19821,U-Bhf. Blissestrasse,11,19821649
20,19821,Hildegardstrasse,12,1982666
21,19821,Laubacher Strasse,13,1982906
22,19821,U-Bhf. Breitenbachplatz,14,19821652
23,19821,U-Bhf. Dahlem-Dorf,15,19821654
24,19821,Pacelli-/Thielallee,16,19821167
25,19821,Königin-Luise-Strasse,17,1982879
26,19821,U-Bhf. Oskar-Helene-Heim,18,19821702
27,19821,Winfriedstrasse,19,19821853
28,19821,Berliner Strasse,20,1982152
31,19821,Rathaus Zehlendorf,21,19821280
32,19821,Hampsteadstrasse,22,1982608
33,19821,Wismarer Strasse,23,19821856
34,19821,"Lichterfelde, Lindenstrasse",24,1982950
35,19822,Haselhorster Damm,0,1982617
37,19822,Gartenfelder Strasse,1,1982487
38,19822,Paulsternstrasse,2,19821194
40,19822,Nonnendammallee,3,19821109
41,19822,U-Bhf. Rohrdamm,4,19821713
42,19822,Fürstenbrunner Weg/Friedhof,5,1982478
44,19822,Spandauer Damm,6,19821521
45,19822,U-Bhf. Kaiserdamm,7,19821675
46,19822,ICC/Omnibusbahnhof,8,1982716
47,19822,Dernburgstrasse,9,1982327
48,19822,Amtgerichtsplatz,10,198290
49,19822,Kurfürstendamm,11,1982863
50,19822,Henriettenplatz,12,1982644
51,19822,Rathenauplatz,13,19821283
52,19822,Herbertstrasse/BSC-Sportplatz,14,1982645
53,19822,Elsterplatz,15,1982378
54,19822,Hundekehlestrasse,16,1982702
55,19822,Königen-Luise-Strasse/Museum Dahlem,17,1982877
56,19822,U-Bhf. Thielplatz,18,19821731
57,19822,Corrensplatz,19,1982312
58,19822,Berliner Strasse,20,1982152
61,19822,Teltower Damm,21,19821604
62,19822,Rathaus Zehlendorf,22,19821280
63,19822,Behring-Krankenhaus,23,1982138
64,19822,"Zehlendorf-Süd, Sachtlebenstrasse Ecke Lupsteiner Weg",24,19821879
65,19823,Dahlem Waldfriedhof,0,1982318
66,19823,U-Bhf. Oskar-Helene-Heim,1,19821702
67,19823,Garystrasse,2,1982490
68,19823,Corrensplatz,3,1982312
70,19823,Berliner Strasse,4,1982153
72,19823,Adolf-Martens-Strasse,5,19827
75,19823,Drakestrasse,6,1982348
76,19823,Gardeschützenweg,7,1982484
77,19823,Hindenburgdamm/Wiesenbaude,8,1982669
79,19823,Ostpreußendamm,9,19821157
80,19823,Marienstrasse/Königswarter Krankenhaus,10,19821026
