,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
164,Wilhelmsruh,s-bahn,['KBS 154'],"52.5814,13.3631",Q800495,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ ['KBS 152']+ 152+ 2,nan+ nan+ nan+ Berlin-Wilhelmsruh station+ Berlin-Wilhelmsruh station+ Berlin-Wilhelmsruh station+ nan+ nan+ nan+ nan+ nan
165,Wilmersdorf,s-bahn,['KBS 150'],"52.477658333333,13.328525",Q464094,"['KBS 100']+ ['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100a,KBS 100+ KBS 100a,KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']+ ['KBS 151', 'KBS 150']",nan+ nan+ nan+ Berlin Bundesplatz station+ Berlin Bundesplatz station+ Berlin Bundesplatz station+ nan+ nan
166,Wittenau (Kremmener Bahn),s-bahn,"['KBS 153', 'KBS 152']","52.597013,13.334329",Q111264319,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c']+ ['KBS 152']+ ['KBS 153']+ 153,nan+ nan+ S-Bahnhof Berlin-Wittenau+ S-Bahnhof Berlin-Wittenau+ S-Bahnhof Berlin-Wittenau+ nan+ nan+ nan+ nan
167,Wittenau (Nordbahn),s-bahn,['KBS 154'],"52.597013,13.334329",Q111264319,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ ['KBS 152']+ 152,nan+ nan+ S-Bahnhof Berlin-Wittenau+ S-Bahnhof Berlin-Wittenau+ S-Bahnhof Berlin-Wittenau+ nan+ nan+ nan+ nan
168,Wittenbergplatz,u-bahn,"['1', '2', '3']","52.501944444444,13.343055555556",Q692727,"['A2', 'A', 'B2', 'A1']+ ['A I', 'B II', 'A II']+ ['B I', 'A I']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,B III,A II+ ['1', '3', '2']+ ['2', '3', '1']+ ['1', '2', '3']+ 2,3,1+ 2,3,1+ 2,3,1",nan+ nan+ nan+ Wittenbergplatz metro station+ Wittenbergplatz metro station+ Wittenbergplatz metro station+ nan+ nan+ nan+ nan+ nan+ nan
169,Witzleben,s-bahn,['KBS 150'],"52.5078,13.2836",Q321266,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100c+ KBS 100+ KBS 100+ ['KBS 100']+ ['KBS 150']",nan+ nan+ nan+ Berlin Messe Nord/ICC station+ Berlin Messe Nord/ICC station+ Berlin Messe Nord/ICC station+ nan+ nan
170,Wollankstr.,s-bahn,['KBS 154'],"52.5651525,13.3923627",Q800515,"['KBS 104', 'KBS 105']+ ['KBS 105', 'KBS 104']+ KBS 105,KBS 104+ KBS 105,KBS 106+ KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e']+ ['KBS 154', 'KBS 152']",nan+ nan+ Berlin Wollankstraße station+ Berlin Wollankstraße station+ Berlin Wollankstraße station+ nan+ nan
171,Wollankstrasse,s-bahn,"['KBS 153', 'KBS 152']","52.5651525,13.3923627",Q800515,"['KBS 105', 'KBS 104']+ ['KBS 153', 'KBS 152']+ 152,153+ 2",nan+ nan+ nan+ nan
172,Wutzkyallee,u-bahn,['7'],"52.423333333333,13.475",Q571841,['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ nan+ nan
173,Yorckstr.,u-bahn,['7'],,,,
174,Yorckstrasse,s-bahn,"['KBS 153', 'KBS 152']","52.491777777778,13.372141666667",Q21776729,"['KBS 153', 'KBS 152']+ 152,153+ 2+ 2",nan+ nan+ nan+ nan
175,Zehlendorf,s-bahn,"['KBS 155', 'KBS 154']","52.4309,13.2584",Q737962,"['KBS 104a']+ ['KBS 104', 'KBS 104a']+ ['KBS 104', 'KBS 104a']+ KBS 104a,KBS 104+ KBS 104,KBS 104a+ KBS 100f,KBS 100e+ ['KBS 100f', 'KBS 100e']+ ['KBS 154', 'KBS 155']+ 1",nan+ nan+ nan+ Berlin-Zehlendorf station+ Berlin-Zehlendorf station+ Berlin-Zehlendorf station+ nan+ nan+ nan
176,Zehlendorf Süd,s-bahn,['KBS 155'],,,,
177,Zoologischer Garten,s-bahn,"['KBS 156', 'KBS 157']","52.507222222222,13.3325",Q111326238,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 103,KBS 102,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k+ ['KBS 100g', 'KBS 100k', 'KBS 100h']+ ['KBS 151', 'KBS 157', 'KBS 156']+ ['KBS 156']+ 156+ 3+ 3",nan+ nan+ nan+ S-Bahnhof Berlin Zoologischer Garten+ S-Bahnhof Berlin Zoologischer Garten+ S-Bahnhof Berlin Zoologischer Garten+ nan+ nan+ nan+ nan+ nan+ nan
178,Zoologischer Garten,u-bahn,"['9', '1']","52.5058669,13.3330236",Q4024764,"['A I']+ ['A I']+ A I,B I+ A I,B I+ A I,G+ ['9', '1']+ ['9', '1']+ ['9', '1']+ 9,1+ 9,1+ 9,1",nan+ nan+ Zoologischer Garten metro station+ Zoologischer Garten metro station+ Zoologischer Garten metro station+ nan+ nan+ nan+ nan+ nan+ nan
179,Zwickauer Damm,u-bahn,['7'],"52.423333333333,13.483888888889",Q572096,['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ nan+ nan
