,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
16,Alexanderplatz,bus,"['9', '78', '57']","52.5219449,13.4143847",Q65548996,['A18'],nan
17,Alexanderplatz,s-bahn,"['110', '100', '105', '115']","52.521388888889,13.411944444444",Q111324700,"['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 103,KBS 102+ KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104+ ['KBS 103', 'KBS 102', 'KBS 101', 'KBS 103a']",nan+ nan+ S-Bahnhof Berlin Alexanderplatz+ S-Bahnhof Berlin Alexanderplatz+ S-Bahnhof Berlin Alexanderplatz+ nan
18,Alexanderplatz,u-bahn,"['A', 'E']","52.5214,13.4119",Q17173458,"['A I', 'D', 'E']+ ['D', 'E', 'A I']+ E,D,A I,A II+ A,E+ A,E+ ['A', 'E']",nan+ nan+ Alexanderplatz u-bahn station+ Alexanderplatz u-bahn station+ Alexanderplatz u-bahn station+ nan
19,Alexanderstrasse,bus,['79'],,,,
20,Alexandrinenstrasse,bus,"['41', '29']",,,,
21,Alsen-/Fregestrasse,bus,['76'],,,,
22,Alsen-/Fregstrasse,bus,"['81', '2']",,,,
23,Alt-Buckow,bus,"['91', '78']",,,,
24,Alt-Gatow,bus,['34E'],,,,
25,Alt-Heiligensee,bus,"['14', '13']","52.60616921042186, 13.210646859320935",nan,"A14,A13+ A14,A13+ A14,A13+ ['A14E']",Alt-Heiligensee+ Alt-Heiligensee+ Alt-Heiligensee+ nan
26,Alt-Karow,bus,['31'],"52.60931228539711, 13.481265848599735",nan,A42+ ['A42'],nan+ nan
27,Alt-Karow -Blankenburg,bus,['42'],,,,
28,Alt-Lankwitz,bus,['81'],,,,
29,"Alt-Lankwitz, Dorfaue",bus,['81'],"52.43908382575332, 13.354417745001864",nan,A81+ ['A81'],nan+ nan
30,Alt-Lankwitz/Krankenhaus,bus,['96'],,,,
31,Alt-Lichtenrade,bus,['30'],,,,
32,Alt-Lübars,bus,['20'],,,,
33,Alt-Mahlsdorf,strassenbahn,['83'],,,,
34,Alt-Mariendorf,bus,"['81', '93', '77', '11']","52.44015553185248, 13.387328254903215",nan,AS2+ AS2,Alt-Mariendorf Ecke Mariendorfer Damm+ Alt-Mariendorf Ecke Mariendorfer Damm
35,Alt-Marienfelde,bus,"['11', '52']","52.413385082183694, 13.36338063003787",nan,A52+ A52+ A52,Alt-Marienfelde Ecke Marienfelder Allee+ Alt-Marienfelde Ecke Marienfelder Allee+ Alt-Marienfelde Ecke Marienfelder Allee
36,Alt-Moabit,bus,"['24', '1', '90', '16']","52.524078460891005, 13.357069143313803+52.52437871670591, 13.350938481047272",nan,A24+ A66+ A24+ A24,Alt-Moabit Ecke Rathenower Strasse +  Alt-Moabit Ecke Wilsnacker Strasse+ Alt-Moabit Ecke Rathenower Strasse+ Alt-Moabit Ecke Rathenower Strasse
37,Alt-Müggelheim,bus,['27'],"52.41018331064196, 13.665897531850348",nan,['A27']+ A27,nan+ Alt-Müggelheim
38,Alt-Pichelsdorf/Freybrücke,bus,['94'],,,,
39,Alt-Reinickendorf,bus,['72'],,,,
40,Alt-Rudow/Köpenicker Strasse,bus,['57'],,,,
41,Alt-Schmöckwitz,strassenbahn,['86'],"52.3752767,13.649549",Q66459540,['86']+ ['86']+ 86+ 86+ 86+ ['86'],nan+ nan+ Alt-Schmöckwitz+ Alt-Schmöckwitz+ Alt-Schmöckwitz+ nan
42,Alt-Stralau,bus,['34'],,,,
43,Alt-Tegel/U-Bhf. Tegel,bus,"['15', '20']",,,,
44,Alt-Wittenau,bus,"['22E', '62', '21', '12', '14']","52.58972877186178, 13.334169215342472+52.59166508975595, 13.326326895395114","nan+nan, nan","A62+ A21,A15+ A62+ A15,A21+ A62, A62","Alt-Wittenau Ecke Oranienburger Straße +  Alt-Wittenau Ecke Eichborndamm+ Alt-Wittenau Ecke Oranienburger Straße+ Alt-Wittenau Ecke Eichborndamm+ Alt-Wittenau Ecke Oranienburger Straße, Alt-Wittenau Ecke Eichborndamm"
45,"Alt-Wittenau, Kirche",bus,['15'],,,,
46,Alte Försterei,strassenbahn,"['26', '25', '85']",,,,
47,Alte Jakobstrasse,bus,"['41', '29']",,,,
48,Alte-Jakobstrasse,bus,['95'],,,,
49,Altenheim Hottengrund,bus,['35E'],"52.44892366863784, 13.114237745947817",nan,A35E+ ['A35E'],nan+ nan
50,Altglienicke,s-bahn,"['140', '115']","52.4073,13.5588",Q4736651,"['KBS 103a', 'KBS 106a']",nan
51,"Altglienicke, Kirche",bus,['23'],"52.421845729296805, 13.539407702079252",nan,['A23']+ A23+ A23+ A23+ ['A23'],"nan+ Altglienicke, Kirche+ Altglienicke, Kirche+ Altglienicke, Kirche+ nan"
52,"Altglienicke, Kirche",strassenbahn,['84'],"52.421845729296805, 13.539407702079252",nan,84+ ['84'],nan+ nan
53,Am Barschsee,bus,['44'],,,,
54,Am Beelitzhof,bus,['66'],"52.432202091928794, 13.186661564435827",nan,A3+ A3+ A3,Am Beelitzhof Ecke Kronprinzessinnenweg+ Am Beelitzhof Ecke Kronprinzessinnenweg+ Am Beelitzhof Ecke Kronprinzessinnenweg
55,Am Eichenquast,bus,['91'],,,,
56,Am Falkenberg,strassenbahn,['84'],"52.41079970042163, 13.570452931545786",nan,84+ ['84'],nan+ nan
57,Am Friedrichshain,bus,"['9', '57', '32']",,,,
58,Am Graben,bus,['35'],,,,
59,Am Großen Wannsee,bus,"['3', '66', '18']","52.420496581432594, 13.167192967572669",nan,AS4,nan
60,Am Heidefriedhof,bus,['81'],,,,
61,Am Juliusturm,bus,"['97', '55']",,,,
62,Am Kiesteich,bus,"['99', '5']",,,,
63,Am Kleinen Wannsee,bus,['6'],,,,
64,Am Kupfergraben,strassenbahn,"['71', '70', '22', '46']","52.5194208,13.3953839",Q65055027,"['1', '46']+ 1+ 46,70,1+ 46,70,11+ ['71', '46', '70']",nan+ Am Kupfergraben+ Am Kupfergraben+ Am Kupfergraben+ nan
65,Am Nordgraben,bus,['12'],,,,
66,Am Nordhafen,bus,"['83', '70']","52.53868315849872, 13.363248409190426",nan,A70+ A70+ A70,Am Nordhafen+ Am Nordhafen+ Am Nordhafen
67,Am Nordhafen Müllerstrasse,bus,['90'],,,,
68,Am Omnibushof,bus,['35'],,,,
69,Am Rosenhag,bus,"['44E', '44']","52.52474356253909, 13.621775828105108",nan,"['A44E', 'A44']+ A44E,A44+ A44,A44E+ A44,A44E+ ['A44', 'A44E']",nan+ Am Rosenhag+ Am Rosenhag+ Am Rosenhag+ nan
70,Am Sandwerder,bus,['66'],,,,
71,Am Steinberg,bus,"['31', '45']","52.55648144940878, 13.429306764151775",nan,"A42,A45+ A55,A42,A45+ A45,A55,A42+ ['A42', 'A45']",Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ nan
72,Am Steinberg,strassenbahn,['71'],"52.5585796,13.4333751",Q65103320,71+ 71+ 71,Am Steinberg+ Am Steinberg+ Am Steinberg
73,Am Tierpark,bus,"['35', '54', '43', '8']",,,,
74,Am Vierrutenberg,bus,['20'],"52.613535544271876, 13.343827205969221",nan,['A35']+ ['A20'],nan+ nan
75,Am Volkspark,bus,['86'],"52.483222065143515, 13.32036833862448",nan,A60+ A60+ A60,Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse
76,Amalienstrasse,bus,['96'],,,,
77,Amfortasweg,bus,['88'],,,,
78,Amtgerichtsplatz,bus,['10'],,,,
79,Amtsgericht Charlottenburg,bus,['21'],"52.50571853839105, 13.295347400894903",nan,['A21']+ A21+ A21+ A21+ ['A21'],nan+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ nan
80,An den Achterhöfen,bus,"['91', '78']",,,,
81,An den SiedlergÃ¤rten,bus,['44E'],,,,
82,An der Heilandsweide,bus,"['32', '11']",,,,
83,An der Rehwiese,bus,['53'],,,,
84,An der Urania,bus,['29'],"52.50313263781954, 13.3499093331407",nan,A69,nan
85,Andreasstrasse (Ostbahnhof),bus,['34E'],,,,
86,Annenstrasse,bus,['78'],,,,
87,Antonplatz,strassenbahn,"['3', '73', '75', '70', '74']","52.5484803,13.4517416",Q65548849,"['73', '74', '70', '72']+ ['70', '74', '3', '72']+ 74,70,74E,72,3+ 3,70,72,74E,74+ 72,74E,3,74,70+ ['72', '70', '73', '74', '3']",nan+ nan+ Antonplatz+ Antonplatz+ Antonplatz+ nan
88,Argentinische Allee,bus,['53'],,,,
89,Argentinische Allee./U-Bhf. Onkel Toms Hütte,bus,['3'],,,,
90,Arkonaplatz,bus,['78'],"52.53753415367688, 13.401767623579223",nan,['A16'],nan
91,Arminstrasse,bus,['39'],,,,
92,Aroser Allee,bus,"['14', '12', '61']","52.57376245122369, 13.351970705456408",nan,"A14,A61+ A61,A14+ A14,A61",Aroser Allee Ecke Lindauer Strasse+ Aroser Allee Ecke Lindauer Strasse+ Aroser Allee Ecke Lindauer Strasse
93,Artur-Becker-Strasse,bus,"['30', '54', '56', '57']",,,,
94,Artur-Becker-Strasse,strassenbahn,"['13', '21', '4', '14', '19']",,,,
95,Asbestweg,bus,['78'],,,,
96,Askanierring,bus,['63'],"52.545679974269035, 13.194267325495874+52.54891706140618, 13.193495587303872",nan,"A34+ A63,A35+ A34+ A35,A63",Askanierring Ecke Falkenhagener Strasse +  Askanierring Ecke Falkenhagener Damm+ Askanierring Ecke Falkenhagener Strasse+ Askanierring Ecke Falkenhagener Damm
97,Askanischer Platz,bus,"['24', '75', '29']","52.50447897041404, 13.382295467838158",nan,"A29,A75,A24+ A24,A75,A29+ ['A29', 'A24', 'A75']",nan+ nan+ nan
98,Attilaplatz,bus,"['68', '25', '96']","52.45590179888225, 13.376512495751076",nan,"['A25']+ A25,AS2+ A25,AS2,A68+ AS2s,A25,A68+ ['A68', 'A96', 'A25']",nan+ Attilaplatz+ Attilaplatz+ Attilaplatz+ nan
99,Attilastrasse,bus,"['76', '33']",,,,
100,Augsburger Strasse,bus,['82'],,,,
101,Auguste-Viktoria-Allee,bus,['62'],"52.569268504658915, 13.329801350092811",nan,A62+ A62+ A62,Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse
102,Auguste-Viktoria-Krankenhaus,bus,['25'],,,,
103,Ausstellungshallen,bus,['94'],,,,
104,Austellungshallen,bus,['92'],,,,
105,Avus-Einfahrt Nikolassee,bus,['66'],,,,
106,Badstrasse,bus,"['71', '70']","52.55228040855936, 13.381394276023574",nan,A70+ A70+ A70,Badstrasse Ecke Pankstrasse+ Badstrasse Ecke Pankstrasse+ Badstrasse Ecke Pankstrasse
107,Baerwaldstrasse,bus,['95'],,,,
108,Bahnhofstrasse,strassenbahn,"['26', '25', '85']","52.40244986860125, 13.512704137216817",nan,47+ 47,Bahnhofstrasse+ Bahnhofstrasse
109,Bamberger Strasse,bus,['82'],,,,
110,Barbarossastrasse,bus,"['73', '85']",,,,
111,Barfusstrasse,bus,['12'],"52.554307201956135, 13.345153941265151+52.558311542070335, 13.351189355013176",nan,"A12,A12S+ A12S",Barfusstrasse Ecke Müllerstrasse+ nan
112,Barnetstrasse,bus,"['82', '76']",,,,
113,Barnetstrasse/Finchleystrasse,bus,['76E'],,,,
114,Baseler Strasse,bus,['84'],,,,
115,Baumschulenstrasse,bus,['65'],,,,
116,Baumschulenweg,s-bahn,"['110', '141', '140', '142', '115']","52.4675,13.489722",Q324336,"['KBS 100a', 'KBS 103']+ ['KBS 103a', 'KBS 100a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100a+ KBS 103,KBS 103a,KBS 100a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a+ ['KBS 105', 'KBS 103', 'KBS 106a', 'KBS 103a', 'KBS 106']",nan+ nan+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ nan
117,Baußnerweg,bus,['52'],,,,
118,Bayernring,bus,['96'],,,,
119,Bayreuther Strasse,bus,['69'],,,,
120,Behring-Krankenhaus,bus,['10'],"52.42410894567823, 13.251764544509987",nan,['A10']+ A10+ A10+ A10+ ['A10'],nan+ Behring-Krankenhaus+ Behring-Krankenhaus+ Behring-Krankenhaus+ nan
121,Belßstrasse,bus,"['30', '32', '83']","52.42719908422464, 13.365826813492008",nan,A83,nan
122,Belßstrasse E. Preysingstrasse,bus,['83'],,,,
123,Bendastrasse,bus,"['77', '65']",,,,
124,Bergfelde (b Bln),s-bahn,['140'],"52.6702,13.3203",Q4891640,KBS 104+ ['KBS 104'],nan+ nan
125,Bergstrasse,bus,"['81', '2', '75']","52.458183734651705, 13.329753854060407+52.45863201901168, 13.339308585029036",nan,A2+ A68+ A68,Bergstrasse Ecke Bismarckstrasse +  Bergstrasse Ecke Körnerstrasse+ Bergstrasse Ecke Körnerstrasse
126,Bergstrasse/Filandastrasse,bus,['68'],,,,
127,Bergstrasse/Sternwarte und Planetarium,bus,['76'],,,,
128,Berkaer Strasse,bus,"['17', '60']","52.48209270683341, 13.281182952838728",nan,A29+ A29+ A29+ ['A29'],Berkaer Strasse Ecke Teplitzer Strasse+ Berkaer Strasse Ecke Teplitzer Strasse+ Berkaer Strasse Ecke Teplitzer Strasse+ nan
129,Berkaer Strasse/ Elsterplatz,bus,['50'],,,,
130,Berliner Chaussee,bus,['44'],,,,
131,Berliner Strasse,bus,"['10', '48', '21', '50', '60', '12', '1', '11']","52.430812764146886, 13.317504947138493+52.43506128153174, 13.260479781039699+52.48647817230135, 13.32051384057218+52.48732335019939, 13.330965094326162",nan,"A60+ A53+ A11+ A2,AS2+ A60+ AS2",Berliner Strasse Ecke Blissestrasse +  Berliner Strasse Ecke Teltower Damm +  Königsberger Strasse Ecke Ostpreußdendamm +   Bundesallee Ecke Berliner Strasse+ Berliner Strasse Ecke Blissestrasse+ Bundesallee Ecke Berliner Strasse
132,Berliner Strasse/U-Bhf. Tegel,bus,['14'],,,,
133,Berlinickeplatz,bus,"['73', '96', '65']","52.46607292094852, 13.378516406213421",nan,"A65+ A73+ ['A73', 'A96']",Berlinickeplatz+ Berlinickeplatz+ nan
134,Bernau (b Bln),s-bahn,['141'],"52.6763,13.5931",Q479789,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106+ ['KBS 106'],nan+ nan+ Bernau bei Berlin station+ Bernau bei Berlin station+ Bernau bei Berlin station+ nan
135,Bernauer Strasse,bus,"['61', '64']","52.53341403688134, 13.387603209024276+52.538252555466876, 13.396009073652834+52.57629905299874, 13.294692761311245",nan,A13+ A61+ A64+ A13+ A61+ A13+ ['A13'],Bernauer Strasse Ecke Berliner Strasse +  Bernauer Strasse Ecke Brunnenstrasse +  Bernauer Straße & Gartenstraße+ Bernauer Strasse Ecke Berliner Strasse+ Bernauer Strasse Ecke Brunnenstrasse+ Bernauer Strasse Ecke Berliner Strasse+ nan
136,Bernkasteler Strasse,strassenbahn,"['75', '74']",,,,
137,Bersarinplatz,strassenbahn,"['4', '13']","52.519215,13.4525257",Q65706258,"['14']+ ['13', '4']+ 4,13+ 13,4+ 4,13+ ['13', '4']",nan+ nan+ Bersarinplatz+ Bersarinplatz+ Bersarinplatz+ nan
138,Bersarinstrasse,strassenbahn,['74'],,,,
139,Berstrasse,bus,['83'],,,,
140,Betriebsbhf. Rummelsburg,s-bahn,['105'],,,,
141,Betriebsbhf. Schöneweide,s-bahn,"['110', '140', '141', '115']",,,,
142,Beusselstrasse,bus,"['89', '99', '65']",,,,
143,Beusselstrasse/Goerdelerdamm,bus,['23'],,,,
144,"Bhf. Berlin-Lichtenber, Irenenstrasse",bus,['8'],,,,
145,Bhf. Berlin-Lichtenberg,strassenbahn,['15'],,,,
146,Bhf. Friedrichstrasse,bus,"['78', '57']","52.5205606637086, 13.388231915342985",nan,"['A9']+ A9,A57+ A57,A9+ A57,A9,A59+ ['A18', 'A57', 'A59']",nan+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ nan
147,Bhf. Friedrichstrasse,strassenbahn,"['70', '22', '46']","52.5192805,13.3884107","Q65095382+Q65095382, Q65095382","46,70,1+ 11, 46,70+ ['71', '46', '70']","nan+ nan, nan+ nan"
148,Bhf. Karlshorst,strassenbahn,"['17', '19']",,,,
149,Bhf. Schönefeld,bus,"['36', '36E']","52.38192403313463, 13.511545079208773",nan,AZ+ ['A36'],nan+ nan
150,Bhf. Schöneweide,bus,"['47', '66', '67', '65']","52.45374952013775, 13.510200397684477",nan,"['A47']+ A47+ A47,Flughafen Schönefeld <> Strausberger Platz,A26+ A26,A47,A48+ ['A48', 'A47', 'A26']","nan+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ nan"
151,Bhf. Schöneweide,strassenbahn,"['17', '25', '85', '26']","52.45640818289644, 13.509916574756422",nan,"['92']+ ['69']+ 87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95+ ['87', '95', '92', '69', '69E', '85']",nan+ nan+ Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide+ nan
152,Bhf. Springpfuhl,bus,"['37', '43']",,,,
153,Biesdorf,s-bahn,['100'],"52.5131,13.5554",Q4892357,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101'],nan+ nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ nan
154,Binger Strasse,bus,['60'],,,,
155,Birkbuschstrasse,bus,"['17', '88', '85']",,,,
156,Birkenstrasse,bus,['70'],,,,
157,Birkenwerder,s-bahn,['140'],"52.6885,13.2888",Q2343634,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104'],nan+ nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station+ nan
158,Bismarckplatz,bus,['29'],"52.492064537089135, 13.28493897027407",nan,"['A7']+ ['A29']+ A69,A66,A29+ A29+ A29+ ['A29']",nan+ nan+ Bismarckplatz+ Bismarckplatz+ Bismarckplatz+ nan
159,Bismarckstrasse,bus,"['17', '30', '68', '76', '86', '89', '21', '33', '75', '81', '2', '1', '32']","52.42807192993347, 13.325509812749845+52.45105788558934, 13.337947293504078+52.458629268184715, 13.33930401807899",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
160,Björnsonstrasse,bus,['33'],,,,
161,Björnsonstrasse,strassenbahn,['3'],"52.5544232,13.4030585",Q65920495,['3']+ 3+ 3+ ['3'],nan+ nan+ nan+ nan
162,Blankenburg,bus,['31'],,,,
163,Blankenburg,s-bahn,"['140', '141', '142']","52.5915,13.4435",Q800469,"['KBS 106']+ ['KBS 106', 'KBS 100b']+ KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106+ ['KBS 104', 'KBS 105', 'KBS 106']",nan+ nan+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ nan
164,Blankenfelde,bus,['7'],,,,
165,Blaschkoallee,bus,['41'],,,,
166,Bleibtreustrasse,bus,"['9', '19', '29']","52.50162717169989, 13.319466346593028",nan,A69,Bleibtreustrasse Ecke Kurfürstendamm
167,Blissestrasse,bus,['60'],,,,
168,Blockdammweg Ecke Hönower Wisenweg,strassenbahn,['13'],,,,
169,Blohmstrasse/Wünsdorfer Strasse,bus,['82'],,,,
170,Blumenstrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],"52.44907887643158, 13.760106955990562",nan,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],nan+ nan
171,Blücherstrasse,bus,['95'],,,,
172,Boelckestrasse,bus,['28'],,,,
173,"Bohnsdorf, Kirche",bus,['36'],"52.39948771402893, 13.555574431978044",nan,['A36']+ ['A36']+ AD/36+ AD/36+ A36+ ['A36'],"nan+ nan+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ nan"
174,"Bohnsdorf, Waldstrasse",bus,['38'],"52.389397192754984, 13.570666562153916",nan,"['A38']+ A38+ A38+ AD,A38+ ['AD/38']","nan+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ nan"
175,Borgsdorf,s-bahn,['140'],"52.7155,13.2764",Q4093486,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104'],nan+ nan+ Borgsdorf station+ Borgsdorf station+ Borgsdorf station+ nan
176,Bornholmer Strasse,bus,['89'],,,,
177,Botanischer Garten,bus,['68'],"52.458598799471524, 13.303436055459807",nan,"['A1']+ A68,A1+ A1,A68+ A1,A68+ ['A1', 'A68']","nan+ Botanischer Garten, Ecke Königin-Luise-Strasse+ Botanischer Garten, Ecke Königin-Luise-Strasse+ Botanischer Garten, Ecke Königin-Luise-Strasse+ nan"
178,Boxhagener Strasse,strassenbahn,['3'],"52.50705770251508, 13.468302201729777",nan,"['13', '3']+ 3",nan+ Boxhagener Strasse
179,Brandaustrasse,bus,['7'],,,,
180,Brauerei,strassenbahn,['84'],"52.44699265840037, 13.624251999339991",nan,"['84', '87']+ 84+ 84","nan+ Bölschestraße, Brauerei+ Bölschestraße, Brauerei"
181,Breite Strasse,bus,"['9', '68', '78', '32']","52.45435057367761, 13.328307509759025+52.53613613360638, 13.20450629947795",nan,"A31,A5+ A33,A68+ A5,A31+ A68,A33",Breite Strasse Ecke Charlottenstrasse +  Breite Strasse Ecke Albrechtstrasse+ Breite Strasse Ecke Charlottenstrasse+ Breite Strasse Ecke Albrechtstrasse
182,Breite Strasse/Am Juliusturm,bus,['55'],,,,
183,Breite Strasse/Haydnstrasse,bus,['88'],,,,
184,Breitehornweg/Krankenhaus,bus,"['35', '34']",,,,
185,Breitenbachplatz,bus,['16'],"52.467219717443385, 13.309473490660878",nan,"['A32 (Obus)']+ ['A1', 'A32 (Obus)', 'A16']+ A16,A1,A32+ A1,A32,A16+ A1,A16,A32+ ['A1', 'A32', 'A16']",nan+ nan+ Breitenbachplatz+ Breitenbachplatz+ Breitenbachplatz+ nan
186,Breitenbachplatz Englerallee,bus,['16'],,,,
187,Breitenbachstrasse,bus,"['15', '22E', '21']",,,,
188,Breitestrasse,bus,['30'],,,,
189,Breitscheidplatz,bus,"['60', '19', '69']","52.504438063129996, 13.33564615707506",nan,"['A19', 'A29']+ A66,A60,A69,A19,A29+ A19,A60,A29+ A19,A29,A60+ ['A29', 'A60', 'A19']",nan+ Breitscheidplatz+ Breitscheidplatz+ Breitscheidplatz+ nan
190,"Britz, Buschkrug",bus,['73'],,,,
191,Britz-Süd,bus,['25'],,,,
192,Britz-Süd Gutschmidtstrasse,bus,['93'],,,,
193,Britzer Damm,bus,"['73', '25']",,,,
194,Britzer Strasse,bus,['93'],,,,
195,Britzer Strasse -Dardanellenweg,bus,['81'],,,,
196,Bruchwitzstrasse,bus,"['81', '96']",,,,
197,Brunnenplatz,bus,['70'],"52.54967231813887, 13.377205988834362",nan,A99+ ['A99'],nan+ nan
198,Brunnenstrasse,bus,"['90', '78']",,,,
199,Brunnenstrasse,strassenbahn,"['70', '22', '46']","52.5324542,13.3974236",Q65691740,"46E,46,70+ 46,70+ 46,70+ ['46', '70']",Brunnenstraße/Invalidenstraße+ Brunnenstraße/Invalidenstraße+ Brunnenstraße/Invalidenstraße+ nan
200,Brunsbütteler Damm,bus,"['31', '34']",,,,
201,Buch,bus,['42'],,,,
202,Buch,s-bahn,['141'],"52.6359,13.4917",Q4892359,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106+ ['KBS 106'],nan+ nan+ Berlin-Buch station+ Berlin-Buch station+ Berlin-Buch station+ nan
203,"Buch, Sandhaus",bus,"['31', '51']",,,,
204,"Bucholz, Hauptstrasse",strassenbahn,['49'],,,,
205,Buckow-Süd,bus,['91'],,,,
206,Buckower Chaussee,bus,"['7', '52']","52.414558044256225, 13.401161035852658",nan,AS2+ AS2,Buckower Chaussee Ecke Mariendorfer Damm+ Buckower Chaussee Ecke Mariendorfer Damm
207,Buckower Chaussee/Marienfelder Chaussee,bus,"['76E', '76']",,,,
208,Buckower Damm,bus,"['91', '93', '52']","52.42368329841466, 13.436638725763267",nan,A52+ A52+ A52,Buckower Damm Ecke Alt-Buckow+ Buckower Damm Ecke Alt-Buckow+ Buckower Damm Ecke Alt-Buckow
209,Buckower Friedhof,bus,"['78', '52']","52.42151537347778, 13.43036950960343",nan,A52+ A52+ A52+ ['A52'],Buckower Friedhof+ Buckower Friedhof+ Buckower Friedhof+ nan
210,Budapester Strasse,bus,['9'],,,,
211,Buhrowstrasse,bus,['33'],,,,
212,Bundesallee,bus,"['50', '65']","52.46493052962428, 13.32853185257923",nan,"['A17']+ A17,A48+ A74,A48,A17",nan+ Bundesallee Ecke Rheinstrasse + Bundesallee Ecke Rheinstrasse
