,stop_id,stop_name,type,location,in_lines,identifier,stop_description
1035,19641035,"Rüdersdorf, Post",strassenbahn,"52.47029587176764, 13.786537970773646","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1036,19641036,"Rüdersdorf, Schulstrasse",strassenbahn,"52.469978487336554, 13.787024282488423","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1037,19641037,"Rüdersdorf, Thälmannstrasse",strassenbahn,"52.47449256857127, 13.773603755509411","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1038,19641038,Rüdesheimer Platz,u-bahn,"52.473333333333,13.314444444444",A II,Q167147,Rüdesheimer Platz
1039,19641039,Rügener Strasse,bus,"52.544791277773946, 13.391067616355128","A14,A71",nan,Rügener Strasse
1040,19641040,S-Bhf. Adlershof,strassenbahn,"52.435251,13.5408489",84,Q66363728,bus and tram stop S Adlershof
1041,19641041,S-Bhf. Alexanderplatz,bus,"52.52074877770386, 13.412147230655155","A9,A57",nan,S-Bhf. Alexanderplatz
1042,19641042,S-Bhf. Altglienicke,bus,"52.40840519773821, 13.558816171743953",A23,nan,nan
1043,19641043,S-Bhf. Baumschulenweg,bus,"52.4674967534767, 13.489379882069517",A47,nan,S-Bhf. Baumschulenweg
1044,19641044,S-Bhf. Baumschulenweg,strassenbahn,"52.467425320387854, 13.489303343986984",92,nan,nan
1045,19641045,S-Bhf. Biesdorf,bus,"52.513432593832405, 13.555387279249894",O37,nan,S-Bhf. Biesdorf
1046,19641046,S-Bhf. Friedrichsfelde-Ost,bus,"52.51324537165634, 13.524030584354616",A43,nan,"S-Bhf. Friedrichsfelde-Ost, Marzahner Chaussee"
1047,19641047,S-Bhf. Friedrichshagen,strassenbahn,"52.4564126,13.6253656","84,87",Q66360784,S Friedrichshagen
1048,19641048,S-Bhf. Friedrichshagen (Grenze),strassenbahn,"52.4576956,13.6266712","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",Q66499230,nan
1049,19641049,S-Bhf. Greifswalder Strasse,strassenbahn,"52.5407234,13.4382904","74E,74",Q65548932,S Greifswalder Straße
1050,19641050,S-Bhf. Grünau,bus,"52.41361515857581, 13.573796290663196","AD,A38,A36",nan,S-Bhf. Grünau
1051,19641051,S-Bhf. Grünau,strassenbahn,"52.413493,13.5746802",86,Q62470512,nan
1052,19641052,S-Bhf. Grünbergallee,bus,"52.39982232817773, 13.540170966673278",A36,nan,nan
1053,19641053,S-Bhf. Jannowitzbrücke,bus,"52.514865856141625, 13.41796028027267",A1P,nan,nan
1054,19641054,S-Bhf. Jannowitzbrücke,strassenbahn,"52.51478599600389, 13.418056238742702","11,64,74E,82,22",nan,nan
1055,19641055,S-Bhf. Karlshorst,strassenbahn,"52.481331,13.5254433","69,69E",Q65952829,S Karlshorst
1056,19641056,"S-Bhf. Kaulsdorf, Planitzstrasse",bus,"52.51113864301491, 13.58755467300039",A27,nan,"S-Bhf. Kaulsdorf, Planitzstrasse"
1057,19641057,S-Bhf. Köpenick,bus,"52.45882190200453, 13.579564677172508",A27,nan,S-Bhf. Köpenick
1058,19641058,S-Bhf. Köpenick,strassenbahn,"52.4582153,13.5790435","83,86,82",Q66370784,S Köpenick
1059,19641059,S-Bhf. Lenninallee,bus,"52.52851723757576, 13.455728086373169",A54,nan,nan
1060,19641060,S-Bhf. Mahlsdorf,bus,"52.51234908870327, 13.61221793610957","A44,A44E",nan,S-Bhf. Mahlsdorf
1061,19641061,S-Bhf. Mahlsdorf,strassenbahn,"52.51221826761895, 13.612190748726157",83,nan,S-Bhf. Mahlsdorf
1062,19641062,S-Bhf. Nöldnerplatz,bus,"52.50326619516546, 13.484293730152238",A43,nan,nan
1063,19641063,S-Bhf. Ostkreuz,strassenbahn,"52.50243021718411, 13.469020052690205",82,nan,S-Bhf. Ostkreuz
1064,19641064,S-Bhf. Pankow,bus,"52.56742037379333, 13.412250129587665","A55,A58",nan,nan
1065,19641065,S-Bhf. Pankow,strassenbahn,"52.5675692,13.4121641","46,49,22",Q65055075,nan
1066,19641066,S-Bhf. Pankow-Heinersdorf,strassenbahn,"52.577507820515834, 13.427853061920917",49,nan,S-Bhf. Pankow-Heinersdorf
1067,19641067,S-Bhf. Plänterwald,strassenbahn,"52.479645467025435, 13.47567729609248","87,95",nan,nan
1068,19641068,S-Bhf. Prenzlauer Allee,strassenbahn,"52.5448075,13.427408","71,72",Q65219791,S Prenzlauer Allee
1069,19641069,S-Bhf. Rahnsdorf,bus,"52.451628368326396, 13.691579101298974",A22,nan,S-Bhf. Rahnsdorf
1070,19641070,S-Bhf. Rahnsdorf,strassenbahn,"52.4514224698383, 13.693045597650851",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan,nan
1071,19641071,S-Bhf. Rummelsburg,bus,"52.50179539105723, 13.478028581044718",O30,nan,S-Bhf. Rummelsburg
1072,19641072,S-Bhf. Schönhauser Allee,strassenbahn,"52.5493619,13.4135734","46,49,22",Q65088013,nan
1073,19641073,S-Bhf. Spindlersfeld,strassenbahn,"52.4457311,13.5624298",84,Q66363397,S Spindlersfeld
1074,19641074,S-Bhf. Treptower Park,bus,"52.49403640886682, 13.460762565516704",A47,nan,S-Bhf. Treptower Park
1075,19641075,S-Bhf. Warschauer Strasse,strassenbahn,"52.506416666667,13.450955555556","4,3",Q111252298,nan
1076,19641076,S-Bhf. Wilhelmshagen,bus,"52.43886122089184, 13.721060252199655",A22,nan,S-Bhf. Wilhelmshagen
1077,19641077,Saaleckplatz,bus,"52.41629158246214, 13.323941962356194",A17,nan,Saaleckplatz
1078,19641078,Saalestrasse Ecke Sonnenallee,strassenbahn,"52.473848429165976, 13.455898573146731","15,95",nan,nan
1079,19641079,SaarBrücker Strasse,strassenbahn,"52.5285309565747, 13.417113687314579",71,nan,SaarBrücker Strasse
1080,19641080,Saarbrücker Strasse,strassenbahn,"52.5285309565747, 13.417113687314579",72,nan,nan
1081,19641081,Saargemünder Strasse,bus,"52.450918082089416, 13.270922488527036","A11,A18",nan+ nan,Saargemünder Strasse Ecke Clayallee+ nan
1082,19641082,Saatwinkler Damm,bus,"52.54802938567344, 13.300569461587116",A62,nan,Saatwinkler Damm Ecke Kurt-Schumacher-Damm
1083,19641083,Saatwinkler Damm Ecke Seestrasse,bus,"52.53818364322516, 13.326107534172687","A89, A99",nan,nan
1084,19641084,Sadowastrasse,bus,"52.482675472271694, 13.584833068425244","A8,A8E",nan,Sadowastrasse Ecke Ulmenstrasse
1085,19641085,Sakrower Strasse Ecke Landstrasse,bus,"52.44931863754513, 13.13008109296192",A35E,nan,nan
1086,19641086,Samariterstr.,u-bahn,"52.514722222222,13.464444444444",E,Q552891,Samariterstraße metro station
1087,19641087,Savignyplatz,bus,"52.505852905503716, 13.32187246900547",AS4,nan,nan
1088,19641088,Savignyplatz,s-bahn,"52.5051746,13.3190659","KBS 100h,KBS 100g,KBS 100k",Q554382,Berlin Savignyplatz station
1089,19641089,Scharfestrasse,bus,"52.43828828643976, 13.262213345971533",A18,nan,Scharfestrasse Ecke Clayallee
1090,19641090,Scharnhorststrasse Ecke Kieler Strasse,bus,"52.534358722624745, 13.370310836134667",A9,nan,nan
1091,19641091,Scharnweberstr. (Eichborndamm),u-bahn,"52.566944444444,13.312777777778",C I,Q557586,Scharnweberstraße
1092,19641092,Scharnweberstrasse,bus,"52.567891242257375, 13.31193029694028",A21,nan,Scharnweberstrasse Ecke Eichborndamm
1093,19641093,"Schildow, Kirche",bus,"52.63581867397586, 13.377719168374458","A7,A7E,AS",nan,"Schildow, Kirche"
1094,19641094,Schildower Strasse,bus,"52.61770172749746, 13.315782291969848",A12S,nan,nan
1095,19641095,Schillingstr.,u-bahn,"52.520278,13.421667",E,Q552899,Schillingstraße station
1096,19641096,Schillingstrasse,bus,"52.56595360108564, 13.320255053064429",A61,nan,Schillingstrasse Ecke Scharnweberstrasse
1097,19641097,Schlachtensee,s-bahn,"52.4401,13.2153",KBS 100e,Q800509,Berlin-Schlachtensee station
1098,19641098,Schlesisches Tor,u-bahn,"52.500833333333,13.441666666667","A I,A II",Q602282,Schlesisches Tor
1099,19641099,Schloss Ruhwald,bus,"52.521567840298836, 13.260569641184494",AS1s,nan,Schloss Ruhwald
1100,19641100,Schloss Ruhwald,strassenbahn,"52.52160139428261, 13.260396465216335","54,53",nan,Schloss Ruhwald
1101,19641101,Schlosserweg Ecke Buckower Damm,bus,"52.43931812267274, 13.434869114787471",A91,nan,nan
1102,19641102,Schlossstrasse Ecke Albrechtstrasse,bus,"52.4569070081585, 13.32064225120104","A84, A32",nan,nan
1103,19641103,Schlossstrasse Ecke Feuerbachstrasse,bus,"52.46316959269306, 13.326714093529667",A81,nan,nan
1104,19641104,Schlossstrasse Ecke Seelingstrasse,bus,"52.51569806814604, 13.296301299533223",A74,nan,nan
1105,19641105,Schlossstrasse Ecke Spandauer Damm,bus,"52.519449844334574, 13.296040553968037",A87,nan,nan
1106,19641106,"Schlossstrasse, Wilhelm-Schreiber-Platz",bus,"52.46497175478016, 13.328534991548652",AS2s,nan,"Schlossstrasse, Walther-Schreiber-Platz"
1107,19641107,Schloßstrasse Ecke Bundesallee,bus,"52.4649407720467, 13.328513608873887","A85,A86",nan,nan
1108,19641108,Schloßstrasse Ecke Feuerbachstrasse,bus,"52.4631173264433, 13.326724826984016",A2,nan,nan
1109,19641109,Schmargendorf,s-bahn,"52.479672222222,13.312441666667","KBS 100,KBS 100k",Q302810,Berlin Heidelberger Platz station
1110,19641110,Schopenhauer-Strasse Ecke Spanische Allee,bus,"52.433960489825, 13.212025866542618",A3,nan,nan
1111,19641111,Schulenburgpark,bus,"52.4665445725577, 13.470341233609716",A65,nan,nan
1112,19641112,Schulenburgpark,strassenbahn,"52.466660612786704, 13.470292593214328","15,95",nan,Schulenburgpark
1113,19641113,Schulstrasse Ecke Exerzierstrasse,bus,"52.55396008849384, 13.371500780047201",A64,nan,nan
1114,19641114,Schulzendorf (b Tegel),s-bahn,"52.6128,13.2462",KBS 100c,Q800487,Schulzendorf railway station
1115,19641115,Schulzendorfer Strasse,bus,"52.61057476279662, 13.295480649416259",A15,nan,Schulzendorfer Strasse Ecke Hermsdorfer Damm
1116,19641116,Schumannstrasse,bus,"52.52350700053633, 13.379478600060418",A57,nan,nan
1117,19641117,Schwabstrasse Ecke Reginhardstrasse,bus,"52.56575232152958, 13.373148642328006",A79,nan,nan
1118,19641118,Schwarzer Weg Ecke Sonnenallee,strassenbahn,"52.46218348846541, 13.477104416215733",95,nan,nan
1119,19641119,Schwedenstrasse Ecke Exerzierstrasse,bus,"52.55376624875929, 13.377160797243135",A64,nan,nan
1120,19641120,Schwiezerhaus,bus,"52.46177834654878, 13.133492629933269",A34,nan,Schwiezerhaus
1121,19641121,Schäferberg,bus,"52.41562661861071, 13.12630868100336",A6,nan,nan
1122,19641122,"Schäfersee, Pankower Allee",bus,"52.56403098912502, 13.36417150367161",A71,nan,"Schäfersee, Pankower Allee"
1123,19641123,Schöneberg,s-bahn,"52.4794,13.3517","KBS 100,KBS 100k,KBS 100e",Q543855,Berlin-Schöneberg station
1124,19641124,"Schönefeld, Kirche",bus,"52.387425080944524, 13.505964115736859","AZ,A36",nan,nan
1125,19641125,Schönefelder Chaussee,bus,"52.409778884134546, 13.526974904149686",A23,nan,nan
1126,19641126,"Schöneiche, Dorfstrasse",strassenbahn,"52.47856620635917, 13.694957894723224","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1127,19641127,"Schöneiche, Goethepark",strassenbahn,"52.47856620635917, 13.694957894723224","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1128,19641128,"Schöneiche, Grätzwalde",strassenbahn,"52.47410984584059, 13.71327932499737","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1129,19641129,"Schöneiche, Jägerstrasse",strassenbahn,"52.47278762603676, 13.730566290724404","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1130,19641130,"Schöneiche, Schillerstrasse",strassenbahn,"52.47747516744112, 13.708762100565384","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1131,19641131,"Schöneiche, Waldstrasse",strassenbahn,"52.46776642462116, 13.68198321602651","S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",nan,nan
1132,19641132,Schöneweide,s-bahn,"52.455,13.509444444444","KBS 106a,KBS 106,KBS 103,KBS 103a",Q111323931,S-Bahnhof Berlin Schöneweide
1133,19641133,Schönfließ,s-bahn,"52.6648,13.3397",KBS 104,Q801423,nan
1134,19641134,Schönhauser Allee,s-bahn,"52.549329,13.413706","KBS 106a,KBS 104,KBS 106",Q111264493,S-Bahnhof Schönhauser Allee
1135,19641135,Schönhauser Allee,strassenbahn,"52.5537705,13.4138898",3,Q65076842,nan
1136,19641136,Schönhauser Allee,u-bahn,"52.549328888889,13.413706111111",A,Q47014936,Schönhauser Allee (metro station)
1137,19641137,Schönholz,s-bahn,"52.5714,13.3814","KBS 100c,KBS 100e",Q800490,Berlin-Schönholz station
1138,19641138,Schützallee Ecke Onkel-Tom-Strasse,bus,"52.4406263121593, 13.255177908871318",A66,nan,nan
1139,19641139,Sebastianfriedhof,bus,"52.571002500013684, 13.336360943589446",A61,nan,Sebastianfriedhof
1140,19641140,Sedanstrasse,bus,"52.45143021733514, 13.335289250392284","A32,A33",nan,Sedanstrasse Ecke Albrechtstrasse
1141,19641141,Seebugerstrasse Ecke Pichelsdorferstrasse,bus,"52.52917051434413, 13.195651259490834",A13,nan,nan
1142,19641142,Seeburger Strasse,strassenbahn,"52.52919074855153, 13.195613280527734","75,76",nan,Seeburger Strasse
1143,19641143,Seeburgerstrasse Ecke Klosterstrasse,bus,"52.529141992099056, 13.195584778575654",A92,nan,nan
1144,19641144,Seegefelder Weg,bus,"52.549813200063646, 13.128679816115987",A63,nan,"Seegefelder Weg, Stadtgrenze"
1145,19641145,Seegefelderstrasse Ecke Carl-Schurz-Strasse,bus,"52.534701021293586, 13.19952529616865",A80,nan,nan
1146,19641146,Seelenbinderstrasse Ecke Bahnhofstrasse,strassenbahn,"52.4554632,13.5769303","84, 87",Q66324934,nan
1147,19641147,Seesener Strasse Ecke Hohenzollerndamm,bus,"52.48840466807734, 13.302168463754004",AS3s,nan,nan
1148,19641148,Seesenerstrasse Ecke Hohenzollerndamm,bus,"52.48846116394224, 13.302150021095338",A50,nan,nan
1149,19641149,Seestr.,u-bahn,"52.55056,13.35194",C I,Q554391,Seestraße
1150,19641150,Seestrasse,bus,"52.546293624253636, 13.34397818008162",A64,nan,nan
1151,19641151,Seidelstr. (Flughafen Tegel),u-bahn,"52.571111,13.302778",C I,Q557582,nan
1152,19641152,Selbitzer Strasse Ecke Krampnitzer Weg,bus,"52.45315521778876, 13.122040068790739",A35E,nan,nan
1153,19641153,Senefelderplatz,u-bahn,"52.53242,13.412743",A,Q32661454,U-Bahnhof Senefelderplatz
1154,19641154,Seydlitzstrasse Ecke Kaiser-Wilhelm-Strasse,strassenbahn,"52.43195370707602, 13.338113726263753",96,nan,nan
1155,19641155,Siegfriedstrasse Ecke Hermannstrasse,bus,"52.46787567390414, 13.431095108115398",A91,nan,nan
1156,19641156,Siemensstadt,s-bahn,"52.53923,13.26365",KBS 100b,Q96080453,Berlin-Siemensstadt railway station
1157,19641157,Siemensstadt-Fürstenbrunn,s-bahn,"52.528,13.2695",KBS 100a,Q18747940,Siemensstadt-Fürstenbrunn station
1158,19641158,Silbersteinstrasse Ecke Hermannstrasse,bus,"52.46644283460062, 13.431938016237922",A91,nan,nan
1159,19641159,Sommerstrasse Ecke Klemkestrasse,bus,"52.57476543169972, 13.3735118377214",A79,nan,nan
1160,19641160,Sonnenallee,s-bahn,"52.473,13.4558",KBS 100,Q481364,Berlin Sonnenallee station
1161,19641161,Sonnenallee Ecke Baumschulenstrasse,strassenbahn,"52.46085257013217, 13.481340080950037",92,nan,Sonnenallee
1162,19641162,Sonnenallee Ecke Erkstrasse,bus,"52.48167462225099, 13.440103660480876",A4,nan,nan
1163,19641163,Sonnenallee Ecke Pannierstrasse,bus,"52.48609620424968, 13.430217857961605",A75,nan,nan
1164,19641164,Sophie-Charlotte-Platz,u-bahn,"52.510833333333,13.296666666667",A I,Q657879,Sophie-Charlotte-Platz
1165,19641165,Sophie-Charlotten-Platz,bus,"52.51094811093668, 13.296499935495818",A74,nan,nan
1166,19641166,Sophie-Charlotten-Strasse,bus,"52.44594955353092, 13.267788405970709",A18,nan,Sophie-Charlotten-Strasse Ecke Clayallee
1167,19641167,Sophie-Charlotten-Strasse Ecke Pulsstrasse,bus,"52.52424895516199, 13.285069508880115",A87,nan,nan
1168,19641168,Spandau,s-bahn,"52.532, 13.2089","KBS 100a,KBS 100g",Q800491,S-Bahnhof Berlin Spandau
1169,19641169,Spandau West,s-bahn,"52.5347,13.1958","KBS 100a,KBS 100g",Q111325678,S-Bahnhof Berlin Spandau
1170,19641170,"Spandau, Breitestrasse",bus,"52.53613706839122, 13.2044205710145",A80,nan,nan
1171,19641171,"Spandau, Friedhof",bus,"52.553136286584845, 13.179674445908985","A34,A35",nan,"Spandau, Friedhof"
1172,19641172,"Spandau, Markt",strassenbahn,"52.53784349532438, 13.204135429364628","75,54,76,53",nan,"Spandau, Markt"
1173,19641173,Spandauer Damm,bus,"52.51838420899177, 13.280076964056246","A10,A74",nan,Spandauer Damm Ecke Königin-Elisabeth-Strasse
1174,19641174,Spandauer Damm Ecke Sophie-Charlotten-Strasse,bus,"52.51882820056531, 13.286667124223507",A87,nan,nan
1175,19641175,Spandauer Damm Ecke Stadtautobahn,bus,"52.51857412672491, 13.283160489189049",A65,nan,nan
1176,19641176,Spandauer Strasse,bus,"52.535940922541684, 13.156793426342295",A31,nan,Spandauer Strasse Ecke Klosterbuschweg
1177,19641177,Spanische Allee Ecke Kronprizessinnenweg,bus,"52.433820207313325, 13.189402721154853",AS4,nan,nan
1178,19641178,Spichernstrasse,u-bahn,"52.496388888889,13.330555555556","G,A II",Q667046,nan
1179,19641179,Spichernstrasse Ecke Joachimstaler Strasse,bus,"52.4963190338576, 13.3307628589775",A2,nan,nan
1180,19641180,Spindlersfeld,s-bahn,"52.4472,13.5613",KBS 106,Q4892371,Berlin-Spindlersfeld station
1181,19641181,Spittelmarkt,strassenbahn,"52.511243321361405, 13.40494539543245","74E,74,72,64",nan,Spittelmarkt
1182,19641182,Spittelmarkt,u-bahn,"52.511111111111,13.403611111111",A,Q569489,Spittelmarkt station
1183,19641183,Spreewaldplatz,bus,"52.49746662927152, 13.43173832995115",A75,nan,nan
1184,19641184,Staakener Strasse,bus,"52.536487084911975, 13.190823566060091",A63,nan,Staakener Strasse Ecke Seegefelder Strasse
1185,19641185,Stadion Buschallee,strassenbahn,"52.5566718,13.4869834",70,Q65504715,Stadion Buschallee/Hansastraße
1186,19641186,Stadion Lichterfelde,bus,"52.43867922703144, 13.325050443019501",A17,nan,Stadion Lichterfelde
1187,19641187,Stadtilmer Weg,bus,"52.41555243137193, 13.343616343041083",A11,nan,nan
1188,19641188,Stadtmitte,u-bahn,"52.5122,13.3894",A,Q660066,nan
1189,19641189,Stadtpark,bus,"52.44890555557147, 13.338827669086982",A17,nan,"Stadtpark, Albrechtstrasse"
1190,19641190,Stadtrandstrasse,bus,"52.553426999619965, 13.153585430700852",A5,nan,Stadtrandstrasse Ecke Falkenseer Chaussee
1191,19641191,Stalinallee,bus,"52.51715128685504, 13.440640767102789",O40,nan,Stalinallee Ecke Strasse der Pariser Kommune
1192,19641192,Stalinallee (Ringbahn),u-bahn,"52.514166666667,13.474722222222",E,Q552872,Berlin Frankfurter Allee station
1193,19641193,Stegerwaldstrasse,bus,"52.42073935358918, 13.369265336797783",A32,nan,Stegerwaldstrasse Ecke Marienfelder Allee
1194,19641194,Steglitz,s-bahn,"52.4562,13.3216",KBS 100e,Q111264179,S-Bahnhof Rathaus Steglitz
1195,19641195,Steglitzer Damm Ecke Halske Strasse,bus,"52.45003047744661, 13.346670686507988",A2,nan,nan
1196,19641196,Steglitzer Damm Ecke Munsterdamm,bus,"52.45000037204289, 13.346702091676368",A83,nan,nan
1197,19641197,Sterndamm,bus,"52.44658674940087, 13.506534865142585",A47,nan,Sterndamm Ecke Königsheideweg
1198,19641198,Steuerhaus,strassenbahn,"52.530493,13.4614989","69E,63,69,64",Q65553632,Oderbruchstraße
1199,19641199,Stindestrasse,bus,"52.4481390275755, 13.3401193662823",A32,nan,nan
1200,19641200,Storkowerstrasse Ecke Greifswalderstrasse,bus,"52.54126983182835, 13.438853750676603",A54,nan,nan
1201,19641201,Strab. Bhf. Köpenick,strassenbahn,"52.4399134,13.5817824","85,83",Q66370900,nan
1202,19641202,Strab. Bhf. Siegfriedstrasse,strassenbahn,"52.5206411,13.4994454","69,69E",Q66014798,nan
1203,19641203,Stralauer Allee Ecke Markgrafendamm,strassenbahn,"52.49740745019046, 13.46463650693144",82,nan,Stralauer Allee Ecke Markgrafendamm
1204,19641204,Strasse 393,bus,"52.54346134229288, 13.156333109553433",A63,nan,Strasse 393 Ecke Seegefelder Weg
1205,19641205,Strasse 78,bus,"52.614646041574915, 13.484873269723556",A42,nan,nan
1206,19641206,Strasse nach Saatwinkel,bus,"52.562001332583385, 13.254645985136678",A13,nan,nan
1207,19641207,Strasse nach Wartenberg,bus,"52.56866269126953, 13.520582099858125",A46,nan,Strasse nach Wartenberg Ecke Falkenberger Chaussee
1208,19641208,Strausberg,s-bahn,"52.531933,13.836933","KBS 101,KBS 101c",Q7622326,Strausberg station
1209,19641209,Strausberg Nord,s-bahn,"52.5902,13.9084",KBS 101c,Q7622324,Strausberg Nord station
1210,19641210,Strausberg Stadt,s-bahn,"52.5766,13.8878",KBS 101c,Q7622325,Strausberg Stadt station
1211,19641211,Strausberger Platz,u-bahn,"52.518055555556,13.430833333333",E,Q570999,Strausberger Platz
1212,19641212,Stresowplatz,bus,"52.53362877636616, 13.206781830760963","A5,A31",nan,Stresowplatz
1213,19641213,Stromstrasse,bus,"52.52631690374401, 13.343146315837002","A24,A70",nan,Stromstrasse Ecke Turmstrasse
1214,19641214,Stromstrasse Ecke Alt-Moabit,bus,"52.52539701700869, 13.342786224224186",A86,nan,nan
1215,19641215,Stubenrauchstrasse,bus,"52.4241380170149, 13.485495086038002",A48,nan,nan
1216,19641216,Stubenrauchstrasse,strassenbahn,"52.42422390261997, 13.485461375958135",47,nan,Stubenrauchstrasse
1217,19641217,Stubenrauchstrasse Ecke Kanalstrasse,bus,"52.43167138147915, 13.495271691543689",A52,nan,Stubenrauchstrasse Ecke Kanalstrasse
1218,19641218,Stuttgarter Platz,bus,"52.50551610729052, 13.302923303561508","A74,A21",nan,Stuttgarter Platz
1219,19641219,Stölpchensee,bus,"52.409430239790396, 13.14381794619846","AS4,A18",nan,nan
1220,19641220,"Stölpchensee, Wilhelmplatz",bus,"52.41240583089011, 13.141644518533106",A3,nan,nan
1221,19641221,StößenseeBrücke,strassenbahn,"52.508894368243524, 13.217475972829826",75,nan,nan
1222,19641222,Stößenseebrücke,strassenbahn,"52.508894368243524, 13.217475972829826",76,nan,nan
1223,19641223,Suadicanistrasse Ecke Sachsendamm,bus,"52.47327903457567, 13.365550133554501","A73,A74",nan,nan
1224,19641224,"Summt, Seegarten",bus,"52.6928158508118, 13.366394055899534",AS,nan,nan
1225,19641225,Sundgauer Str.,s-bahn,"52.436291,13.273772",KBS 100e,Q800513,Berlin Sundgauer Straße station
1226,19641226,Sundgauer Strasse,bus,"52.43838201264951, 13.271447959003352","A48,AS3s",nan,Sundgauer Strasse Ecke Berliner Strasse
1227,19641227,Sundgauer Strasse,bus,"52.4455796617832, 13.267631906214019","A48,AS3s",nan,Sundgauer Strasse Ecke Clayallee
1228,19641228,Südende,s-bahn,"52.4481,13.3536",KBS 100d,Q800511,Südende station
1229,19641229,Südstern,bus,"52.488958649509335, 13.40781379557614",A28,nan,Südstern
1230,19641230,Südstern,u-bahn,"52.489444444444,13.407777777778",C I,Q656081,Südstern
1231,19641231,Taubenstrasse Ecke Glinkastrasse,strassenbahn,"52.51282807699578, 13.386550049684635",72,nan,nan
1232,19641232,Tauernallee Ecke Grünstein Weg,bus,"52.42778803569573, 13.405261386322106",A78,nan,nan
1233,19641233,"Tauernallee, Adlermühle",bus,"52.42337464834511, 13.396185392179197",AS2s,nan,nan
1234,19641234,Tauroggener Strasse Ecke Meriendorffstrasse,bus,"52.52254099334349, 13.300464036274118",A89,nan,nan
1235,19641235,Tauroggener Strasse Ecke Osnabrücker Strasse,bus,"52.525838744600904, 13.301852064700281",A72,nan,nan
1236,19641236,Tegel,s-bahn,"52.5886,13.2894",KBS 100c,Q800493,Berlin-Tegel railway station
1237,19641237,Tegel,u-bahn,"52.58944,13.28389",C I,Q656090,Alt-Tegel metro station
1238,19641238,Tegelort,bus,"52.5705390073051, 13.231220862666484",A20,nan,Tegelort
1239,19641239,Teichstrasse,bus,"52.57435884050963, 13.34777330742025",A61,nan,Teichstrasse Ecke Lindauer Allee
1240,19641240,Teltower Damm,bus,"52.43504474561002, 13.2604425311939","A10,A53,A48",nan,Teltower Damm Ecke Berliner Strasse
1241,19641241,Teltower Strasse,bus,"52.52691807826059, 13.215807069988056","A31,AS1s",nan,Teltower Strasse Ecke Ruhlebener Strasse
1242,19641242,Teltower Strasse,strassenbahn,"52.52691412538678, 13.215987693499372","54,53",nan,Teltower Strasse
1243,19641243,Teltower Strasse Ecke Charlottenburger Chaussee,bus,"52.526892352427055, 13.216087095905214",A5,nan,nan
1244,19641244,Tempehofer Damm Ecke Friedrich-Karl-Strasse,bus,"52.45581544855384, 13.383950601851975",A68,nan,nan
1245,19641245,Tempelhof,s-bahn,"52.4708,13.3854","KBS 100,KBS 100k",Q111264368,S-Bahnhof Berlin-Tempelhof
1246,19641246,Tempelhof (Südring),u-bahn,"52.47075,13.385361111111",C II,Q3983109,Tempelhof (Südring) metro station
1247,19641247,Tempelhofer Damm Ecke Alt-Tempelhof,bus,"52.46602260022989, 13.385511228831781","A73, A64, A65",nan,nan
1248,19641248,Tempelhofer Damm Ecke Ordensmeisterstrasse,bus,"52.45582321742813, 13.383969709705047",A25,nan,nan
1249,19641249,Tessenowstrasse Ecke Oranienburgerstrasse,bus,"52.581461003387226, 13.33387304396357",A12,nan,nan
1250,19641250,Tessenowstrasse Ecke Roedernallee,bus,"52.58314995749463, 13.343694721204912",A14,nan,nan
1251,19641251,Theodor-Heuss-Platz,bus,"52.50937134345749, 13.272564724049401",A4,nan,nan
1252,19641252,Theodor-Heuss-Platz,strassenbahn,"52.509480655270494, 13.272597697619275","75,76",nan,nan
1253,19641253,Theodor-Heuss-Platz,u-bahn,"52.509722222222,13.273055555556",A I,Q657857,nan
1254,19641254,Thielallee/Pacelliallee,bus,"52.458161495962216, 13.28707254649315",A68,nan,Thielallee/Pacelliallee
1255,19641255,Thielplatz,u-bahn,"52.451111111111,13.282222222222",A II,Q571331,Freie Universität (Thielplatz) metro station
1256,19641256,Thuner Platz,bus,"52.42375896990032, 13.296184869051308","A85,A53",nan,Thuner Platz
