,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
34,196435,1964,96,strassenbahn,Lindenstrasse<> Goerzallee,49,West,15
35,196436,1964,A1,bus,"Moabit, Waldstrasse Ecke Turmstrasse<> Lindenstrasse Ecke Müllerstrasse",58,West,15
36,196437,1964,A2,bus,Bhf. Zoo<> Trippsteinstrasse,39,West,10
37,196438,1964,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,West,10
38,196439,1964,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,West,10
39,196440,1964,A11,bus,"Saargemünder Strasse<> Marienfelde, Alt-Marienfelde",34,West,7
40,196441,1964,A12,bus,Gartenstrasse Ecke Bernauer Strasse<> Hainbuchenstrasse Ecke Kastanienallee,54,West,20
41,196442,1964,A12S,bus,Leopoldplatz<> Zeltinger Platz,31,West,10
42,196443,1964,A13,bus,Alt-Heiligensee<> Weinmeisterhornweg,57,West,15
43,196444,1964,A14,bus,Alt-Heiligensee<> Rügener Strasse,53,West,20
44,196445,1964,A15,bus,"Lübarser Strasse Ecke Eichhorster Weg<> Frohnau, Invalidensiedlung",55,West,20
45,196446,1964,A16,bus,Osloer Strasse<> Englerallee,50,West,15
46,196447,1964,A17,bus,"Grunewald, Fontanestrasse<> Saaleckplatz",46,West,10
47,196448,1964,A18,bus,Saargemünder Strasse<> Kohlhasenbrück,32,West,20
48,196449,1964,A19,bus,Roseneck<> Flughafen,39,West,10
49,196450,1964,A20,bus,"Tegelort<> Lübars, Dorfaue",36,West,15
50,196451,1964,A21,bus,Wentowsteig<> U-Bhf. Fehrbelliner Platz,50,West,15
51,196452,1964,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",27,Ost,20
52,196453,1964,A23,bus,"Falkenhöhe<> Altglienicke, Kirche",20,Ost,20
53,196454,1964,A24,bus,Wiebestrasse<> Flughafen,39,West,15
54,196455,1964,A25,bus,Unionplatz<> Grüner Weg Ecke Buschkrug Allee,59,West,10
55,196456,1964,A26,bus,VEB Bautransporte<> Bhf. Schöneweide,5,Ost,15
56,196457,1964,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Müggelheim",43,Ost,10
57,196458,1964,A28,bus,Loewenhardtdamm<> Heckmannufer,30,West,7
58,196459,1964,A29,bus,Roseneck<> Oranienplatz,40,West,10
59,196460,1964,A31,bus,Machandelweg<> Heidebergplan,30,West,20
60,196461,1964,A32,bus,Breitenbachplatz<> Bhf. Marienfelde,28,West,6
61,196462,1964,A33,bus,"Berlinickestrasse Ecke Albrechtstrasse<> Mariendorf, Kaiserstrasse",15,West,5
62,196463,1964,A34,bus,"Spandau, Friedhof<> Gutshof",48,West,30
63,196464,1964,A35,bus,"Spandau, Friedhof<> Hottengrund",45,West,30
64,196465,1964,A35E,bus,Altenheim Hottengrund<> Alt-Kladow Ecke Kladower Damm,7,West,274
65,196466,1964,A36,bus,Zentralflughafen<> S-Bhf. Grünau,21,Ost,20
66,196467,1964,A39,bus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenberger Strasse",13,Ost,15
67,196468,1964,A4,bus,Brixplatz<> Harzer Strasse,56,West,10
68,196469,1964,A42,bus,"Buch, Kiesgruben<> Prenzlauer Promenade (Spitze)",31,Ost,10
69,196470,1964,A43,bus,Bürknersfelde<> S-Bhf. Nöldnerplatz,23,Ost,20
70,196471,1964,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,Ost,13
71,196472,1964,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,7,Ost,10
72,196473,1964,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",38,Ost,15
73,196474,1964,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,Ost,15
74,196475,1964,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,Ost,10
75,196476,1964,A48,bus,Bhf. Schöneweide<> Bhf. Schöneweide,17,Ost,5
76,196477,1964,A48,bus,"Potsdamer Strasse Ecke Fischerhüttenstrasse<> Philharmonie, Tiergartenstrasse",39,West,10
77,196478,1964,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Bausdorfstrasse",14,Ost,20
78,196479,1964,A5,bus,Machandelweg<> Nervenklinik,32,West,10
79,196480,1964,A50,bus,Roseneck<> Prager Platz,19,West,10
80,196481,1964,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,28
81,196482,1964,A52,bus,"Marienfelde, Stadtrandsiedlung<> Stubenrauchstrasse Ecke Kanalstrasse",46,West,20
82,196483,1964,A53,bus,Dreilindenstrasse<> Jungfernstieg,47,West,20
83,196484,1964,A54,bus,Storkowerstrasse Ecke Greifswalderstrasse<> Dimitroffstrasse Ecke Leninallee,7,Ost,10
84,196485,1964,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Liebermannstrasse Ecke Piesporter Strasse",39,Ost,16
85,196486,1964,A56,bus,"Weißensee, Nüßlerstrasse<> Wicherstrasse Ecke Prenzlauer Allee",13,Ost,15
86,196487,1964,A57,bus,Kniprodestrasse Ecke Ermländische Strasse<> Robert-Koch-Platz,24,Ost,7
87,196488,1964,A58,bus,Fontanestrasse<> U-Bhf. Pankow,18,Ost,16
88,196489,1964,A59,bus,Walther-Ulbricht-Stadion<> U-Bhf. Thälmannplatz,12,Ost,7
89,196490,1964,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,30
90,196491,1964,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",26,West,10
91,196492,1964,A61,bus,"Zobeltitzstrasse<> Gartenplatz, Feldstrasse",32,West,10
92,196493,1964,A62,bus,Wittenau<> Wittenbergplatz,38,West,15
93,196494,1964,A63,bus,Radelandstrasse Ecke Niederheideweg<> Seegefelder Weg,31,West,20
94,196495,1964,A64,bus,Bernauer Strasse Ecke Wolliner Strasse<> Höllenderstrasse Ecke Septimer Strasse,26,West,7
95,196496,1964,A65,bus,Goebelplatz<> Schulenburgpark,56,West,10
96,196497,1964,A66,bus,"Doppel-Süd, Berlepschstrasse<> U-Bhf. Onkel-Toms-Hütte",18,West,20
97,196498,1964,A67,bus,"Jerusalems-Kirche, Lindenstrasse<> Otto-Wels-Ring",36,West,5
98,196499,1964,A68,bus,Clayallee Ecke Königin-Luise-Strasse<> Bhf. Tempelhof,36,West,15
99,1964100,1964,A69,bus,Eichkamp<> Moltkebrücke,32,West,20
100,1964101,1964,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",34,Ost,12
101,1964102,1964,A7E,bus,"Schildow, Kirche<> U-Bhf. Vinetastrasse",23,Ost,11
102,1964103,1964,A70,bus,"Bhf. Wollankstrasse<> Wiebestrasse, Strassenbahnhof",27,West,10
103,1964104,1964,A71,bus,Bhf. Wilhelmsruh<> Bernauer Strasse Ecke Wolliner Strasse,22,West,15
104,1964105,1964,A72,bus,Alt-Reinickendorf Ecke Rödern Allee<> Gartenfeld,46,West,15
105,1964106,1964,A73,bus,Bhf. Zoo<> Buschkrug Alle Ecke Blaschko-Allee,35,West,10
106,1964107,1964,A74,bus,Königin-Elisabeth-Strasse<> Eythstrasse,39,West,15
107,1964108,1964,A75,bus,Munsterdamm Ecke Steglitzer Damm<> Hermannplatz,47,West,10
108,1964109,1964,A76,bus,Blohmstrasse Ecke Wünsdorfer Strasse<> Platz der Luftbrücke,36,West,10
109,1964110,1964,A77,bus,Daimlerstrasse<> Platz der Luftbrücke,25,West,10
110,1964111,1964,A78,bus,Tropfsteinweg Ecke Quarz-Weg<> Platz der Luftbrücke,26,West,10
111,1964112,1964,A79,bus,Leopoldplatz<> Sommerstrasse Ecke Klemkestrasse,16,West,10
112,1964113,1964,A8,bus,"Waldesruh, Malhlsdorfer Allee<> U-Bhf. Friedrichsfelde",33,Ost,10
113,1964114,1964,A8E,bus,Sadowastrasse<> U-Bhf. Friedrichsfelde,21,Ost,10
114,1964115,1964,A80,bus,"Spandau, Breitestrasse<> Nennhauser Damm Ecke Brunsbütteler Damm",16,West,10
115,1964116,1964,A81,bus,"Bhf. Zoo, Hardenbergplatz<> Imbrosweg Ecke Dardanellenweg",44,West,10
116,1964117,1964,A83,bus,Nettelbeckplatz<> Belßstrasse,47,West,10
117,1964118,1964,A84,bus,Ringstrasse Ecke Pestalozziplatz<> Gotenstrasse Ecke Torgauerstrasse,33,West,10
118,1964119,1964,A85,bus,"Bhf. Zoo, Hardenbergplatz<> Holtheimer Weg",45,West,10
119,1964120,1964,A86,bus,Invalidenstrasse<> Birkbuschstrasse Ecke Siemensstrasse,51,West,15
120,1964121,1964,A87,bus,"Richard-Wagner-Platz, Wintersteinstrasse<> Sophie-Charlotten-Strasse Ecke Pulsstrasse",10,West,20
121,1964122,1964,A88,bus,U-Bhf. Kaiserdamm<> Eichkampstrasse Ecke Alte Allee,10,West,20
122,1964123,1964,A89,bus,Grüntaler Straße Ecke Osloer Strasse<> Mehringplatz,39,West,10
123,1964124,1964,A9,bus,Kurische Strasse<> Scharnhorststrasse Ecke Kieler Strasse,27,Ost,7
124,1964125,1964,A90,bus,"Bhf. Zoo, Hardenbergplatz<> Vinetaplatz",35,West,15
125,1964126,1964,A91,bus,U-Bhf. Leinestrasse<> Alt-Buckow Ecke Buckower Damm,19,West,7
126,1964127,1964,A92,bus,Machandelweg<> Reimerweg Ecke Heerstrasse,24,West,20
127,1964128,1964,A99,bus,Brunnenstrasse Ecke Lortzingstrasse<> Germersheimer Platz,48,West,10
128,1964129,1964,AD,bus,Diepensee<> S-Bhf. Grünau,24,Ost,10
129,1964130,1964,AS,bus,"Zühlsdorf<> Schildow, Kirche",25,Ost,50
130,1964131,1964,A38,bus,"Bonsdorf, Waldstrasse<> S-Bhf. Grünau",13,Ost,150
131,1964132,1964,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",15,Ost,32
132,1964133,1964,AS1,bus,Bhf. Zoo<> Hohenzollernring Ecke Schönwalderstrasse,28,West,15
133,1964134,1964,AS2,bus,"Bhf. Zoo<> Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",44,West,17
134,1964135,1964,AS3,bus,Bhf. Zoo<> Rathaus Zehlendorf,29,West,15
135,1964136,1964,AS4,bus,Bhf. Zoo<> Stölpchensee,39,West,20
136,1964137,1964,AZ,bus,Groß Ziethen<> Bhf. Schönefeld,24,Ost,20
137,1964138,1964,A I,u-bahn,Schlesisches Tor<> Ruhleben,36,West,10
138,1964139,1964,A II,u-bahn,Schlesisches Tor<> Krumme Lanke,40,West,10
139,1964140,1964,A III,u-bahn,Deutsche Oper (Bismarckstr.)<> Richard-Wagner-Platz,2,West,10
140,1964141,1964,B I,u-bahn,Nollendorfplatz<> Innsbrucker Platz,6,West,5
141,1964142,1964,B III,u-bahn,Wittenbergplatz<> Uhlandstrasse,3,West,10
142,1964143,1964,C I,u-bahn,Tegel<> Britz-Süd,45,West,5
143,1964144,1964,C II,u-bahn,Mehringdamm<> Tempelhof (Südring),5,West,5
144,1964145,1964,D,u-bahn,Gesundbrunnen<> Leinestr.,19,West,10
145,1964146,1964,G,u-bahn,Leopoldplatz<> Spichernstrasse,10,West,3
146,1964147,1964,KBS 100,s-bahn,Gesundbrunnen<> Sonnenallee,0,West,0
147,1964148,1964,KBS 100a,s-bahn,Gesundbrunnen<> Staaken,0,West,0
148,1964149,1964,KBS 100c,s-bahn,Heiligensee<> Lichtenrade,0,West,0
149,1964150,1964,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0,West,0
150,1964151,1964,KBS 100d,s-bahn,Gesundbrunnen<> Lichterfelde Süd,0,West,0
151,1964152,1964,KBS 100e,s-bahn,Frohnau<> Wannsee,0,West,0
152,1964153,1964,KBS 100f,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,West,0
153,1964154,1964,KBS 100g,s-bahn,Friedrichstr.<> Spandau West,0,West,0
154,1964155,1964,KBS 100h,s-bahn,Friedrichstr.<> Wannsee,0,West,0
155,1964156,1964,KBS 100k,s-bahn,Zoologischer Garten<> Köllnische Heide,0,West,0
156,1964157,1964,KBS 101,s-bahn,Friedrichstr.<> Strausberg,0,Ost,0
157,1964158,1964,KBS 101c,s-bahn,Strausberg<> Strausberg Nord,0,Ost,0
158,1964159,1964,KBS 102,s-bahn,Friedrichstr.<> Erkner,0,Ost,0
159,1964160,1964,KBS 103,s-bahn,Falkensee<> Albrechtshof,0,Ost,0
160,1964161,1964,KBS 103,s-bahn,Friedrichstr.<> Königs Wusterhausen,0,Ost,0
161,1964162,1964,KBS 103a,s-bahn,Friedrichstr.<> Zentralflughafen Berlin-Schönefeld,0,Ost,0
162,1964163,1964,KBS 104,s-bahn,Oranienburg<> Alexanderplatz,0,Ost,0
163,1964164,1964,KBS 104d,s-bahn,Hennigsdorf (b Bln)<> Velten (Mark),0,Ost,0
164,1964165,1964,KBS 106,s-bahn,Bernau (b Bln)<> Spindlersfeld,0,Ost,0
165,1964166,1964,KBS 106a,s-bahn,Schönhauser Allee<> Zentralflughafen Berlin-Schönefeld,0,Ost,0
166,1964167,1964,O30,bus,Kosterstrasse<> Klosterstrasse,67,Ost,15
167,1964168,1964,O37,bus,Marzahner Chaussee<> Bhf. Lichtenberg,26,Ost,15
168,1964169,1964,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,10
169,1964170,1964,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",Tram,"S-Bhf. Friedrichshagen (Grenze)<> Rüdersdorf, Karl-Marx-Platz",45,Ost,20
170,1964171,1964,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),Tram,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,Ost,20
171,1964172,1964,71,strassenbahn,"Heinersdorf, Romain-Rolland-Str.<> Jüdenstrasse, Molkenmarkt",32,Ost,10
172,1964173,1964,A38,bus,"Bohnsdorf, Waldstrasse<> S-Bhf. Grünau",13,Ost,20
173,1964174,1964,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,Ost,2
174,1964175,1964,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),16,Ost,5
175,1964176,1964,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,20,West,60
