stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
1138,Seeburgerstrasse Ecke Klosterstrasse,bus,A92,"52.529141992099056, 13.195584778575654",,,,
1139,Seegefelder Weg,bus,A63,"52.549813200063646, 13.128679816115987",nan,1079,A63,"Seegefelder Weg, Stadtgrenze"
1140,Seegefelderstrasse Ecke Carl-Schurz-Strasse,bus,A80,"52.534701021293586, 13.19952529616865",,,,
1141,Seelenbinderstrasse Ecke Bahnhofstrasse,strassenbahn,"84, 87","52.4554632,13.5769303",Q66324934,1081,87,nan
1142,Seesener Strasse Ecke Hohenzollerndamm,bus,AS3s,"52.48840466807734, 13.302168463754004",,,,
1143,Seesenerstrasse Ecke Hohenzollerndamm,bus,A50,"52.48846116394224, 13.302150021095338",,,,
1144,Seestr.,u-bahn,C I,"52.55056,13.35194",Q554391,1082,C I,Seestraße
1145,Seestrasse,bus,A64,"52.546293624253636, 13.34397818008162",,,,
1146,Seidelstr. (Flughafen Tegel),u-bahn,C I,"52.571111,13.302778",Q557582,1084,C I,nan
1147,Selbitzer Strasse Ecke Krampnitzer Weg,bus,A35E,"52.45315521778876, 13.122040068790739",,,,
1148,Senefelderplatz,u-bahn,A,"52.53242,13.412743",Q32661454,1086,A,U-Bahnhof Senefelderplatz
1149,Seydlitzstrasse Ecke Kaiser-Wilhelm-Strasse,strassenbahn,96,"52.43195370707602, 13.338113726263753",,,,
1150,Siegfriedstrasse Ecke Hermannstrasse,bus,A91,"52.46787567390414, 13.431095108115398",,,,
1151,Siemensstadt,s-bahn,KBS 100b,"52.53923,13.26365",Q96080453,1087,KBS 100c,Berlin-Siemensstadt railway station
1152,Siemensstadt-Fürstenbrunn,s-bahn,KBS 100a,"52.528,13.2695",Q18747940,1088,KBS 103a,Siemensstadt-Fürstenbrunn station
1153,Silbersteinstrasse Ecke Hermannstrasse,bus,A91,"52.46644283460062, 13.431938016237922",,,,
1154,Sommerstrasse Ecke Klemkestrasse,bus,A79,"52.57476543169972, 13.3735118377214",,,,
1155,Sonnenallee,s-bahn,KBS 100,"52.473,13.4558",Q481364,1091,KBS 100,Berlin Sonnenallee station
1156,Sonnenallee Ecke Baumschulenstrasse,strassenbahn,92,"52.46085257013217, 13.481340080950037",nan,1092,"95P,26",Sonnenallee
1157,Sonnenallee Ecke Erkstrasse,bus,A4,"52.48167462225099, 13.440103660480876",,,,
1158,Sonnenallee Ecke Pannierstrasse,bus,A75,"52.48609620424968, 13.430217857961605",,,,
1159,Sophie-Charlotte-Platz,u-bahn,A I,"52.510833333333,13.296666666667",Q657879,1094,"A I,B I",Sophie-Charlotte-Platz
1160,Sophie-Charlotten-Platz,bus,A74,"52.51094811093668, 13.296499935495818",,,,
1161,Sophie-Charlotten-Strasse,bus,A18,"52.44594955353092, 13.267788405970709",nan,1096,A18,Sophie-Charlotten-Strasse Ecke Clayallee
1162,Sophie-Charlotten-Strasse Ecke Pulsstrasse,bus,A87,"52.52424895516199, 13.285069508880115",,,,
1163,Spandau,s-bahn,"KBS 100a,KBS 100g","52.532, 13.2089",Q800491,1097,"KBS 101,KBS 103a",S-Bahnhof Berlin Spandau
1164,Spandau West,s-bahn,"KBS 100a,KBS 100g","52.5347,13.1958",Q111325678,1098,"KBS 101,KBS 103a",S-Bahnhof Berlin Spandau
1165,"Spandau, Breitestrasse",bus,A80,"52.53613706839122, 13.2044205710145",,,,
1166,"Spandau, Friedhof",bus,"A34,A35","52.553136286584845, 13.179674445908985",nan,1099,A34,"Spandau, Friedhof"
1167,"Spandau, Markt",strassenbahn,"75,54,76,53","52.53784349532438, 13.204135429364628",nan,1100,"53,55,54,76,75","Spandau, Markt"
1168,Spandauer Damm,bus,"A10,A74","52.51838420899177, 13.280076964056246",nan,1101,"A10,A74",Spandauer Damm Ecke Königin-Elisabeth-Strasse
1169,Spandauer Damm Ecke Sophie-Charlotten-Strasse,bus,A87,"52.51882820056531, 13.286667124223507",,,,
1170,Spandauer Damm Ecke Stadtautobahn,bus,A65,"52.51857412672491, 13.283160489189049",,,,
1171,Spandauer Strasse,bus,A31,"52.535940922541684, 13.156793426342295",nan,1102,A31,Spandauer Strasse Ecke Klosterbuschweg
1172,Spichernstrasse,u-bahn,"G,A II","52.496388888889,13.330555555556",Q667046,,,
1173,Spichernstrasse Ecke Joachimstaler Strasse,bus,A2,"52.4963190338576, 13.3307628589775",,,,
1174,Spindlersfeld,s-bahn,KBS 106,"52.4472,13.5613",Q4892371,1105,KBS 103a,Berlin-Spindlersfeld station
1175,Spittelmarkt,strassenbahn,"74E,74,72,64","52.511243321361405, 13.40494539543245",nan,1106,"64,72,74E,74",Spittelmarkt
1176,Spittelmarkt,u-bahn,A,"52.511111111111,13.403611111111",Q569489,1107,A,Spittelmarkt station
1177,Spreewaldplatz,bus,A75,"52.49746662927152, 13.43173832995115",nan,1108,A75,nan
1178,Berlin-Staaken station,s-bahn,KBS 100a,"52.5378,13.1414",Q477545,,,
1179,Staakener Strasse,bus,A63,"52.536487084911975, 13.190823566060091",nan,1111,A63,Staakener Strasse Ecke Seegefelder Strasse
1180,Stadion Buschallee,strassenbahn,70,"52.5566718,13.4869834",Q65504715,1112,70,Stadion Buschallee/Hansastraße
1181,Stadion Lichterfelde,bus,A17,"52.43867922703144, 13.325050443019501",nan,1113,A17,Stadion Lichterfelde
1182,Stadtilmer Weg,bus,A11,"52.41555243137193, 13.343616343041083",,,,
1183,Stadtmitte,u-bahn,A,"52.5122,13.3894","Q660066",1114,A,nan
1184,Stadtpark,bus,A17,"52.44890555557147, 13.338827669086982",nan,1115,A17,"Stadtpark, Albrechtstrasse"
1185,Stadtrandstrasse,bus,A5,"52.553426999619965, 13.153585430700852",nan,1116,A5,Stadtrandstrasse Ecke Falkenseer Chaussee
1186,Stalinallee,bus,O40,"52.51715128685504, 13.440640767102789",nan,1117,O40,Stalinallee Ecke Strasse der Pariser Kommune
1187,Stalinallee (Ringbahn),u-bahn,E,"52.514166666667,13.474722222222",Q552872,1119,E,Berlin Frankfurter Allee station
1188,Stegerwaldstrasse,bus,A32,"52.42073935358918, 13.369265336797783",nan,1120,A32,Stegerwaldstrasse Ecke Marienfelder Allee
1189,Steglitz,s-bahn,KBS 100e,"52.4562,13.3216",Q111264179,1121,KBS 104,S-Bahnhof Rathaus Steglitz
1190,Bismarckstrasse Ecke Steglitzer Damm,bus,A81,"52.45103871422625, 13.337949524239141",,,,
1191,Steglitzer Damm Ecke Halske Strasse,bus,A2,"52.45003047744661, 13.346670686507988",nan,1122,A2,nan
1192,Steglitzer Damm Ecke Munsterdamm,bus,A83,"52.45000037204289, 13.346702091676368",,,,
1193,Sterndamm,bus,A47,"52.44658674940087, 13.506534865142585",nan,1123,A47,Sterndamm Ecke Königsheideweg
1194,Steuerhaus,strassenbahn,"69E,63,69,64","52.530493,13.4614989",Q65553632,1125,"64,63",Oderbruchstraße
1195,Stindestrasse,bus,A32,"52.4481390275755, 13.3401193662823",,,,
1196,Strab. Bhf. Köpenick,strassenbahn,"85,83","52.4399134,13.5817824",Q66370900,,,
1197,Strab. Bhf. Siegfriedstrasse,strassenbahn,"69,69E","52.5206411,13.4994454",Q66014798,,,
1198,Stralauer Allee Ecke Markgrafendamm,strassenbahn,82,"52.49740745019046, 13.46463650693144",nan,1127,82,Stralauer Allee Ecke Markgrafendamm
1199,Strasse 393,bus,A63,"52.54346134229288, 13.156333109553433",nan,1128,A63,Strasse 393 Ecke Seegefelder Weg
1200,Strasse 78,bus,A42,"52.614646041574915, 13.484873269723556",nan,1129,A42,nan
1201,Strasse nach Saatwinkel,bus,A13,"52.562001332583385, 13.254645985136678",,,,
1202,Strasse nach Wartenberg,bus,A46,"52.56866269126953, 13.520582099858125",nan,1131,A46,Strasse nach Wartenberg Ecke Falkenberger Chaussee
1203,Strausberg,s-bahn,"KBS 101,KBS 101c","52.531933,13.836933",Q7622326,1132,"KBS 101,KBS 101c",Strausberg station
1204,Strausberg Nord,s-bahn,KBS 101c,"52.5902,13.9084",Q7622324,1133,KBS 101c,Strausberg Nord station
1205,Strausberg Stadt,s-bahn,KBS 101c,"52.5766,13.8878",Q7622325,1134,KBS 101c,Strausberg Stadt station
1206,Strausberger Platz,u-bahn,E,"52.518055555556,13.430833333333",Q570999,1136,E,Strausberger Platz
1207,Stresowplatz,bus,"A5,A31","52.53362877636616, 13.206781830760963",nan,1137,"A5,A31",Stresowplatz
1208,Stromstrasse,bus,"A24,A70","52.52631690374401, 13.343146315837002",nan,1139,A70,Stromstrasse Ecke Turmstrasse
1209,Stromstrasse Ecke Alt-Moabit,bus,A86,"52.52539701700869, 13.342786224224186",,,,
1210,Stubenrauchstrasse,bus,A48,"52.4241380170149, 13.485495086038002",,,,
1211,Stubenrauchstrasse,strassenbahn,47,"52.42422390261997, 13.485461375958135",nan,1141,47,Stubenrauchstrasse
1212,Stubenrauchstrasse Ecke Kanalstrasse,bus,A52,"52.43167138147915, 13.495271691543689",,,,Stubenrauchstrasse Ecke Kanalstrasse
1213,Stuttgarter Platz,bus,"A74,A21","52.50551610729052, 13.302923303561508",nan,1142,"A74,A21",Stuttgarter Platz
1214,Stölpchensee,bus,"AS4,A18","52.409430239790396, 13.14381794619846",,,,
1215,"Stölpchensee, Wilhelmplatz",bus,A3,"52.41240583089011, 13.141644518533106",nan,1145,A3,nan
1216,StößenseeBrücke,strassenbahn,75,"52.508894368243524, 13.217475972829826",nan,1146,"75,76",nan
1217,Stößenseebrücke,strassenbahn,76,"52.508894368243524, 13.217475972829826",,,,
1218,Suadicanistrasse Ecke Sachsendamm,bus,"A73,A74","52.47327903457567, 13.365550133554501",,,,
1219,"Summt, Seegarten",bus,AS,"52.6928158508118, 13.366394055899534",,,,
1220,Sundgauer Str.,s-bahn,KBS 100e,"52.436291,13.273772",Q800513,1147,KBS 104,Berlin Sundgauer Straße station
1221,Sundgauer Strasse,bus,"A48,AS3s","52.4455796617832, 13.267631906214019 ; 52.43838201264951, 13.271447959003352",nan,1148,AS3 ; A48,Sundgauer Strasse Ecke Clayallee ; Sundgauer Strasse Ecke Berliner Strasse
1222,Südende,s-bahn,KBS 100d,"52.4481,13.3536",Q800511,1150,KBS 106,Südende station
1223,Südstern,bus,A28,"52.488958649509335, 13.40781379557614",nan,1151,A28,Südstern
1224,Südstern,u-bahn,C I,"52.489444444444,13.407777777778",Q656081,1152,C I,Südstern
1225,Taubenstrasse Ecke Glinkastrasse,strassenbahn,72,"52.51282807699578, 13.386550049684635",,,,
1226,Tauernallee Ecke Grünstein Weg,bus,A78,"52.42778803569573, 13.405261386322106",,,,
1227,Mariendorfer Damm Ecke Tauernallee,bus,A76,"52.423368045285486, 13.396231280033533",,,,
1228,"Tauernallee, Adlermühle",bus,AS2s,"52.42337464834511, 13.396185392179197",nan,1154,AS2,nan
1229,Tauroggener Strasse Ecke Meriendorffstrasse,bus,A89,"52.52254099334349, 13.300464036274118",,,,
1230,Tauroggener Strasse Ecke Osnabrücker Strasse,bus,A72,"52.525838744600904, 13.301852064700281",nan,1156,A72,nan
1231,Tegel,s-bahn,KBS 100c,"52.5886,13.2894",Q800493,1157,KBS 105,Berlin-Tegel railway station
1232,Tegel,u-bahn,C I,"52.58944,13.28389",Q656090,1158,C I,Alt-Tegel metro station
1233,Tegelort,bus,A20,"52.5705390073051, 13.231220862666484",nan,1160,A20,Tegelort
1234,Teichstrasse,bus,A61,"52.57435884050963, 13.34777330742025",nan,1161,A61,Teichstrasse Ecke Lindauer Allee
1235,Teltower Damm,bus,"A10,A53,A48","52.43504474561002, 13.2604425311939",nan,1162,"A10,A48,A53",Teltower Damm Ecke Berliner Strasse
1236,Teltower Strasse,bus,"A31,AS1s","52.52691807826059, 13.215807069988056",nan,1163,"AS1,A5,A31",Teltower Strasse Ecke Ruhlebener Strasse
1237,Teltower Strasse,strassenbahn,"54,53","52.52691412538678, 13.215987693499372",nan,1164,"53,54",Teltower Strasse
1238,Teltower Strasse Ecke Charlottenburger Chaussee,bus,A5,"52.526892352427055, 13.216087095905214",,,,
1239,Tempelhofer Damm Ecke Alt-Tempelhof,bus,"A73, A64, A65","52.46602260022989, 13.385511228831781",,,,
1240,Tempehofer Damm Ecke Friedrich-Karl-Strasse,bus,A68,"52.45581544855384, 13.383950601851975",nan,1167,A68,nan
1241,Tempelhof,s-bahn,"KBS 100,KBS 100k","52.4708,13.3854",Q111264368,1168,"KBS 100a,KBS 100",S-Bahnhof Berlin-Tempelhof
1242,Tempelhof (Südring),u-bahn,C II,"52.47075,13.385361111111",Q3983109,1169,C II,Tempelhof (Südring) metro station
1243,Tempelhofer Damm Ecke Ordensmeisterstrasse,bus,A25,"52.45582321742813, 13.383969709705047",,,,
1244,Britzer Damm Ecke Tempelhofer Weg,bus,A91,"52.44894113315902, 13.436220481040927",,,,
1245,Tessenowstrasse Ecke Oranienburgerstrasse ; Tessenowstrasse Ecke Roedernallee,bus,A12 ; A14,"52.581461003387226, 13.33387304396357 ; 52.58314995749463, 13.343694721204912",,,,
1246,Theodor-Heuss-Platz,bus,A4,"52.50937134345749, 13.272564724049401",,,,
1247,Theodor-Heuss-Platz,strassenbahn,"75,76","52.509480655270494, 13.272597697619275",,,,
1248,Theodor-Heuss-Platz,u-bahn,A I,"52.509722222222,13.273055555556",Q657857,,,
1249,Thielallee/Pacelliallee,bus,A68,"52.458161495962216, 13.28707254649315",nan,1172,A68,Thielallee/Pacelliallee
1250,Thielplatz,u-bahn,A II,"52.451111111111,13.282222222222",Q571331,1173,"A II,B II",Freie Universität (Thielplatz) metro station
1251,Thuner Platz,bus,"A85,A53","52.42375896990032, 13.296184869051308",nan,1175,A53,Thuner Platz
1252,Thuyring Ecke Tempelhofer,bus,A78,"52.47483049488452, 13.385744440476032",,,,
1253,Thuyring Ecke Tempelhofer Damm,bus,"A76,A77","52.4748435370118, 13.385755164694942",,,,
1254,Thälmannplatz,strassenbahn,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.45059921293253, 13.752440969865605",,,,
1255,Thälmannplatz,u-bahn,A,"52.51167,13.38472",Q658391,1178,A,Mohrenstraße metro station
1256,Tiergarten,s-bahn,"KBS 100h,KBS 100g","52.5144,13.3365",Q572112,1179,"KBS 101,KBS 102",Berlin-Tiergarten station
1257,Tiergartenstrasse,bus,"A24,A69","52.50960312444174, 13.351320889801638",nan,1180,"A69,A16,A24",Tiergartenstrasse Ecke Hofjägerallee
1258,Tierpark Berlin,strassenbahn,"69,69E","52.50297204519277, 13.520916474066839",nan,1181,69,Tierpark Berlin
1259,Trabener Strasse,bus,A69,"52.49310178577124, 13.275431330442801",nan,1183,A69,nan
1260,"Treptow, Rathaus",bus,A47,"52.48358899866382, 13.480324760498638",nan,1186,A47,"Treptow, Rathaus"
1261,Treptower Park,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.4938,13.4618",Q559274,1187,"KBS 103,KBS 103a,KBS 106",Berlin Treptower Park station
1262,Triftweg,bus,A52,"52.431024618021745, 13.45739670616807",nan,1188,A52,Triftweg Ecke Johannisthaler Chausse
1263,"Triftweg, LPG",bus,AS,"52.675604743516104, 13.37729050263628",,,,
1264,Trippsteinstrasse,bus,A2,"52.41893958981137, 13.346149658204126",nan,1189,"A11,A2",Trippsteinstrasse Ecke Brotteroder Strasse
1265,Tropfsteinweg Ecke Quarz-Weg,bus,A78,"52.42358005195643, 13.414666887679395",,,,
1266,Turmstrasse,u-bahn,G,"52.52585,13.341352777778",Q571400,,,
1267,Turmstrasse Ecke Stromstrasse,bus,A72,"52.52631573511827, 13.34320006470035",nan,1191,A72,nan
1268,Turmstrasse/Rathenower Strasse,bus,A70,"52.52677998083022, 13.355183467556872",nan,1192,A70,Turmstrasse/Rathenower Strasse
1269,U-Bhf Kottbusser Tor,bus,A28,"52.499051258453434, 13.418359009880978",nan,1193,A28,U-Bhf Kottbusser Tor
1270,U-Bhf. Blaschko-Allee,strassenbahn,47,"52.45247096720977, 13.449135539536405",,,,
1271,U-Bhf. Bülowstrasse,bus,"A75,A48","52.49787469517453, 13.362124599310649",nan,1196,"A48,A75",U-Bhf. Bülowstrasse
1272,U-Bhf. Dahlem-Dorf,bus,A68,"52.45807069736877, 13.289706947871178",nan,1198,A68,U-Bhf. Dahlem-Dorf
1273,U-Bhf. Dimitroffstrasse,strassenbahn,"4,22,13,49,70,46","52.5401928,13.4113979",Q65088313,1199,"70,49,22,4,46,13",U Eberswalder Straße
1274,U-Bhf. Ernst-Reuter-Platz,bus,"A62,A25,AS1s","52.51164603099566, 13.322290858670174",nan,1200,"A25,A62,AS1",U-Bhf. Ernst-Reuter-Platz
1275,U-Bhf. Ernst-Reuter-Platz,strassenbahn,55,"52.511726576083134, 13.32260139821175",nan,1201,55,U-Bhf. Ernst-Reuter-Platz
1276,U-Bhf. Fehrbelliner Platz,bus,"AS3s,A1,A50,A89,A4,A21","52.490390927187676, 13.31417745809863",nan,1202,"A1,A4,A21,AS3",U-Bhf. Fehrbelliner Platz
1277,U-Bhf. Flughafen,bus,A4,"52.48488595983176, 13.38599654703171",nan,1203,"A19,A4",U-Bhf. Flughafen
1278,U-Bhf. Flughafen,strassenbahn,96,"52.484779980367215, 13.385962227231367",nan,1204,96,U-Bhf. Flughafen
1279,U-Bhf. Friedrichsfelde,bus,"A43,A8,A8E","52.50624112361932, 13.512853060220209",nan,1205,"A43,A8,A8E",U-Bhf. Friedrichsfelde
1280,U-Bhf. Gesundbrunnen,bus,"A14,A99,A64","52.548660755358114, 13.387873629581087",nan,1206,"A14,A64",U-Bhf. Gesundbrunnen
1281,U-Bhf. Gneisenaustrasse,bus,A89,"52.491226587637556, 13.396327911797728",,,,
1282,U-Bhf. Grenzallee,bus,A67,"52.46369510254238, 13.444231731166557",nan,1207,A67,U-Bhf. Grenzallee
1283,U-Bhf. Hallesches Tor,bus,A24,"52.497910015148264, 13.391307667735301",nan,1209,A24,U-Bhf. Hallesches Tor
1284,U-Bhf. Heidelberger Platz,bus,A60,"52.48006162214815, 13.312159920359697",nan,1211,A60,U-Bhf. Heidelberger Platz
1285,U-Bhf. Kaiserdamm,bus,"A10,A88","52.50999451351762, 13.28180313022396",nan,1212,"A65,A10",U-Bhf. Kaiserdamm
1286,U-Bhf. Kochstrasse,bus,"A75,A29","52.50669823641868, 13.390503218886558",nan,1213,A75,nan
1287,U-Bhf. Kottbusser Tor,bus,A67,"52.499122758255055, 13.4182411702772",nan,1214,A67,U-Bhf. Kottbusser Tor
1288,U-Bhf. Krumme Lanke,bus,"A3,A53","52.44361298127498, 13.241006428124264",nan,1215,"A3,A53",U-Bhf. Krumme Lanke
1289,U-Bhf. Kurt-Schumacher-Platz,bus,"A62,A61","52.56338157214657, 13.32719915637487",nan,1216,"A61,A62",U-Bhf. Kurt-Schumacher-Platz
1290,U-Bhf. Leinestrasse,bus,A91,"52.472634832836185, 13.428552064915147",,,,
1291,U-Bhf. Leopold-Platz,bus,A12,"52.54640033291444, 13.359096803326494",nan,1218,A12,nan
1292,U-Bhf. Moritzplatz,bus,A75,"52.50366899509004, 13.41055755394872",nan,1219,A75,nan
1293,U-Bhf. Neukölln,strassenbahn,15,"52.46965567921364, 13.441614939772098",nan,1220,"15,47,26",U-Bhf. Neukölln
1294,U-Bhf. Onkel-Toms-Hütte,bus,"A66,A3","52.45007713385221, 13.251272593463492",nan,1221,"A3,A66",nan
1295,U-Bhf. Oskar-Helene-Heim,bus,"AS3s,A11,A1,A18,A3","52.450279005868815, 13.270361987159156",nan,1222,"A1,A11,AS3,A3,A18",U-Bhf. Oskar-Helene-Heim
1296,U-Bhf. Pankow,bus,A58,"52.56721533989539, 13.412199219637507",,,,
1297,U-Bhf. Parchimer Allee,bus,A25,"52.44566869961195, 13.44991915431808",,,,
1298,U-Bhf. Prinzenstrasse,bus,A28,"52.49844153838657, 13.406643837212261",nan,1223,A28,U-Bhf. Prinzenstrasse
1299,U-Bhf. Ruhleben,bus,"A5,A31,A92,AS1s","52.52596833151868, 13.241478578696297",nan,1224,"AS1,A5,A31",U-Bhf. Ruhleben
1300,U-Bhf. Ruhleben,strassenbahn,"54,53","52.52595776615238, 13.241371866188729",nan,1225,"53,54",U-Bhf. Ruhleben
1301,U-Bhf. Rüdesheimer Platz,bus,A17,"52.4720831087791, 13.314909778144818",nan,1226,A17,"U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse"
1302,"U-Bhf. Scharnweberstrasse, Sportplatz",bus,A61,"52.56792223040469, 13.311949805424875",nan,1227,A61,"U-Bhf. Scharnweberstrasse, Sportplatz"
1303,U-Bhf. Schlesisches Tor,bus,A28,"52.50108419874335, 13.441971259873345",nan,1228,A28,U-Bhf. Schlesisches Tor
1304,U-Bhf. Seestrasse,bus,"A12,A16,A12S,A89","52.550315408708514, 13.352298502985231",nan,1229,"A12,A16",U-Bhf. Seestrasse
1305,U-Bhf. Spichernstrasse,bus,AS3s,"52.496662089787904, 13.330634998194935",,,,
1306,U-Bhf. Spichernstrasse,bus,A81,"52.496662089787904, 13.330634998194935",,,,
1307,U-Bhf. Stadtmitte,bus,A59,"52.5104179669139, 13.389881304836392",,,,
1308,U-Bhf. Strausberger Platz,strassenbahn,1,"52.51808306742478, 13.432938339097822",nan,1231,1,U-Bhf. Strausberger Platz
1309,U-Bhf. Tegel,bus,"A14,A15,A20,A13","52.589503132547385, 13.283630715732999",nan,1233,"A15,A20,A14,A13",U-Bhf. Tegel
1310,U-Bhf. Tempelhof,bus,"A76,A77,A78","52.4698750992553, 13.38558705982547",nan,1234,"A77,A76",nan
1311,U-Bhf. Thielplatz,bus,A10,"52.45104520805668, 13.281736418792137",nan,1235,A10,U-Bhf. Thielplatz
1312,U-Bhf. Thälmannplatz,bus,A59,"52.5114441966642, 13.383432905885536",,,,
1313,U-Bhf. Turmstrasse,bus,A90,"52.526364913706246, 13.341336806538983",,,,
1314,U-Bhf. Vinetastrasse,bus,"A7,A7E","52.55981894046453, 13.413208628380339",nan,1236,A7,U-Bhf. Vinetastrasse
1315,U-Bhf. Vinetastrasse,strassenbahn,"46,49,22","52.5596168,13.413232",Q65075426,1237,"46,49,22",U Vinetastraße
1316,Uckermarkstrasse,bus,A49,"52.52145144349922, 13.596724604247981",nan,1238,A49,Uckermarkstrasse Ecke Am Baltenring
1317,Uhlandstrasse,bus,A29,"52.49368292097469, 13.323611381015645 ; 52.50252020955797, 13.325204349014482",nan,1239,A50 ; A29,Uhlandstrasse Ecke Hohenzollerndamm ; Uhlandstrasse Ecke Kurfürstendamm
1318,Uhlandstraße,u-bahn,B III,"52.5025,13.325555555556",Q568224,,,
1319,Uhlandstrasse Ecke Güntzelstrasse,bus,A50,"52.491527105416, 13.32321130281692",,,,
1320,Uhlandstrasse Ecke Kurfürstendamm,bus,A69,"52.502532428867724, 13.325280453057784",nan,1240,A69,nan
1321,Ulmenstrasse,bus,A27,"52.48730877811447, 13.574932033917504",nan,1241,A27,Ulmenstrasse Ecke Chemnitzer Strasse
1322,Unter den Eichen Ecke Habelschwerdter-Allee,bus,A11,"52.44567489464425, 13.29371363542892",,,,
1323,Unionplatz,bus,"A99,A25","52.533059397499464, 13.337278814540305",nan,1243,A25,Unionplatz
1324,Urban-Krankenhaus,bus,A28,"52.493469358698874, 13.406245116325284",,,,
1325,Urban-Krankenhaus,strassenbahn,95,"52.493469358698874, 13.406245116325284",,,,
1326,Usedomer Strasse,bus,A71,"52.541120501957316, 13.393769565044664",nan,1245,A71,Usedomer Strasse Ecke Brunnenstrasse
1327,Usedomer Strasse Ecke Brunnenstrasse,bus,A61,"52.54111444748482, 13.393771487382672",,,,
1328,VEB Bautransporte,bus,A26,"52.44295541604966, 13.519519091051876",nan,1246,A26,nan
1329,VEB Schiffswerft,strassenbahn,"85,83","52.42547977761138, 13.586220039541647",nan,1247,83,nan
1330,Velten (Mark),s-bahn,KBS 104d,"52.685,13.172222",Q19274518,1248,KBS 105,Velten (Mark)
1331,Verwaltungs-Gebäude,bus,A10,"52.537063326963775, 13.262285169635492",nan,1249,A10,nan
1332,Viersener Strasse,bus,"A5,A63","52.54020417705652, 13.17462661157195 ; 52.54873823655914, 13.17802517662475",nan,1250,A63 ; A5,Viersener Strasse Ecke Seegefelder Strasse ; Viersener Strasse Ecke Falkenseer Chaussee
1333,Vinetaplatz,bus,A90,"52.54113780146798, 13.398421301960559",,,,
1334,Virchow Krankenhaus,bus,A64,"52.54371513062133, 13.339317916518894",,,,
1335,Virchow-Krankenhaus,bus,A16,"52.54371513062133, 13.339317916518894",nan,1252,A16,Virchow-Krankenhaus
1336,Voltastr.,u-bahn,D,"52.542093,13.393022",Q663308,1254,D,Voltastraße
1337,Waidmannslust,s-bahn,KBS 100e,"52.6064,13.321",Q800492,1256,KBS 106,Berlin-Waidmannslust station
1338,Waldemarplatz,bus,A53,"52.43775537029681, 13.220189780766606",nan,1257,A53,nan
1339,Waldemarstrasse,bus,A28,"52.50326279588436, 13.420631417701001",nan,1258,A28,Waldemarstrasse Ecke Adalbertstrasse
1340,"Waldesruh, Malhlsdorfer Allee",bus,A8,"52.48493120102871, 13.629069441163518",nan,1260,A8,nan
1341,Waldfriedhof,bus,A18,"52.42599572508999, 13.209246048971062",nan,1261,A18,Waldfriedhof Zehlendorf Ecke Potsdamer Chaussee
1342,Waldhornstrasse,bus,A20,"52.60288515165948, 13.308053424389595",,,,
1343,Waldkrankenhaus,bus,A5,"52.56214542863615, 13.158340085815741",nan,1262,A5,Waldkrankenhaus
1344,Waldschänke,bus,A22,"52.443318139967566, 13.68593963431219",nan+ nan,1263+ 1264,"A22+ S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",nan+  Waldschänke
1345,Waldstrasse Ecke Turmstrasse,bus,A72,"52.52720083563926, 13.330524926971268",,,,
1346,Waldstrasse/Gotzkowskystrasse,bus,A70,"52.52721622390326, 13.330524512340718",nan,1266,A70,Waldstrasse/Gotzkowskystrasse
1347,Walter-Ulbricht-Stadion,strassenbahn,"82,69","52.536515137173154, 13.377775719050113",,,,
1348,Waltersdorf,bus,AD,"52.36492901110609, 13.555712408051676",nan,1268,A38,Waltersdorf
1349,Walther-Ulbricht-Stadion,bus,A59,"52.53664798445947, 13.378298128444149",,,,
1350,Wannsee,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.421928022812146, 13.175815964118582",nan,1271,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan
1351,Wannsee,s-bahn,"KBS 100h,KBS 100e","52.4214,13.1792",Q111325896,1272,"KBS 104,KBS 102",S-Bahnhof Berlin Wannsee
1352,Warnemünder Strasse,bus,A17,"52.47539404289092, 13.290313295533931",,,,
1353,Warnemünder/Berkaer Strasse,bus,A60,"52.47543626291202, 13.290288437340868",nan,1274,A60,nan
1354,Warschauer Str.,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.506416666667,13.450955555556",Q111252298,1276,"KBS 101,KBS 103,KBS 102",S-Bahnhof Warschauer Straße
1355,Warschauer Strasse,bus,O30,"52.512432267445355, 13.452598837307189",nan,1277,O30,Warschauer Strasse Ecke Grünberger Strasse
1356,Warschauer Strasse,strassenbahn,82,"52.50502,13.44863",Q63490275,1278,"3,4,82",S+U-Bahnhof Warschauer Straße (tram stop)
1357,"Wartenberg, Dorfstrasse",bus,A39,"52.57484089632958, 13.518020972979759",nan,1279,A39,"Wartenberg, Dorfstrasse"
1358,"Wartenberg, Siedlung",bus,A39,"52.58393195902164, 13.53076033685478",nan,1280,A39,"Wartenberg, Siedlung"
1359,Washingtonplatz,bus,A83,"52.52421575930872, 13.370599576836959",,,,
