,line_id,stop_name,stop_order,stop_id
0,19641,Ostbahnhof,0,1964878
1,19641,U-Bhf. Strausberger Platz,1,19641312
2,19641,Leninplatz,2,1964704
3,19641,"Alexanderplatz, Memhardstr.",3,196414
4,19641,Rosenthaler Platz,4,19641024
5,19641,Invalidenstrasse Ecke Chausseestrasse,5,1964554
6,19641,Oranienburger Tor,6,1964864
7,19641,Hannoversche Strasse,7,1964451
8,19642,Adalbertstrasse,0,19641
9,19642,S-Bhf. Jannowitzbrücke,1,19641053
10,19642,"Alexanderplatz, Grunerstrasse",2,196411
11,19643,S-Bhf. Warschauer Strasse,0,19641075
12,19643,Kopernikusstrasse,1,1964629
13,19643,Holteistrasse Ecke Boxhagenerstrasse,2,1964526
14,19643,Bhf. Frankfurter Allee,3,1964125
15,19643,Roederplatz,4,19641018
16,19643,Hohenschönhauser Strasse,5,1964516
17,19643,Omnibus-Bhf. Lichtenberger Strasse,6,1964856
18,19643,Klement-Gottwald-Allee,7,1964611
19,19643,Antonplatz,8,196469
20,19643,Prenzlauer Promenade,9,1964941
21,19643,Schönhauser Allee,10,19641135
22,19643,Björnsonstrasse,11,1964158
23,19644,S-Bhf. Warschauer Strasse,0,19641075
24,19644,Grünberger Strasse,1,1964423
25,19644,Frankfurter Tor,2,1964337
26,19644,Bersarinplatz,3,1964120
27,19644,Leninallee,4,1964702
28,19644,Kniprodestrasse,5,1964621
29,19644,Greifswalder Strasse,6,1964402
30,19644,Prenzlauer Allee,7,1964938
31,19644,U-Bhf. Dimitroffstrasse,8,19641278
32,19644,Eberswalderstrasse Ecke Oderberger Strasse,9,1964280
33,19645,Heinrich-Heine-Strasse,0,1964481
34,19645,S-Bhf. Jannowitzbrücke,1,19641054
35,19645,"Alexanderplatz, Memhardstrasse",2,196415
36,19645,Rosenthaler Platz,3,19641024
37,19645,Brunnenstrasse Ecke Invalidenstrasse,4,1964195
38,19645,Oranienburger Tor,5,1964864
39,19645,Bhf. Friedrichstrasse,6,1964127
40,19645,Am Kupfergraben,7,196450
41,19646,Hönower Wiesenweg Ecke Blockdammweg,0,1964542
42,19646,Kraftwerk Klingenberg,1,1964634
43,19646,Karlshorster Strasse,2,1964589
44,19646,Holteistrasse Ecke Boxhagenerstrasse,3,1964526
45,19646,Frankfurter Tor,4,1964337
46,19646,Bersarinplatz,5,1964120
47,19646,Leninallee,6,1964702
48,19646,Kniprodestrasse,7,1964621
49,19646,Greifswalder Strasse,8,1964402
50,19646,Prenzlauer Allee,9,1964938
51,19646,U-Bhf. Dimitroffstrasse,10,19641278
52,19646,Oderberger Strasse Ecke Eberswalderstrasse,11,1964852
53,19647,Daimlerstrasse,0,1964249
54,19647,Großbeerenstrasse Ecke Lankwitzer Strasse,1,1964410
55,19647,Körtingstrasse,2,1964685
56,19647,Mariendorfer Damm,3,1964773
57,19647,Imbrosweg,4,1964545
58,19647,Mariendorfer Friedhof,5,1964776
59,19647,Industriestrasse,6,1964548
60,19647,Germaniastrasse,7,1964376
61,19647,Frauenklinik,8,1964341
62,19647,Hermannstrasse,9,1964490
63,19647,U-Bhf. Neukölln,10,19641298
64,19647,Richardstrasse,11,19641008
65,19647,Saalestrasse Ecke Sonnenallee,12,19641078
66,19647,Dammweg,13,1964251
67,19647,Schulenburgpark,14,19641112
68,19648,"Rosenthal, Hauptstrasse",0,19641022
69,19648,Nordendstrasse,1,1964843
70,19648,Kurt-Fischer-Platz,2,1964664
71,19648,"Pankow, Kirche",3,1964892
72,19648,S-Bhf. Pankow,4,19641065
73,19648,U-Bhf. Vinetastrasse,5,19641319
74,19648,S-Bhf. Schönhauser Allee,6,19641072
75,19648,U-Bhf. Dimitroffstrasse,7,19641278
76,19648,Rosenthaler Platz,8,19641024
77,19648,"Alexanderplatz, Memhardstrasse",9,196415
78,19648,S-Bhf. Jannowitzbrücke,10,19641054
79,19649,"Niederschönhausen, Schillerstrasse",0,1964836
80,19649,Nordend,1,1964842
81,19649,Ossietzkyplatz,2,1964875
