stop_order,stop_id,line_id
0,19710_east,19711_east
1,19711_east,19711_east
2,19712_east,19711_east
3,19713_east,19711_east
4,19714_east,19711_east
5,19715_east,19711_east
6,19716_east,19711_east
7,19717_east,19711_east
8,19718_east,19711_east
0,19719_east,19712_east
1,197110_east,19712_east
2,197111_east,19712_east
3,197112_east,19712_east
4,197113_east,19712_east
5,197114_east,19712_east
6,197115_east,19712_east
0,197116_east,19713_east
1,197117_east,19713_east
2,197118_east,19713_east
3,197119_east,19713_east
4,197120_east,19713_east
5,197121_east,19713_east
6,197122_east,19713_east
0,197123_east,19714_east
1,197124_east,19714_east
2,197125_east,19714_east
3,197126_east,19714_east
4,197127_east,19714_east
5,197128_east,19714_east
6,197129_east,19714_east
0,197130_east,19715_east
1,197131_east,19715_east
2,197132_east,19715_east
3,197133_east,19715_east
4,197134_east,19715_east
5,197135_east,19715_east
6,197136_east,19715_east
0,197137_east,19716_east
1,197138_east,19716_east
2,197139_east,19716_east
3,197140_east,19716_east
4,197141_east,19716_east
5,197142_east,19716_east
6,197143_east,19716_east
7,197144_east,19716_east
0,197145_east,19717_east
1,197146_east,19717_east
2,197147_east,19717_east
3,197148_east,19717_east
4,197149_east,19717_east
5,197150_east,19717_east
6,197151_east,19717_east
0,197152_east,19718_east
1,197153_east,19718_east
0,197154_east,19719_east
1,197155_east,19719_east
2,197156_east,19719_east
3,197157_east,19719_east
4,197158_east,19719_east
5,197159_east,19719_east
6,197160_east,19719_east
7,197161_east,19719_east
8,197162_east,19719_east
9,197163_east,19719_east
10,197164_east,19719_east
0,197165_east,197110_east
1,197166_east,197110_east
2,197167_east,197110_east
3,197168_east,197110_east
4,197169_east,197110_east
5,197170_east,197110_east
6,197171_east,197110_east
7,197172_east,197110_east
0,197173_east,197111_east
1,197174_east,197111_east
2,197175_east,197111_east
3,197176_east,197111_east
4,197177_east,197111_east
5,197178_east,197111_east
6,197179_east,197111_east
7,197180_east,197111_east
8,197181_east,197111_east
9,197182_east,197111_east
10,197183_east,197111_east
11,197184_east,197111_east
12,197185_east,197111_east
13,197186_east,197111_east
0,197187_east,197112_east
1,197188_east,197112_east
2,197189_east,197112_east
3,197190_east,197112_east
4,197191_east,197112_east
5,197192_east,197112_east
6,197193_east,197112_east
0,197194_east,197113_east
1,197195_east,197113_east
2,197196_east,197113_east
3,197197_east,197113_east
4,197198_east,197113_east
5,197199_east,197113_east
6,1971100_east,197113_east
0,1971101_east,197114_east
1,1971102_east,197114_east
2,1971103_east,197114_east
3,1971104_east,197114_east
4,1971105_east,197114_east
5,1971106_east,197114_east
6,1971107_east,197114_east
0,1971108_east,197115_east
1,1971109_east,197115_east
2,1971110_east,197115_east
3,1971111_east,197115_east
4,1971112_east,197115_east
5,1971113_east,197115_east
6,1971114_east,197115_east
0,1971115_east,197116_east
1,1971116_east,197116_east
2,1971117_east,197116_east
3,1971118_east,197116_east
4,1971119_east,197116_east
5,1971120_east,197116_east
0,1971121_east,197117_east
1,1971122_east,197117_east
2,1971123_east,197117_east
3,1971124_east,197117_east
4,1971125_east,197117_east
5,1971126_east,197117_east
6,1971127_east,197117_east
7,1971128_east,197117_east
8,1971129_east,197117_east
9,1971130_east,197117_east
10,1971131_east,197117_east
0,1971132_east,197118_east
1,1971133_east,197118_east
2,1971134_east,197118_east
3,1971135_east,197118_east
0,1971136_east,197119_east
1,1971137_east,197119_east
2,1971138_east,197119_east
3,1971139_east,197119_east
4,1971140_east,197119_east
5,1971141_east,197119_east
0,1971142_east,197120_east
1,1971143_east,197120_east
2,1971144_east,197120_east
3,1971145_east,197120_east
4,1971146_east,197120_east
5,1971147_east,197120_east
6,1971148_east,197120_east
0,1971149_east,197121_east
1,1971150_east,197121_east
2,1971151_east,197121_east
3,1971152_east,197121_east
4,1971153_east,197121_east
5,1971154_east,197121_east
6,1971155_east,197121_east
0,1971156_east,197122_east
1,1971157_east,197122_east
2,1971158_east,197122_east
0,1971159_east,197123_east
1,1971160_east,197123_east
2,1971161_east,197123_east
3,1971162_east,197123_east
4,1971163_east,197123_east
5,1971164_east,197123_east
6,1971165_east,197123_east
7,1971166_east,197123_east
8,1971167_east,197123_east
9,1971168_east,197123_east
10,1971169_east,197123_east
0,1971170_east,197124_east
1,1971171_east,197124_east
2,1971172_east,197124_east
3,1971173_east,197124_east
4,1971174_east,197124_east
5,1971175_east,197124_east
6,1971176_east,197124_east
0,1971177_east,197125_east
1,1971178_east,197125_east
2,1971179_east,197125_east
3,1971178_east,197125_east
4,1971177_east,197125_east
0,1971180_east,197126_east
1,1971181_east,197126_east
2,1971182_east,197126_east
3,1971180_east,197126_east
0,1971183_east,197127_east
1,1971184_east,197127_east
2,1971185_east,197127_east
3,1971186_east,197127_east
4,1971187_east,197127_east
0,1971188_east,197128_east
1,1971189_east,197128_east
2,1971190_east,197128_east
3,1971191_east,197128_east
4,1971192_east,197128_east
5,1971193_east,197128_east
0,1971194_east,197129_east
1,1971195_east,197129_east
2,1971196_east,197129_east
3,1971197_east,197129_east
4,1971198_east,197129_east
5,1971199_east,197129_east
0,1971200_east,197130_east
1,1971201_east,197130_east
2,1971202_east,197130_east
3,1971203_east,197130_east
4,1971204_east,197130_east
5,1971205_east,197130_east
6,1971206_east,197130_east
7,1971207_east,197130_east
8,1971208_east,197130_east
9,1971209_east,197130_east
0,1971210_east,197131_east
1,1971211_east,197131_east
2,1971212_east,197131_east
3,1971213_east,197131_east
4,1971214_east,197131_east
5,1971215_east,197131_east
6,1971216_east,197131_east
7,1971217_east,197131_east
8,1971218_east,197131_east
9,1971219_east,197131_east
0,1971220_east,197132_east
1,1971221_east,197132_east
2,1971222_east,197132_east
3,1971223_east,197132_east
4,1971224_east,197132_east
5,1971225_east,197132_east
6,1971226_east,197132_east
7,1971227_east,197132_east
0,1971228_east,197133_east
1,1971229_east,197133_east
2,1971230_east,197133_east
3,1971231_east,197133_east
4,1971232_east,197133_east
5,1971233_east,197133_east
6,1971234_east,197133_east
0,1971235_east,197134_east
1,1971236_east,197134_east
2,1971237_east,197134_east
3,1971238_east,197134_east
4,1971239_east,197134_east
0,1971240_east,197135_east
1,1971241_east,197135_east
2,1971242_east,197135_east
3,1971243_east,197135_east
0,1971244_east,197136_east
1,1971245_east,197136_east
2,1971246_east,197136_east
3,1971245_east,197136_east
4,1971244_east,197136_east
0,1971247_east,197137_east
1,1971248_east,197137_east
