stop_order,stop_id,line_id,distance_meters
0,19710_east,19711_east,2193.3681059868754
1,19711_east,19711_east,2213.8827633906676
2,19712_east,19711_east,722.9629213384725
3,19713_east,19711_east,1371.6548103306495
4,19714_east,19711_east,3258.796544121464
5,19715_east,19711_east,1169.7638667550973
6,19716_east,19711_east,1198.4841580855268
7,19717_east,19711_east,598.9831503806621
8,19718_east,19711_east,
0,19719_east,19712_east,1371.3001110941793
1,197110_east,19712_east,1231.6634003035242
2,197111_east,19712_east,1711.5543945834982
3,197112_east,19712_east,2548.5850800361295
4,197113_east,19712_east,2319.2405880577858
5,197114_east,19712_east,557.1704841211953
6,197115_east,19712_east,
0,197116_east,19713_east,708.4135465987388
1,197117_east,19713_east,1080.6176188421543
2,197118_east,19713_east,7.243164684441443
3,197119_east,19713_east,1558.769267659922
4,197120_east,19713_east,991.2868574400946
5,197121_east,19713_east,723.1742685828591
6,197122_east,19713_east,
0,197123_east,19714_east,579.08402585425
1,197124_east,19714_east,370.04797566287795
2,197125_east,19714_east,1362.4326404109652
3,197126_east,19714_east,647.7545213844542
4,197127_east,19714_east,904.8776636441726
5,197128_east,19714_east,323.0727004082161
6,197129_east,19714_east,
0,197130_east,19715_east,1079.9880779500484
1,197131_east,19715_east,636.0471529650168
2,197132_east,19715_east,1646.1206959822798
3,197133_east,19715_east,661.1596955019739
4,197134_east,19715_east,422.45770189539155
5,197135_east,19715_east,587.6009346555844
6,197136_east,19715_east,
0,197137_east,19716_east,844.0998224283663
1,197138_east,19716_east,835.6978257320745
2,197139_east,19716_east,1264.808129656245
3,197140_east,19716_east,1539.0303826619433
4,197141_east,19716_east,998.2240055002023
5,197142_east,19716_east,1199.235389087245
6,197143_east,19716_east,759.9963051903159
7,197144_east,19716_east,
0,197145_east,19717_east,151.87375270290127
1,197146_east,19717_east,1581.745095121964
2,197147_east,19717_east,1577.4678163059157
3,197148_east,19717_east,727.5523465525409
4,197149_east,19717_east,1581.943494178067
5,197150_east,19717_east,531.3042564894122
6,197151_east,19717_east,
0,197152_east,19718_east,1353.879485677692
1,197153_east,19718_east,
0,197154_east,19719_east,975.7244723956552
1,197155_east,19719_east,2185.100383532865
2,197156_east,19719_east,2605.7877851003827
3,197157_east,19719_east,560.8371498842696
4,197158_east,19719_east,1005.6615769194418
5,197159_east,19719_east,757.2289101103578
6,197160_east,19719_east,513.8314001714426
7,197161_east,19719_east,794.6461740181929
8,197162_east,19719_east,1932.1497349445613
9,197163_east,19719_east,3991.278779331151
10,197164_east,19719_east,
0,197165_east,197110_east,2185.100383532865
1,197166_east,197110_east,3035.2716291844254
2,197167_east,197110_east,1005.6615769194418
3,197168_east,197110_east,757.2289101103578
4,197169_east,197110_east,1304.1780382456116
5,197170_east,197110_east,1932.1497349445613
6,197171_east,197110_east,3991.278779331151
7,197172_east,197110_east,
0,197173_east,197111_east,1309.1093874196918
1,197174_east,197111_east,1018.2412897331769
2,197175_east,197111_east,1094.823058791097
3,197176_east,197111_east,589.4835510788399
4,197177_east,197111_east,1315.4622457576813
5,197178_east,197111_east,1003.1596949380125
6,197179_east,197111_east,928.2409302797291
7,197180_east,197111_east,716.4828701130417
8,197181_east,197111_east,2163.3078902575717
9,197182_east,197111_east,1469.8394553759435
10,197183_east,197111_east,1781.0600889099687
11,197184_east,197111_east,632.5797325482565
12,197185_east,197111_east,1547.6647241286082
13,197186_east,197111_east,
0,197187_east,197112_east,694.3246364854856
1,197188_east,197112_east,2888.2854563577275
2,197189_east,197112_east,3932.1669632042317
3,197190_east,197112_east,1499.8671670948208
4,197191_east,197112_east,1967.5722743032272
5,197192_east,197112_east,697.2389689501094
6,197193_east,197112_east,
0,197194_east,197113_east,948.5831740303485
1,197195_east,197113_east,597.5324015040102
2,197196_east,197113_east,981.992856450418
3,197197_east,197113_east,1205.8502909633487
4,197198_east,197113_east,1184.0194397001608
5,197199_east,197113_east,1215.2533949538104
6,1971100_east,197113_east,
0,1971101_east,197114_east,452.37048857555436
1,1971102_east,197114_east,683.8953110371425
2,1971103_east,197114_east,625.9699625573155
3,1971104_east,197114_east,1220.2286500142723
4,1971105_east,197114_east,5.242250660867664
5,1971106_east,197114_east,836.3982174043047
6,1971107_east,197114_east,
0,1971108_east,197115_east,696.2574410404368
1,1971109_east,197115_east,1398.248154068517
2,1971110_east,197115_east,2319.2405880577858
3,1971111_east,197115_east,557.1704841211953
4,1971112_east,197115_east,876.0184304987632
5,1971113_east,197115_east,1202.9605285220293
6,1971114_east,197115_east,
0,1971115_east,197116_east,998.9322182123303
1,1971116_east,197116_east,2776.1867815297255
2,1971117_east,197116_east,1043.8856362715842
3,1971118_east,197116_east,1607.6865995249866
4,1971119_east,197116_east,508.0179964785326
5,1971120_east,197116_east,
0,1971121_east,197117_east,1322.9679246905491
1,1971122_east,197117_east,2496.117220943701
2,1971123_east,197117_east,1688.9709248881868
3,1971124_east,197117_east,1853.8111908763992
4,1971125_east,197117_east,1669.0469334613788
5,1971126_east,197117_east,369.5192824069779
6,1971127_east,197117_east,891.8517124653047
7,1971128_east,197117_east,3098.8240097433227
8,1971129_east,197117_east,1482.9065892554702
9,1971130_east,197117_east,640.2950832009016
10,1971131_east,197117_east,
0,1971132_east,197118_east,947.1073116415749
1,1971133_east,197118_east,1518.8471132923391
2,1971134_east,197118_east,1996.8257607898104
3,1971135_east,197118_east,
0,1971136_east,197119_east,981.992856450418
1,1971137_east,197119_east,597.5324015040102
2,1971138_east,197119_east,1654.120401136896
3,1971139_east,197119_east,632.5797325482565
4,1971140_east,197119_east,1547.6647241286082
5,1971141_east,197119_east,
0,1971142_east,197120_east,1460.2546155449154
1,1971143_east,197120_east,2888.2854563577275
2,1971144_east,197120_east,3932.1669632042317
3,1971145_east,197120_east,1499.8671670948208
4,1971146_east,197120_east,1967.5722743032272
5,1971147_east,197120_east,697.2389689501094
6,1971148_east,197120_east,
0,1971149_east,197121_east,1105.6186552344004
1,1971150_east,197121_east,1323.0314932658398
2,1971151_east,197121_east,2457.047764411717
3,1971152_east,197121_east,467.30446370091136
4,1971153_east,197121_east,594.4768378055261
5,1971154_east,197121_east,1886.5113268363314
6,1971155_east,197121_east,
0,1971156_east,197122_east,2188.6926368023906
1,1971157_east,197122_east,2196.251882507109
2,1971158_east,197122_east,
0,1971159_east,197123_east,195.2528812053145
1,1971160_east,197123_east,2229.6926669093154
2,1971161_east,197123_east,897.2350165472862
3,1971162_east,197123_east,476.76060339753667
4,1971163_east,197123_east,1207.7011276293697
5,1971164_east,197123_east,1278.3133527086877
6,1971165_east,197123_east,663.4198846329275
7,1971166_east,197123_east,1827.9358287909888
8,1971167_east,197123_east,557.6088022523668
9,1971168_east,197123_east,1154.1893869518742
10,1971169_east,197123_east,
0,1971170_east,197124_east,1505.0368817874034
1,1971171_east,197124_east,1792.6321767639856
2,1971172_east,197124_east,1888.2433167630047
3,1971173_east,197124_east,918.3564276198651
4,1971174_east,197124_east,1052.8688338791815
5,1971175_east,197124_east,522.0003179950492
