line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19711_east,1971,7,autobus,"Glienicke, Kirche<> U-Bhf. Pankow",34,,east,12.0,,0
19712_east,1971,8,autobus,Mahlsdorferallee<> U-Bhf. Friedrichsfelde,33,,east,10.0,,0
19713_east,1971,9,autobus,Kurischestr.<> Otto-Grotewohlstr.,16,,east,8.0,,0
19714_east,1971,16,autobus,Arkonaplatz<> Adalbertstr.,17,,east,8.0,,0
19715_east,1971,18,autobus,Adalbertstr.<> Robert-Koch-Platz,20,,east,6.0,,0
19716_east,1971,22,autobus,"Hessenwinkel, Lutherstr.<> Fichtenau, Post",37,,east,20.0,,0
19717_east,1971,23,autobus,Falkenhöhe<> Kanalbrücke,20,,east,20.0,,0
19718_east,1971,26,autobus,VEB Bautransporte<> Bhf. Schöneweide,5,,east,7.0,,0
19719_east,1971,27,autobus,S-Bhf. Kaulsdorf<> Müggelheim,41,,east,10.0,,0
197110_east,1971,27E,autobus,Chemnitzerstr.<> Müggelheim,22,,east,10.0,,0
197111_east,1971,30,autobus,Ostbahnhof<> Robert-Koch-Platz,66,,east,13.0,,0
197112_east,1971,31,autobus,S-Bhf. Buch<> Ostseestr.,30,,east,10.0,,0
197113_east,1971,32,autobus,Hans-Beimlerstr.<> U-Bhf. Thälmannplatz,23,,east,8.0,,0
197114_east,1971,34,autobus,Alt-Stralau<> U-Bhf. Marchlewskistr.,15,,east,15.0,,0
197115_east,1971,35,autobus,Pirolstr.<> S-Bhf. Nöldnerplatz,20,,east,0.0,,0
197116_east,1971,36,autobus,Zentralflughafen<> S-Bhf. Grünau,20,,east,0.0,,0
197117_east,1971,37,autobus,Bhf. Lichtenberg<> Dimitroffstr. (Cotheniusstr.),46,,east,15.0,,0
197118_east,1971,39,autobus,"Wartenberg, Siedlung<> Falkenbergerstr.",13,,east,15.0,,0
197119_east,1971,40,autobus,Ostbahnhof<> Robert-Koch-Platz,20,,east,7.5,,0
197120_east,1971,42,autobus,Buch<> Ostseestr.,31,,east,10.0,,0
197121_east,1971,43,autobus,"Marzahnerchaussee, Springpfuhl<> S-Bhf. Nöldnerplatz",32,,east,10.0,,0
197122_east,1971,44,autobus,"Hönow, Dorfstr.<> S-Bhf. Mahlsdorf",12,,east,30.0,,0
197123_east,1971,45,autobus,"Wilhelmsruh, Schillerstr.<> Weißensee, Schwarzelfenweg",39,,east,6.0,,0
197124_east,1971,47,autobus,"Bhf. Schöneweide<> Treptow, Eichenstr.",26,,east,12.0,,0
197125_east,1971,48,autobus,Bhf. Schöneweide<> Bhf. Schöneweide,17,,east,7.0,,0
197126_east,1971,49,autobus,"Bhf. Kaulsdorf, Bausdorfstr.<> Bhf. Kaulsdorf, Bausdorfstr.",14,,east,20.0,,0
197127_east,1971,50,autobus,"Niederschönhausen, Rolandstr.<> U-Bhf. Pankow (Vinetastr.)",15,,east,5.0,,0
197128_east,1971,52,autobus,"Pankow, Achtermannstr.<> U-Bhf. Pankow",12,,east,15.0,,0
197129_east,1971,53,autobus,"Hohenschönhausen, Marzahnerstr.<> U-Bhf. Friedrichsfelde",22,,east,0.0,,0
197130_east,1971,55,autobus,"Wilhelmsruhe, Fontanestr.<> Piesporterstr.",31,,east,10.0,,0
197131_east,1971,56,autobus,"Weißensee, Nüßlerstr.<> Dimitroffstr.",27,,east,6.0,,0
197132_east,1971,57,autobus,Kniprodestr.<> Scharnhorststr.,26,,east,8.0,,0
197133_east,1971,58,autobus,Fontanestr.<> U-Bhf. Pankow (Vinetastr.),18,,east,20.0,,0
197134_east,1971,59,autobus,Walther-Ulbricht-Stadion<> U-Bhf. Thälmannplatz,13,,east,10.0,,0
197135_east,1971,65,autobus,Oberspree<> VEB Autotrans,12,,east,15.0,,0
197136_east,1971,44E,autobus,S-Bhf. Mahlsdorf<> S-Bhf. Mahlsdorf,16,,east,10.0,,0
197137_east,1971,51/B,autobus,S-Bhf. Buch<> Akademie der Wissenschaften,5,,east,20.0,,0
197138_east,1971,D/38,autobus,"Diepensee<> Bohnsdorf, Waldstr.",13,,east,20.0,,0
197139_east,1971,L/41,autobus,"Ahrensfeld, Kirche<> Malchow, Dorfstr.",30,,east,15.0,,0
197140_east,1971,291,ferry,Wilhelmstrand<> Baumschulenweg,0,,east,10.0,,0
197141_east,1971,292,ferry,Wendenschloß<> Grünau,0,,east,10.0,,0
197142_east,1971,293,ferry,Schmöckwitz<> Krampenburg,0,,east,0.0,,0
197143_east,1971,294,ferry,Rahnsdorf<> Müggelhort,0,,east,0.0,,0
197144_east,1971,295,ferry,Müggelheim<> Rahnsdorf,0,,east,0.0,,0
197145_east,1971,KBS 100,s-bahn,Friedrichstr.<> Strausberg Nord,65,,east,20.0,,1100
197146_east,1971,KBS 105,s-bahn,Friedrichstr.<> Erkner,45,,east,20.0,,1100
197147_east,1971,KBS 110,s-bahn,Friedrichstr.<> Königs Wusterhausen,45,,east,20.0,,1100
197148_east,1971,KBS 115,s-bahn,Friedrichstr.<> Zentralflughafen Berlin-Schönefeld,39,,east,20.0,,1100
197149_east,1971,KBS 135,s-bahn,Hennigsdorf (b Bln)<> Velten (Mark),8,,east,30.0,,1100
197150_east,1971,KBS 140,s-bahn,Oranienburg<> Zentralflughafen Berlin-Schönefeld,83,,east,20.0,,1100
197151_east,1971,KBS 141,s-bahn,Bernau (b Bln)<> Zeuthen,64,,east,20.0,,1100
197152_east,1971,KBS 142,s-bahn,Blankenburg<> Spindlersfeld,41,,east,20.0,,1100
197153_east,1971,KBS 143,s-bahn,Alexanderplatz<> Blankenburg,0,,east,20.0,,1100
197154_east,1971,3,tram,Björnsonstr.<> Revalerstr.,43,,east,15.0,,195
197155_east,1971,4,tram,Eberswalderstr. Ecke Oderbergerstr.<> Revalerstr.,26,,east,12.0,,195
197156_east,1971,13,tram,Oderbergerstr. Ecke Eberswalderstr.<> Hönower Wiesenweg Ecke Blockdammweg,41,,east,8.0,,195
197157_east,1971,17,tram,Haeckelstr.<> Kniprodestr.,58,,east,20.0,,195
197158_east,1971,19,tram,Mahlsdorferstr.<> Kniprodestr.,69,,east,20.0,,195
197159_east,1971,21,tram,S-Bhf. Ostkreuz<> S-Bhf. Baumschulenweg,32,,east,20.0,,195
197160_east,1971,22,tram,Hauptstr.<> Am Kupfergraben,48,,east,15.0,,195
197161_east,1971,46,tram,Nordend<> Am Kupfergraben,47,,east,0.0,,195
197162_east,1971,49,tram,Hauptstr.<> Hackescher Markt,38,,east,12.0,,195
197163_east,1971,63,tram,"Hohenschönhausen, Gartenstadt<> Walter-Ulbricht-Stadion",48,,east,12.0,,195
197164_east,1971,69,tram,"Johannisthal, Haeckelstr.<> Walter-Ulbricht-Stadion",84,,east,20.0,,195
197165_east,1971,70,tram,"Hohenschönhausen, Falkenbergerstr.<> Am Kupfergraben",49,,east,10.0,,195
197166_east,1971,71,tram,"Romain-Rollandstr., Heinersdorf<> Am Kupfergraben",40,,east,15.0,,195
197167_east,1971,72,tram,"Weißensee, Pasedagplatz<> Hackescher Markt",34,,east,15.0,,195
197168_east,1971,73,tram,"Weißensee, Pasedagplatz<> Walter-Ulbricht-Stadion über Greifswalderstr.",40,,east,12.0,,195
197169_east,1971,74,tram,"Wießensee, Bernkastelerstr.<> Falkenbergerstr.",48,,east,12.0,,195
197170_east,1971,75,tram,Bernkastelerstr.<> Hackescher Markt,28,,east,16.0,,195
197171_east,1971,82,tram,"Mahlsdorf-Süd, Hubertus<> S-Bhf. Ostkreuz",51,,east,20.0,,195
197172_east,1971,83,tram,S-Bhf. Mahlsdorf<> Wendenschloß Ecke Ekhofstr.,48,,east,20.0,,195
