line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
197173_east,1971,84,tram,"Friedrichshagen, Wasserwerk<> Am Falkenberg",55,,east,25.0,,195
197174_east,1971,85,tram,"Wendenschloß<> Johannisthal, Haeckelstr.",42,,east,20.0,,195
197175_east,1971,86,tram,Alt-Schmöckwitz<> Hirtestr.,43,,east,20.0,,195
197176_east,1971,87,tram,Rahnsdorf<> Wiener Brücke,70,,east,20.0,,195
197177_east,1971,95,tram,Krankenhaus Köpenick<> Wiener Brücke,48,,east,20.0,,195
197178_east,1971,99,tram,Falkenbergerstr.<> Pasedagplatz,12,,east,0.0,,195
197179_east,1971,S-Bhf. Friedrichshagen <> Rüdersdorf,tram,"S-Bhf. Friedrichshagen (Grenze)<> Rüdersdorf, Karl-Marx-Platz",39,,east,20.0,,195
197180_east,1971,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),tram,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,,east,20.0,,195
197181_east,1971,A,u-bahn,Pankow (Vinetastr.)<> Thälmannplatz,19,,east,2.0,Kleinprofil,750
197182_east,1971,E,u-bahn,Alexanderplatz<> Friedrichsfelde,16,,east,5.0,Großprofil,1000
