stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
Invalidenstr. Ecke Chausseestr.,tram,63,196781_east,"52.53058679882093, 13.38309848189674",,,,,,,,
Invalidenstr. Ecke Chausseestr.,tram,73,1967142_east,"52.53058679882093, 13.38309848189674",,,,,,,,
Walter-Ulbricht-Stadion über Greifswalderstr.,tram,73,1967143_east,"52.536515137173154, 13.377775719050113",,,,,,,,
Wendenschloß Ecke Ekhofstr.,tram,83,1967186_east,"52.41633000736971, 13.589690772826726",,,,,,,,
Müggelheimerstr./Wendenschloßstr.,tram,95,1967259_east,"52.44260945038952, 13.582258586234335",,,,,,,,
Fahlenbergstr. Ecke Fürstenwalderallee,autobus,A22,1967281_east,"52.431470149043314, 13.718708856639706",,,,,,,,
"Kolonie ""Land in Sonne""",autobus,A39,1967326_east,"52.55462883361286, 13.511870302373488",,,,,,,,
"Hohenschönhausen, Falkenbergerstr.",autobus,A39,1967327_east,"52.55648662489534, 13.486621227706236",,,,,,,,
LPG Falkenberg,autobus,A46,1967373_east,"52.57043275562403, 13.536024836217607",,,,,,,,
Funk- Und Fernmeldeanlage,autobus,A54,1967406_east,"52.53373620475704, 13.45293949300804",,,,,,,,
Platz vor dem Neuen Tor,autobus,A57,1967422_east,"52.52921245715711, 13.378513556812177",,,,,,,,
Ostbahnhof,omnibus,O30,1967630_east,"52.50976670730252, 13.43372198235041",,,,,,,,
Küstrinerplatz,omnibus,O30,1967631_east,"52.51324778107561, 13.439333192026231",,,,,,,,
Warschauerstr.,omnibus,O30,1967632_east,"52.512432267445355, 13.452598837307189",,,,,,,,
Boxhagenerstr. Ecke Holteistr.,omnibus,O30,1967633_east,"52.508613193309614, 13.466277189422302",,,,,,,,
S-Bhf. Rummelsburg,omnibus,O30,1967634_east,"52.50179539105723, 13.478028581044718",,,,,,,,
Weitlingstr.,omnibus,O30,1967635_east,"52.500986592433065, 13.492951866603294",,,,,,,,
Bhf. Lichtenberg,omnibus,O30,1967636_east,"52.5112875601879, 13.499591119128855",,,,,,,,
Obus-Bf. Siegfriedstr.,omnibus,O30,1967637_east,"52.520558278471135, 13.49943441740371",,,,,,,,
Herzbergstr.,omnibus,O30,1967638_east,"52.52658888540259, 13.490778333520318",,,,,,,,
Roederplatz,omnibus,O30,1967639_east,"52.5266001,13.479068",,,,,,,,
Proskauerstr. Ecke Dolzigerstr.,omnibus,O30,1967640_east,"52.519874079766325, 13.463289228834057",,,,,,,,
Ebertystr. Ecke Leninallee,omnibus,O30,1967641_east,"52.52722237261361, 13.450799684654514",,,,,,,,
Greifswalderstr. Ecke Dimitroffstr.,omnibus,O30,1967642_east,"52.5362177572407, 13.433017500945247",,,,,,,,
Königstor,omnibus,O30,1967643_east,"52.52520269485428, 13.419834994127731",,,,,,,,
U-Bhf. Luxemburgplatz,omnibus,O30,1967644_east,"52.527978233139706, 13.410372775049936",,,,,,,,
Rosenthalerplatz,omnibus,O30,1967645_east,"52.5296729549826, 13.401428926082492",,,,,,,,
Robert-Koch-Platz,omnibus,O30,1967646_east,"52.527570508835595, 13.37877230286134",,,,,,,,
Dimitroffstr. vor Cotheniusstr.,omnibus,O37,1967647_east,"52.52774513816488, 13.446205246642096",,,,,,,,
S-Bhf. Leninallee,omnibus,O37,1967648_east,"52.528513273942636, 13.455602547861579",,,,,,,,
Weißenseerweg,omnibus,O37,1967649_east,"52.53305919668049, 13.476252837088406",,,,,,,,
Genslerstr. Ecke Landsbergerchaussee,omnibus,O37,1967650_east,"52.53424371338384, 13.497144364141604",,,,,,,,
Dingelstädterstr. Ecke Landsbergerchaussee,omnibus,O37,1967651_east,"52.535876725188466, 13.521913733051441",,,,,,,,
Bürknersfelde,omnibus,O37,1967652_east,"52.538889807153126, 13.534159376784622",,,,,,,,
Marzahnerchaussee Ecke Berlinerchaussee,omnibus,O37,1967653_east,"52.538907625210705, 13.533833208740669",,,,,,,,
"Alt-Marzahn, Kirche",omnibus,O37,1967654_east,"52.542423454435976, 13.564061751343658",,,,,,,,
Elisabethstr.,omnibus,O37,1967655_east,"52.53409533705918, 13.55949915809485",,,,,,,,
Boschpolerstr.,omnibus,O37,1967656_east,"52.5281225944603, 13.548869333486577",,,,,,,,
S-Bhf. Biesdorf,omnibus,O37,1967657_east,"52.513432593832405, 13.555387279249894",,,,,,,,
"Alt-Biesdorf, Oberfeldstr.",omnibus,O37,1967658_east,"52.50918606891929, 13.553347058493491",,,,,,,,
"Alt-Friedrichsfelde, Am Tierpark",omnibus,O37,1967659_east,"52.5097025850849, 13.518832511815527",,,,,,,,
Bhf. Lichtenberg,omnibus,O37,1967660_east,"52.5112875601879, 13.499591119128855",,,,,,,,
Ostbahnhof,omnibus,O40,1967661_east,"52.50976670730252, 13.43372198235041",,,,,,,,
Küstrinerplatz,omnibus,O40,1967662_east,"52.51324778107561, 13.439333192026231",,,,,,,,
Leninplatz,omnibus,O40,1967663_east,"52.523238998562235, 13.433594583798834",,,,,,,,
Königstor,omnibus,O40,1967664_east,"52.52520269485428, 13.419834994127731",,,,,,,,
Rosenthalerplatz,omnibus,O40,1967665_east,"52.5296729549826, 13.401428926082492",,,,,,,,
Oranienburger Tor,omnibus,O40,1967666_east,"52.52716314203455, 13.38710905184874",,,,,,,,
Robert-Koch-Platz,omnibus,O40,1967667_east,"52.527570508835595, 13.37877230286134",,,,,,,,
