stop_name,type,line_name,stop_id,location,identifier,latitude,longitude,match_score,matched_name,matched_stop_id,matched_historical_lines,location_from
"Weverstr., Strassenbahnhof",tram,75,196477_west,,,,,,,,,
"Weverstr., Strassenbahnhof",tram,76,196493_west,,,,,,,,,
Schwarzerweg Ecke Sonnenallee,tram,95,1964110_west,,,,,,,,,
Hermsdorferdamm Ecke Berlinerstr.,autobus,A12S,1964228_west,,,,,,,,,
Grünerweg Ecke Buschkrugallee,autobus,A25,1964404_west,,,,,,,,,
Goebenstr./Pallasstr.,autobus,A48,1964539_west,,,,,,,,,
Lichtenraderdamm Ecke Marienfelderchaussee,autobus,A52,1964577_west,,,,,,,,,
Tempelhoferdamm Ecke Alt-Tempelhof,autobus,A65,1964705_west,,,,,,,,,
"Wiebestr., Strassenbahnhof",autobus,A70,1964783_west,,,,,,,,,
Hauptstr. (schöneberg),autobus,A74,1964840_west,,,,,,,,,
Mariendorferdamm Ecke Tauernallee,autobus,A76,1964865_west,,,,,,,,,
Platz Der Luftbrücke,autobus,A76,1964874_west,,,,,,,,,
Platz Der Luftbrücke,autobus,A78,1964900_west,,,,,,,,,
Grüntalerstr. Ecke Osloerstr.,autobus,A89,19641012_west,,,,,,,,,
Saatwinklerdamm Ecke Seestr.,autobus,A89,19641017_west,,,,,,,,,
Britzerdamm Ecke Tempelhoferweg,autobus,A91,19641049_west,,,,,,,,,
Saatwinklerdamm Ecke Seestr.,autobus,A99,19641071_west,,,,,,,,,
Görlitzer Bahnhof (oranienstr.),u-bahn,A I,19641142_west,,,,,,,,,
Deutsche Oper (bismarckstr.),u-bahn,A III,19641180_west,,,,,,,,,
