,stop_name,line_count,type,in_lines
372,Osloer Strasse Ecke Koloniestrasse,1,bus,['A16']
373,Louise-Schroeder-Platz,2,bus,"['A89', 'A16']"
374,U-Bhf. Seestrasse,4,bus,"['A89', 'A16', 'A12', 'A65']"
375,Virchow-Krankenhaus,1,bus,['A16']
376,Fennstrasse Ecke Tegelerstrasse,1,bus,['A16']
377,Birkenstrasse Ecke Kirchstrasse,1,bus,['A16']
378,Hansaplatz,3,bus,"['A23', 'A16']"
379,Hansaplatz,3,u-bahn,['9']
380,Großer Stern,2,bus,"['A16', 'A69']"
381,Lützowplatz,4,bus,"['A29', 'A24', 'A16', 'A69']"
382,Nollendorfplatz,5,bus,"['A19', 'A16']"
383,Nollendorfplatz,5,u-bahn,"['4', '2', '1']"
384,Rathaus Schöneberg,4,bus,"['A85', 'A16', 'A4']"
385,Rathaus Schöneberg,4,u-bahn,['4']
386,Prinzregenten,1,bus,['A16']
387,Bundesplatz,3,bus,"['A16', 'A86']"
388,Bundesplatz,3,u-bahn,['9']
389,Breitenbachplatz,4,bus,"['A32', 'A1', 'A16']"
390,Breitenbachplatz,4,u-bahn,['2']
391,Englerallee,1,bus,['A16']
392,"Grunewald, Fontanestrasse",1,bus,['A17']
393,Roseneck,5,bus,"['A29', 'A50', 'A60', 'A17', 'A19']"
394,Warnemünder Strasse Ecke Breitestrasse,1,bus,['A17']
395,U-Bhf. Rüdesheimer Platz,1,bus,['A17']
396,Friedrich-Wilhelm-Platz,2,bus,"['A17', 'A86']"
397,Walter-Schreiber-Platz,8,bus,"['A48', 'A2', 'A81', 'A85', 'A17', 'A86', 'A76']"
398,Walter-Schreiber-Platz,8,u-bahn,['9']
399,Rathaus Steglitz,5,bus,"['A48', 'A85', 'A32', 'A17', 'A86']"
400,Bismarckstrasse Ecke Albrechtstrasse,2,bus,"['A32', 'A17']"
401,Leonorenstrasse Ecke Siemensstrasse,2,bus,"['A2', 'A17']"
402,Königsberger Strasse Ecke Ostpreußen Damm,1,bus,['A17']
403,Morgensternstrasse Ecke Morgensternstrasse,1,bus,['A17']
404,Oberhofer Platz,2,bus,"['A17', 'A53']"
405,Saaleckplatz,1,bus,['A17']
406,Scheelestrasse,1,bus,['A17']
407,Celsiusstrasse,1,bus,['A17']
408,U-Bhf. Oskar-Helene-Heim,4,bus,"['A60', 'A11', 'A1', 'A18']"
409,Potsdamer Strasse Ecke Clayallee,3,bus,"['A60', 'A1', 'A18']"
410,Spanische Allee Ecke Potsdamerchaussee,2,bus,"['A3', 'A18']"
411,Kronprinzessinen Weg Ecke Potsdamer Chaussee- Stölpchensee,1,bus,['A18']
412,Machnowerstrasse Ecke Königsweg,1,bus,['A18']
413,Roseneck,5,bus,"['A29', 'A50', 'A60', 'A17', 'A19']"
414,Hagenplatz,1,bus,['A19']
415,Erdener Strasse Ecke Königsallee,1,bus,['A19']
416,Henriettenplatz,5,bus,"['A29', 'A4', 'A10', 'A69', 'A19']"
417,Wilmersdorfer Strasse Ecke Kurfürstendamm,3,bus,"['A19', 'A29', 'A69']"
418,Olivaer Platz,3,bus,"['A19', 'A29', 'A69']"
419,Joachimstaler Strasse Ecke Kurfürstendamm,2,bus,"['A19', 'A29']"
420,Breitscheidplatz,3,bus,"['A19', 'A60', 'A69']"
421,Wittenbergplatz,8,bus,"['A29', 'A73', 'A60', 'A85', 'A19']"
422,Wittenbergplatz,8,u-bahn,"['2', '3', '1']"
423,Nollendorfplatz,5,bus,"['A19', 'A16']"
424,Nollendorfplatz,5,u-bahn,"['4', '2', '1']"
425,Potsdamer Strasse Ecke Bülowstrasse,1,bus,['A19']
426,Bautzener Strasse Ecke Yorckstrasse,1,bus,['A19']
427,Katzbachstrasse Ecke Yorckstrasse,1,bus,['A19']
428,Mehringdamm Ecke Gneisenaustrasse,1,bus,['A19']
429,Flughafen,2,bus,['A19']
430,Flughafen,2,u-bahn,['6']
431,U-Bhf. Friedrich-Wilhelm-Platz,2,bus,"['A81', 'A2']"
432,Walter-Schreiber-Platz,8,bus,"['A48', 'A2', 'A81', 'A85', 'A17', 'A86', 'A76']"
433,Walter-Schreiber-Platz,8,u-bahn,['9']
434,Bismarcktrasse Ecke Feuerbachstrasse,1,bus,['A2']
435,Steglitzer Damm Ecke Bismarckstrasse,1,bus,['A2']
436,Leonorenstrasse Ecke Siemensstrasse,2,bus,"['A2', 'A17']"
437,"Lankwitz, Kirche",4,bus,"['A32', 'A81', 'A83', 'A2']"
438,Lerbacher Weg,1,bus,['A2']
439,Sonderhauserstrasse Ecke Hildburghauserstrasse,1,bus,['A2']
440,Waldsassener Strasse Ecke Ahrensdorfer Strasse,1,bus,['A2']
441,"Tegelort, Almazeile",1,bus,['A20']
442,Gerlindeweg,1,bus,['A20']
443,Falkenplatz,2,bus,"['A20', 'A14E']"
444,Freiheitsweg,1,bus,['A20']
445,Heiligenseestrasse Ecke Konradshöherstrasse,1,bus,['A20']
446,Karolinenstrasse Ecke Heiligenseestrasse,1,bus,['A20']
447,U-Bhf. Tegel,4,bus,"['A20', 'A14', 'A15', 'A13']"
448,Hatzfeldtallee Ecke Waidmannsluster Damm,1,bus,['A20']
449,Martin-Luther-Friedhof,1,bus,['A20']
450,Freie Scholle,1,bus,['A20']
451,Waldhornstrasse Ecke Waidmannsluster,1,bus,['A20']
452,Cyclopstrasse Ecke Waidmannsluster,1,bus,['A20']
453,Oraniendamm Ecke Waidmannsluster,1,bus,['A20']
454,Am Vierrutenberg,1,bus,['A20']
455,"Lübars, Alt-Lübars",1,bus,['A20']
456,"Quickborner Strasse, Märkische Viertel",1,bus,['A21']
