line_name,Stops,Frequency,Length (time),type,east-west,year
A73,"Zoo, Hardenbergplatz - Wittenbergplatz - Grunewaldstrasse Ecke Martin-Luther-Strasse - Hauptstrasse Ecke Dominicusstrasse - Berlinickeplatz - Tempelhofer Damm Ecke Tempelhof - Gottlieb-Dunkel-Strasse Ecke Germaniastrasse - Britzer Damm Ecke Blaschkoallee - Buschkrug Ecke Blaschkoallee",15,38,bus,West,1971
A74,Königin-Elisabeth-Strasse U-Bhf. Kaiserdamm - Spandauer Damm Ecke Königin-Elisabeth-Strasse - Schlossstrasse Ecke Spandauer Damm - Sophie-Charlotten-Platz - Kaiser-Friedrich-Strasse Ecke Kantstrasse - Wilmersdorfer Strasse Ecke Stuttgarter Platz - Kurfürstendamm Ecke Wilmersdorferstrasse - Fehrbelliner Platz - Bundesallee Ecke Berlinerstrasse - Hauptstrasse Ecke Dominicusstrasse - Gotenstrasse Ecke Sachsenstrasse - Alboinstrasse Ecke Sachsenstrasse - Alboinplatz - Lindenhof,15,45,bus,West,1971
A75,Munsterdamm Ecke Steglitzer Damm - Bismarckstrasse Ecke Steglitzer Damm - Lauenburger Platz - Kaisereiche - Innsbrucker Platz - Kaiser-Wilhelm-Platz - U-Bhf. Bülowstrasse - Schöneberger Ufer Ecke Potsdamerstrasse - Askanischer Platz - U-Bhf. Kochstrasse - Lindenstrasse Ecke Oranienstrasse - U-Bhf. Moritzplatz - Spreewaldplatz - Sonnenallee Ecke Pannierstrasse - Hermannplatz,10,47,bus,West,1971
A76,Walter-Schreiber-Platz - Bismarckstrasse Ecke Feuerbachstrasse - Göttinger Strasse - Priesterweg - Attilastrasse Ecke Gersdorferstrasse - Prühßstrasse Ecke Ringstrasse - Großbeerenstrasse Ecke Rathausstrasse - U-Bhf. Alt-Mariendorf - Rennbahn - Säntisstrasse - Buckower Chaussee Ecke Mariendorfer Damm - Goethestrasse - Rehagener Strasse Ecke Bahnhofstrasse - Blohmstrasse Ecke Illigstrasse,7.5,39,bus,West,1971
A77,"Britzer Allee Ecke Nobelstrasse - U-Bhf. Neukölln - Hermannstrasse  Ecke Mariendorferweg - Eisenacher Strasse Ecke Rixdorferstrasse - U-Bhf. Alt-Mariendorf - Marienfelde, Daimlerstrasse",20,31,bus,West,1971
A78,U-Bhf. Alt-Mariendorf - Rennbahn - Säntisstrasse - Quarzweg Ecke Tauernallee - Marienfelder Chaussee Ecke Quarzweg -  Alt-Buckow Ecke Buckower Damm,15,16,bus,West,1971
A79,Leopoldplatz - Reinickdorferstrasse Ecke Schulstrasse - Osloerstrasse Ecke Schwedenstrasse - Pankower Allee Ecke Residenzstrasse - Mittelbruchzeile - Raschdorffstrasse - Sommerstrasse Ecke Klemkestrasse,15,18,bus,West,1971
A80,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Nauener Strasse Ecke Brunsbütteler Damm - Magistratsweg Ecke Brunsbütteler Damm - Nennhauser Damm Ecke Brunsbütteler Damm,20,25,bus,West,1971
A81,"U-Bhf. Friedrich-Wilhelm-Platz - Walter-Schreiber-Platz - Bismarckstrasse Ecke Bergstrasse - Steglitzer Damm Ecke Halskestrasse - Leonorenstrasse Ecke Siemensstrasse - Lankwitz, Kirche - Alt-Lankwitz, Dorfaue - Alt-Mariendorf Ecke Am Heidefriedhof - Dardanellenweg Ecke rixdorferstrasse",10,31,bus,West,1971
A82,Alt-Lichtenrade Ecke Goethestrasse - Barnetstrasse Ecke Halker Zeile - Illigstrasse Ecke Schichauweg - Blohmstrasse Ecke Illigstrasse - Kirchhainer Damm Ecke Wittelsbacherstrasse - Pechsteinstrasse Ecke Wittelsbacherstrasse - Würzburger Strasse Ecke Bambergerstrasse - Potsdamerstrasse Ecke Alt-Lichtenrade,20,28,bus,West,1971
A83,"Nettelbeckplatz - Weddingplatz - Tegeler Strasse Ecke Fennstrasse - Washingtonplatz - Schöneberger Ufer Ecke Potsdamerstrasse - U-Bhf. Bülowstrasse - Kaiser-Wilhelm-Platz - Innsbrucker Platz - Grazer Platz - Bergstrasse Ecke Torwaldsenstrasse - Steglitzer Damm Ecke Halskestrasse - Lankwitz, Kirche - Malteserstrasse Ecke Schneiderstrasse - Belßstrasse Ecke Malteserstrasse - Preysingstrasse Ecke Belßstrasse",10,46,bus,West,1971
A84,"Ringstrasse Ecke Weißwasserweg - Lichterfelde, Klinikum - Händelplatz - Friedenauer Brücke - Kaiser-Wilhelm-Platz - U-Bhf. Kurfürstenstrasse",10,36,bus,West,1971
A85,Holtheimer Weg - Ostpreußendamm Ecke Wismarerstrasse - Thuner Platz - Rittberg-Krankenhaus - Drakestrasse - Moltkestrasse - Händelplatz - Rathaus Steglitz - Walter-Schreiber-Platz - Kaisereiche - Innsbrucker Platz - Rathaus Schöneberg - Grunewaldstrasse Ecke Martin-Luther-Strasse - Wittenbergplatz,10,41,bus,West,1971
A86,"Invalidenstrasse, Sektorengrenze - Stromstrasse Ecke Alt-Moabit - Gotzkowskystrasse Ecke Alt-Moabit - Ernst-Reuter-Platz - Richard-Wagner-Platz - Kantstrasse Ecke Wilmersdorferstrasse - Kurfürstendamm Ecke Wilmersdorferstrasse - Fehrbelliner Platz - Hildegardstrasse Ecke Blissestrasse - Bundesplatz - Friedrich-Wilhelm-Platz - Walter-Schreiber-Platz - Rathaus Steglitz - Klingsorstrasse Ecke Birkbuschstrasse - Birkbuschstrasse",15,52,bus,West,1971
A87,Richard-Wagner-Platz - Wilmersdorferstrasse Ecke Otto-Suhr-Allee - Luisenplatz - Klausenerplatz - Sophie-Charlotten-Strasse Ecke Spandauer Damm - Pulsstrasse Ecke Sophie-Charlottestrasse,20,10,bus,West,1971
A89,"Bornholmerstrasse, Sektorengrenze - Prinzenallee Ecke Osloerstrasse - Schwedenstrasse Ecke Osloerstrasse - Louise-Schroeder-Platz - U-Bhf. Seestrasse - Afrikanischestrasse Ecke Seestrasse - Beusselstrasse Ecke Seestrasse - Huttenstrasse Ecke Beusselstrasse - Ilsenburger Strasse Ecke Kaiserin-Augusta-Allee - Luisenplatz - Bismarckstrasse - Kantstrasse Ecke Wilmersdorferstrasse - Kurfürstendamm Ecke Wilmersdorferstrasse - Fehrbelliner Platz",12,41,bus,West,1971
53,"Hohenschönhausen, Marzahnerstrasse - Landsberger Chaussee - Marzahner Chaussee - S-Bhf. Friedrichsfelde Ost - Alt-Friedrichsfelde - U-Bhf.Friedrichsfelde",0,22,bus,Ost,1971
A90,"Bhf. Zoo, Hardenbergplatz - Ernst-Reuter-Platz - Dovebrücke - Alt-Moabit Ecke Gotzkowskystrasse - U-Bhf. Turmstrasse - Rathenowerstrasse Ecke Alt-Moabit - Seydlitzstrasse Ecke Lehrterstrasse - Poststadion - Am Nordhafen - Weddingplatz - Gartenstrasse Ecke Gerichtstrasse  - Hussitenstrasse Ecke Grenzstrasse - Wattstrasse Ecke Usedomerstrasse - Vinetaplatz",15,35,bus,West,1971
A91,Hermannplatz - U-Bhf. Leinestrasse - Mariendorfer Weg Ecke Britzer Damm - Gradestrasse Ecke Britzer Damm - Gutschmidtstrasse Ecke Buckowerdamm - Ringslebenstrasse Ecke Buckowerdamm,10,24,bus,West,1971
A92,"Zoo, Hardenbergplatz - Wilmersdorfer Strasse Ecke Kantstrasse - Amtsgericht - Messedamm Ecke Masurenallee - Theodor-Heuss-Platz - Reichssportfeldstrasse Ecke Heerstrasse - Scholzplatz - Pichelsdorfer Strasse Ecke Heerstrasse - Konkordiastrasse Ecke Adamstrasse",10,33,bus,West,1971
A93,Waßmannsdorfer Chaussee Ecke Großziethenerstrasse - Eichenauer Weg Ecke Waßmannsdorfer Chaussee - Lockenhuhnweg Ecke Waßmannsdorfer Chaussee - Geflügelsteig - Rhodeländerweg Ecke Geflügelsteig - Lakenfelder Weg Ecke Geflügelsteig - Großziethener Chaussee Ecke Geflügelsteig - Pirnaer Strasse Ecke Großziethener Chaussee - Kolonie Ewige Heimat - Waßmannsdorfer Chaussee Ecke Großziethenerstrasse,15,11,bus,West,1971
A94,"Zoo, Hardenbergplatz - Wilmersdorferstrasse Ecke Kantstrasse - Amtsgericht - Messedamm Ecke Masurenallee - Theodor-Heuss-Platz - Reichssportfeldstrasse Ecke Heerstrasse - Pichelsdorferstrasse Ecke Heerstrasse - Gatowerstrasse Ecke Heerstrasse - Reimerweg Ecke Heerstrasse",10,36,bus,West,1971
A95,Schwarzer Weg Ecke Sonnenallee - Saalestrasse Ecke Sonnenallee - Wildenbruchstrasse Ecke Sonnenallee - Hermannplatz - Urban-Krankenhaus -  U-Bhf. Hallesches Tor,15,23,bus,West,1971
A96,Flughafen Tempelhof - Berlinickeplatz - Attilaplatz - Leonorenstrasse Ecke Kaiser-Wilhelm-Strasse - Kranoldplatz - Lindenstrasse Ecke Ostpreußendamm,10,34,bus,West,1971
A97,Reimerweg Ecke Heerstrasse - Gatowerstrasse Ecke Heerstrasse - Pichelsdorfer Strasse Ecke Heerstrasse - Metzer Strasse Ecke Pichelsdorferstrasse - Rathaus Spandau - Wröhmännerpark - Hohenzollernring - Mertensstrasse  - Aalemannufer,10,35,bus,West,1971
A98,U-Bhf. Britz-Süd - Buckower Damm Ecke Gutschmidtstrasse - Fulhamer Allee Ecke Britzer Damm - U-Bhf Parchimer Allee - Grüner Weg Ecke Buschkrugallee - U-Bhf. Britz-Süd,20,14,bus,West,1971
A99,Usedomer Strasse Ecke Brunnenstrasse - U-Bhf. Gesundbrunnen - Brunnenplatz - Nettelbeckplatz - Rathenower Strasse Ecke Quitzowstrasse - Emdener Strasse Ecke Siemensstrasse - Saatwinkler Damm Ecke Beusselstrasse - Jakob-Kaiser-Platz - Wernerwerk - Quellweg Ecke Nonnendammallee - Paulsternstrasse Ecke Nonnendammallee - Carl-Schurz-Strasse Ecke Am Juliusturm - Rathaus Spandau - Hochgerichtstrasse Ecke Seegefelderstrasse - Falkenseer Chaussee Ecke Zeppelinstrasse - Im Spektefeld,15,57,bus,West,1971
55,"Wilhelmsruhe, Fontanestrasse - Edelweißstrasse - Bürgerpark - Pankow, Rathaus - Pankow, Kirche - Prenzlauer Promenade - Heinersdorf, Kirche - Pasedagplatz - Liebermannstrasse - Piesporter Strasse ",10,31,bus,Ost,1971
56,"Weißensee, Nüßlerstrasse - Gehringstrasse Ecke Gustav-Adolf-Strasse - Hamburger Platz - Grellstrasse - Hosemannstrasse - Ostseeplatz - Greifswalder Strasse - Funk- w.Fernmeld - S-Bhf. Leninallee - Dimitroffstrasse ",6,27,bus,Ost,1971
57,Kniprodestrasse - Königstor - Alexanderplatz - Marx-Engels-Platz - Bhf. Friedrichstrasse - Oranienburger Tor - Platz vor dem Neuen Tor - Scharnhorststrasse,8,26,bus,Ost,1971
58,"Fontanestrasse - Hauptstrasse - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow (Vinetastrasse)",20,18,bus,Ost,1971
59,Walther-Ulbricht-Stadion - Oranienburger Tor - Bhf. Friedrichstrasse - U-Bhf. Stadtmitte - U-Bhf. Thälmannplatz,10,13,bus,Ost,1971
65,Oberspree - Britzer Strasse - Bhf. Schöneweide - VEB Autotrans,15,12,bus,Ost,1971
27E,"S-Bhf. Köpenick - Lindenstrasse Ecke Bahnhofstrasse - Schlossplatz - Köpenick, Krankenhaus - Müggelturm - Müggelheim ",10,22,bus ,Ost ,1971
44E,S-Bhf. Mahlsdorf - Am Rosenhag - Hönowerstrasse Ecke Greifswalderstrasse - Am Rosenhag - S-Bhf. Mahlsdorf,10,16,bus,Ost,1971
51/B,S-Bhf. Buch - Karowerstrasse - Akademie der Wissenschaften,20,5,bus,Ost,1971
D/38,"Diepensee - Mitschurinweg - Kienberg - Waltersdorf - Bohnsdorf, Waldstrasse ",20,13,bus,Ost,1971
L/41,"Ahrensfeld, Kirche - LPG Falkenberg - Malchower Weg - Buschallee Ecke Klement-Gottwald-Allee - Rennbahnstrasse - Feldtmannstrasse - Malchow, Dorfstrasse",15,30,bus,Ost,1971
291,Wilhelmstrand - Baumschulenweg,10,,Fähre,Ost,1971
292,Wendenschloß - Grünau,10,,Fähre,Ost,1971
293,Schmöckwitz - Große Krampe - Krampenburg,0,,Fähre,Ost,1971
294,Rahnsdorf - Müggelhort,0,,Fähre,Ost,1971
295,Müggelheim - Rahnsdorf,0,,Fähre,Ost,1971
KBS 100,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten (Mark) - Neuenhagen (b Bln) - Fredersdorf (b Bln) - Petershagen Nord - Strausberg - Strausberg Stadt - Strausberg Nord ,20,65,s-bahn,Ost,1971
KBS 105,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Rummelsburg - Betriebsbhf. Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,20,45,s-bahn,Ost,1971
KBS 110,Friedrichstr. -  Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. (< Ostkreuz) - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen - Wildau - Königs Wusterhausen,20,45,s-bahn,Ost,1971
KBS 115,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. (< Ostkreuz) - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,20,39,s-bahn,Ost,1971
KBS 135,Hennigsdorf (b Bln) - Hennigsdorf Nord - Hohenschöpping - Velten (Mark),30,8,s-bahn,Ost,1971
KBS 140,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen Neuendorf (b Bln) - Bergfelde (b Bln) - Schönfließ - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,20,83,s-bahn,Ost,1971
KBS 141,Bernau (b Bln) - Zepernick (b Bernau) - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen,20,64,s-bahn,Ost,1971
KBS 142,Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Oberspree - Spindlersfeld,20,41,s-bahn,Ost,1971
KBS 143,Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. (> Ostkreuz) - Frankfurter Allee - Zentralviehhof - Leninallee - Greifswalder Str. - Prenzlauer Allee - Schönhauser Allee - Pankow - Pankow-Heinersdorf - Blankenburg,20,,s-bahn,Ost,1971
KBS 150,Gesundbrunnen – Wedding – Putlitzstr. – Beusselstr. – Jungfernheide – Westend – Witzleben – Westkreuz – Halensee – Hohenzollerndamm – Schmargendorf – Wilmersdorf – Innsbrucker Platz – Schöneberg – Papestr. – Tempelhof – Hermannstr. – Neukölln – Sonnenallee,,,s-bahn,West,1971
KBS 151,Zoologischer Garten – Savignyplatz – Charlottenburg – Halensee – Hohenzollerndamm – Schmargendorf – Wilmersdorf – Innsbrucker Platz – Schöneberg – Papestr. – Tempelhof – Hermannstr. – Neukölln – Köllnische Heide,,,s-bahn,West,1971
KBS 152,Heiligensee - Schulzendorf (b Tegel) - Tegel - Eichbornstr. - Wittenau (Kremmener Bahn) - Reinickendorf - Schönholz - Wollankstr. - Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Mariendorf - Marienfelde - Buckower Ch. - Lichtenrade ,,,s-bahn,West,1971
KBS 153,Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Südende - Lankwitz - Lichterfelde Ost - Lichterfelde Süd,,,s-bahn,West,1971
KBS 154,Frohnau - Hermsdorf - Waidmannslust - Wittenau (Nordbahn) - Wilhelmsruh - Schönholz - Wollankstr. - Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Großgörschenstr. - Schöneberg - Friedenau - Feuerbachstr. - Steglitz - Botanischer Garten - Lichterfelde West - Sundgauer Str. - Zehlendorf - Lindenthaler Allee - Schlachtensee - Nikolassee - Wannsee,,,s-bahn,West,1971
KBS 155,Zehlendorf - Düppel-Kleinmachnow,,,s-bahn,West,1971
KBS 156,Friedrichstr. - Lehrter Stadtbahnhof - Bellevue - Tiergarten - Zoologischer Garten - Savignyplatz - Charlottenburg - Westkreuz - Grunewald - Nikolassee - Wannsee,,,s-bahn,West,1971
KBS 157,Friedrichstr. - Lehrter Stadtbahnhof - Bellevue - Tiergarten - Zoologischer Garten - Savignyplatz - Charlottenburg - Westkreuz - Eichkamp - Heerstr. - Olympiastadion - Pichelsberg - Spandau - Spandau West,,,s-bahn,West,1971
KBS 158,Gesundbrunnen - Wedding - Putlitzstr. - Beusselstr. - Jungfernheide - Siemensstadt-Fürstenbrunn - Spandau - Spandau West - Staaken,,,s-bahn,West,1971
KBS 159,Jungfernheide - Wernerwerk - Siemensstadt - Gartenfeld,,,s-bahn,West,1971
3,Björnsonstrasse - Schönhauser Allee - Stahlheimerstrasse - Prenzlauer Promenade - Antonplatz - Lichtenberger Strasse - Omnibus Betriebshof - Hohenschönhauser Strasse - Landsberger Ch. - Roederplatz - Josef-Orlopp-Strasse - Frankfurter Allee - Holteistrasse Ecke Boxhagenerstrasse - Warschauer Strasse - Revaler Strasse,15,43,strassenbahn,Ost,1971
4,Eberswalderstrasse Ecke Oderberger Strasse - U-Bhf. Dimitroffstrasse - Prenzlauer Allee - Greifswalder Strasse - Arnswalder Platz - Kniprodestrasse - Leninallee - Frankfurter Tor - Grünberger Strasse - Revalerstrasse ,12,26,strassenbahn,Ost,1971
13,Oderberger Strasse Ecke Eberswalderstrasse - U-Bhf. Dimitroffstrasse - Prenzlauer Allee - Greifswalder Strasse - Arnswalder Platz - Kniprodestrasse - Leninallee - Frankfurter Tor - Holteistrasse Ecke Boxhagenerstrasse - Hauptstrasse - Kraftwerk Klingenberg - Hönower Wiesenweg Ecke Blockdammweg ,8,41,strassenbahn,Ost,1971
17,Haeckelstrasse - Bf.Schöneweide - Wilhelminenhofstrasse - Bf.Karlshorst - Hochsch.f.Ökonomie - Tierpark Berlin - Bf.Lichtenberg - Strab.-Betriebshof - VEB Elektrokohle - Roederplatz - S-Bf.Leninallee - Dimitroffstrasse - Kniprodestrasse,20,58,strassenbahn,Ost,1971
19,Mahlsdorferstrasse - S-Bhf.Köpenick - Hegelschule - Pionierpark - Edisonstrasse - Bhf.Karlshorst - Hochsch.f.Ökonomie - Tierpark Berlin - Bhf.Lichtenberg - Strab.-Betriebshof - VEB Elektrokohle - Roederplatz - S-Bhf.Leninallee - Dimitroffstrasse - Kniprodestrasse ,20,69,strassenbahn,Ost,1971
21,"S-Bhf.Ostkreuz - Kraftwerk Klingenberg - Hönow, Wiesenweg - H.-Duncker-strasse - Wilhelminenhofstrasse - Bhf. Schöneweide - Kali-Chemie - S-Bhf. Baumschulenweg",20,32,strassenbahn,Ost,1971
22,"Hauptstrasse - Nordendstrasse - Kurt-Fischer-Platz - Pankow, Rathaus - Pankow, Kirche - U-Bhf.Pankow - S-Bhf. Schönhauser Allee - U-Bhf. Dimitroffstrasse - Brunnenstrasse - Oranienburgerstrasse - Bhf. Friedrichstrasse - Am Kupfergraben ",15,48,strassenbahn,Ost,1971
46,"Nordend - Kurt-Fischer-Platz - Pankow, Rathaus - Pankow, Kirche - U-Bhf. Pankow -  S-Bhf. Schönhauser Allee - Vinetastrasse - U-Bhf. Dimitroffstrasse - Brunnenstrasse -  Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben","7,5",47,strassenbahn,Ost,1971
49,"Hauptstrasse - Rosenthalerstrasse -  Galenusstrasse - S-Bhf. Pankow-Heinersdorf - Pankow, Kirche  - U-Bhf- Pankow - S-Bhf. Schönhauser Allee - U-Bhf. Dimitroffstrasse - Rosenthaler Platz - Hackescher Markt",12,38,strassenbahn,Ost,1971
63,"Hohenschönhausen, Gartenstadt - Falkenbergerstrasse Ecke Wartenberger Strasse - Suermondtstrasse - Oberseestrasse - Weißenseer Weg - S-Bhf. Leninallee - Dimitroffstrasse - Leninplatz - Prenzlauer Tor - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Walter-Ulbricht-Stadion ",12,48,strassenbahn,Ost,1971
69,"Johannisthal, Haeckelstrasse - Bhf. Schöneweide - Wilhelminenhofstrasse - S-Bhf. Karlshorst - Hochschule für Ökonomie - Tierpark Berlin - Alt-Friedrichsfelde Ecke Am Tierpark - Bhf. Lichtenberg - Strab. Bhf. Siegfriedstrasse - Herzbergstrasse - Roederplatz - Steuerhaus - Dimitroffstrasse - Leninplatz - Alexanderplatz, Memhardstrasse - Hackescher Markt - Oranienburger Tor - Walter-Ulbricht-Stadion",20,84,strassenbahn,Ost,1971
70,"Hohenschönhausen, Falkenberger Strasse - Berliner Strasse Ecke Suermondtstrasse - Stadion Buschallee - Kniprodeallee - Buschallee Ecke Klement-Gottwald-Allee - Lichtenberger Strasse - Antonplatz - Prenzlauer Promenade - Humannplatz - U-Bhf. Dimitroffstrasse - Brunnenstrasse - Chausseestrasse - Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben",10,49,strassenbahn,Ost,1971
71,"Romain-Rolland-Strasse, Heinersdorf - Heinersdorf, Kirche - Grüne Wiese - Prenzlauer Promenade - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Piek-Strasse - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Am Kupfergraben",15,40,strassenbahn,Ost,1971
72,"Weißensee, Pasedagplatz - Buschallee - Antonplatz - Prenzlauer Promenade - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Piek-Strasse - U-Bhf. Luxemburgplatz - Hackescher Markt",15,34,strassenbahn,Ost,1971
73,"Weißensee, Pasedagplatz - Buschallee - Antonplatz - S-Bhf. Greifswalderstrasse - Dimitroffstrasse - U-Bhf. Luxemburgplatz - Hackescher Markt - Oranienburger Tor - Walter-Ulbricht-Stadion über Greifswalderstrasse",12,40,strassenbahn,Ost,1971
74,"Wießensee, Bernkastelerstrasse - Buschallee - Antonplatz - S-Bhf. Greifswalder Strasse - Dimitroffstrasse - Mollstrasse Ecke Hans-Beimler-Strasse - Leninplatz - Bersarinstrasse - S-Bhf. Leninallee - Weißenseer Weg - Hauptstrasse - Falkenbergerstrasse ",12,48,strassenbahn,Ost,1971
75,Bernkastelerstrasse - Buschallee - Antonplatz - S-Bhf. Greifswalder Strasse - Dimitroffstrasse - Mollstrasse - U-Bhf. Luxemburgplatz - Hackescher Markt ,16,28,strassenbahn,Ost,1971
82,"Mahlsdorf-Süd, Hubertus - Uhlenhorst - S-Bhf. Köpenick - Hegelschule - E.-Weinert-Klubh. - Pionierpark - Wilhelminenhofstrasse Ecke Edisonstrasse - Heinrich-Duncker-Strasse Ecke Ehrlichstrasse - Hönower Wiesenweg - Kraftwerk Klingenberg - Karlshorsterstrasse - S-Bhf. Ostkreuz ",20,51,strassenbahn,Ost,1971
83,"S-Bhf. Mahlsdorf - Alt-Mahlsdorf - Rahnsdorfer Strasse - Bürgerwäldchen - Ruhlsdorfer Strasse - Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Lindenstrasse Ecke Bahnhofstrasse - Köpenick, Strab.-Betriebshof - VEB Bootswerften - Wendenschloß Ecke Ekhofstrasse",20,48,strassenbahn,Ost,1971
84,"Friedrichshagen, Wasserwerk - Bölschestrasse, Brauerei - S-Bhf. Friedrichshagen - Hirschgarten - Bahnhofstrasse Ecke Lindenstrasse - Schloßplatz Köpenick - S-Bhf. Spindlersfeld -  S-Bhf. Adlershof - Altglienicke, Kirche - Am Falkenberg ",25,55,strassenbahn,Ost,1971
85,"Wendenschloß - VEB Bootswerften - Köpenick, Strab.-Betriebshof - Lindenstrasse Ecke Hegelschule - Pionierpark - Edisonstrasse - Bhf. Schöneweide - Johannisthal, Haeckelstrasse",20,42,strassenbahn,Ost,1971
86,Alt-Schmöckwitz - Karolinenhof Mitte - Richtershorn - S-Bhf. Grünau - Chemische Fabrik - Jachtwerft - Schloßplatz Köpenick - Lindenstrasse Ecke Bahnhofstrasse - S-Bhf. Köpenick - Hirtestrasse ,20,43,strassenbahn,Ost,1971
87,Rahnsdorf - Müggelseedamm - S-Bhf. Friedrichshagen - Hirschgarten - Bahnhofstrasse Ecke Lindenstrasse - E.-Weinert-Klubh. - Pionierpark - Wilhelminenhofstrasse Ecke Edisonstrasse - Bhf. Schöneweide - Köpenicker Landstrasse Ecke Baumschulenstrasse - S-Bhf. Plänterwald - Am Treptower Park Ecke Elsenstrasse - Wiener Brücke,20,70,strassenbahn,Ost,1971
95,Krankenhaus Köpenick - Lindenstrasse Ecke Hegelschule - E.-Weinert-Klubh. - Pionierpark - Edisonstrasse - Bhf. Schöneweide - Baumschulenstrasse Ecke Köpenicker Landstrasse - S-Bhf. Plänterwald - Elsenstrasse Ecke Am Treptower Park - Wiener Brücke,20,48,strassenbahn,Ost,1971
99,Falkenberger Strasse - Stadion Buschallee - Kniprodeallee - Klement-Gottwald-Allee - Pasedagplatz,0,12,strassenbahn,Ost,1971
S-Bhf. Friedrichshagen <> Rüdersdorf,"S-Bhf. Friedrichshagen (Grenze) - Schöneiche, Waldstrasse - Schöneiche, Goethepark - Schöneiche, Rahnsdorferstrasse - Schöneiche, Dorfstrasse - Schöneiche, Dorfaue - Schöneiche, Schillerstrasse - Schöneiche, Grätzwalde - Schöneiche, Jägerstrasse - Rüdersdorf, Berghof - Rüdersdorf, Torellplatz - Rüdersdorf, Heinitzstrasse - Rüdersdorf, Post - Rüdersdorf, Schulstrasse - Rüdersdorf, Karl-Marx-Platz",20,39,strassenbahn,Ost,1971
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"S-Bhf. Rahnsdorf - Goethestrasse - Eichendamm - Lerchenstrasse - Fasanenstrasse - Thälmannplatz - Blumenstrasse - Woltersdorf, Krankenhaus - Woltersdorfer Schleuse",20,20,strassenbahn,Ost,1971
1,Schlesisches Tor - Görlitzer Bahnhof (Oranienstr.) - Kottbusser Tor - Prinzenstr. - Hallesches Tor - Möckernbrücke - Gleisdreieck - Kurfürstenstr. - Nollendorfplatz - Wittenbergplatz - Zoologischer Garten - Ernst-Reuter-Platz - Deutsche Oper (Bismarckstr.) - Sophie-Charlotte-Platz - Kaiserdamm - Theodor-Heuss-Platz - Neu-Westend - Olympia-Stadion - Ruhleben,5,32,u-bahn,West,1971
