stop_order,stop_id,line_id,distance_meters
0,19460_unified,19461_unified,1756.8814242163692
1,19461_unified,19461_unified,1235.6909842669968
2,19462_unified,19461_unified,1161.5746552812266
3,19463_unified,19461_unified,815.100249575441
4,19464_unified,19461_unified,987.2784363494163
5,19465_unified,19461_unified,2106.705877629855
6,19466_unified,19461_unified,631.2963458184958
7,19467_unified,19461_unified,930.4619508789176
8,19468_unified,19461_unified,
0,19469_unified,19462_unified,8110.373025605216
1,194610_unified,19462_unified,3786.61007852002
2,194611_unified,19462_unified,
0,194612_unified,19463_unified,2688.441425808579
1,194613_unified,19463_unified,357.1843315603263
2,194614_unified,19463_unified,397.6330329351227
3,194615_unified,19463_unified,712.2290505802293
4,194616_unified,19463_unified,437.57657660841744
5,194617_unified,19463_unified,482.0115984624606
6,194618_unified,19463_unified,333.0460167771068
7,194619_unified,19463_unified,922.1965847137557
8,194620_unified,19463_unified,375.21947170582297
9,194621_unified,19463_unified,379.30357668267345
10,194622_unified,19463_unified,1203.5189015508133
11,194623_unified,19463_unified,204.84711905896006
12,194624_unified,19463_unified,267.8553611213514
13,194625_unified,19463_unified,179.32490484646
14,194626_unified,19463_unified,2633.8217436754103
15,194627_unified,19463_unified,1564.0163073315687
16,194628_unified,19463_unified,1574.3028711838058
17,194629_unified,19463_unified,1908.8714033887886
18,194630_unified,19463_unified,
0,194631_unified,19464_unified,3319.633109223778
1,194632_unified,19464_unified,
0,194633_unified,19465_unified,2016.5667666290906
1,194634_unified,19465_unified,2509.7803882530998
2,194635_unified,19465_unified,1700.6470375105584
3,194636_unified,19465_unified,2680.7691362667097
4,194637_unified,19465_unified,
0,194638_unified,19466_unified,786.1270115904093
1,194639_unified,19466_unified,717.1468688668425
2,194640_unified,19466_unified,1652.166964727208
3,194641_unified,19466_unified,1846.5938113336053
4,194642_unified,19466_unified,
0,194643_unified,19467_unified,922.1965847137557
1,194644_unified,19467_unified,884.8753956336881
2,194645_unified,19467_unified,1256.3119441379652
3,194646_unified,19467_unified,1421.215616584563
