stop_order,stop_id,line_id
0,19460_unified,19461_unified
1,19461_unified,19461_unified
2,19462_unified,19461_unified
3,19463_unified,19461_unified
4,19464_unified,19461_unified
5,19465_unified,19461_unified
6,19466_unified,19461_unified
7,19467_unified,19461_unified
8,19468_unified,19461_unified
0,19469_unified,19462_unified
1,194610_unified,19462_unified
2,194611_unified,19462_unified
0,194612_unified,19463_unified
1,194613_unified,19463_unified
2,194614_unified,19463_unified
3,194615_unified,19463_unified
4,194616_unified,19463_unified
5,194617_unified,19463_unified
6,194618_unified,19463_unified
7,194619_unified,19463_unified
8,194620_unified,19463_unified
9,194621_unified,19463_unified
10,194622_unified,19463_unified
11,194623_unified,19463_unified
12,194624_unified,19463_unified
13,194625_unified,19463_unified
14,194626_unified,19463_unified
15,194627_unified,19463_unified
16,194628_unified,19463_unified
17,194629_unified,19463_unified
18,194630_unified,19463_unified
0,194631_unified,19464_unified
1,194632_unified,19464_unified
0,194633_unified,19465_unified
1,194634_unified,19465_unified
2,194635_unified,19465_unified
3,194636_unified,19465_unified
4,194637_unified,19465_unified
0,194638_unified,19466_unified
1,194639_unified,19466_unified
2,194640_unified,19466_unified
3,194641_unified,19466_unified
4,194642_unified,19466_unified
0,194643_unified,19467_unified
1,194644_unified,19467_unified
2,194645_unified,19467_unified
3,194646_unified,19467_unified
4,194647_unified,19467_unified
5,194648_unified,19467_unified
0,194649_unified,19468_unified
1,194650_unified,19468_unified
2,194651_unified,19468_unified
3,194652_unified,19468_unified
4,194653_unified,19468_unified
5,194654_unified,19468_unified
6,194655_unified,19468_unified
7,194656_unified,19468_unified
8,194657_unified,19468_unified
9,194658_unified,19468_unified
0,194659_unified,19469_unified
1,194660_unified,19469_unified
2,194661_unified,19469_unified
0,194662_unified,194610_unified
1,194663_unified,194610_unified
2,194664_unified,194610_unified
3,194665_unified,194610_unified
4,194666_unified,194610_unified
5,194667_unified,194610_unified
6,194668_unified,194610_unified
7,194669_unified,194610_unified
8,194670_unified,194610_unified
9,194671_unified,194610_unified
10,194672_unified,194610_unified
11,194673_unified,194610_unified
12,194674_unified,194610_unified
13,194675_unified,194610_unified
14,194676_unified,194610_unified
15,194677_unified,194610_unified
16,194678_unified,194610_unified
17,194679_unified,194610_unified
18,194680_unified,194610_unified
19,194681_unified,194610_unified
20,194682_unified,194610_unified
21,194683_unified,194610_unified
22,194684_unified,194610_unified
23,194685_unified,194610_unified
24,194686_unified,194610_unified
25,194662_unified,194610_unified
0,194687_unified,194611_unified
1,194688_unified,194611_unified
2,194689_unified,194611_unified
3,194690_unified,194611_unified
4,194691_unified,194611_unified
5,194692_unified,194611_unified
6,194693_unified,194611_unified
7,194694_unified,194611_unified
0,194695_unified,194612_unified
1,194696_unified,194612_unified
2,194697_unified,194612_unified
3,194698_unified,194612_unified
0,194699_unified,194613_unified
1,1946100_unified,194613_unified
2,1946101_unified,194613_unified
3,1946102_unified,194613_unified
4,1946103_unified,194613_unified
5,1946104_unified,194613_unified
6,1946105_unified,194613_unified
7,1946106_unified,194613_unified
8,1946107_unified,194613_unified
9,1946108_unified,194613_unified
10,1946109_unified,194613_unified
11,1946110_unified,194613_unified
12,1946111_unified,194613_unified
13,1946112_unified,194613_unified
14,1946113_unified,194613_unified
15,1946114_unified,194613_unified
16,1946115_unified,194613_unified
17,1946116_unified,194613_unified
18,1946117_unified,194613_unified
19,1946118_unified,194613_unified
20,1946119_unified,194613_unified
21,1946120_unified,194613_unified
22,1946121_unified,194613_unified
23,1946122_unified,194613_unified
24,1946123_unified,194613_unified
0,1946124_unified,194614_unified
1,1946125_unified,194614_unified
2,1946126_unified,194614_unified
