line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19461_unified,1946,D,omnibus,"U-Bhf. Friedrichsfelde<> Dahlwitz, Kol. Waldesruh",0.0,,unified,12.0,,0
19462_unified,1946,Wannsee-Pichelsberg,ferry,"Pichelsberg, Stössenseebrücke<> Wannsee",0.0,,unified,120.0,,0
19463_unified,1946,1,omnibus,Flughafen<> Alt-Friedrichsfelde,0.0,,unified,25.0,,0
19464_unified,1946,8,omnibus,"Waldstr. Ecke Thälmannstr.<> Seestr., Friedhöfe",0.0,,unified,10.0,,0
19465_unified,1946,17,omnibus,"Zehlendorf, Rathaus<> Stölpchensee",0.0,,unified,30.0,,0
19466_unified,1946,5,omnibus,"Steglitz, Rathaus<> Zehlendorf, Rathaus",0.0,,unified,60.0,,0
19467_unified,1946,9,omnibus,"Alexanderplatz<> Charlottenburg, Knie",0.0,,unified,10.0,,0
19468_unified,1946,H,omnibus,U-Bhf. Lichtenberg<> Hönow,0.0,,unified,15.0,,0
19469_unified,1946,27,omnibus,"Müggelheim<> Köpenick, Krankenhaus",0.0,,unified,20.0,,0
194610_unified,1946,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0.0,,unified,10.0,,1100
194611_unified,1946,KBS 100a,s-bahn,Hermannstr.<> Grünau,0.0,,unified,30.0,,1100
194612_unified,1946,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0.0,,unified,30.0,,1100
194613_unified,1946,KBS 100c,s-bahn,Spandau<> Grünau,0.0,,unified,30.0,,1100
194614_unified,1946,KBS 100d,s-bahn,Schöneweide<> Spindlersfeld,0.0,,unified,30.0,,1100
194615_unified,1946,KBS 103,s-bahn,Bernau<> Stettiner Bahnhof,0.0,,unified,30.0,,1100
194616_unified,1946,KBS 103,s-bahn,Potsdamerplatz<> Lichterfelde Süd,0.0,,unified,30.0,,1100
194617_unified,1946,KBS 104,s-bahn,Oranienburg<> Stettiner Bahnhof,0.0,,unified,30.0,,1100
194618_unified,1946,KBS 104a,s-bahn,Friedrichstr.<> Dreilinden,0.0,,unified,30.0,,1100
194619_unified,1946,KBS 105,s-bahn,Velten<> Stettiner Bahnhof,0.0,,unified,30.0,,1100
194620_unified,1946,KBS 105a,s-bahn,Potsdamerplatz<> Rangsdorf,0.0,,unified,40.0,,1100
194621_unified,1946,KBS 101,s-bahn,Potsdam<> Kaulsdorf,0.0,,unified,15.0,,1100
194622_unified,1946,1,tram,Hackescher Markt<> Anhalter Bahnhof,0.0,,unified,10.0,,195
194623_unified,1946,21,tram,Wiebestr.<> Anhalter Bhf.,0.0,,unified,6.0,,195
194624_unified,1946,23,tram,Rosenthal<> Fennstr.,0.0,,unified,10.0,,195
194625_unified,1946,4,tram,Warschauerbrücke<> Strelitzerstr.,0.0,,unified,7.0,,195
194626_unified,1946,6,tram,"Schönberg, Wartburgplatz<> Treptow, Elsenstr.",0.0,,unified,12.0,,195
194627_unified,1946,8,tram,"Seestr., Friedhöfe<> Gürtelstr. Ecke Frankfurterallee",0.0,,unified,15.0,,195
194628_unified,1946,13,tram,Türschmidtstr. Ecke Karlshorsterstr.<> Kraftwerk Klingenberg,0.0,,unified,15.0,,195
194629_unified,1946,3,tram,Gotzkowskystr.<> Gardepionierplatz,0.0,,unified,10.0,,195
194630_unified,1946,24,tram,Buchholz<> Ramlerstr.,0.0,,unified,15.0,,195
194631_unified,1946,25,tram,"Tegel, Alt-Tegel<> Togostr.",0.0,,unified,15.0,,195
194632_unified,1946,27,tram,"Buckow<> Neukölln, Steinmetzstr.",0.0,,unified,10.0,,195
194633_unified,1946,28,tram,Tegelort<> Ramlerstr.,0.0,,unified,30.0,,195
194634_unified,1946,128,tram,Heiligensee<> Ramlerstr.,0.0,,unified,30.0,,195
194635_unified,1946,41,tram,"Tegel, Alt-Tegel<> Ramlerstr.",0.0,,unified,15.0,,195
194636_unified,1946,141,tram,"Wilhelmsruh, Hauptstr.<> Ramlerstr.",0.0,,unified,15.0,,195
194637_unified,1946,47,tram,Nordend<> U-Bahnhof Danzigerstr.,0.0,,unified,10.0,,195
194638_unified,1946,147,tram,"Britz, Rudowerstr.<> Schönefeld",0.0,,unified,15.0,,195
194639_unified,1946,49,tram,Buchholz<> U-Bahnhof Danzigerstr.,0.0,,unified,15.0,,195
194640_unified,1946,54,tram,"Spandau, Johannesstrift<> Richard-Wagner-Platz",0.0,,unified,15.0,,195
194641_unified,1946,55,tram,Spandau markt<> Gotzkowskystr.,0.0,,unified,6.0,,195
194642_unified,1946,60,tram,"Weißensee, Rennbahnstr.<> Rathaus",0.0,,unified,5.0,,195
194643_unified,1946,62,tram,"Charlottenburg, Königin-Elisabehtstr.<> Wilmersdorf, Emserplatz",0.0,,unified,15.0,,195
194644_unified,1946,64,tram,"Hohenschönhausen, Degenerstr.<> Rathaus",0.0,,unified,10.0,,195
194645_unified,1946,65,tram,"Lichtenberg, Scheffelstr.<> Rathaus",0.0,,unified,10.0,,195
194646_unified,1946,68,tram,"Wittenau, Nordbahnhof<> Togostr.",0.0,,unified,7.5,,195
194647_unified,1946,69,tram,"Landsbergerallee Ecke Elbingerstr.<> Oberschöneweide, Edisonstrass Ecke Wilhelminenhofstr.",0.0,,unified,7.5,,195
194648_unified,1946,72,tram,"Weißensee, Rennbahnstr.<> Rathaus",0.0,,unified,7.0,,195
194649_unified,1946,73,tram,Heinersdorf<> Rathaus,0.0,,unified,15.0,,195
194650_unified,1946,74,tram,"Lichterfelde, Händelplatz<> Spittelmarkt",0.0,,unified,5.0,,195
194651_unified,1946,75,tram,Hakenfelde<> Alt-Pichelsdorf,0.0,,unified,5.0,,195
194652_unified,1946,75,tram,"Freybrücke<> Grunewald, Hubertusallee",0.0,,unified,15.0,,195
194653_unified,1946,76,tram,Joachimstalerstr.<> Roseneck,0.0,,unified,15.0,,195
194654_unified,1946,77,tram,"Lichterfelde-Süde, Goerzallee Ecke Appenzellerstr.<> Kantstr.",0.0,,unified,10.0,,195
194655_unified,1946,82,tram,Molkenmarkt<> Markgrafendamm,0.0,,unified,15.0,,195
194656_unified,1946,83,tram,"Köpenick, Marienhain über Wendenschloßstr.<> Bhf. Mahlsdorf",0.0,,unified,20.0,,195
194657_unified,1946,86,tram,Bhf. Grünau<> Schmöckwitz,0.0,,unified,20.0,,195
194658_unified,1946,87_b,tram,"Oberschöneweide, Nalepastr. Ecke Karlshorsterstr.<> Rahnsdorf",0.0,,unified,30.0,,195
194659_unified,1946,87_a,tram,Dönhoffplatz<> Bhf. Baumschulenweg,0.0,,unified,10.0,,195
194660_unified,1946,91,tram,"Treptow, Rathaus<> Johannisthal",0.0,,unified,15.0,,195
