,line_id,stop_name,stop_order,stop_id
0,19601,SchillingBrücke (Ostbahnhof),0,19601051
1,19601,U-Bhf. Strausberger Platz,1,19601256
2,19601,Stalinallee,2,19601138
3,19601,Leninplatz,3,1960704
4,19601,"Alexanderplats, Memhardstr.",4,196011
5,19601,Rosenthaler Platz,5,1960991
6,19601,Brunnen Ecke Invalidenstrasse,6,1960232
7,19601,Invaliden- Ecke Chausseestrasse,7,1960561
8,19601,"WeidendammBrücke, Bhf. Friedrichstrasse",8,19601316
9,19601,Am Kupfergraben,9,196041
10,19602,Köpenicker Strasse Ecke Adalbertstrasse,0,1960684
11,19602,Bhf. JannowitzBrücke,1,1960142
12,19602,"Alexanderplatz, Memhardstrasse",2,196016
13,19602,Rosenthaler Platz,3,1960991
14,19602,Brunnen Ecke Invalidenstrasse,4,1960232
15,19602,Invaliden- Ecke Chausseestrasse,5,1960561
16,19602,"Oranienburger Tor, Hannoversche Strasse",6,1960849
17,19603,"Klingenberg, Blockdammweg",0,1960619
18,19603,Karlshorster Strasse,1,1960598
19,19603,Holteistrasse,2,1960540
20,19603,Frankfurter Tor/Stalinallee,3,1960359
21,19603,Bersarinplatz,4,1960116
22,19603,Leninallee,5,1960702
23,19603,Kniprodestrasse,6,1960626
24,19603,Greifswalder Strasse,7,1960431
25,19603,Prenzlauer Allee,8,1960916
26,19603,U-Bhf. Dimitroffstrasse,9,19601220
27,19603,Oderberger Strasse,10,1960836
28,19604,Daimlerstrasse,0,1960281
29,19604,Bhf. Marienfelde,1,1960156
30,19604,K rtingstrasse,2,1960579
31,19604,Mariendorfer Damm,3,1960768
32,19604,Imbrosweg,4,1960555
33,19604,Mariendorfer Friedhof,5,1960770
34,19604,Industriestrasse,6,1960556
35,19604,Germaniastrasse,7,1960399
36,19604,Frauenklinik,8,1960362
37,19604,Hermannstrasse,9,1960507
38,19604,U-Bhf. Neukölln,10,19601242
39,19604,Richardstrasse,11,1960978
40,19604,Bhf. Sonnenallee,12,1960168
41,19604,Dammweg,13,1960284
42,19604,Schulenburgpark,14,19601069
43,19605,Wolliner Strasse,0,19601376
44,19605,Voltastrasse,1,19601285
45,19605,Weddingplatz,2,19601314
46,19605,Rathenower Strasse,3,1960958
47,19605,Stromstrasse,4,19601161
48,19605,GotzkowskyBrücke,5,1960422
49,19605,U-Bhf. Ernst-Reuter-Platz,6,19601222
50,19605,Bhf. Zoo,7,1960189
51,19605,Wittenbergplatz,8,19601370
52,19605,Potsdamer Strasse,9,1960911
53,19605,Bhf. Yorckstrasse,10,1960186
54,19605,Mehringdamm,11,1960788
55,19605,Südstern,12,19601173
56,19605,Hermannplatz,13,1960504
57,19605,Spreewaldplatz,14,19601121
58,19606,Bhf. Rosenthal,0,1960162
59,19606,Nordendstrasse,1,1960831
60,19606,Kurt-Fischer-Platz,2,1960662
61,19606,"Pankow, Rathaus",3,1960879
62,19606,"Pankow, Kirche",4,1960877
63,19606,U-Bhf. Vinestrasse,5,19601261
64,19606,S-Bhf. Sch nhauser Allee,6,19601024
65,19606,U-Bhf. Dimitroffstrasse,7,19601220
66,19606,Rosenthaler Platz,8,1960991
67,19606,"Alexanderplatz, Memhardstrasse",9,196016
68,19606,Elisabethstrasse,10,1960320
69,19607,Wolliner Strasse,0,19601376
70,19607,Rügener Strasse,1,19601003
71,19607,Bhf. Gesundbrunnen,2,1960132
72,19607,Nauener Platz,3,1960806
73,19607,Weddingplatz,4,19601314
74,19607,Augustenburger Platz,5,196067
75,19607,Turmstrasse,6,19601212
76,19607,Gotzkowskystrasse,7,1960425
77,19607,U-Bhf. Ernst-Reuter-Platz,8,19601222
78,19607,Bhf. Zoo,9,1960189
79,19607,Wittenbergplatz,10,19601370
80,19607,Wartburgplatz,11,19601308
81,19607,Rathaus Sch neberg,12,1960945
82,19607,Hauptstrasse,13,1960480
83,19607,Gotenstrasse,14,1960419
84,19608,Spreewaldplatz,0,19601121
85,19608,Reichenberger Strasse,1,1960961
86,19608,Glogauer Strasse,2,1960410
87,19608,Sonnenallee,3,19601106
88,19608,Hermannplatz,4,1960504
89,19608,Weichselstrasse,5,19601315
90,19608,Rathaus Neukölln,6,1960941
91,19608,Saltykowstrasse,7,19601036
92,19608,Karl-Marx-Platz,8,1960595
93,19608,Silbersteinstrasse,9,19601103
94,19608,Hermannstrasse,10,1960507
95,19608,St dtische Frauenklinik,11,19601122
96,19608,Germaniastrasse,12,1960399
97,19608,Bhf. Teltowkanal,13,1960174
98,19608,Industriestrasse,14,1960556
99,19609,Hobrechtstrasse,0,1960520
100,19609,Hasenheide,1,1960477
101,19609,U-Bhf. Boddinstrasse,2,19601216
102,19609,U-Bhf. Leinestrasse,3,19601238
103,19609,Bhf. Hermannstrasse,4,1960139
104,19609,Mariendorfer Weg,5,1960771
105,19609,Germaniapromenade,6,1960398
106,19609,Franz-K rner-Strasse,7,1960360
107,19609,Gradestrasse,8,1960426
108,19609,Tempelhofer Weg,9,19601192
109,19609,Mariendorfer Allee,10,1960766
110,19609,Gutschmidstrasse,11,1960452
111,19609,Kleinbahn,12,1960614
112,19609,Dacchdeckerweg,13,1960277
113,19609,Parkfriedhof Neukölln,14,1960887
114,19609,Alt-Buckow,15,196019
115,196010,Mühlenstrasse,0,1960804
116,196010,Bhf. Warschauer Brücke,1,1960178
117,196010,Boxhagener Strasse,2,1960219
118,196010,Bhf. Stalineallee,3,1960170
119,196010,Roederplatz,4,1960986
120,196010,Hohensch nhauser Strasse,5,1960530
121,196010,Klement-Gottwald-Allee/Lichtenberger Strasse,6,1960618
122,196010,Antonplatz,7,196059
123,196010,Prenzlauer Promenade,8,1960919
124,196010,Sch nhauser Allee,9,19601044
125,196010,Bj rnsonstrasse,10,1960199
126,196011,Hobrechtstrasse,0,1960520
127,196011,U-Bhf. Südstern,1,19601257
128,196011,Mehringdamm,2,1960788
129,196011,Potsdamer Strasse,3,1960911
130,196011,Martin-Luther-Strasse,4,1960781
131,196011,Bundesallee Ecke Berliner Strasse,5,1960247
132,196011,Fehrbelliner Platz,6,1960345
133,196011,Kurfürstendamm,7,1960656
134,196011,Otto-Suhr-Allee,8,1960870
135,196011,OsnaBrücker Strasse,9,1960860
136,196011,Wiebestrasse,10,19601337
137,196011,Bhf. Beusselstrasse,11,1960123
138,196011,Schwedenstrasse,12,19601075
139,196011,Grüntaler Strasse,13,1960451
140,196012,Nonnendammallee,0,1960826
141,196012,Quellweg,1,1960931
142,196012,Bhf. Jungfernheide,2,1960144
143,196012,Tauroggener Strasse,3,19601178
144,196012,Wiebestrasse/Huttenstrasse,4,19601339
145,196012,Stromstrasse,5,19601161
146,196012,Rathenower Strasse,6,1960958
147,196012,Weddingplatz,7,19601314
148,196012,Nettelbeckplatz,8,1960811
149,196012,Nauener Platz,9,1960806
150,196012,Osloer Strasse,10,1960859
151,196012,Pankower Allee,11,1960882
152,196012,Kopenhagener Strasse,12,1960638
153,196012,Bhf. Wilhelmsruh,13,1960182
154,196013,Mühlenstrasse,0,1960804
155,196013,Bhf. Warschauer Brücke,1,1960178
156,196013,Grünberger Strasse,2,1960448
157,196013,Frankfurter Tor/Stalinallee,3,1960359
158,196013,Bersarinplatz,4,1960116
159,196013,Leninallee,5,1960702
160,196013,Kniprodestrasse,6,1960626
161,196013,Greifswalder Strasse,7,1960431
162,196013,Prenzlauer Allee,8,1960916
163,196013,U-Bhf. Dimitroffstrasse,9,19601220
164,196013,Oderberger Strasse,10,1960836
165,196014,Sandkrugbrücke,0,19601038
166,196014,Stromstrasse,1,19601161
167,196014,Gotzkowskystrasse,2,1960425
168,196014,U-Bhf. Ernst-Reuter-Platz,3,19601222
169,196014,Wilmersdorfer Strasse,4,19601359
170,196014,Kantstrasse,5,1960594
171,196014,Kurfürstendamm,6,1960656
172,196014,Fehrbelliner Platz,7,1960345
173,196014,Hildegardstrasse,8,1960515
174,196014,Bundesplatz,9,1960249
175,196014,Schlossstrasse,10,19601062
176,196014,Rathaus Steglitz,11,1960950
177,196014,Bhf. Steglitz,12,1960172
178,196014,Schützenstrasse,13,19601084
