,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
21,198422,1984,19,strassenbahn,"Köpenick, Krankenhaus<> Dimitroffstrasse",65,Ost,20
22,198423,1984,2,bus,"U-Bhf. Friedrich-Wilhelm-Platz<> Marienfelde, Waldsassener Strasse",36,West,7
23,198424,1984,20,bus,Tegelort<> Lübars Alt-Lübars,41,West,15
24,198425,1984,20,strassenbahn,Bhf. Lichtenberg<> Hackerscher Markt,50,Ost,20
25,198426,1984,21,bus,Quickborner Strasse Märkisches Viertel<> Fehrbelliner Platz,63,West,20
26,198427,1984,21,strassenbahn,"Eberswalder Strasse<> Köpenick, Krankenhaus",71,Ost,20
27,198428,1984,22,bus,U-Bhf. Osloer Strasse<> Waidmannslust Titiseestrasse,37,West,15
28,198429,1984,22,strassenbahn,"Rosenthal, Quickborner Strasse<> Am Kupfergraben",50,Ost,15
29,198430,1984,22E,bus,"U-Bhf. Holzhauser Strasse<> Wittenau, Kirche",11,West,15
30,198431,1984,23,bus,Falkenhöhe<> Rudower Chaussee,28,Ost,20
31,198432,1984,23,bus,S-Bhf. Tiergarten<> Saatwinkler Damm Mäkeritzwiesen,46,West,15
32,198433,1984,24,bus,Moabit Wiebestrasse<> Platz der Luftbrücke,43,West,15
33,198434,1984,24,strassenbahn,Bernkasteler Strasse<> Wöhlertstrasse,36,Ost,12
34,198435,1984,25,bus,Britz-Süd<> U-Bhf. Friedrich-Wilhelm-Platz,39,West,15
35,198436,1984,25,strassenbahn,Sterndamm<> Rahnsdorf,47,Ost,20
36,198437,1984,26,strassenbahn,"Sterndamm<> Köpenick, Krankenhaus",26,Ost,20
37,198438,1984,27,bus,S-Bhf. Kaulsdorf<> Alt-Müggelheim,41,Ost,10
38,198439,1984,28,bus,U-Bhf. Tempelhof<> Schlesische Strasse Ecke Heckmannufer,44,West,15
39,198440,1984,28,strassenbahn,Pasedagplatz<> Hackescher Markt,27,Ost,14
40,198441,1984,29,strassenbahn,"Weißensee, Kniprodeallee<> Scharnweberstrasse",22,Ost,20
41,198442,1984,3,bus,"Düppel-Süd<> Wannsee, Heckeshorn",45,West,15
42,198443,1984,3,strassenbahn,Björnsonstrasse<> S-Bhf. Warschauer Strasse,43,Ost,10
43,198444,1984,30,bus,Robert-Koch-Platz<> Ostbahnhof,67,Ost,7
44,198445,1984,31,bus,"Buch, Hobrechtsfelder Chaussee<> Ostseestrasse",38,Ost,20
45,198446,1984,32,bus,Hans-Beimler-Strasse<> Otto-Grotewohl-Strasse,25,Ost,6
46,198447,1984,32,bus,U-Bhf. Rathaus Steglitz<> Marienfelde Daimlerstrasse,22,West,20
47,198448,1984,33,bus,Grumbkowstrasse<> U-Bhf. Pankow,17,Ost,20
48,198449,1984,33,bus,U-Bhf. Breitenbachplatz<> Mariendorf Rixdorfer Strasse Ecke Dirschelweg,29,West,10
49,198450,1984,34,bus,U-Bhf. Marchlewskistrasse<> Alt-Stralau,17,Ost,15
50,198451,1984,34,bus,"Spandau, Wasserwerk<> Glienicke Gutshof",50,West,20
51,198452,1984,34E,bus,Alt-Gatow<> Habichtswald,8,West,60
52,198453,1984,35,bus,"Biesdorf-Süd, Köpenicker Strasse<> S-Bhf. Nöldnerplatz",32,Ost,20
53,198454,1984,35,bus,U-Bhf. Ruhleben<> Kladow Hottengrund,37,West,20
54,198455,1984,35E,bus,"Kladow<> Hottengrund, Altenheim",7,West,25
55,198456,1984,36,bus,"S-Bhf. Grünau<> Schönefeld, Dorfstrasse",18,Ost,10
56,198457,1984,361,bus,Flughafen Schönefeld<> Flughafen Schönefeld,9,Ost,20
57,198458,1984,362,bus,Flughafen Schönefeld<> Flughafen Schönefeld,6,Ost,20
58,198459,1984,37,bus,S-Bhf. Grünau<> Rudower Strasse,12,Ost,30
59,198460,1984,38,bus,S-Bhf. Grünau<> Diepensee,25,Ost,60
60,198461,1984,39,bus,"Wartenberg, Siedlung<> Degnerstrasse",21,Ost,20
61,198462,1984,4,bus,"Neu-Westend, Brixplatz<> Neukölln, Teupitzer Strasse",64,West,10
62,198463,1984,4,strassenbahn,Eberswalder Strasse<> S-Bhf. Warschauer Strasse,25,Ost,10
63,198464,1984,40,bus,Robert-Koch-Platz<> Ostbahnhof,20,Ost,8
64,198465,1984,41,bus,"Neu-Lindenberg<> Ahrensfelde, Lindenberger Strasse",39,Ost,30
65,198466,1984,41,bus,Rudow Stadtgrenze<> U-Bhf. Hallesches Tor,58,West,12
66,198467,1984,42,bus,"Buch, Zepernicker Strasse<> Ostseestrasse",30,Ost,12
67,198468,1984,43,bus,S-Bhf. Marzahn<> S-Bhf. Nöldnerplatz,29,Ost,10
68,198469,1984,44,bus,"Hönow, Dorf<> S-Bhf. Mahlsdorf",16,Ost,60
69,198470,1984,45,bus,"Wilhelmsruh, Schillerstrasse<> Schwarzelfenweg",38,Ost,12
70,198471,1984,46,strassenbahn,Nordend<> Am Kupfergraben,48,Ost,10
71,198472,1984,47,bus,"Treptow, Eichenstrasse<> S-Bhf. Oberspree",38,Ost,15
72,198473,1984,48,bus,Marzahner Strasse<> S-Bhf. Friedrichsfelde Ost,15,Ost,12
73,198474,1984,48,bus,Zehlendorf Fischerhüttenstrasse Ecke Potsdamer Strasse<> Tiergartenstrasse Philharmonie,46,West,12
74,198475,1984,49,strassenbahn,"Bucholz, Hauptstrasse<> Hackescher Markt",39,Ost,15
75,198476,1984,5,bus,"U-Bhf. Ruhleben<> Spandau, Nervenklinik",32,West,10
76,198477,1984,50,bus,Rolandstrasse<> U-Bhf. Pankow,18,Ost,7
77,198478,1984,50,bus,Grunewald Roseneck<> Schöneberg Barbarossaplatz,23,West,15
78,198479,1984,51,bus,"Buch, Am Sandhaus<> Zepernick, Kirche",0,Ost,20
79,198480,1984,51E,bus,"Buch, Am Sandhaus<> Akademie der Wissenschaften",0,Ost,10
80,198481,1984,52,bus,Achtermannstrasse<> U-Bhf. Pankow,14,Ost,15
81,198482,1984,52,bus,Rudow Stubenrauchstrasse<> Marienfelde Stadtrandsiedlung,35,West,12
82,198483,1984,53,bus,Degnerstrasse<> U-Bhf. Tierpark,38,Ost,10
83,198484,1984,53,bus,S-Bhf. Nikolassee<> Lichterfelde Oberhofer Platz,40,West,15
84,198485,1984,54,bus,S-Bhf. Marzahn<> Bhf. Lichtenberg,31,Ost,10
85,198486,1984,54,bus,"Spandau Johannesstift<> Zoo, Hardenbergplatz",45,West,10
86,198487,1984,55,bus,Fontanestrasse<> Piesporter Strasse,33,Ost,7
87,198488,1984,55,bus,Jakob-Kaiser-Platz<> Spandau Hakenfelde,33,West,15
88,198489,1984,56,bus,Gehringstrasse<> S-Bhf. Storkower Strasse,42,Ost,12
89,198490,1984,56,bus,U-Bhf. Ruhleben<> Spandau Hakenfelde,23,West,20
90,198491,1984,56E,bus,Gehringstrasse<> S-Bhf. Storkower Strasse,28,Ost,12
91,198492,1984,57/E,bus,Michelangelostrasse<> Scharnhorststrasse,31,Ost,2
92,198493,1984,57,bus,Rudower Ring (U-Bhf. Zwickauer Damm)<> Rudower Ring (U-Bhf. Zwickauer Damm),44,West,20
93,198494,1984,59,bus,Stadion der Weltjugend<> Otto-Grotewohl-Strasse,15,Ost,10
94,198495,1984,6,bus,S-Bhf. Wannsee<> Glienicker Brücke,14,West,30
95,198496,1984,60,bus,S-Bhf. Kaulsdorf<> S-Bhf. Kaulsdorf,14,Ost,20
96,198497,1984,60,bus,Wittenbergplatz<> U-Bhf. Oskar-Helene-Heim,40,West,15
97,198498,1984,61,bus,"Schöneiche, Dorfaue<> Hessenwinkel",31,Ost,20
98,198499,1984,61,bus,U-Bhf./S-Bhf. Gesundbrunnen<> Otisstrasse Ecke Wittestrasse,45,West,15
99,1984100,1984,62,bus,VEB Kombinat Auto Trans<> Springbornstrasse,13,Ost,7
100,1984101,1984,62,bus,"Wilhelmsruher Damm Märkisches Viertel<> Zoo, Hardenbergplatz",50,West,12
101,1984102,1984,63,bus,Spandau Waldkrankenhaus<> Staaken Heidebergplan,29,West,15
102,1984103,1984,63,strassenbahn,Gehrenseestrasse<> Stadion der Weltjugend,42,Ost,10
103,1984104,1984,64,bus,Krüllsstrasse<> Karl-Kunger-Strasse,19,Ost,15
104,1984105,1984,64,bus,Senftenberger Ring Märkisches Zentrum<> Bernauer Strasse Ecke Wollinger Strasse,48,West,15
105,1984106,1984,65,bus,Krüllsstrasse<> Oberspree,26,Ost,20
106,1984107,1984,65,bus,Wedding Seestrasse Ecke Müllerstrasse<> Sonnenalle Ecke Peter-Anders-Strasse,0,West,12
107,1984108,1984,66,bus,Krüllsstrasse<> Springbornstrasse,27,Ost,20
108,1984109,1984,67,bus,S-Bhf. Treptower Park<> VEB Kombinat Auto Trans,26,Ost,20
109,1984110,1984,68,bus,Kaulsdorfer Strasse<> Müggelschlößchenweg,16,Ost,10
110,1984111,1984,68,bus,Dahlem Clayallee Ecke Königin-Luise-Strasse<> U-Bhf. Tempelhof,35,West,15
111,1984112,1984,69,bus,Kaulsdorfer Strasse<> Müggelschlößchenweg,14,Ost,20
112,1984113,1984,69,bus,Eichkamp Dauerwaldweg<> Reichstag,37,West,20
113,1984114,1984,7,bus,"Glienicke, Leninstrasse<> U-Bhf. Pankow",42,Ost,20
114,1984115,1984,7,bus,"U-Bhf. Alt-Mariendorf<> Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",18,West,10
115,1984116,1984,70,bus,Wollankstrasse Ecke Kattegatstrasse<> Moabit Wiebestrasse,34,West,12
116,1984117,1984,70,strassenbahn,Gehrenseestrasse<> Am Kupfergraben,49,Ost,15
117,1984118,1984,71,strassenbahn,Heinersdorf<> Am Kupfergraben,37,Ost,15
118,1984119,1984,72,bus,Wilhelmsruh Kopenhagener Strasse<> Gartenfeld,56,West,15
119,1984120,1984,72,strassenbahn,Pasedagplatz<> Oranienburger Tor,35,Ost,15
120,1984121,1984,73,bus,"Zoo Hardenbergplatz<> Britz, Buschkrug",41,West,7
121,1984122,1984,74,bus,Charlottenburg Königin-Elisabeth-Strasse<> Lindenhof,44,West,15
122,1984123,1984,75,bus,Steglitzer Damm Ecke Munsterdamm<> Hermannplatz,54,West,10
123,1984124,1984,76,bus,U-Bhf. Walther-Schreiber-Platz<> Lichtenrade Blohmstrasse Ecke Wünsdorfer Strasse,42,West,7
124,1984125,1984,77,bus,Neukölln Britzer Allee<> Marienfelde Daimlerstrasse,32,West,20
125,1984126,1984,78,bus,Arkonaplatz<> Schumannstrasse,32,Ost,10
126,1984127,1984,78,bus,U-Bhf. Alt-Mariendorf<> Lichtenrade Nahariyastrasse,19,West,20
127,1984128,1984,78E,bus,Arkonaplatz<> Adalbertstrasse,18,Ost,10
128,1984129,1984,79,bus,Alexanderstrasse<> Otto-Grotewohl-Strasse,12,Ost,20
129,1984130,1984,79,bus,Marienfelde Waldsassener Strasse<> S-Bhf. Lichtenrade,48,West,15
130,1984131,1984,8,bus,Mahlsdorfer Allee<> Bhf. Lichtenberg,36,Ost,7
131,1984132,1984,8,bus,Flughafen Berlin-Tegel<> U-Bhf. Osloer Strasse,24,West,15
132,1984133,1984,80,bus,U-Bhf. Ruhleben<> Staaken Brunsbütteler Damm,25,West,15
133,1984134,1984,81,bus,U-Bhf. Friedrich-Wilhelm-Platz<> Mariendorf Dardanellenweg,39,West,7
134,1984135,1984,82,bus,S-Bhf. Lichtenrade<> S-Bhf. Lichtenrade,31,West,15
135,1984136,1984,82,strassenbahn,Mahlsdorf-Süd<> S-Bhf. Ostkreuz,49,Ost,12
136,1984137,1984,83,bus,"Nettelbeckplatz<> Lankwitz, Kirche",45,West,12
137,1984138,1984,83,strassenbahn,S-Bhf. Mahlsdorf<> Wendenschloß,42,Ost,15
138,1984139,1984,84,bus,Lichterfelde Ringstrasse Ecke Weißwasserweg<> U-Bhf. Kurfürstenstrasse,38,West,12
139,1984140,1984,84,strassenbahn,Wasserwerk<> Am Falkenberg,47,Ost,20
140,1984141,1984,85,bus,Lichterfelde-Süd Holtheimer Weg<> Wittenbergplatz,48,West,10
141,1984142,1984,85,strassenbahn,"Johannisthal, Haeckelstrasse<> Wendenschloß",40,Ost,20
142,1984143,1984,86,bus,"Fehrbelliner Platz<> Lichterfelde, Celsiusstrasse",41,West,12
143,1984144,1984,86,strassenbahn,Hirtestrasse<> Alt-Schmöckwitz,41,Ost,10
144,1984145,1984,87,bus,U-Bhf. Richard-Wagner-Platz<> Pulsstrasse,10,West,20
145,1984146,1984,88,bus,"U-Bhf. Rathaus Steglitz<> Lichterfelde, Augustaplatz",12,West,10
146,1984147,1984,89,bus,Bornholmer Strasse<> U-Bhf. Mierendorffplatz,28,West,10
147,1984148,1984,9,bus,John-Schehr-Strasse<> Otto-Grotewohl-Strasse,19,Ost,3
148,1984149,1984,9,bus,Flughafen Berlin-Tegel<> Budapester Strasse,40,West,15
149,1984150,1984,90,bus,"Zoo, Hardenbergplatz<> Bernauer Strasse Ecke Wolliner Strasse",36,West,20
150,1984151,1984,91,bus,Lindenberger Strasse<> S-Bhf. Kaulsdorf,30,Ost,20
151,1984152,1984,91,bus,Buckow-Süd<> Hermannplatz,29,West,10
152,1984153,1984,92,bus,S-Bhf. Marzahn<> S-Bhf. Biesdorf,19,Ost,10
153,1984154,1984,92,bus,"Staaken Brunsbütteler Damm<> Zoo, Hardenbergplatz",48,West,10
154,1984155,1984,92E,bus,S-Bhf. Biesdorf<> Wilhem-Griesinger-Krankenhaus,4,Ost,20
155,1984156,1984,93,bus,Lindenhof<> U-Bhf. Lichtenberg,4,Ost,0
156,1984157,1984,93,bus,U-Bhf. Alt-Mariendorf<> Britz-Süd Gutschmidtstrasse,13,West,20
157,1984158,1984,94,bus,U-Bhf. Tierpark<> U-Bhf. Tierpark,13,Ost,20
158,1984159,1984,94,bus,"Heerstrasse Ecke Reimerweg<> Zoo, Hardenbergplatz",41,West,10
159,1984160,1984,95,bus,Greifswalder Strasse<> S-Bhf. Marzahn,33,Ost,20
160,1984161,1984,96,bus,S-Bhf. Nöldnerplatz<> S-Bhf. Nöldnerplatz,29,Ost,15
161,1984162,1984,96,bus,Platz der Luftbrücke<> Lichterfelde Lindenstrasse,33,West,12
162,1984163,1984,96E,bus,Platz der Luftbrücke<> Beeskowdamm,43,West,12
163,1984164,1984,97,bus,Rangierbahnhof<> Rangierbahnhof,15,Ost,0
164,1984165,1984,97,bus,Heerstrasse/Stadtgrenze<> Hakenfelde Aalemannufer,28,West,20
165,1984166,1984,98,bus,Franz-Stenzer-Strasse<> Arbeitsstättengebiet Marzahn,7,Ost,0
166,1984167,1984,99,bus,Greifswalder Strasse<> S-Bhf. Friedrichsfelde Ost,39,Ost,20
167,1984168,1984,99,bus,"Wedding, Gartenplatz<> Spandau Freudstrasse",75,West,10
168,1984169,1984,E,bus,U-Bhf. Tegel<> Stolpe,0,West,60
169,1984170,1984,E,bus,S-Bhf. Wannsee<> Drewitz,0,West,30
170,1984171,1984,S-Bhf. Friedrichshagen <> Rüdersdorf,strassenbahn,S-Bhf. Friedrichshagen<> Alt-Rüdersdorf,40,ost,20
171,1984172,1984,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse,strassenbahn,S-Bhf. Rahnsdorf<> Woltersdorfer Schleuse,20,ost,20
172,1984173,1984,1,u-bahn,Schlesisches Tor<> Ruhleben,31,West,6
173,1984174,1984,2,u-bahn,Wittenbergplatz<> Krumme Lanke,20,West,5
174,1984175,1984,3,u-bahn,Wittenbergplatz<> Uhlandstr,2,West,10
175,1984176,1984,4,u-bahn,Nollendorfplatz<> Innsbrucker Platz,6,West,5
176,1984177,1984,6,u-bahn,Tegel<> Alt-Mariendorf,37,West,3
177,1984178,1984,7,u-bahn,Rohrdamm<> Rudow,46,West,3
178,1984179,1984,8,u-bahn,Osloer Strasse<> Leinestrasse,23,West,6
179,1984180,1984,9,u-bahn,Osloer Strasse<> Rathaus Steglitz,22,West,3
180,1984181,1984,2,s-bahn,Lichtenrade<> Gesundbrunnen,34,West,20
181,1984182,1984,3,s-bahn,Wannsee<> Friedrichstrasse,28,West,20
182,1984183,1984,100,s-bahn,Friedrichstrasse<> Strausberg Nord,65,Ost,20
183,1984184,1984,101,s-bahn,Alexanderplatz<> Otto-Winzer-Strasse,0,Ost,20
184,1984185,1984,105,s-bahn,Friedrichstrasse<> Erkner,45,Ost,20
185,1984186,1984,110,s-bahn,Friedrichstrasse<> Königs Wusterhausen,51,Ost,20
186,1984187,1984,115,s-bahn,Friedrichstrasse<> Flughafen Berlin-Schönefeld,39,Ost,20
187,1984188,1984,140,s-bahn,Oranienburg<> Flughafen Berlin-Schönefeld,83,Ost,20
188,1984189,1984,141,s-bahn,Bernau<> Zeuthen,73,Ost,20
189,1984190,1984,142,s-bahn,Blankenburg<> Spindlersfeld,41,Ost,20
190,1984191,1984,143,s-bahn,Buch<> Alexanderplatz,40,Ost,20
191,1984192,1984,143,s-bahn,Buch<> Schöneweide,47,Ost,20
192,1984193,1984,A,u-bahn,Panko (Vinetastrasse)<> Thälmannplatz,19,Ost,2
193,1984194,1984,E,u-bahn,Tierpark<> Alexanderplatz,18,Ost,4
