,stop_name,line_count,type,in_lines
0,"Moabit, Waldstrasse",1,bus,['1']
1,Turmstrasse,3,bus,"['1', '16', '70']"
2,Alt-Moabit,4,bus,"['24', '1', '90', '16']"
3,Franklinstrasse,2,bus,"['1', '90']"
4,Otto-Suhr-Allee,1,bus,['1']
5,Bismarckstrasse,13,bus,"['17', '30', '68', '76', '86', '89', '21', '33', '75', '81', '2', '1', '32']"
6,Kantstrasse,4,bus,"['60', '9', '69', '1']"
7,Kurfürstendamm,3,bus,"['1', '10', '21']"
8,Olivaer Platz,2,bus,"['69', '1']"
9,Konstanzer Strasse,4,bus,"['89', '1', '74', '86']"
10,U-Bhf. Fehrbelliner Platz,4,bus,"['50', '1', '86', '4']"
11,U-Bhf. Blissestrasse,4,bus,"['60', '1', '86', '4']"
12,Hildegardstrasse,1,bus,['1']
13,Laubacher Strasse,2,bus,"['1', '16']"
14,U-Bhf. Breitenbachplatz,2,bus,"['1', '33']"
15,U-Bhf. Dahlem-Dorf,2,bus,"['68', '1']"
16,Pacelli-/Thielallee,1,bus,['1']
17,Königin-Luise-Strasse,1,bus,['1']
18,U-Bhf. Oskar-Helene-Heim,4,bus,"['60', '1', '18', '11']"
19,Winfriedstrasse,2,bus,"['3', '1']"
20,Berliner Strasse,8,bus,"['10', '48', '21', '50', '60', '12', '1', '11']"
21,Rathaus Zehlendorf,5,bus,"['3', '10', '53', '60', '1']"
22,Hampsteadstrasse,1,bus,['1']
23,Goerzallee,3,bus,"['53', '1', '85']"
24,"Lichterfelde, Lindenstrasse",1,bus,['1']
25,Haselhorster Damm,2,bus,"['10', '55']"
26,Gartenfelder Strasse,4,bus,"['72', '10', '99', '55']"
27,Paulsternstrasse,4,bus,"['72', '10', '99', '55']"
28,Nonnendammallee,2,bus,"['23', '10']"
29,Grammestrasse,1,bus,['10']
30,Wernerwerkdamm,1,bus,['10']
31,Spandauer Damm,3,bus,"['10', '65', '74']"
32,U-Bhf. Kaiserdamm,1,bus,['10']
33,Funkturm/Omnibushf.,1,bus,['10']
34,Dernburgstrasse,3,bus,"['94', '10', '66']"
35,Amtgerichtsplatz,1,bus,['10']
36,Kurfürstendamm,3,bus,"['1', '10', '21']"
37,Henriettenplatz,5,bus,"['69', '10', '4', '19', '29']"
38,Rathenauplatz,3,bus,"['69', '10', '65']"
39,Herbertstrasse/BSC-Sportplatz,1,bus,['10']
40,Elsterplatz,2,bus,"['60', '10']"
41,Hundekehlestrasse,1,bus,['10']
42,Königen-Luise-Strasse/Museum Dahlem,1,bus,['10']
43,U-Bhf. Thielplatz,1,bus,['10']
44,Corrensplatz,2,bus,"['10', '11']"
45,Berliner Strasse,8,bus,"['10', '48', '21', '50', '60', '12', '1', '11']"
46,Teltower Damm,3,bus,"['53', '10', '48']"
47,Rathaus Zehlendorf,5,bus,"['3', '10', '53', '60', '1']"
48,Behring-Krankenhaus,1,bus,['10']
49,"Zehlendorf-Süd, Sachtlebenstrasse E. Lupsteiner Weg",1,bus,['10']
50,Dahlem Waldfriedhof,1,bus,['11']
51,U-Bhf. Oskar-Helene-Heim,4,bus,"['60', '1', '18', '11']"
52,Garystrasse,1,bus,['11']
53,Corrensplatz,2,bus,"['10', '11']"
54,Berliner Strasse,8,bus,"['10', '48', '21', '50', '60', '12', '1', '11']"
55,Adolf-Martens-Strasse,1,bus,['11']
56,Drakestrasse,4,bus,"['53', '85', '48', '11']"
57,Gardeschützenweg,2,bus,"['85', '11']"
58,Hindenburgd./Wiesenbaude,1,bus,['11']
59,Ostpreußendamm,4,bus,"['17', '96', '85', '11']"
60,Marienstrasse/Königswart. Krankenhaus,1,bus,['11']
61,Morgensternstrasse,3,bus,"['53', '96', '11']"
62,Kranoldplatz,4,bus,"['17', '96', '11', '53']"
63,Hildburghauser Strasse,3,bus,"['30', '2', '11']"
64,Marienfelder Allee,3,bus,"['30', '32', '11']"
65,Alt-Marienfelde,2,bus,"['11', '52']"
66,An der Heilandsweide,2,bus,"['32', '11']"
67,Stegerwaldstrasse,2,bus,"['32', '11']"
68,Hranitzkystrasse,2,bus,"['32', '11']"
69,Daimlerstrasse,3,bus,"['77', '7', '11']"
70,Wilhelm-v.-Siemsens-Strasse,1,bus,['11']
71,Alt-Mariendorf,4,bus,"['81', '93', '77', '11']"
72,U-Bhf. Alt-Mariendorf,7,bus,"['93', '77', '76E', '78', '81', '7', '11']"
73,"Wedding, Bernauer Strasse",1,bus,['12']
74,Voltastrasse,3,bus,"['12', '90', '61']"
75,Hussittenstrasse,1,bus,['12']
76,Nettelbeckplatz,5,bus,"['99', '12', '70', '72', '83']"
77,U-Bhf. Leopoldplatz,2,bus,"['12', '64']"
78,Limburger Strasse/Rathaus Wedding,1,bus,['12']
79,U-Bhf. Seestrasse,1,bus,['12']
80,Müllerstrasse,3,bus,"['12', '83', '64']"
81,Barfusstrasse,1,bus,['12']
82,Aroser Allee,3,bus,"['14', '12', '61']"
83,Lindauer Allee,4,bus,"['72', '12', '62', '64']"
84,Am Nordgraben,1,bus,['12']
85,Oranienburger Strasse,4,bus,"['15', '12', '62', '21']"
86,Eichborndamm,1,bus,['12']
87,Alt-Wittenau,5,bus,"['22E', '62', '21', '12', '14']"
88,Cyclopstrasse,1,bus,['12']
89,Waidmannsluster Damm,1,bus,['12']
90,Dianastrasse,1,bus,['12']
91,Hermsdorfer Damm,1,bus,['12']
92,Berliner Strasse,8,bus,"['10', '48', '21', '50', '60', '12', '1', '11']"
93,Zeltinger Platz,2,bus,"['15', '12']"
94,Ludolfinger Platz,2,bus,"['15', '12']"
95,Donnersmarckplatz,2,bus,"['15', '12']"
96,Maximiliankorso E. Hainbuchenstrasse,1,bus,['12']
97,Alt-Heiligensee,2,bus,"['14', '13']"
98,Heiligenseestrasse,2,bus,"['14', '13']"
99,Konradshöher Strasse,1,bus,['13']
100,Karolinenstrasse -,1,bus,['13']
101,Eberswalder Strasse,3,strassenbahn,"['4', '21', '13']"
102,U-Bhf. Dimitroffstrasse,7,strassenbahn,"['13', '70', '21', '4', '49', '46', '22']"
103,Prenzlauer Allee,8,strassenbahn,"['3', '13', '21', '4', '63']"
104,Prenzlauer Allee,8,s-bahn,"['140', '141', '142']"
105,Greifswalder Strasse,7,strassenbahn,"['4', '13']"
106,Greifswalder Strasse,7,bus,"['56', '44']"
107,Greifswalder Strasse,7,s-bahn,"['140', '141', '142']"
108,Artur-Becker-Strasse,9,strassenbahn,"['13', '21', '4', '14', '19']"
109,Artur-Becker-Strasse,9,bus,"['30', '54', '56', '57']"
110,Leninallee,8,strassenbahn,"['3', '4', '21', '13']"
111,Leninallee,8,bus,['30']
112,Leninallee,8,s-bahn,"['140', '141', '142']"
113,Bersarinplatz,2,strassenbahn,"['4', '13']"
114,Frankfurter Tor,4,strassenbahn,"['4', '21', '13']"
115,Frankfurter Tor,4,u-bahn,['E']
116,Holteistrasse,3,strassenbahn,"['21', '13']"
117,Holteistrasse,3,bus,['30']
118,Hauptstrasse (S-Bhf. Rummelsburg),1,strassenbahn,['13']
119,Kraftwerk Klingenberg,3,strassenbahn,"['82', '21', '13']"
120,Blockdammweg Ecke Hönower Wisenweg,1,strassenbahn,['13']
121,Gesundbrunnen Rügener Strasse,1,bus,['14']
122,Rammlerstrasse,1,bus,['14']
123,U-Bhf. Osloer Strasse,3,bus,"['89', '14', '16']"
