stop_order,stop_id,line_id,distance_meters
0,19510_unified,19511_unified,1208.204478661089
1,19511_unified,19511_unified,639.0978337303675
2,19512_unified,19511_unified,906.8856925001165
3,19513_unified,19511_unified,883.5131476898151
4,19514_unified,19511_unified,692.3210157252402
5,19515_unified,19511_unified,1405.275959179786
6,19516_unified,19511_unified,1227.1459802575725
7,19517_unified,19511_unified,1243.5986357131937
8,19518_unified,19511_unified,620.9235946731417
9,19519_unified,19511_unified,710.1205226866567
10,195110_unified,19511_unified,279.90940061234085
11,195111_unified,19511_unified,
0,195112_unified,19512_unified,1670.4093210442957
1,195113_unified,19512_unified,814.0409418835868
2,195114_unified,19512_unified,857.4959362821303
3,195115_unified,19512_unified,1715.0255334422907
4,195116_unified,19512_unified,948.0358525383363
5,195117_unified,19512_unified,918.2791123395692
6,195118_unified,19512_unified,776.5234120303122
7,195119_unified,19512_unified,583.5087141308279
8,195120_unified,19512_unified,749.5427348694261
9,195121_unified,19512_unified,
0,195122_unified,19513_unified,492.53995019417135
1,195123_unified,19513_unified,1205.0459635372608
2,195124_unified,19513_unified,1192.1336664446612
3,195125_unified,19513_unified,1768.4548111937938
4,195126_unified,19513_unified,1436.5331105334874
5,195127_unified,19513_unified,1938.0639484778476
6,195128_unified,19513_unified,514.8968265089871
7,195129_unified,19513_unified,478.69080468011526
8,195130_unified,19513_unified,1275.7640396244888
9,195131_unified,19513_unified,1890.1228699827404
10,195132_unified,19513_unified,593.4176987297253
11,195133_unified,19513_unified,722.6613155212107
12,195134_unified,19513_unified,624.7480757413205
13,195135_unified,19513_unified,342.29245012941453
14,195136_unified,19513_unified,1228.0558377169018
15,195137_unified,19513_unified,1807.0717036022181
16,195138_unified,19513_unified,481.3359288835088
17,195139_unified,19513_unified,924.4070196255954
18,195140_unified,19513_unified,1183.5388763299484
19,195141_unified,19513_unified,
0,195122_unified,19514_unified,1604.1997292282038
1,195142_unified,19514_unified,1112.0367067495945
2,195143_unified,19514_unified,1431.5094772976295
3,195144_unified,19514_unified,2043.474717896561
4,195145_unified,19514_unified,475.3570701382857
5,195146_unified,19514_unified,651.9039780410225
6,195147_unified,19514_unified,3309.8238034708693
7,195148_unified,19514_unified,2487.517241489955
8,195149_unified,19514_unified,1142.9130329356958
9,195150_unified,19514_unified,853.3093433119932
10,195151_unified,19514_unified,1514.6374660125155
11,195152_unified,19514_unified,
0,195153_unified,19515_unified,1334.5079355973337
1,195154_unified,19515_unified,843.2463967594066
2,195155_unified,19515_unified,678.1858764116872
3,195156_unified,19515_unified,1470.3731320005827
4,195157_unified,19515_unified,948.6515104077456
5,195158_unified,19515_unified,469.8214917179623
6,195159_unified,19515_unified,409.7696226173716
7,195160_unified,19515_unified,470.0286647920494
8,195161_unified,19515_unified,487.5552576230401
9,195162_unified,19515_unified,407.6509504214645
10,195163_unified,19515_unified,
0,195164_unified,19516_unified,389.3590623158081
1,195165_unified,19516_unified,918.2791123395692
2,195166_unified,19516_unified,1418.2127972419473
3,195167_unified,19516_unified,478.09643274902766
4,195168_unified,19516_unified,396.77350843028097
5,195169_unified,19516_unified,2082.878089399886
