stop_order,stop_id,line_id
0,19510_unified,19511_unified
1,19511_unified,19511_unified
2,19512_unified,19511_unified
3,19513_unified,19511_unified
4,19514_unified,19511_unified
5,19515_unified,19511_unified
6,19516_unified,19511_unified
7,19517_unified,19511_unified
8,19518_unified,19511_unified
9,19519_unified,19511_unified
10,195110_unified,19511_unified
11,195111_unified,19511_unified
0,195112_unified,19512_unified
1,195113_unified,19512_unified
2,195114_unified,19512_unified
3,195115_unified,19512_unified
4,195116_unified,19512_unified
5,195117_unified,19512_unified
6,195118_unified,19512_unified
7,195119_unified,19512_unified
8,195120_unified,19512_unified
9,195121_unified,19512_unified
0,195122_unified,19513_unified
1,195123_unified,19513_unified
2,195124_unified,19513_unified
3,195125_unified,19513_unified
4,195126_unified,19513_unified
5,195127_unified,19513_unified
6,195128_unified,19513_unified
7,195129_unified,19513_unified
8,195130_unified,19513_unified
9,195131_unified,19513_unified
10,195132_unified,19513_unified
11,195133_unified,19513_unified
12,195134_unified,19513_unified
13,195135_unified,19513_unified
14,195136_unified,19513_unified
15,195137_unified,19513_unified
16,195138_unified,19513_unified
17,195139_unified,19513_unified
18,195140_unified,19513_unified
19,195141_unified,19513_unified
0,195122_unified,19514_unified
1,195142_unified,19514_unified
2,195143_unified,19514_unified
3,195144_unified,19514_unified
4,195145_unified,19514_unified
5,195146_unified,19514_unified
6,195147_unified,19514_unified
7,195148_unified,19514_unified
8,195149_unified,19514_unified
9,195150_unified,19514_unified
10,195151_unified,19514_unified
11,195152_unified,19514_unified
0,195153_unified,19515_unified
1,195154_unified,19515_unified
2,195155_unified,19515_unified
3,195156_unified,19515_unified
4,195157_unified,19515_unified
5,195158_unified,19515_unified
6,195159_unified,19515_unified
7,195160_unified,19515_unified
8,195161_unified,19515_unified
9,195162_unified,19515_unified
10,195163_unified,19515_unified
0,195164_unified,19516_unified
1,195165_unified,19516_unified
2,195166_unified,19516_unified
3,195167_unified,19516_unified
4,195168_unified,19516_unified
5,195169_unified,19516_unified
6,195170_unified,19516_unified
7,195171_unified,19516_unified
8,195172_unified,19516_unified
9,195173_unified,19516_unified
10,195174_unified,19516_unified
11,195175_unified,19516_unified
12,195176_unified,19516_unified
0,195177_unified,19517_unified
1,195178_unified,19517_unified
2,195179_unified,19517_unified
3,195180_unified,19517_unified
4,195181_unified,19517_unified
5,195182_unified,19517_unified
6,195183_unified,19517_unified
0,195184_unified,19518_unified
1,195185_unified,19518_unified
2,195186_unified,19518_unified
3,195187_unified,19518_unified
4,195188_unified,19518_unified
5,195189_unified,19518_unified
6,195190_unified,19518_unified
7,195191_unified,19518_unified
8,195192_unified,19518_unified
0,195193_unified,19519_unified
1,195194_unified,19519_unified
2,195195_unified,19519_unified
3,195196_unified,19519_unified
4,195197_unified,19519_unified
5,195198_unified,19519_unified
6,195199_unified,19519_unified
0,1951100_unified,195110_unified
1,1951101_unified,195110_unified
2,1951102_unified,195110_unified
3,1951103_unified,195110_unified
4,1951104_unified,195110_unified
5,1951105_unified,195110_unified
6,1951106_unified,195110_unified
7,1951107_unified,195110_unified
8,1951108_unified,195110_unified
9,1951109_unified,195110_unified
10,1951110_unified,195110_unified
0,1951111_unified,195111_unified
1,1951112_unified,195111_unified
2,1951113_unified,195111_unified
3,1951114_unified,195111_unified
4,1951115_unified,195111_unified
5,1951116_unified,195111_unified
6,1951117_unified,195111_unified
7,1951118_unified,195111_unified
8,1951119_unified,195111_unified
9,1951120_unified,195111_unified
10,1951121_unified,195111_unified
0,1951122_unified,195112_unified
1,1951123_unified,195112_unified
2,1951124_unified,195112_unified
3,1951125_unified,195112_unified
4,1951126_unified,195112_unified
5,1951127_unified,195112_unified
6,1951128_unified,195112_unified
7,1951129_unified,195112_unified
8,1951130_unified,195112_unified
9,1951131_unified,195112_unified
0,1951132_unified,195113_unified
1,1951133_unified,195113_unified
2,1951134_unified,195113_unified
3,1951135_unified,195113_unified
4,1951136_unified,195113_unified
5,1951137_unified,195113_unified
6,1951138_unified,195113_unified
7,1951139_unified,195113_unified
8,1951140_unified,195113_unified
9,1951141_unified,195113_unified
10,1951142_unified,195113_unified
11,1951143_unified,195113_unified
12,1951144_unified,195113_unified
13,1951145_unified,195113_unified
14,1951146_unified,195113_unified
15,1951147_unified,195113_unified
16,1951148_unified,195113_unified
17,1951149_unified,195113_unified
0,1951150_unified,195114_unified
1,1951151_unified,195114_unified
2,1951152_unified,195114_unified
3,1951153_unified,195114_unified
4,1951154_unified,195114_unified
5,1951155_unified,195114_unified
6,1951156_unified,195114_unified
7,1951157_unified,195114_unified
0,1951158_unified,195115_unified
1,1951159_unified,195115_unified
2,1951160_unified,195115_unified
3,1951161_unified,195115_unified
4,1951162_unified,195115_unified
5,1951163_unified,195115_unified
0,1951164_unified,195116_unified
1,1951165_unified,195116_unified
2,1951166_unified,195116_unified
3,1951167_unified,195116_unified
4,1951168_unified,195116_unified
5,1951169_unified,195116_unified
6,1951170_unified,195116_unified
7,1951171_unified,195116_unified
8,1951172_unified,195116_unified
9,1951173_unified,195116_unified
10,1951174_unified,195116_unified
11,1951175_unified,195116_unified
12,1951176_unified,195116_unified
0,1951177_unified,195117_unified
1,1951178_unified,195117_unified
2,1951179_unified,195117_unified
3,1951180_unified,195117_unified
4,1951181_unified,195117_unified
5,1951182_unified,195117_unified
6,1951183_unified,195117_unified
7,1951184_unified,195117_unified
8,1951185_unified,195117_unified
9,1951186_unified,195117_unified
10,1951187_unified,195117_unified
11,1951188_unified,195117_unified
12,1951189_unified,195117_unified
0,1951190_unified,195118_unified
1,1951191_unified,195118_unified
2,1951192_unified,195118_unified
3,1951193_unified,195118_unified
4,1951194_unified,195118_unified
5,1951195_unified,195118_unified
6,1951196_unified,195118_unified
7,1951197_unified,195118_unified
8,1951198_unified,195118_unified
9,1951199_unified,195118_unified
0,1951200_unified,195119_unified
1,1951201_unified,195119_unified
2,1951202_unified,195119_unified
3,1951203_unified,195119_unified
4,1951204_unified,195119_unified
5,1951205_unified,195119_unified
0,1951206_unified,195120_unified
1,1951207_unified,195120_unified
2,1951208_unified,195120_unified
3,1951209_unified,195120_unified
4,1951210_unified,195120_unified
5,1951211_unified,195120_unified
0,1951212_unified,195121_unified
1,1951213_unified,195121_unified
2,1951214_unified,195121_unified
3,1951215_unified,195121_unified
4,1951216_unified,195121_unified
5,1951217_unified,195121_unified
6,1951218_unified,195121_unified
7,1951219_unified,195121_unified
8,1951220_unified,195121_unified
9,1951221_unified,195121_unified
10,1951222_unified,195121_unified
0,1951223_unified,195122_unified
1,1951224_unified,195122_unified
2,1951225_unified,195122_unified
3,1951226_unified,195122_unified
4,1951227_unified,195122_unified
5,1951228_unified,195122_unified
6,1951229_unified,195122_unified
7,1951230_unified,195122_unified
8,1951231_unified,195122_unified
9,1951232_unified,195122_unified
10,1951233_unified,195122_unified
11,1951234_unified,195122_unified
12,1951235_unified,195122_unified
13,1951236_unified,195122_unified
14,1951237_unified,195122_unified
15,1951238_unified,195122_unified
16,1951239_unified,195122_unified
0,1951240_unified,195123_unified
1,1951241_unified,195123_unified
2,1951242_unified,195123_unified
3,1951243_unified,195123_unified
4,1951244_unified,195123_unified
5,1951245_unified,195123_unified
6,1951246_unified,195123_unified
7,1951247_unified,195123_unified
8,1951248_unified,195123_unified
9,1951249_unified,195123_unified
10,1951250_unified,195123_unified
11,1951251_unified,195123_unified
12,1951252_unified,195123_unified
13,1951253_unified,195123_unified
14,1951254_unified,195123_unified
15,1951255_unified,195123_unified
0,1951256_unified,195124_unified
