line_id,year,line_name,type,start_stop,length (time),length (km),east_west,frequency (7:30),profile,capacity
19511_unified,1951,1,tram,Hallesches Tor (Stresemannstr.)<> Charlottenstr. Ecke Unter den Linden,0,,unified,12.0,,195
19512_unified,1951,2,tram,Werftstr. Ecke Alt-Moabit<> Mansteinstr. (Bhf. Großgörschenstr.),0,,unified,15.0,,195
19513_unified,1951,3,tram,Osloerstr. Ecke Grüntalerstr.<> Hermannplatz,0,,unified,15.0,,195
19514_unified,1951,3,tram,"Osloerstr. Ecke Grüntalerstr.<> Treptow, Elsenstr.",0,,unified,20.0,,195
19515_unified,1951,4,tram,Strelitzerstr. Ecke Bernauerstr.<> Schlesisches Tor,0,,unified,12.0,,195
19516_unified,1951,6,tram,Kurfürstendamm Ecke Joachimstalerstr.<> Elsenstr. Ecke Heidelbergerstr.,0,,unified,15.0,,195
19517_unified,1951,13,tram,Kraftwerk Klingenberg<> Leninallee Ecke Dimitroffstr.,0,,unified,16.0,,195
19518_unified,1951,14,tram,Bersarinplatz<> Scheffelstr. Ecke Möllendorferstr.,0,,unified,17.0,,195
19519_unified,1951,15,tram,"Marienfelde, Daimlerstr.<> Neukölln, Schulenburgpark",0,,unified,15.0,,195
195110_unified,1951,21,tram,"Moabit, Wiebestr.<> Friesenstr. Ecke Schwiebusserstr.",0,,unified,115.0,,195
195111_unified,1951,23,tram,"Rosenthal, Quickbornerstr.<> Augustenburgerplatz (Virchow-Krankenhaus)",0,,unified,15.0,,195
195112_unified,1951,24,tram,"Buchholz, Hauptstr.<> Bhf. Gesundbrunnen",0,,unified,15.0,,195
195113_unified,1951,25,tram,"Tegel, Alt-Tegel<> Schöneberg, Gotenstr.",0,,unified,15.0,,195
195114_unified,1951,26,tram,"Görlitzer Bhf., Spreewaldplatz<> Wilhelm-Borgmann Brücke",0,,unified,15.0,,195
195115_unified,1951,27,tram,"Neukölln, Hermannplatz<> Buckow-West, Alt-Buckow",0,,unified,15.0,,195
195116_unified,1951,28,tram,"Tegelort, Kurzestr.<> Rügenesrstr. Ecke Brunnenstr.",0,,unified,30.0,,195
195117_unified,1951,29,tram,"Heiligensee, Dorfaue<> Rügenesrstr. Ecke Brunnenstr.",0,,unified,30.0,,195
195118_unified,1951,35,tram,"Siemensstadt (Verwaltungsgebäude)<> Wilhelmsruh, Hauptstr.",0,,unified,15.0,,195
195119_unified,1951,36,tram,"Wilhelmsruh, Hauptstr.<> Rügenerstr. Ecke Brunnenstr.",0,,unified,15.0,,195
195120_unified,1951,40,tram,"Dahlem, Clayallee<> Steglitz, Birkbuschstr. Ecke Siemensstr.",0,,unified,15.0,,195
195121_unified,1951,41,tram,"Tegel, Alt-Tegel<> Rügenerstr. Ecke Brunnenstr.",0,,unified,15.0,,195
195122_unified,1951,44,tram,"Sandkrugbrücke, Lehrter Bahnhof<> Birkbuschstr. Ecke Siemensstr.",0,,unified,17.0,,195
195123_unified,1951,46,tram,"Nordend, Kaiser-Wilhelmstr.<> Dönhoffplatz",0,,unified,15.0,,195
195124_unified,1951,47,tram,"Hermannplatz<> Rudow, Stadtgrenze",0,,unified,12.0,,195
195125_unified,1951,49,tram,"Buchholz, Hauptstr.<> Große Präsidentenstr.",0,,unified,15.0,,195
195126_unified,1951,51,tram,Roseneck<> Bhf. Zoo,0,,unified,15.0,,195
195127_unified,1951,54,tram,"Spandau, Johannesstift<> U-Bhf. Richard-Wagner-Platz, Wintersteinstr.",0,,unified,20.0,,195
195128_unified,1951,55,tram,"Spandau, Nauenerstr.<> Kurfürstendamm V. Marmorhaus",0,,unified,15.0,,195
195129_unified,1951,57,tram,Emserplatz<> Roseneck,0,,unified,10.0,,195
195130_unified,1951,60,tram,"Königin-Elisabethstr. Ecke Kaiserdamm<> Lindenhof, Eythstr.",0,,unified,15.0,,195
195131_unified,1951,64,tram,"Hohenschönhausen, Falkenbergerstr.<> Dönhoffplatz, Krausenstr.",0,,unified,15.0,,195
195132_unified,1951,65,tram,"Hackescher Markt<> Loeperplatz, Scheffelstr.",0,,unified,15.0,,195
195133_unified,1951,66,tram,"Schöneberg, Belzigerstr. (Straßenbahnhof)<> Schöneberg, Thorwaldsenstr. (August-Viktoria-Krankenhaus",0,,unified,15.0,,195
195134_unified,1951,68,tram,"Wittenau, Nordbahn<> Nettelbeckplatz",0,,unified,15.0,,195
195135_unified,1951,69,tram,Hackescher Markt<> Wilhelminenhofstr. Ecke Edisonstr.,0,,unified,16.0,,195
195136_unified,1951,70,tram,"Weißensee, Buschallee<> Kupfergraben",0,,unified,12.0,,195
195137_unified,1951,71,tram,"Heinersdorf, Helgestr.<> Jüdenstr., Rathaus",0,,unified,10.0,,195
