,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
0,19611,1961,1,strassenbahn,Ostbahnhof<> Am Kupfergraben,39,Ost,20
1,19612,1961,2,strassenbahn,Bernauer Strasse Ecke Wolliner Strasse<> GotenStrasse,60,West,15
2,19613,1961,3,strassenbahn,Grüntaler Straße Ecke Osloer Strasse<> Elsenstraße Ecke Heidelberger Strasse,87,West,10
3,19614,1961,3,strassenbahn,Warschauer Strasse<> Björnsonstrasse,46,Ost,12
4,19615,1961,4,strassenbahn,Warschauer Strasse<> Eberswalderstrasse Ecke Oderberger Strasse,25,Ost,8
5,19616,1961,11,strassenbahn,Heinrich-Heine-Strasse<> Hannoversche Strasse,19,Ost,20
6,19617,1961,13,strassenbahn,"Klingenberg, Blockdammweg<> Oderberger Strasse Ecke Eberswalderstrasse",35,Ost,8
7,19618,1961,15,strassenbahn,Daimlerstrasse<> Schulenburgpark,36,West,15
8,19619,1961,22,strassenbahn,Bhf. Rosenthal<> Elisabethstrasse,48,Ost,12
9,196110,1961,26,strassenbahn,Spreewaldplatz<> Industriestrasse,30,West,15
10,196111,1961,27,strassenbahn,Spreewaldplatz<> Alt-Buckow Ecke Buckower Damm,30,West,15
11,196112,1961,46,strassenbahn,"Niederschönhausen, Schillerstrasse<> Am Kupfergraben",52,Ost,12
12,196113,1961,47,strassenbahn,Hermannplatz<> Bahnhofstrasse,34,West,10
13,196114,1961,49,strassenbahn,"Buchholz, Hauptstrasse<> Hackescher Markt, Große Präsidentenstrasse",41,Ost,15
14,196115,1961,53,strassenbahn,Richard-Wagner-Platz<> Hakenfelde,42,West,20
15,196116,1961,54,strassenbahn,Richard-Wagner-Platz<> Johannesstift,43,West,20
16,196117,1961,55,strassenbahn,Nollendorfplatz<> Nauener Strasse,54,West,12
17,196118,1961,60,strassenbahn,Königin-Elisabeth-Strasse<> Eythstrasse,49,West,15
18,196119,1961,63,strassenbahn,"Hohenschönhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstrasse",36,Ost,20
19,196120,1961,64,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Dönhoffplatz",27,Ost,20
20,196121,1961,66,strassenbahn,Belziger Strasse<> Bergstrasse,12,West,10
21,196122,1961,69,strassenbahn,"Johannisthal, Haeckelstrasse<> Bhf. Siegfriedstrasse",40,Ost,10
22,196123,1961,70,strassenbahn,"Hohenschönhausen, Falkenberger Strasse<> Am Kupfergraben",49,Ost,12
23,196124,1961,71,strassenbahn,"Heinersdorf, Romain-Rolland-Str.<> Jüdenstrasse, Molkenmarkt",32,Ost,10
24,196125,1961,72,strassenbahn,"Weißensee, Pasedagplatz<> Taubenstrasse",44,Ost,12
25,196126,1961,73,strassenbahn,Bhf. Lichterfelde-Ost<> Potsdamer Platz,42,West,20
26,196127,1961,74,strassenbahn,Finckensteinallee<> Potsdamer Platz,39,West,20
27,196128,1961,74,strassenbahn,"Weißensee, Pasedagplatz<> Leipziger Strasse Ecke Wilhelmstrasse",39,Ost,8
28,196129,1961,74E,strassenbahn,Klement-Gottwald-Allee Ecke Rennbahnstrasse<> Spittelmarkt,31,Ost,8
29,196130,1961,75,strassenbahn,"Bhf. Zoo, Kantstrasse<> Hakenfelde",59,West,20
30,196131,1961,76,strassenbahn,"Bhf. Zoo, Kantstrasse<> Johannesstift",60,West,20
31,196132,1961,77,strassenbahn,Bhf. Zoo<> Goerzallee,49,West,20
32,196133,1961,78,strassenbahn,Bhf. Zoo<> Lichterfelde-West Lindenstrasse,48,West,20
33,196134,1961,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Alexanderplatz, Elisabethstrasse",64,Ost,20
34,196135,1961,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,50,Ost,20
35,196136,1961,84,strassenbahn,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,Ost,20
36,196137,1961,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",43,Ost,20
37,196138,1961,87,strassenbahn,Rahnsdorf<> Wiener Brücke,69,Ost,20
38,196139,1961,92,strassenbahn,"Oberspree, Bruno-Bürgel-Weg<> Wiener Brücke",30,Ost,20
39,196140,1961,95,strassenbahn,Krankenhaus Köpenick<> S-Bhf. Baumschulenweg,33,Ost,20
40,196141,1961,95P,strassenbahn,S-Bhf. Baumschulenweg<> Sonnenallee,3,Ost,20
41,196142,1961,95,strassenbahn,Mehringplatz<> Schwarzer Weg Ecke Sonnenallee,26,West,15
42,196143,1961,96,strassenbahn,Lindenstrasse<> Schwelmer Strasse Ecke Ostpreußendamm,45,West,15
43,196144,1961,A1,bus,Waldstrasse Ecke Turmstrasse<> Lichterfelde-West Lindenstrasse,58,West,15
44,196145,1961,A2,bus,"Ernst-Reuter-Platz, Straße des 17. Juni<> Trippsteinstrasse",40,West,15
