,line_id,stop_name,stop_order,stop_id
0,19611,Ostbahnhof,0,1961849
1,19611,Breslauer Strasse Ecke Andreasstrasse,1,1961212
2,19611,U-Bhf. Strausberger Platz,2,19611228
3,19611,Leninplatz,3,1961698
4,19611,"Alexanderplatz, Memhardstr.",4,196115
5,19611,"Alexanderplatz, Memhardstr.",4,196116
6,19611,Rosenthaler Platz,5,1961978
8,19611,Invalidenstrasse Ecke Chausseestrasse,6,1961553
9,19611,Oranienburger Tor,7,1961838
10,19611,Bhf. Friedrichstrasse,8,1961119
11,19611,Am Kupfergraben,9,196143
12,19612,Bernauer Strasse Ecke Wolliner Strasse,0,1961104
13,19612,Voltastrasse Ecke Watt Strasse,1,19611252
14,19612,Weddingplatz,2,19611282
15,19612,Rathenower Strasse Ecke Perleberger Strasse,3,1961946
16,19612,Alt-Moabit Ecke Rathenower Strasse,4,196129
17,19612,Stromstrasse Ecke Alt-Moabit,5,19611137
18,19612,Gotzkowskybrücke,6,1961419
19,19612,Ernst-Reuter-Platz,7,1961329
20,19612,Bhf. Zoo,8,1961178
21,19612,Wittenbergplatz,9,19611335
22,19612,Grunewaldstrasse Ecke Martin-Luther-Strasse,10,1961441
24,19612,Rathaus Schöneberg,11,1961933
25,19612,Hauptstrasse Ecke Dominicusstrasse,12,1961479
26,19612,Kaiser-Wilhelm-Platz,13,1961573
27,19612,GotenStrasse,14,1961415
28,19613,Grüntaler Straße Ecke Osloer Strasse,0,1961445
29,19613,U-Bhf. Seestrasse,1,19611227
30,19613,Bhf. Beusselstrasse,2,1961112
31,19613,Gotzkowskystrasse Ecke Turmstrasse,3,1961420
32,19613,Wiebestrasse Ecke Kaiserin-Augusta-Allee,4,19611300
33,19613,Tauroggener Strasse Ecke Osnabrücker Strasse,5,19611152
34,19613,Luisenplatz,6,1961730
35,19613,Wilmersdorfer Strasse Ecke Otto-Suhr-Alle,7,19611325
36,19613,Wilmersdorfer Strasse Ecke Kurfürstendamm,8,19611324
37,19613,Fehrbelliner Platz,9,1961343
38,19613,Berliner Strasse Ecke Bundesallee,10,1961229
40,19613,Grunewaldstrasse Ecke Martin-Luther-Strasse,11,1961773
41,19613,Potsdamer Strasse Ecke Pallasstrasse,12,1961893
42,19613,Mehringdamm Ecke Yorck Strasse,13,1961782
43,19613,U-Bhf. Südstern,14,19611229
44,19613,Hermannplatz,15,1961502
45,19613,Wilderbruchstrasse Ecke Sonnenallee,16,19611310
46,19613,Elsenstraße Ecke Heidelberger Strasse,17,1961317
47,19614,Warschauer Strasse,0,19611275
48,19614,Warschauer Brücke,1,19611272
49,19614,Kopernikusstrasse Ecke Warschauer Strasse,2,1961630
50,19614,Boxhagenerstrasse Ecke Holteistrasse,3,1961533
51,19614,Boxhagenerstrasse Ecke Holteistrasse,3,1961534
52,19614,Bhf. Stalinallee,4,1961162
53,19614,Rathaus Lichtenberg,5,1961926
54,19614,Roederplatz,6,1961972
55,19614,Landsberger Chaussee Ecke Weißenseer Weg,7,1961680
56,19614,Hohenschönhauser Strasse,8,1961525
57,19614,Klement-Gottwald-Allee Ecke Indira-Ghandi-Strasse,9,1961612
58,19614,Antonplatz,10,196158
59,19614,Prenzlauer Promenade,11,1961899
60,19614,Schönhauser Allee Ecke Bornholmer Strasse,12,19611067
61,19614,Björnsonstrasse,13,1961185
62,19615,Warschauer Strasse,0,19611275
63,19615,Warschauer Brücke,1,19611272
64,19615,Kopernikusstrasse Ecke Warschauer Strasse,2,1961630
65,19615,Grünberger Strasse,3,1961443
66,19615,Frankfurter Tor/Stalinallee,4,1961357
67,19615,Bersarinplatz,5,1961106
68,19615,Leninallee,6,1961696
69,19615,Kniprodestrasse,7,1961619
70,19615,Greifswalder Strasse,8,1961425
71,19615,Prenzlauer Allee,9,1961896
72,19615,U-Bhf. Dimitroffstrasse,10,19611196
73,19615,Eberswalderstrasse Ecke Oderberger Strasse,11,1961300
75,19616,Heinrich-Heine-Strasse,0,1961497
76,19616,S-Bhf. Jannowitzbrücke,1,19611001
78,19616,"Alexanderplatz, Memhardstr.",2,196116
79,19616,Rosenthaler Platz,3,1961978
