,stop_id,stop_name,type,in_lines,location,identifier
1159,19611159,Teltower Damm,bus,"A10,A48,A53","52.43504474561002, 13.2604425311939",
1160,19611160,Teltower Strasse,bus,"AS1,A5,A31","52.52691807826059, 13.215807069988056",
1161,19611161,Teltower Strasse,strassenbahn,"53,54","52.52691412538678, 13.215987693499372",
1162,19611162,Alt-Tempelhof Ecke Tempelhofer Damm,bus,A73,"52.465964306830664, 13.38558297633417",
1163,19611163,Alt-Tempelhof Ecke Tempelhofer Damm,bus,A65,"52.465964306830664, 13.38558297633417",
1164,19611164,Tempehofer Damm Ecke Friedrich-Karl-Strasse,bus,A68,"52.45581544855384, 13.383950601851975",
1165,19611165,Tempelhof,s-bahn,"KBS 100a,KBS 100","52.4708,13.3854",Q111264368
1166,19611166,Tempelhof (Südring),u-bahn,C II,"52.47075,13.385361111111",Q3983109
1167,19611167,Tempelhofer Damm,bus,A24,"52.48422430539437, 13.385891408286207",
1168,19611168,Tempelhofer Weg Ecke Britzer Damm,strassenbahn,27,"52.448934594274505, 13.43628485305219",
1169,19611169,Thielallee/Pacelliallee,bus,A68,"52.458161495962216, 13.28707254649315",
1170,19611170,Thielplatz,u-bahn,"A II,B II","52.451111111111,13.282222222222",Q571331
1171,19611171,Thorwaldsenstrasse,strassenbahn,66,"52.46136534165126, 13.345121264246712",
1172,19611172,Thuner Platz,bus,A53,"52.42375896990032, 13.296184869051308",
1173,19611173,Thuyring,bus,"A77,A76","52.47483046693383, 13.385744435858946",
1174,19611174,Thälmannplatz,bus,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.45066904252597, 13.752260000383929",
1175,19611175,Thälmannplatz,u-bahn,A,"52.51167,13.38472",Q658391
1176,19611176,Tiergarten,s-bahn,"KBS 101,KBS 102","52.5144,13.3365",Q572112
1177,19611177,Tiergartenstrasse,bus,"A69,A16,A24","52.50960312444174, 13.351320889801638",
1178,19611178,Tierpark Berlin,strassenbahn,69,"52.50297204519277, 13.520916474066839",
1179,19611179,Tor 5,bus,A15,"52.58357682284558, 13.320522582904216",
1180,19611180,Trabener Strasse,bus,A69,"52.49310178577124, 13.275431330442801",
1181,19611181,Traegerstrasse,strassenbahn,66,"52.476296219875636, 13.341188525686016",
1182,19611182,Transvaalstrasse Ecke Africkanische Strasse,bus,A64,"52.55033805772127, 13.339109780046835",
1183,19611183,"Treptow, Rathaus",bus,A47,"52.48358899866382, 13.480324760498638",
1184,19611184,Treptower Park,s-bahn,"KBS 103,KBS 103a,KBS 106","52.4938,13.4618",Q559274
1185,19611185,Triftweg,bus,A52,"52.431024618021745, 13.45739670616807",
1186,19611186,Trippsteinstrasse,bus,"A11,A2","52.41893958981137, 13.346149658204126",
1187,19611187,TurmStrasse,bus,A16,"52.52628495236362, 13.343149398961996",
1188,19611188,Turmstrasse Ecke Stromstrasse,bus,A72,"52.52631573511827, 13.34320006470035",
1189,19611189,Turmstrasse/Rathenower Strasse,bus,A70,"52.52677998083022, 13.355183467556872",
1190,19611190,U-Bhf Kottbusser Tor,bus,A28,"52.499051258453434, 13.418359009880978",
1191,19611191,U-Bhf. Boddinstrasse,bus,A4,"52.48028651973042, 13.425279574612379",
1192,19611192,U-Bhf. Boddinstrasse,strassenbahn,27,"52.48027865367161, 13.4251690465859",
1193,19611193,U-Bhf. Bülowstrasse,bus,"A48,A75","52.49787469517453, 13.362124599310649",
1194,19611194,U-Bhf. Bülowstrasse,strassenbahn,"73,74","52.4977947071403, 13.362041491653272",
1195,19611195,U-Bhf. Dahlem-Dorf,bus,A68,"52.45807069736877, 13.289706947871178",
1196,19611196,U-Bhf. Dimitroffstrasse,strassenbahn,"70,49,22,4,46,13","52.5401928,13.4113979",Q65088313
1197,19611197,U-Bhf. Ernst-Reuter-Platz,bus,"A25,A62,AS1","52.51164603099566, 13.322290858670174",
1198,19611198,U-Bhf. Ernst-Reuter-Platz,strassenbahn,55,"52.511726576083134, 13.32260139821175",
1199,19611199,U-Bhf. Fehrbelliner Platz,bus,"A1,A4,A21,AS3","52.490390927187676, 13.31417745809863",
1200,19611200,U-Bhf. Flughafen,bus,"A19,A4","52.48488595983176, 13.38599654703171",
1201,19611201,U-Bhf. Flughafen,strassenbahn,96,"52.484779980367215, 13.385962227231367",
1202,19611202,U-Bhf. Friedrichsfelde,bus,"A43,A8,A8E","52.50624112361932, 13.512853060220209",
1203,19611203,U-Bhf. Gesundbrunnen,bus,"A14,A64","52.548660755358114, 13.387873629581087",
1204,19611204,U-Bhf. Grenzallee,bus,A67,"52.46369510254238, 13.444231731166557",
1205,19611205,U-Bhf. Grenzallee,strassenbahn,47,"52.46348178875844, 13.444377273631815",
1206,19611206,U-Bhf. Hallesches Tor,bus,A24,"52.497910015148264, 13.391307667735301",
1207,19611207,U-Bhf. Heidelberg Platz,bus,A65,"52.48042873572808, 13.31278632857391",
1208,19611208,U-Bhf. Heidelberger Platz,bus,A60,"52.48006162214815, 13.312159920359697",
1209,19611209,U-Bhf. Kaiserdamm,bus,"A65,A10","52.50999451351762, 13.28180313022396",
1210,19611210,U-Bhf. Kochstrasse,bus,A75,"52.50669823641868, 13.390503218886558",
1211,19611211,U-Bhf. Kottbusser Tor,bus,A67,"52.499122758255055, 13.4182411702772",
1212,19611212,U-Bhf. Krumme Lanke,bus,"A3,A53","52.44308074990891, 13.24046555211665",
1213,19611213,U-Bhf. Kurt-Schumacher-Platz,bus,"A61,A62","52.56338157214657, 13.32719915637487",
1214,19611214,U-Bhf. Leinestrasse,strassenbahn,27,"52.473591021401894, 13.428015562483331",
1215,19611215,U-Bhf. Leopold-Platz,bus,A12,"52.54640033291444, 13.359096803326494",
1216,19611216,U-Bhf. Moritzplatz,bus,A75,"52.50366899509004, 13.41055755394872",
1217,19611217,U-Bhf. Neukölln,strassenbahn,"15,47,26","52.46965567921364, 13.441614939772098",
1218,19611218,U-Bhf. Onkel-Toms-Hütte,bus,"A3,A66","52.45007713385221, 13.251272593463492",
1219,19611219,U-Bhf. Oskar-Helene-Heim,bus,"A1,A11,AS3,A3,A18","52.450279005868815, 13.270361987159156",
1220,19611220,U-Bhf. Prinzenstrasse,bus,A28,"52.49844153838657, 13.406643837212261",
1221,19611221,U-Bhf. Ruhleben,bus,"AS1,A5,A31","52.52596833151868, 13.241478578696297",
1222,19611222,U-Bhf. Ruhleben,strassenbahn,"53,54","52.52595776615238, 13.241371866188729",
1223,19611223,U-Bhf. Rüdesheimer Platz,bus,A17,"52.4720831087791, 13.314909778144818",
1224,19611224,"U-Bhf. Scharnweberstrasse, Sportplatz",bus,A61,"52.56792223040469, 13.311949805424875",
1225,19611225,U-Bhf. Schlesisches Tor,bus,A28,"52.50108419874335, 13.441971259873345",
1226,19611226,U-Bhf. Seestrasse,bus,"A12,A16","52.550315408708514, 13.352298502985231",
1227,19611227,U-Bhf. Seestrasse,strassenbahn,3,"52.5502459,13.3516304",Q65729619
1228,19611228,U-Bhf. Strausberger Platz,strassenbahn,1,"52.51808306742478, 13.432938339097822",
1229,19611229,U-Bhf. Südstern,strassenbahn,3,"52.48899443353793, 13.40800672025058",
1230,19611230,U-Bhf. Tegel,bus,"A15,A20,A14,A13","52.589503132547385, 13.283630715732999",
1231,19611231,U-Bhf. Tempelhof,bus,"A77,A76","52.4698750992553, 13.38558705982547",
1232,19611232,U-Bhf. Thielplatz,bus,A10,"52.45104520805668, 13.281736418792137",
1233,19611233,U-Bhf. Vinetastrasse,bus,A7,"52.55981894046453, 13.413208628380339",
1234,19611234,U-Bhf. Vinetastrasse,strassenbahn,"46,49,22","52.5596168,13.413232",Q65075426
1235,19611235,Uckermarkstrasse,bus,A49,"52.52145144349922, 13.596724604247981",
1236,19611236,Uhlandstrasse,bus,A50 ; A29,"52.49368292097469, 13.323611381015645 ; 52.50252020955797, 13.325204349014482",
1237,19611237,Uhlandstrasse Ecke Kurfürstendamm,bus,A69,"52.502532428867724, 13.325280453057784",
1238,19611238,Ulmenstrasse,bus,A27,"52.48730877811447, 13.574932033917504",
1239,19611239,Unter den Eichen Ecke Habelschwerdter Allee,bus,A11,"52.44576670649539, 13.293707828835997",
1240,19611240,Unionplatz,bus,A25,"52.533059397499464, 13.337278814540305",
1241,19611241,Urban-Krankenhause,bus,A28,"52.493469358698874, 13.406245116325284",
1242,19611242,Usedomer Strasse,bus,A71,"52.541120501957316, 13.393769565044664",
1243,19611243,VEB Bautransporte,bus,A26,"52.44295541604966, 13.519519091051876",
1244,19611244,VEB Schiffswerft,strassenbahn,83,"52.42547977761138, 13.586220039541647",
1245,19611245,Velten (Mark),s-bahn,KBS 105,"52.685,13.172222",Q19274518
1246,19611246,Verwaltungs-Gebäude,bus,A10,"52.537063326963775, 13.262285169635492",
1247,19611247,Viersener Strasse,bus,A63 ; A5,"52.54020417705652, 13.17462661157195 ; 52.54873823655914, 13.17802517662475",
1248,19611248,Viktoria-Luise-Platz,u-bahn,B III,"52.496161111111,13.342702777778",Q178685
1249,19611249,Virchow-Krankenhaus,bus,A16,"52.54371513062133, 13.339317916518894",
1250,19611250,Vogelsang,bus,A68,"52.45939482396207, 13.280296976660761",
1251,19611251,Voltastr.,u-bahn,D,"52.542093,13.393022",Q663308
1252,19611252,Voltastrasse Ecke Watt Strasse,strassenbahn,2,"52.54152997238806, 13.389571756575245",
1253,19611253,Waidmannslust,s-bahn,KBS 106,"52.6064,13.321",Q800492
1254,19611254,Waldemarplatz,bus,A53,"52.43775537029681, 13.220189780766606",
1255,19611255,Waldemarstrasse,bus,A28,"52.50326279588436, 13.420631417701001",
1256,19611256,Walderseestrasse,bus,A20,"52.575655932178144, 13.228965833395124",
1257,19611257,"Waldesruh, Malhlsdorfer Allee",bus,A8,"52.48493120102871, 13.629069441163518",
1258,19611258,Waldfriedhof,bus,A18,"52.42599572508999, 13.209246048971062",
1259,19611259,Waldkrankenhaus,bus,A5,"52.56214542863615, 13.158340085815741",
1260,19611260,Waldschänke,bus,A22,"52.443318139967566, 13.68593963431219",
1261,19611261,"Stahnsdorf, Waldschänke",bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)"," 52.39345447478086, 13.210302944499475",
1262,19611262,Waldstrasse,bus,"A1,A20","52.60193428053164, 13.306047505406614",
1263,19611263,Waldstrasse/Gotzkowskystrasse,bus,A70,"52.52721622390326, 13.330524512340718",
1264,19611264,Walterdorfer Chaussee (Spinne),bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.41568773699451, 13.496540075011389",
1265,19611265,Waltersdorf,bus,A38,"52.36492901110609, 13.555712408051676",
1266,19611266,Waltersdorfer Chaussee (Spinne),bus,AD/36,"52.392853002264665, 13.522677096747554",
1267,19611267,Waltersforder Chaussee (Spinne),bus,AZ,"52.392853002264665, 13.522677096747554",
1268,19611268,Wannsee,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.421928022812146, 13.175815964118582",
1269,19611269,Wannsee,s-bahn,"KBS 104,KBS 102","52.4214,13.1792",Q111325896
1270,19611270,Warnem nder Strasse,bus,A17,"52.47539576569938, 13.290488880070722",
1271,19611271,Warnemünder/Berkaer Strasse,bus,A60,"52.47543626291202, 13.290288437340868",
1272,19611272,Warschauer Brücke,strassenbahn,"3,4","52.506746741445006, 13.449684491939852",
1273,19611273,Warschauer Str.,s-bahn,"KBS 101,KBS 103,KBS 102","52.506416666667,13.450955555556",Q111252298
1274,19611274,Warschauer Strasse,bus,O30,"52.512432267445355, 13.452598837307189",
1275,19611275,Warschauer Strasse,strassenbahn,"3,4,82","52.50502,13.44863",Q63490275
1276,19611276,"Wartenberg, Dorfstrasse",bus,A39,"52.57484089632958, 13.518020972979759",
1277,19611277,"Wartenberg, Siedlung",bus,A39,"52.58393195902164, 13.53076033685478",
1278,19611278,Wasserwerk,strassenbahn,87,"52.4560563,13.6419956",Q66362601
1279,19611279,"Waßmannsdorf, Warteh.",bus,AZ,"52.37269773285082, 13.465032652682668",
1280,19611280,Wedding,s-bahn,KBS 100,"52.5425,13.3661",Q638604
1281,19611281,Weddingplatz,bus,"A70,A72","52.54113612364086, 13.368501029385115",
1282,19611282,Weddingplatz,strassenbahn,2,"52.54152535588228, 13.369198549039789",
1283,19611283,Wiebestrasse Ecke Kaiserin-Augusta-Allee,bus,A72,"52.52580214309624, 13.317979171208343",
1284,19611284,Weichselstrasse,strassenbahn,"47,26","52.48313752772782, 13.431480309407663",
1285,19611285,Weinmeisterhornweg,bus,"A13 ; A34,A35","52.511043998847086, 13.171645488962428 ;  52.50924681744358, 13.180314851039075",
1286,19611286,"Weißensee, Liebermannstrasse Ecke Piesporter Strasse",bus,A55,"52.56056756076504, 13.477555745782263",
1287,19611287,"Weißensee, Nüßlerstrasse",bus,A56,"52.56398537909407, 13.469733771213992",
1288,19611288,"Weißensee, Pasedagplatz",strassenbahn,72,"52.5594027,13.4609594",Q65954665
1289,19611289,"Weißensee, Schwarzelfenweg",bus,A45,"52.56729838338304, 13.46535452978551",
1290,19611290,Weißenseer Weg,bus,O37,"52.53305919668049, 13.476252837088406",
1291,19611291,Weißenseer Weg,strassenbahn,"64,63","52.532258,13.476705",Q65942700
1292,19611292,Wendenschloß Ecke Ekhofstrasse,strassenbahn,83,"52.41633000736971, 13.589690772826726",
1293,19611293,Wentowsteig,bus,A21,"52.59694371557204, 13.360462949429833",
1294,19611294,Wernerwerk,s-bahn,KBS 100c,"52.534863,13.27599",Q96077001
1295,19611295,Westend,s-bahn,KBS 100,"52.5181,13.2844",Q323214
1296,19611296,Westkreuz,s-bahn,"KBS 101,KBS 102,KBS 100","52.5011,13.2839",Q678125
1297,19611297,"Weverstrasse, Strassenbahnhof",strassenbahn,"75,76","52.51946975407937, 13.19781896484702",
1298,19611298,Wichertstrasse Ecke Prenzlauer Allee,bus,A56,"52.54571094901922, 13.42782494047603",
1299,19611299,Wiebestrasse,bus,A24,"52.53119512537686, 13.319063771537584",
1300,19611300,Wiebestrasse Ecke Kaiserin-Augusta-Allee,strassenbahn,3,"52.52581805493254, 13.31804267301598",
1301,19611301,"Wiebestrasse, Strassenbahnhof",bus,A70,"52.53066666255053, 13.319314794959219",
1302,19611302,Wiener Brücke,bus,A75,"52.49588477409083, 13.43650068505988",
1303,19611303,Wiener Brücke,strassenbahn,"92,87","52.49588477409083, 13.43650068505988",
1304,19611304,Wiesbadener Strasse,bus,A16,"52.47164544021605, 13.319516803491332",
1305,19611305,Wiesenbaude,bus,A11,"52.430495242672045, 13.31180861060395",
1306,19611306,Wiesenbaude,strassenbahn,"73,74","52.43330952304924, 13.307272184416341",
1307,19611307,Wiesenstrasse,bus,A70,"52.54763571080132, 13.373871074090278",
1308,19611308,"Weißensee, Pasedagplatz",strassenbahn,74,"52.5594027,13.4609594",Q65954665
1309,19611309,Wildau,s-bahn,KBS 103,"52.32,13.634",Q8000974
1310,19611310,Wilderbruchstrasse Ecke Sonnenallee,strassenbahn,3,"52.48172850402205, 13.440160266547615",
1311,19611311,Wildmeisterdamm,bus,A52,"52.425839839495815, 13.48325607958456",
1312,19611312,Wildmeisterdamm,strassenbahn,47,"52.426124062490864, 13.48276594555747",
1313,19611313,Wilhelminenhof- Ecke Edisonstrasse,strassenbahn,82,"52.4619496,13.5139049",Q65951882
1314,19611314,Wilhelminenhofstrasse,strassenbahn,69,"52.460837970970566, 13.521054382869073",
1315,19611315,Wilhelminenhof- Ecke Edisonstrasse,strassenbahn,87,"52.4619496,13.5139049",Q65951882
1316,19611316,Wilhelmshagen,s-bahn,KBS 102,"52.4386,13.7222",Q800494
1317,19611317,Wilhelmsruh,s-bahn,KBS 106,"52.5814,13.3631",Q800495
1318,19611318,"Wilhelmsruh, Fontanestrasse",bus,"A55,A45","52.58985938767378, 13.361193570257216",
1319,19611319,Wilhelmstrasse,bus,A17,"52.43057879952989, 13.318592903820731",
1320,19611320,Wilmersdorf,s-bahn,"KBS 100a,KBS 100","52.477658333333,13.328525",Q464094
1321,19611321,Wilmersdorfer Strasse,bus,"A19,A29","52.499967660537735, 13.306987838785277",
1322,19611322,Wilmersdorfer Strasse,strassenbahn,"75,76","52.506692000645316, 13.306692426875525",
1323,19611323,Wilmersdorfer Strasse Ecke Kurfürstendamm,bus,A69,"52.50002844680595, 13.307125123915897",
1324,19611324,Wilmersdorfer Strasse Ecke Kurfürstendamm,strassenbahn,3,"52.500032680363084, 13.307221456574052",
1325,19611325,Wilmersdorfer Strasse Ecke Otto-Suhr-Alle,strassenbahn,3,"52.518112442546, 13.304359726984016",
1326,19611326,Winfriedstrasse,bus,AS3,"52.437562011852606, 13.269450173477841",
1327,19611327,Winifriedstrasse Ecke Clayallee,bus,A3,"52.439229231714734, 13.262871381887154",
1328,19611328,Wismarer Strasse,bus,A1,"52.42195191841697, 13.2985053942209",
1329,19611329,Wismarer Strasse,strassenbahn,77,"52.42195291492597, 13.29850599537737",
1330,19611330,Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,96,"52.41786193949108, 13.305195152904869",
1331,19611331,Wittenau,bus,A62,"52.596084138285406, 13.332857679505645",
1332,19611332,Wittenau (Kremmener Bahn),s-bahn,KBS 105,"52.597013,13.334329",Q111264319
1333,19611333,Wittenau (Nordbahn),s-bahn,KBS 106,"52.597013,13.334329",Q111264319
1334,19611334,Wittenbergplatz,bus,"A73,A60,A62,A29,A19","52.50188939146253, 13.342697883756577",
1335,19611335,Wittenbergplatz,strassenbahn,"2,55,77,78","52.50185025953713, 13.343098350806866",
1336,19611336,Wittenbergplatz,u-bahn,"A II,A I,B II,B I","52.501944444444,13.343055555556",Q692727
1337,19611337,Witzleben,s-bahn,KBS 100,"52.5078,13.2836",Q321266
1338,19611338,Wolburgsweg,bus,A5,"52.550616013150325, 13.16810722103831",
1339,19611339,Wollankstr.,s-bahn,"KBS 105,KBS 106","52.5651525,13.3923627",Q800515
1340,19611340,Woltersdorfer Schleuse,bus,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.4427723984596, 13.764524016423056",
1341,19611341,Wolzogenstrasse,bus,A18,"52.43229985926568, 13.235719207112487",
1342,19611342,Wongrowitzer Strasse,bus,A27,"52.46658608823203, 13.584839227863949",
1343,19611343,Wuhlheide,s-bahn,KBS 102,"52.4689,13.5533",Q800514
1344,19611344,Yorckstr.,s-bahn,"KBS 105,KBS 106","52.491777777778,13.372141666667",Q21776729
1345,19611345,Yorckstrasse,bus,A28,"52.49358813377981, 13.384967556749217",
1346,19611346,Yorckstrasse,strassenbahn,96,"52.492901206042376, 13.387766831697483",
1347,19611347,Zabel-Krüger-Damm,bus,A12,"52.60786610541416, 13.323845802997752",
1348,19611348,Zappoter/Oeynhauser Strasse,bus,A60,"52.47331132628728, 13.298669291589876",
1349,19611349,Zehlendorf,s-bahn,"KBS 104,KBS 104a","52.4309,13.2584",Q737962
1350,19611350,Zentralschule,bus,A22,"52.43465069286089, 13.703692212644038 ",
1351,19611351,Zentralviehhof,s-bahn,"KBS 103a,KBS 106","52.5238,13.4644",Q800512
1352,19611352,Zepernick (b Bernau),s-bahn,KBS 106,"52.6598,13.5342",Q801657
1353,19611353,Zeuthen,s-bahn,KBS 103,"52.3486,13.6274",Q8069824
1354,19611354,"Ziegenhals, VA Dienststelle",bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),"52.3470916280972, 13.664196000865504",
1355,19611355,Ziekowstrasse,bus,A14,"52.59059426195262, 13.292011153010927",
1356,19611356,Zitadellenweg,strassenbahn,55,"52.5377758132997, 13.217204249093342",
1357,19611357,ZobeltitzStrasse,bus,A61,"52.56898257894375, 13.317202802475165",
1358,19611358,Zoologischer Garten,s-bahn,"KBS 101,KBS 102","52.507222222222,13.3325",Q111326238
1359,19611359,Zoologischer Garten,u-bahn,"A I,B I","52.5058669,13.3330236",Q4024764
1360,19611360,Zossener Strasse,bus,A28,"52.49160676567746, 13.394443897793668",
1361,19611361,Zossener Strasse Ecke Blücherstrasse,strassenbahn,95,"52.49622054069677, 13.395106811633234",
1362,19611362,Zum Heckeshorn,bus,A51,"52.43307505069834, 13.164008736441371",
1363,19611363,ZweiBrücker Strasse,bus,A63,"52.54677409100436, 13.188764018875105",
1364,19611364,Waldstrasse Ecke Turmstrasse,bus,"A72, A1","52.52723999918061, 13.33057857025633",
1365,19611365,Wilhelmstrasse Ecke Pichelsdorferstrasse,bus,"A35,A34","52.527959605404874, 13.195282802302891",
1366,19611366,Lichterfelde-West Lindenstrasse,strassenbahn,"58,78","52.416224714960904, 13.311832010279808",
1367,19611367,Köpenickerstrasse Ecke Manteuffelstrasse,bus,A28,"52.50574939832715, 13.431940956927507",
1368,19611368,Rosenthalerweg,strassenbahn,49,"52.60625636987162, 13.420087684676252",
1369,19611369,Schlossstrasse Ecke Seelingstrasse,bus,A74,"52.51569806814604, 13.296301299533223",
1370,19611370,Tempelhofer Weg Ecke Britzer Damm,bus,A25,"52.448934594274505, 13.43628485305219",
1371,19611371,Tempelhofer Damm Ecke Friedrich-Karl-Strasse,bus,A25,"52.4557662805014, 13.383913574584998",
