line_name,Stops,Frequency_7-30,Length (time),type,east-west,year,direction
A 20,"Tegelort - Gerlindeweg Ecke Friederikestrasse - Falkenplatz - Mühlenstrasse - Heiligenseestrasse - Karolinenstrasse - U-Bhf. Tegel - Hatzfeldtallee - Martin-Luther-Friedhof - Freie Scholle - Waldhornstrasse - Cyclopstrasse Ecke Waidmannsluster Damm - Oraniendamm Ecke Zabel-Krüger-Damm - Am Vierrutenberg Ecke Zabel-Krüger-Damm - Lübars, Dorfaue",15,36,bus,West,1964
A 21,Wentowsteig - Oranienburger Strasse Ecke Wilhelmsruher Damm - Alt-Wittenau Ecke Eichborndamm - Kienhorststrasse - Scharnweberstrasse - Kurt-Schumacher-Platz - Kaserne Südtor - Heckerdamm - Olbersstrasse - Luisenplatz - Kantstrasse - Stuttgarter Platz - Amtsgericht Charlottenburg - Kurfürstendamm Ecke Joachimsthaler Strasse - Bhf. Hohenzollerndamm - U-Bhf. Fehrbelliner Platz,15,50,bus,West,1964
A 22,"Hessenwinkel, Lindenstrasse - Fahlenbergstrasse Ecke Fürstenwalder Allee - S-Bhf. Wilhelmshagen - Zentralschule - Waldschänke - S-Bhf. Rahnsdorf - Fichtenau, Stadtgrenze",20,27,bus,Ost,1964
A 23,"Falkenhöhe - S-Bhf. Altglienicke - Normannenstrasse - Wolfmarsteig - Schönefelder Chaussee - Altglienicke, Kirche ",20,20,bus,Ost,1964
A 24,Wiebestrasse - Gotzkowskystrasse - Stromstrasse - Rathenower Strasse - Alt-Moabit - John-Foster-Dulles-Allee - Tiergartenstrasse - Lützowplatz - Potsdamer Strasse Ecke Schöneberger Ufer - Hafenplatz - Askanischer Platz - U-Bhf. Hallesches Tor - Alexandrinenstrasse Ecke Neuenburgerstrasse - Gneisenaustrasse Ecke Zossener Strasse - Columbiadamm Ecke Friesenstrasse - Flughafen,15,39,bus,West,1964
A 25,Unionplatz - Gotzkowskybrücke - Hansaplatz - U-Bhf. Ernst-Reuter-Platz - Bhf. Zoo - Pariser Strasse Ecke Joachimstaler Strasse - Berliner Strasse Ecke Bundesallee - Bundesplatz - Kaisereiche - Grazer Platz - Attilaplatz - Tempelhofer Damm Ecke Ordensmeisterstrasse - Gottlieb-Dunkel-Strasse Ecke Germaniastrasse - Britzer Damm Ecke Tempelhofer Weg - U-Bhf. Parchimer Allee - Grüner Weg Ecke Buschkrug Allee,10,59,bus,West,1964
A 26,VEB Bautransporte - Bhf. Schöneweide,15,5,bus,Ost,1964
A 27,"S-Bhf. Kaulsdorf, Planitzstrasse - Chemnitzer Strasse Ecke Alt-Kaulsdorf - Ulmenstrasse - Wongrowitzer Strasse - S-Bhf. Köpenick - Bahnhofstrasse Ecke Lindenstrasse - Köpenick, Krankenhaus - Müggelseeperle - Müggelheim",10,43,bus,Ost,1964
A 28,Loewenhardtdamm - Dudenstrasse - Kreuzbergstrasse - Yorckstrasse - Mehringdamm - Zossener Strasse - Südstern - Urban-Krankenhaus - U-Bhf. Prinzenstrasse - U-Bhf Kottbusser Tor - Oranienstrasse - Waldemarstrasse - Mariannenplatz - Manteuffelstrasse Ecke Köpenickerstrasse - U-Bhf. Schlesisches Tor - Heckmannufer,7.5,30,bus,West,1964
A 29,Roseneck - Berkaer Strasse - Bismarckplatz - Henriettenplatz - Joachim-Friedrich-Strasse - Wilmersdorfer Strasse - Olivaer Platz - Uhlandstrasse - Joachimstaler Strasse - Breitscheidplatz - Wittenbergplatz - Lutherstrasse - Lützowstrasse - Lützowstrasse Ecke Potsdamer Strasse - Askanischer Platz - U-Bhf. Kochstrasse - Oranienplatz,10,40,bus,West,1964
A 31,Machandelweg - U-Bhf. Ruhleben - Friedhof Ruhleben - Kinderheim Ruhleben - Teltower Strasse - Grenadierstrasse - Stresowplatz - Breite Strasse Ecke Charlottenstrasse - Rathaus Spandau - Nauener Strasse - Egelpfuhlstrasse - Magistratsweg - Spandauer Strasse - Hackbuschstrasse - Heidebergplan,20,30,bus,West,1964
A 32,"Breitenbachplatz - Gritznerstrasse - Schlossstrasse Ecke Albrechtstrasse - Rathaus Steglitz - Kuhligkshofstrasse Ecke Albrechtstrasse - Sedanstrasse - Stindestrasse - Leonorenstrasse - Lankwitz, Kirche - Malteserstrasse Ecke Belßstrasse - Marchandstrasse - Marienfelder Allee - Stegerwaldstrasse - Bhf. Marienfelde",6,28,bus,West,1964
A 33,"Berlinickestrasse Ecke Albrechtstrasse - Klingsorstrasse - Sedanstrasse - Bismarckstrasse Ecke Steglitzer Damm - Halskestrasse Ecke Attilastrasse Ecke Steglitzer Damm - Kaiserstrasse/Ringstrasse - Rathaus Mariendorf - Mariendorf, Kaiserstrasse",5,15,bus,West,1964
