,stop_name,line_count,type,in_lines
0,"Moabit, Waldstrasse Ecke Turmstrasse",1,bus,{'1'}
1,Turmstrasse,4,bus,"{'70', '1', '16'}"
2,Turmstrasse,4,u-bahn,{'9'}
3,Alt-Moabit,3,bus,"{'90', '24', '1'}"
4,Franklinstrasse,2,bus,"{'90', '1'}"
5,Otto-Suhr-Allee,1,bus,{'1'}
6,Bismarckstrasse,12,bus,"{'1', '21', '68', '76', '81', '75', '17', '33', '2', '32'}"
7,Bismarckstrasse,12,u-bahn,"{'7', '1'}"
8,Kantstrasse,3,bus,"{'69', '60', '1'}"
9,Kurfürstendamm,4,bus,"{'21', '10', '1'}"
10,Kurfürstendamm,4,u-bahn,{'3'}
11,Olivaer Platz,2,bus,"{'69', '1'}"
12,U-Bhf. Konstanzer Strasse,2,bus,"{'74', '1'}"
13,U-Bhf. Fehrbelliner Platz,3,bus,"{'4', '50', '1'}"
14,U-Bhf. Blissestrasse,4,bus,"{'4', '60', '1', '86'}"
15,Hildegardstrasse,1,bus,{'1'}
16,Laubacher Strasse,1,bus,{'1'}
17,U-Bhf. Breitenbachplatz,2,bus,"{'1', '33'}"
18,U-Bhf. Dahlem-Dorf,2,bus,"{'68', '1'}"
19,Pacelli-/Thielallee,1,bus,{'1'}
20,Königin-Luise-Strasse,1,bus,{'1'}
21,U-Bhf. Oskar-Helene-Heim,4,bus,"{'60', '11', '1', '18'}"
22,Winfriedstrasse,2,bus,"{'1', '3'}"
23,Berliner Strasse,9,bus,"{'50', '10', '1', '21', '11', '48'}"
24,Berliner Strasse,9,strassenbahn,{'63'}
25,Berliner Strasse,9,u-bahn,"{'7', '9'}"
26,Rathaus Zehlendorf,4,bus,"{'53', '10', '1', '3'}"
27,Hampsteadstrasse,1,bus,{'1'}
28,Wismarer Strasse,3,bus,"{'96E', '1', '96'}"
29,"Lichterfelde, Lindenstrasse",1,bus,{'1'}
30,"Marzahn, Betriebshof",1,bus,{'10 SEV'}
31,"Marzahn, Kirche",1,bus,{'10 SEV'}
32,Rebhuhnweg,1,bus,{'10 SEV'}
33,Bruno-Baum-Strasse,5,bus,"{'10 SEV', '95'}"
34,Bruno-Baum-Strasse,5,strassenbahn,"{'12', '11', '14'}"
35,S-Bhf. Marzahn,8,bus,"{'92', '10 SEV', '54', '43', '95'}"
36,S-Bhf. Marzahn,8,strassenbahn,"{'12', '11', '14'}"
37,Franz-Stenzer-Strasse,2,bus,"{'10 SEV', '98'}"
38,Haselhorster Damm,3,bus,"{'13', '55', '10'}"
39,Gartenfelder Strasse,4,bus,"{'55', '99', '10', '72'}"
40,Paulsternstrasse,5,bus,"{'55', '99', '10', '13', '72'}"
41,Nonnendammallee,1,bus,{'10'}
42,U-Bhf. Rohrdamm,5,bus,"{'55', '99', '10', '23', '72'}"
43,Fürstenbrunner Weg/Friedhof,1,bus,{'10'}
44,Spandauer Damm,3,bus,"{'74', '10', '65'}"
45,U-Bhf. Kaiserdamm,1,bus,{'10'}
46,ICC/Omnibusbahnhof,5,bus,"{'10', '92', '94', '4', '65'}"
47,Dernburgstrasse,2,bus,"{'10', '94'}"
48,Amtgerichtsplatz,1,bus,{'10'}
49,Kurfürstendamm,4,bus,"{'21', '10', '1'}"
50,Kurfürstendamm,4,u-bahn,{'3'}
51,Henriettenplatz,4,bus,"{'69', '4', '10', '19'}"
52,Rathenauplatz,4,bus,"{'69', '10', '65', '19'}"
53,Herbertstrasse,1,bus,{'10'}
54,Elsterplatz,2,bus,"{'60', '10'}"
55,Hundekehlestrasse,1,bus,{'10'}
56,Königen-Luise-Strasse/Museum Dahlem,1,bus,{'10'}
57,U-Bhf. Thielplatz,1,bus,{'10'}
58,Corrensplatz,2,bus,"{'11', '10'}"
59,Berliner Strasse,9,bus,"{'50', '10', '1', '21', '11', '48'}"
60,Berliner Strasse,9,strassenbahn,{'63'}
61,Berliner Strasse,9,u-bahn,"{'7', '9'}"
62,Teltower Damm,3,bus,"{'10', '53', '48'}"
63,Rathaus Zehlendorf,4,bus,"{'53', '10', '1', '3'}"
64,Behring-Krankenhaus,1,bus,{'10'}
65,"Zehlendorf-Süd, Sachtlebenstrasse Ecke Lupsteiner Weg",1,bus,{'10'}
66,Dahlem Waldfriedhof,1,bus,{'11'}
67,U-Bhf. Oskar-Helene-Heim,4,bus,"{'60', '11', '1', '18'}"
68,Garystrasse,1,bus,{'11'}
69,Corrensplatz,2,bus,"{'11', '10'}"
70,Berliner Strasse,9,bus,"{'50', '10', '1', '21', '11', '48'}"
